Ukazatel;Roky;SO ORP;Velikostní skupina obcí;value
Počet obyvatel;2024;Světlá nad Sázavou;20 000 až 49 999;
Počet obyvatel;2024;Světlá nad Sázavou;50 000 až 99 999;
Počet obyvatel;2024;Světlá nad Sázavou;100 000 a více;
Počet obyvatel;2024;Telč;Celkem;13050.0
Počet obyvatel;2024;Telč;méně než 200;
Počet obyvatel;2024;Telč;200 až 499;
Počet obyvatel;2024;Telč;500 až 999;
Počet obyvatel;2024;Telč;1 000 až 1 9999;
Počet obyvatel;2024;Telč;2 000 až 4 999;
Počet obyvatel;2024;Telč;5 000 až 9 9999;
Počet obyvatel;2024;Telč;10 000 až 19 999;
Počet obyvatel;2024;Telč;20 000 až 49 999;
Počet obyvatel;2024;Telč;50 000 až 99 999;
Počet obyvatel;2024;Telč;100 000 a více;
Počet obyvatel;2024;Třebíč;Celkem;73788.0
Počet obyvatel;2024;Třebíč;méně než 200;
Počet obyvatel;2024;Třebíč;200 až 499;
Počet obyvatel;2024;Třebíč;500 až 999;
Počet obyvatel;2024;Třebíč;1 000 až 1 9999;
Počet obyvatel;2024;Třebíč;2 000 až 4 999;
Počet obyvatel;2024;Třebíč;5 000 až 9 9999;
Počet obyvatel;2024;Třebíč;10 000 až 19 999;
Počet obyvatel;2024;Třebíč;20 000 až 49 999;
Počet obyvatel;2024;Třebíč;50 000 až 99 999;
Počet obyvatel;2024;Třebíč;100 000 a více;
Počet obyvatel;2024;Velké Meziříčí;Celkem;37510.0
Počet obyvatel;2024;Velké Meziříčí;méně než 200;
Počet obyvatel;2024;Velké Meziříčí;200 až 499;
Počet obyvatel;2024;Velké Meziříčí;500 až 999;
Počet obyvatel;2024;Velké Meziříčí;1 000 až 1 9999;
Počet obyvatel;2024;Velké Meziříčí;2 000 až 4 999;
Počet obyvatel;2024;Velké Meziříčí;5 000 až 9 9999;
Počet obyvatel;2024;Velké Meziříčí;10 000 až 19 999;
Počet obyvatel;2024;Velké Meziříčí;20 000 až 49 999;
Počet obyvatel;2024;Velké Meziříčí;50 000 až 99 999;
Počet obyvatel;2024;Velké Meziříčí;100 000 a více;
Počet obyvatel;2024;Žďár nad Sázavou;Celkem;42603.0
Počet obyvatel;2024;Žďár nad Sázavou;méně než 200;
Počet obyvatel;2024;Žďár nad Sázavou;200 až 499;
Počet obyvatel;2024;Žďár nad Sázavou;500 až 999;
Počet obyvatel;2024;Žďár nad Sázavou;1 000 až 1 9999;
Počet obyvatel;2024;Žďár nad Sázavou;2 000 až 4 999;
Počet obyvatel;2024;Žďár nad Sázavou;5 000 až 9 9999;
Počet obyvatel;2024;Žďár nad Sázavou;10 000 až 19 999;
Počet obyvatel;2024;Žďár nad Sázavou;20 000 až 49 999;
Počet obyvatel;2024;Žďár nad Sázavou;50 000 až 99 999;
Počet obyvatel;2024;Žďár nad Sázavou;100 000 a více;
Počet obyvatel;2024;Blansko;Celkem;57368.0
Počet obyvatel;2024;Blansko;méně než 200;
Počet obyvatel;2024;Blansko;200 až 499;
Počet obyvatel;2024;Blansko;500 až 999;
Počet obyvatel;2024;Blansko;1 000 až 1 9999;
Počet obyvatel;2024;Blansko;2 000 až 4 999;
Počet obyvatel;2024;Blansko;5 000 až 9 9999;
Počet obyvatel;2024;Blansko;10 000 až 19 999;
Počet obyvatel;2024;Blansko;20 000 až 49 999;
Počet obyvatel;2024;Blansko;50 000 až 99 999;
Počet obyvatel;2024;Blansko;100 000 a více;
Počet obyvatel;2024;Boskovice;Celkem;53899.0
Počet obyvatel;2024;Boskovice;méně než 200;
Počet obyvatel;2024;Boskovice;200 až 499;
Počet obyvatel;2024;Boskovice;500 až 999;
Počet obyvatel;2024;Boskovice;1 000 až 1 9999;
Počet obyvatel;2024;Boskovice;2 000 až 4 999;
Počet obyvatel;2024;Boskovice;5 000 až 9 9999;
Počet obyvatel;2024;Boskovice;10 000 až 19 999;
Počet obyvatel;2024;Boskovice;20 000 až 49 999;
Počet obyvatel;2024;Boskovice;50 000 až 99 999;
Počet obyvatel;2024;Boskovice;100 000 a více;
Počet obyvatel;2024;Brno;Celkem;402739.0
Počet obyvatel;2024;Brno;méně než 200;
Počet obyvatel;2024;Brno;200 až 499;
Počet obyvatel;2024;Brno;500 až 999;
Počet obyvatel;2024;Brno;1 000 až 1 9999;
Počet obyvatel;2024;Brno;2 000 až 4 999;
Počet obyvatel;2024;Brno;5 000 až 9 9999;
Počet obyvatel;2024;Brno;10 000 až 19 999;
Počet obyvatel;2024;Brno;20 000 až 49 999;
Počet obyvatel;2024;Brno;50 000 až 99 999;
Počet obyvatel;2024;Brno;100 000 a více;
Počet obyvatel;2024;Břeclav;Celkem;59492.0
Počet obyvatel;2024;Břeclav;méně než 200;
Počet obyvatel;2024;Břeclav;200 až 499;
Počet obyvatel;2024;Břeclav;500 až 999;
Počet obyvatel;2024;Břeclav;1 000 až 1 9999;
Počet obyvatel;2024;Břeclav;2 000 až 4 999;
Počet obyvatel;2024;Břeclav;5 000 až 9 9999;
Počet obyvatel;2024;Břeclav;10 000 až 19 999;
Počet obyvatel;2024;Břeclav;20 000 až 49 999;
Počet obyvatel;2024;Břeclav;50 000 až 99 999;
Počet obyvatel;2024;Břeclav;100 000 a více;
Počet obyvatel;2024;Bučovice;Celkem;16827.0
Počet obyvatel;2024;Bučovice;méně než 200;
Počet obyvatel;2024;Bučovice;200 až 499;
Počet obyvatel;2024;Bučovice;500 až 999;
Počet obyvatel;2024;Bučovice;1 000 až 1 9999;
Počet obyvatel;2024;Bučovice;2 000 až 4 999;
Počet obyvatel;2024;Bučovice;5 000 až 9 9999;
Počet obyvatel;2024;Bučovice;10 000 až 19 999;
Počet obyvatel;2024;Bučovice;20 000 až 49 999;
Počet obyvatel;2024;Bučovice;50 000 až 99 999;
Počet obyvatel;2024;Bučovice;100 000 a více;
Počet obyvatel;2024;Hodonín;Celkem;59377.0
Počet obyvatel;2024;Hodonín;méně než 200;
Počet obyvatel;2024;Hodonín;200 až 499;
Počet obyvatel;2024;Hodonín;500 až 999;
Počet obyvatel;2024;Hodonín;1 000 až 1 9999;
Počet obyvatel;2024;Hodonín;2 000 až 4 999;
Počet obyvatel;2024;Hodonín;5 000 až 9 9999;
Počet obyvatel;2024;Hodonín;10 000 až 19 999;
Počet obyvatel;2024;Hodonín;20 000 až 49 999;
Počet obyvatel;2024;Hodonín;50 000 až 99 999;
Počet obyvatel;2024;Hodonín;100 000 a více;
Počet obyvatel;2024;Hustopeče;Celkem;37731.0
Počet obyvatel;2024;Hustopeče;méně než 200;
Počet obyvatel;2024;Hustopeče;200 až 499;
Počet obyvatel;2024;Hustopeče;500 až 999;
Počet obyvatel;2024;Hustopeče;1 000 až 1 9999;
Počet obyvatel;2024;Hustopeče;2 000 až 4 999;
Počet obyvatel;2024;Hustopeče;5 000 až 9 9999;
Počet obyvatel;2024;Hustopeče;10 000 až 19 999;
Počet obyvatel;2024;Hustopeče;20 000 až 49 999;
Počet obyvatel;2024;Hustopeče;50 000 až 99 999;
Počet obyvatel;2024;Hustopeče;100 000 a více;
Počet obyvatel;2024;Ivančice;Celkem;25439.0
Počet obyvatel;2024;Ivančice;méně než 200;
Počet obyvatel;2024;Ivančice;200 až 499;
Počet obyvatel;2024;Ivančice;500 až 999;
Počet obyvatel;2024;Ivančice;1 000 až 1 9999;
Počet obyvatel;2024;Ivančice;2 000 až 4 999;
Počet obyvatel;2024;Ivančice;5 000 až 9 9999;
Počet obyvatel;2024;Ivančice;10 000 až 19 999;
Počet obyvatel;2024;Ivančice;20 000 až 49 999;
Počet obyvatel;2024;Ivančice;50 000 až 99 999;
Počet obyvatel;2024;Ivančice;100 000 a více;
Počet obyvatel;2024;Kuřim;Celkem;24774.0
Počet obyvatel;2024;Kuřim;méně než 200;
Počet obyvatel;2024;Kuřim;200 až 499;
Počet obyvatel;2024;Kuřim;500 až 999;
Počet obyvatel;2024;Kuřim;1 000 až 1 9999;
Počet obyvatel;2024;Kuřim;2 000 až 4 999;
Počet obyvatel;2024;Kuřim;5 000 až 9 9999;
Počet obyvatel;2024;Kuřim;10 000 až 19 999;
Počet obyvatel;2024;Kuřim;20 000 až 49 999;
Počet obyvatel;2024;Kuřim;50 000 až 99 999;
Počet obyvatel;2024;Kuřim;100 000 a více;
Počet obyvatel;2024;Kyjov;Celkem;55070.0
Počet obyvatel;2024;Kyjov;méně než 200;
Počet obyvatel;2024;Kyjov;200 až 499;
Počet obyvatel;2024;Kyjov;500 až 999;
Počet obyvatel;2024;Kyjov;1 000 až 1 9999;
Počet obyvatel;2024;Kyjov;2 000 až 4 999;
Počet obyvatel;2024;Kyjov;5 000 až 9 9999;
Počet obyvatel;2024;Kyjov;10 000 až 19 999;
Počet obyvatel;2024;Kyjov;20 000 až 49 999;
Počet obyvatel;2024;Kyjov;50 000 až 99 999;
Počet obyvatel;2024;Kyjov;100 000 a více;
Počet obyvatel;2024;Mikulov;Celkem;20861.0
Počet obyvatel;2024;Mikulov;méně než 200;
Počet obyvatel;2024;Mikulov;200 až 499;
Počet obyvatel;2024;Mikulov;500 až 999;
Počet obyvatel;2024;Mikulov;1 000 až 1 9999;
Počet obyvatel;2024;Mikulov;2 000 až 4 999;
Počet obyvatel;2024;Mikulov;5 000 až 9 9999;
Počet obyvatel;2024;Mikulov;10 000 až 19 999;
Počet obyvatel;2024;Mikulov;20 000 až 49 999;
Počet obyvatel;2024;Mikulov;50 000 až 99 999;
Počet obyvatel;2024;Mikulov;100 000 a více;
Počet obyvatel;2024;Moravský Krumlov;Celkem;22725.0
Počet obyvatel;2024;Moravský Krumlov;méně než 200;
Počet obyvatel;2024;Moravský Krumlov;200 až 499;
Počet obyvatel;2024;Moravský Krumlov;500 až 999;
Počet obyvatel;2024;Moravský Krumlov;1 000 až 1 9999;
Počet obyvatel;2024;Moravský Krumlov;2 000 až 4 999;
Počet obyvatel;2024;Moravský Krumlov;5 000 až 9 9999;
Počet obyvatel;2024;Moravský Krumlov;10 000 až 19 999;
Počet obyvatel;2024;Moravský Krumlov;20 000 až 49 999;
Počet obyvatel;2024;Moravský Krumlov;50 000 až 99 999;
Počet obyvatel;2024;Moravský Krumlov;100 000 a více;
Počet obyvatel;2024;Pohořelice;Celkem;16198.0
Počet obyvatel;2024;Pohořelice;méně než 200;
Počet obyvatel;2024;Pohořelice;200 až 499;
Počet obyvatel;2024;Pohořelice;500 až 999;
Počet obyvatel;2024;Pohořelice;1 000 až 1 9999;
Počet obyvatel;2024;Pohořelice;2 000 až 4 999;
Počet obyvatel;2024;Pohořelice;5 000 až 9 9999;
Počet obyvatel;2024;Pohořelice;10 000 až 19 999;
Počet obyvatel;2024;Pohořelice;20 000 až 49 999;
Počet obyvatel;2024;Pohořelice;50 000 až 99 999;
Počet obyvatel;2024;Pohořelice;100 000 a více;
Počet obyvatel;2024;Rosice;Celkem;27164.0
Počet obyvatel;2024;Rosice;méně než 200;
Počet obyvatel;2024;Rosice;200 až 499;
Počet obyvatel;2024;Rosice;500 až 999;
Počet obyvatel;2024;Rosice;1 000 až 1 9999;
Počet obyvatel;2024;Rosice;2 000 až 4 999;
Počet obyvatel;2024;Rosice;5 000 až 9 9999;
Počet obyvatel;2024;Rosice;10 000 až 19 999;
Počet obyvatel;2024;Rosice;20 000 až 49 999;
Počet obyvatel;2024;Rosice;50 000 až 99 999;
Počet obyvatel;2024;Rosice;100 000 a více;
Počet obyvatel;2024;Slavkov u Brna;Celkem;25212.0
Počet obyvatel;2024;Slavkov u Brna;méně než 200;
Počet obyvatel;2024;Slavkov u Brna;200 až 499;
Počet obyvatel;2024;Slavkov u Brna;500 až 999;
Počet obyvatel;2024;Slavkov u Brna;1 000 až 1 9999;
Počet obyvatel;2024;Slavkov u Brna;2 000 až 4 999;
Počet obyvatel;2024;Slavkov u Brna;5 000 až 9 9999;
Počet obyvatel;2024;Slavkov u Brna;10 000 až 19 999;
Počet obyvatel;2024;Slavkov u Brna;20 000 až 49 999;
Počet obyvatel;2024;Slavkov u Brna;50 000 až 99 999;
Počet obyvatel;2024;Slavkov u Brna;100 000 a více;
Počet obyvatel;2024;Šlapanice;Celkem;73619.0
Počet obyvatel;2024;Šlapanice;méně než 200;
Počet obyvatel;2024;Šlapanice;200 až 499;
Počet obyvatel;2024;Šlapanice;500 až 999;
Počet obyvatel;2024;Šlapanice;1 000 až 1 9999;
Počet obyvatel;2024;Šlapanice;2 000 až 4 999;
Počet obyvatel;2024;Šlapanice;5 000 až 9 9999;
Počet obyvatel;2024;Šlapanice;10 000 až 19 999;
Počet obyvatel;2024;Šlapanice;20 000 až 49 999;
Počet obyvatel;2024;Šlapanice;50 000 až 99 999;
Počet obyvatel;2024;Šlapanice;100 000 a více;
Počet obyvatel;2024;Tišnov;Celkem;32815.0
Počet obyvatel;2024;Tišnov;méně než 200;
Počet obyvatel;2024;Tišnov;200 až 499;
Počet obyvatel;2024;Tišnov;500 až 999;
Počet obyvatel;2024;Tišnov;1 000 až 1 9999;
Počet obyvatel;2024;Tišnov;2 000 až 4 999;
Počet obyvatel;2024;Tišnov;5 000 až 9 9999;
Počet obyvatel;2024;Tišnov;10 000 až 19 999;
Počet obyvatel;2024;Tišnov;20 000 až 49 999;
Počet obyvatel;2024;Tišnov;50 000 až 99 999;
Počet obyvatel;2024;Tišnov;100 000 a více;
Počet obyvatel;2024;Veselí nad Moravou;Celkem;36507.0
Počet obyvatel;2024;Veselí nad Moravou;méně než 200;
Počet obyvatel;2024;Veselí nad Moravou;200 až 499;
Počet obyvatel;2024;Veselí nad Moravou;500 až 999;
Počet obyvatel;2024;Veselí nad Moravou;1 000 až 1 9999;
Počet obyvatel;2024;Veselí nad Moravou;2 000 až 4 999;
Počet obyvatel;2024;Veselí nad Moravou;5 000 až 9 9999;
Počet obyvatel;2024;Veselí nad Moravou;10 000 až 19 999;
Počet obyvatel;2024;Veselí nad Moravou;20 000 až 49 999;
Počet obyvatel;2024;Veselí nad Moravou;50 000 až 99 999;
Počet obyvatel;2024;Veselí nad Moravou;100 000 a více;
Počet obyvatel;2024;Vyškov;Celkem;53598.0
Počet obyvatel;2024;Vyškov;méně než 200;
Počet obyvatel;2024;Vyškov;200 až 499;
Počet obyvatel;2024;Vyškov;500 až 999;
Počet obyvatel;2024;Vyškov;1 000 až 1 9999;
Počet obyvatel;2024;Vyškov;2 000 až 4 999;
Počet obyvatel;2024;Vyškov;5 000 až 9 9999;
Počet obyvatel;2024;Vyškov;10 000 až 19 999;
Počet obyvatel;2024;Vyškov;20 000 až 49 999;
Počet obyvatel;2024;Vyškov;50 000 až 99 999;
Počet obyvatel;2024;Vyškov;100 000 a více;
Počet obyvatel;2024;Znojmo;Celkem;93322.0
Počet obyvatel;2024;Znojmo;méně než 200;
Počet obyvatel;2024;Znojmo;200 až 499;
Počet obyvatel;2024;Znojmo;500 až 999;
Počet obyvatel;2024;Znojmo;1 000 až 1 9999;
Počet obyvatel;2024;Znojmo;2 000 až 4 999;
Počet obyvatel;2024;Znojmo;5 000 až 9 9999;
Počet obyvatel;2024;Znojmo;10 000 až 19 999;
Počet obyvatel;2024;Znojmo;20 000 až 49 999;
Počet obyvatel;2024;Znojmo;50 000 až 99 999;
Počet obyvatel;2024;Znojmo;100 000 a více;
Počet obyvatel;2024;Židlochovice;Celkem;34606.0
Počet obyvatel;2024;Židlochovice;méně než 200;
Počet obyvatel;2024;Židlochovice;200 až 499;
Počet obyvatel;2024;Židlochovice;500 až 999;
Počet obyvatel;2024;Židlochovice;1 000 až 1 9999;
Počet obyvatel;2024;Židlochovice;2 000 až 4 999;
Počet obyvatel;2024;Židlochovice;5 000 až 9 9999;
Počet obyvatel;2024;Židlochovice;10 000 až 19 999;
Počet obyvatel;2024;Židlochovice;20 000 až 49 999;
Počet obyvatel;2024;Židlochovice;50 000 až 99 999;
Počet obyvatel;2024;Židlochovice;100 000 a více;
Počet obyvatel;2024;Hranice;Celkem;34387.0
Počet obyvatel;2024;Hranice;méně než 200;
Počet obyvatel;2024;Hranice;200 až 499;
Počet obyvatel;2024;Hranice;500 až 999;
Počet obyvatel;2024;Hranice;1 000 až 1 9999;
Počet obyvatel;2024;Hranice;2 000 až 4 999;
Počet obyvatel;2024;Hranice;5 000 až 9 9999;
Počet obyvatel;2024;Hranice;10 000 až 19 999;
Počet obyvatel;2024;Hranice;20 000 až 49 999;
Počet obyvatel;2024;Hranice;50 000 až 99 999;
Počet obyvatel;2024;Hranice;100 000 a více;
Počet obyvatel;2024;Jeseník;Celkem;36492.0
Počet obyvatel;2024;Jeseník;méně než 200;
Počet obyvatel;2024;Jeseník;200 až 499;
Počet obyvatel;2024;Jeseník;500 až 999;
Počet obyvatel;2024;Jeseník;1 000 až 1 9999;
Počet obyvatel;2024;Jeseník;2 000 až 4 999;
Počet obyvatel;2024;Jeseník;5 000 až 9 9999;
Počet obyvatel;2024;Jeseník;10 000 až 19 999;
Počet obyvatel;2024;Jeseník;20 000 až 49 999;
Počet obyvatel;2024;Jeseník;50 000 až 99 999;
Počet obyvatel;2024;Jeseník;100 000 a více;
Počet obyvatel;2024;Konice;Celkem;11792.0
Počet obyvatel;2024;Konice;méně než 200;
Počet obyvatel;2024;Konice;200 až 499;
Počet obyvatel;2024;Konice;500 až 999;
Počet obyvatel;2024;Konice;1 000 až 1 9999;
Počet obyvatel;2024;Konice;2 000 až 4 999;
Počet obyvatel;2024;Konice;5 000 až 9 9999;
Počet obyvatel;2024;Konice;10 000 až 19 999;
Počet obyvatel;2024;Konice;20 000 až 49 999;
Počet obyvatel;2024;Konice;50 000 až 99 999;
Počet obyvatel;2024;Konice;100 000 a více;
Počet obyvatel;2024;Lipník nad Bečvou;Celkem;15314.0
Počet obyvatel;2024;Lipník nad Bečvou;méně než 200;
Počet obyvatel;2024;Lipník nad Bečvou;200 až 499;
Počet obyvatel;2024;Lipník nad Bečvou;500 až 999;
Počet obyvatel;2024;Lipník nad Bečvou;1 000 až 1 9999;
Počet obyvatel;2024;Lipník nad Bečvou;2 000 až 4 999;
Počet obyvatel;2024;Lipník nad Bečvou;5 000 až 9 9999;
Počet obyvatel;2024;Lipník nad Bečvou;10 000 až 19 999;
Počet obyvatel;2024;Lipník nad Bečvou;20 000 až 49 999;
Počet obyvatel;2024;Lipník nad Bečvou;50 000 až 99 999;
Počet obyvatel;2024;Lipník nad Bečvou;100 000 a více;
Počet obyvatel;2024;Litovel;Celkem;23568.0
Počet obyvatel;2024;Litovel;méně než 200;
Počet obyvatel;2024;Litovel;200 až 499;
Počet obyvatel;2024;Litovel;500 až 999;
Počet obyvatel;2024;Litovel;1 000 až 1 9999;
Počet obyvatel;2024;Litovel;2 000 až 4 999;
Počet obyvatel;2024;Litovel;5 000 až 9 9999;
Počet obyvatel;2024;Litovel;10 000 až 19 999;
Počet obyvatel;2024;Litovel;20 000 až 49 999;
Počet obyvatel;2024;Litovel;50 000 až 99 999;
Počet obyvatel;2024;Litovel;100 000 a více;
Počet obyvatel;2024;Mohelnice;Celkem;19182.0
Počet obyvatel;2024;Mohelnice;méně než 200;
Počet obyvatel;2024;Mohelnice;200 až 499;
Počet obyvatel;2024;Mohelnice;500 až 999;
Počet obyvatel;2024;Mohelnice;1 000 až 1 9999;
Počet obyvatel;2024;Mohelnice;2 000 až 4 999;
Počet obyvatel;2024;Mohelnice;5 000 až 9 9999;
Počet obyvatel;2024;Mohelnice;10 000 až 19 999;
Počet obyvatel;2024;Mohelnice;20 000 až 49 999;
Počet obyvatel;2024;Mohelnice;50 000 až 99 999;
Počet obyvatel;2024;Mohelnice;100 000 a více;
Počet obyvatel;2024;Olomouc;Celkem;169437.0
Počet obyvatel;2024;Olomouc;méně než 200;
Počet obyvatel;2024;Olomouc;200 až 499;
Počet obyvatel;2024;Olomouc;500 až 999;
Počet obyvatel;2024;Olomouc;1 000 až 1 9999;
Počet obyvatel;2024;Olomouc;2 000 až 4 999;
Počet obyvatel;2024;Olomouc;5 000 až 9 9999;
Počet obyvatel;2024;Olomouc;10 000 až 19 999;
Počet obyvatel;2024;Olomouc;20 000 až 49 999;
Počet obyvatel;2024;Olomouc;50 000 až 99 999;
Počet obyvatel;2024;Olomouc;100 000 a více;
Počet obyvatel;2024;Prostějov;Celkem;97131.0
Počet obyvatel;2024;Prostějov;méně než 200;
Počet obyvatel;2024;Prostějov;200 až 499;
Počet obyvatel;2024;Prostějov;500 až 999;
Počet obyvatel;2024;Prostějov;1 000 až 1 9999;
Počet obyvatel;2024;Prostějov;2 000 až 4 999;
Počet obyvatel;2024;Prostějov;5 000 až 9 9999;
Počet obyvatel;2024;Prostějov;10 000 až 19 999;
Počet obyvatel;2024;Prostějov;20 000 až 49 999;
Počet obyvatel;2024;Prostějov;50 000 až 99 999;
Počet obyvatel;2024;Prostějov;100 000 a více;
Počet obyvatel;2024;Přerov;Celkem;77585.0
Počet obyvatel;2024;Přerov;méně než 200;
Počet obyvatel;2024;Přerov;200 až 499;
Počet obyvatel;2024;Přerov;500 až 999;
Počet obyvatel;2024;Přerov;1 000 až 1 9999;
Počet obyvatel;2024;Přerov;2 000 až 4 999;
Počet obyvatel;2024;Přerov;5 000 až 9 9999;
Počet obyvatel;2024;Přerov;10 000 až 19 999;
Počet obyvatel;2024;Přerov;20 000 až 49 999;
Počet obyvatel;2024;Přerov;50 000 až 99 999;
Počet obyvatel;2024;Přerov;100 000 a více;
Počet obyvatel;2024;Šternberk;Celkem;23987.0
Počet obyvatel;2024;Šternberk;méně než 200;
Počet obyvatel;2024;Šternberk;200 až 499;
Počet obyvatel;2024;Šternberk;500 až 999;
Počet obyvatel;2024;Šternberk;1 000 až 1 9999;
Počet obyvatel;2024;Šternberk;2 000 až 4 999;
Počet obyvatel;2024;Šternberk;5 000 až 9 9999;
Počet obyvatel;2024;Šternberk;10 000 až 19 999;
Počet obyvatel;2024;Šternberk;20 000 až 49 999;
Počet obyvatel;2024;Šternberk;50 000 až 99 999;
Počet obyvatel;2024;Šternberk;100 000 a více;
Počet obyvatel;2024;Šumperk;Celkem;67361.0
Počet obyvatel;2024;Šumperk;méně než 200;
Počet obyvatel;2024;Šumperk;200 až 499;
Počet obyvatel;2024;Šumperk;500 až 999;
Počet obyvatel;2024;Šumperk;1 000 až 1 9999;
Počet obyvatel;2024;Šumperk;2 000 až 4 999;
Počet obyvatel;2024;Šumperk;5 000 až 9 9999;
Počet obyvatel;2024;Šumperk;10 000 až 19 999;
Počet obyvatel;2024;Šumperk;20 000 až 49 999;
Počet obyvatel;2024;Šumperk;50 000 až 99 999;
Počet obyvatel;2024;Šumperk;100 000 a více;
Počet obyvatel;2024;Uničov;Celkem;22407.0
Počet obyvatel;2024;Uničov;méně než 200;
Počet obyvatel;2024;Uničov;200 až 499;
Počet obyvatel;2024;Uničov;500 až 999;
Počet obyvatel;2024;Uničov;1 000 až 1 9999;
Počet obyvatel;2024;Uničov;2 000 až 4 999;
Počet obyvatel;2024;Uničov;5 000 až 9 9999;
Počet obyvatel;2024;Uničov;10 000 až 19 999;
Počet obyvatel;2024;Uničov;20 000 až 49 999;
Počet obyvatel;2024;Uničov;50 000 až 99 999;
Počet obyvatel;2024;Uničov;100 000 a více;
Počet obyvatel;2024;Zábřeh;Celkem;32857.0
Počet obyvatel;2024;Zábřeh;méně než 200;
Počet obyvatel;2024;Zábřeh;200 až 499;
Počet obyvatel;2024;Zábřeh;500 až 999;
Počet obyvatel;2024;Zábřeh;1 000 až 1 9999;
Počet obyvatel;2024;Zábřeh;2 000 až 4 999;
Počet obyvatel;2024;Zábřeh;5 000 až 9 9999;
Počet obyvatel;2024;Zábřeh;10 000 až 19 999;
Počet obyvatel;2024;Zábřeh;20 000 až 49 999;
Počet obyvatel;2024;Zábřeh;50 000 až 99 999;
Počet obyvatel;2024;Zábřeh;100 000 a více;
Počet obyvatel;2024;Bystřice pod Hostýnem;Celkem;15120.0
Počet obyvatel;2024;Bystřice pod Hostýnem;méně než 200;
Počet obyvatel;2024;Bystřice pod Hostýnem;200 až 499;
Počet obyvatel;2024;Bystřice pod Hostýnem;500 až 999;
Počet obyvatel;2024;Bystřice pod Hostýnem;1 000 až 1 9999;
Počet obyvatel;2024;Bystřice pod Hostýnem;2 000 až 4 999;
Počet obyvatel;2024;Bystřice pod Hostýnem;5 000 až 9 9999;
Počet obyvatel;2024;Bystřice pod Hostýnem;10 000 až 19 999;
Počet obyvatel;2024;Bystřice pod Hostýnem;20 000 až 49 999;
Počet obyvatel;2024;Bystřice pod Hostýnem;50 000 až 99 999;
Počet obyvatel;2024;Bystřice pod Hostýnem;100 000 a více;
Počet obyvatel;2024;Holešov;Celkem;21793.0
Počet obyvatel;2024;Holešov;méně než 200;
Počet obyvatel;2024;Holešov;200 až 499;
Počet obyvatel;2024;Holešov;500 až 999;
Počet obyvatel;2024;Holešov;1 000 až 1 9999;
Počet obyvatel;2024;Holešov;2 000 až 4 999;
Počet obyvatel;2024;Holešov;5 000 až 9 9999;
Počet obyvatel;2024;Holešov;10 000 až 19 999;
Počet obyvatel;2024;Holešov;20 000 až 49 999;
Počet obyvatel;2024;Holešov;50 000 až 99 999;
Počet obyvatel;2024;Holešov;100 000 a více;
Počet obyvatel;2024;Kroměříž;Celkem;67217.0
Počet obyvatel;2024;Kroměříž;méně než 200;
Počet obyvatel;2024;Kroměříž;200 až 499;
Počet obyvatel;2024;Kroměříž;500 až 999;
Počet obyvatel;2024;Kroměříž;1 000 až 1 9999;
Počet obyvatel;2024;Kroměříž;2 000 až 4 999;
Počet obyvatel;2024;Kroměříž;5 000 až 9 9999;
Počet obyvatel;2024;Kroměříž;10 000 až 19 999;
Počet obyvatel;2024;Kroměříž;20 000 až 49 999;
Počet obyvatel;2024;Kroměříž;50 000 až 99 999;
Počet obyvatel;2024;Kroměříž;100 000 a více;
Počet obyvatel;2024;Luhačovice;Celkem;18455.0
Počet obyvatel;2024;Luhačovice;méně než 200;
Počet obyvatel;2024;Luhačovice;200 až 499;
Počet obyvatel;2024;Luhačovice;500 až 999;
Počet obyvatel;2024;Luhačovice;1 000 až 1 9999;
Počet obyvatel;2024;Luhačovice;2 000 až 4 999;
Počet obyvatel;2024;Luhačovice;5 000 až 9 9999;
Počet obyvatel;2024;Luhačovice;10 000 až 19 999;
Počet obyvatel;2024;Luhačovice;20 000 až 49 999;
Počet obyvatel;2024;Luhačovice;50 000 až 99 999;
Počet obyvatel;2024;Luhačovice;100 000 a více;
Počet obyvatel;2024;Otrokovice;Celkem;33660.0
Počet obyvatel;2024;Otrokovice;méně než 200;
Počet obyvatel;2024;Otrokovice;200 až 499;
Počet obyvatel;2024;Otrokovice;500 až 999;
Počet obyvatel;2024;Otrokovice;1 000 až 1 9999;
Počet obyvatel;2024;Otrokovice;2 000 až 4 999;
Počet obyvatel;2024;Otrokovice;5 000 až 9 9999;
Počet obyvatel;2024;Otrokovice;10 000 až 19 999;
Počet obyvatel;2024;Otrokovice;20 000 až 49 999;
Počet obyvatel;2024;Otrokovice;50 000 až 99 999;
Počet obyvatel;2024;Otrokovice;100 000 a více;
Počet obyvatel;2024;Rožnov pod Radhoštěm;Celkem;34846.0
Počet obyvatel;2024;Rožnov pod Radhoštěm;méně než 200;
Počet obyvatel;2024;Rožnov pod Radhoštěm;200 až 499;
Počet obyvatel;2024;Rožnov pod Radhoštěm;500 až 999;
Počet obyvatel;2024;Rožnov pod Radhoštěm;1 000 až 1 9999;
Počet obyvatel;2024;Rožnov pod Radhoštěm;2 000 až 4 999;
Počet obyvatel;2024;Rožnov pod Radhoštěm;5 000 až 9 9999;
Počet obyvatel;2024;Rožnov pod Radhoštěm;10 000 až 19 999;
Počet obyvatel;2024;Rožnov pod Radhoštěm;20 000 až 49 999;
Počet obyvatel;2024;Rožnov pod Radhoštěm;50 000 až 99 999;
