Stát;Kumulace měsíců;Ukazatel;Směr výstavby;value
Česko;01-12 2018;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;78117.0
Česko;01-12 2018;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;102719.0
Česko;01-12 2018;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;80455.0
Česko;01-12 2018;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;22264.0
Česko;01-12 2018;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;121900.0
Česko;01-12 2018;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;66047.0
Česko;01-12 2018;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;55853.0
Česko;01-12 2018;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-12 2018;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-12 2018;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-11 2018;Počet stavebních povolení v ČR;Celkem;74928.0
Česko;01-11 2018;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-11 2018;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-11 2018;Počet vydaných stavebních povolení - budovy;Celkem;43639.0
Česko;01-11 2018;Počet vydaných stavebních povolení - budovy;Nová výstavba;21663.0
Česko;01-11 2018;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;21976.0
Česko;01-11 2018;Počet vydaných stavebních povolení - budovy bytové;Celkem;28558.0
Česko;01-11 2018;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;16146.0
Česko;01-11 2018;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;12412.0
Česko;01-11 2018;Počet vydaných stavebních povolení - budovy nebytové;Celkem;15081.0
Česko;01-11 2018;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;5517.0
Česko;01-11 2018;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;9564.0
Česko;01-11 2018;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-11 2018;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-11 2018;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-11 2018;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;329730.0
Česko;01-11 2018;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-11 2018;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-11 2018;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;207006.0
Česko;01-11 2018;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;134685.0
Česko;01-11 2018;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;72321.0
Česko;01-11 2018;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;94636.0
Česko;01-11 2018;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;74178.0
Česko;01-11 2018;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;20458.0
Česko;01-11 2018;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;112370.0
Česko;01-11 2018;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;60507.0
Česko;01-11 2018;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;51863.0
Česko;01-11 2018;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-11 2018;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-11 2018;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-10 2018;Počet stavebních povolení v ČR;Celkem;68100.0
Česko;01-10 2018;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-10 2018;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-10 2018;Počet vydaných stavebních povolení - budovy;Celkem;39854.0
Česko;01-10 2018;Počet vydaných stavebních povolení - budovy;Nová výstavba;19802.0
Česko;01-10 2018;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;20052.0
Česko;01-10 2018;Počet vydaných stavebních povolení - budovy bytové;Celkem;26135.0
Česko;01-10 2018;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;14812.0
Česko;01-10 2018;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;11323.0
Česko;01-10 2018;Počet vydaných stavebních povolení - budovy nebytové;Celkem;13719.0
Česko;01-10 2018;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;4990.0
Česko;01-10 2018;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;8729.0
Česko;01-10 2018;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-10 2018;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-10 2018;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-10 2018;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;294409.0
Česko;01-10 2018;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-10 2018;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-10 2018;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;185696.0
Česko;01-10 2018;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;119053.0
Česko;01-10 2018;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;66643.0
Česko;01-10 2018;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;86467.0
Česko;01-10 2018;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;67646.0
Česko;01-10 2018;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;18821.0
Česko;01-10 2018;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;99229.0
Česko;01-10 2018;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;51407.0
Česko;01-10 2018;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;47822.0
Česko;01-10 2018;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-10 2018;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-10 2018;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-09 2018;Počet stavebních povolení v ČR;Celkem;60497.0
Česko;01-09 2018;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-09 2018;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-09 2018;Počet vydaných stavebních povolení - budovy;Celkem;35450.0
Česko;01-09 2018;Počet vydaných stavebních povolení - budovy;Nová výstavba;17602.0
Česko;01-09 2018;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;17848.0
Česko;01-09 2018;Počet vydaných stavebních povolení - budovy bytové;Celkem;23346.0
Česko;01-09 2018;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;13203.0
Česko;01-09 2018;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;10143.0
Česko;01-09 2018;Počet vydaných stavebních povolení - budovy nebytové;Celkem;12104.0
Česko;01-09 2018;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;4399.0
Česko;01-09 2018;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;7705.0
Česko;01-09 2018;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-09 2018;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-09 2018;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-09 2018;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;258137.0
Česko;01-09 2018;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-09 2018;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-09 2018;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;161889.0
Česko;01-09 2018;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;102694.0
Česko;01-09 2018;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;59195.0
Česko;01-09 2018;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;77194.0
Česko;01-09 2018;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;60174.0
Česko;01-09 2018;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;17020.0
Česko;01-09 2018;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;84695.0
Česko;01-09 2018;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;42520.0
Česko;01-09 2018;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;42175.0
Česko;01-09 2018;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-09 2018;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-09 2018;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-08 2018;Počet stavebních povolení v ČR;Celkem;53770.0
Česko;01-08 2018;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-08 2018;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-08 2018;Počet vydaných stavebních povolení - budovy;Celkem;31571.0
Česko;01-08 2018;Počet vydaných stavebních povolení - budovy;Nová výstavba;15654.0
Česko;01-08 2018;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;15917.0
Česko;01-08 2018;Počet vydaných stavebních povolení - budovy bytové;Celkem;20788.0
Česko;01-08 2018;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;11758.0
Česko;01-08 2018;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;9030.0
Česko;01-08 2018;Počet vydaných stavebních povolení - budovy nebytové;Celkem;10783.0
Česko;01-08 2018;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;3896.0
Česko;01-08 2018;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;6887.0
Česko;01-08 2018;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-08 2018;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-08 2018;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-08 2018;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;226384.0
Česko;01-08 2018;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-08 2018;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-08 2018;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;145805.0
Česko;01-08 2018;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;92086.0
Česko;01-08 2018;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;53719.0
Česko;01-08 2018;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;68964.0
Česko;01-08 2018;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;53900.0
Česko;01-08 2018;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;15064.0
Česko;01-08 2018;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;76841.0
Česko;01-08 2018;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;38186.0
Česko;01-08 2018;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;38655.0
Česko;01-08 2018;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-08 2018;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-08 2018;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-07 2018;Počet stavebních povolení v ČR;Celkem;46496.0
Česko;01-07 2018;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-07 2018;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-07 2018;Počet vydaných stavebních povolení - budovy;Celkem;27348.0
Česko;01-07 2018;Počet vydaných stavebních povolení - budovy;Nová výstavba;13533.0
Česko;01-07 2018;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;13815.0
Česko;01-07 2018;Počet vydaných stavebních povolení - budovy bytové;Celkem;18033.0
Česko;01-07 2018;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;10178.0
Česko;01-07 2018;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;7855.0
Česko;01-07 2018;Počet vydaných stavebních povolení - budovy nebytové;Celkem;9315.0
Česko;01-07 2018;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;3355.0
Česko;01-07 2018;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;5960.0
Česko;01-07 2018;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-07 2018;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-07 2018;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-07 2018;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;192477.0
Česko;01-07 2018;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-07 2018;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-07 2018;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;123865.0
Česko;01-07 2018;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;76922.0
Česko;01-07 2018;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;46943.0
Česko;01-07 2018;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;59068.0
Česko;01-07 2018;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;45762.0
Česko;01-07 2018;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;13306.0
Česko;01-07 2018;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;64797.0
Česko;01-07 2018;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;31160.0
Česko;01-07 2018;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;33637.0
Česko;01-07 2018;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-07 2018;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-07 2018;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-06 2018;Počet stavebních povolení v ČR;Celkem;39750.0
Česko;01-06 2018;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-06 2018;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-06 2018;Počet vydaných stavebních povolení - budovy;Celkem;23238.0
Česko;01-06 2018;Počet vydaných stavebních povolení - budovy;Nová výstavba;11496.0
Česko;01-06 2018;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;11742.0
Česko;01-06 2018;Počet vydaných stavebních povolení - budovy bytové;Celkem;15270.0
Česko;01-06 2018;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;8610.0
Česko;01-06 2018;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;6660.0
Česko;01-06 2018;Počet vydaných stavebních povolení - budovy nebytové;Celkem;7968.0
Česko;01-06 2018;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;2886.0
Česko;01-06 2018;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;5082.0
Česko;01-06 2018;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
