Území,Ukazatel,Typ indexu,Očištění,Typ ceny,Odvětví (NACE),Měsíce,value
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce M - Profesní, vědecké a technické činnosti ",únor 2024,100.8201089205
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce M - Profesní, vědecké a technické činnosti ",leden 2024,101.6309495862
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce M - Profesní, vědecké a technické činnosti ",prosinec 2023,104.727915654
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce M - Profesní, vědecké a technické činnosti ",listopad 2023,102.3718809223
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce M - Profesní, vědecké a technické činnosti ",říjen 2023,104.0490598141
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce M - Profesní, vědecké a technické činnosti ",září 2023,97.233235217
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce N - Administrativní a podpůrné činnosti,srpen 2025,97.0696474382
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce N - Administrativní a podpůrné činnosti,červenec 2025,96.9839508454
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce N - Administrativní a podpůrné činnosti,červen 2025,98.465722934
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce N - Administrativní a podpůrné činnosti,květen 2025,101.7781869475
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce N - Administrativní a podpůrné činnosti,duben 2025,99.4380032871
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce N - Administrativní a podpůrné činnosti,březen 2025,100.9588838306
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce N - Administrativní a podpůrné činnosti,únor 2025,100.7932773599
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce N - Administrativní a podpůrné činnosti,leden 2025,102.5363694315
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce N - Administrativní a podpůrné činnosti,prosinec 2024,101.5007295678
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce N - Administrativní a podpůrné činnosti,listopad 2024,101.1531964999
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce N - Administrativní a podpůrné činnosti,říjen 2024,101.3675194139
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce N - Administrativní a podpůrné činnosti,září 2024,101.3540494986
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce N - Administrativní a podpůrné činnosti,srpen 2024,102.8472953184
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce N - Administrativní a podpůrné činnosti,červenec 2024,104.2778726121
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce N - Administrativní a podpůrné činnosti,červen 2024,103.4523111886
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce N - Administrativní a podpůrné činnosti,květen 2024,98.1633303901
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce N - Administrativní a podpůrné činnosti,duben 2024,101.1276596832
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce N - Administrativní a podpůrné činnosti,březen 2024,103.6913223204
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce N - Administrativní a podpůrné činnosti,únor 2024,102.871829657
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce N - Administrativní a podpůrné činnosti,leden 2024,102.6385637787
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce N - Administrativní a podpůrné činnosti,prosinec 2023,102.0723047134
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce N - Administrativní a podpůrné činnosti,listopad 2023,99.4190495476
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce N - Administrativní a podpůrné činnosti,říjen 2023,97.2640536113
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce N - Administrativní a podpůrné činnosti,září 2023,100.9435058158
