Území;Kumulace čtvrtletí;Ukazatel;value
Česko;Q1 2016;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4008.6
Česko;Q1 2016;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1 2016;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);102.1
Česko;Q1 2016;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);25786.0
Česko;Q1 2016;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1 2016;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);104.7
Česko;Q1-Q2 2016;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3899.7
Česko;Q1-Q2 2016;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1-Q2 2016;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);102.0
Česko;Q1-Q2 2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);27070.0
Česko;Q1-Q2 2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1-Q2 2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);104.3
Česko;Q1-Q2 2016;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4034.0
Česko;Q1-Q2 2016;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1-Q2 2016;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);102.0
Česko;Q1-Q2 2016;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);26169.0
Česko;Q1-Q2 2016;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1-Q2 2016;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);104.3
Česko;Q1-Q3 2016;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3910.7
Česko;Q1-Q3 2016;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1-Q3 2016;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);101.9
Česko;Q1-Q3 2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);27179.0
Česko;Q1-Q3 2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1-Q3 2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);104.4
Česko;Q1-Q3 2016;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4045.2
Česko;Q1-Q3 2016;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1-Q3 2016;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);101.8
Česko;Q1-Q3 2016;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);26275.0
Česko;Q1-Q3 2016;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1-Q3 2016;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);104.5
Česko;Q1-Q4 2016;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3925.7
Česko;Q1-Q4 2016;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1-Q4 2016;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);101.8
Česko;Q1-Q4 2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);27764.0
Česko;Q1-Q4 2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1-Q4 2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);104.4
Česko;Q1-Q4 2016;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4061.3
Česko;Q1-Q4 2016;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1-Q4 2016;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);101.8
Česko;Q1-Q4 2016;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);26837.0
Česko;Q1-Q4 2016;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1-Q4 2016;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);104.4
Česko;Q1 2017;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3957.5
Česko;Q1 2017;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1 2017;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);102.2
Česko;Q1 2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);28033.5913552409
Česko;Q1 2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1 2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);105.1
Česko;Q1 2017;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4084.4
Česko;Q1 2017;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1 2017;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);101.9
Česko;Q1 2017;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);27163.0143079748
Česko;Q1 2017;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1 2017;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);105.3
Česko;Q1-Q2 2017;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3980.5
Česko;Q1-Q2 2017;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1-Q2 2017;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);102.1
Česko;Q1-Q2 2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);28737.0467993187
Česko;Q1-Q2 2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1-Q2 2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);106.2
Česko;Q1-Q2 2017;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4109.2
Česko;Q1-Q2 2017;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1-Q2 2017;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);101.9
Česko;Q1-Q2 2017;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);27836.4642529195
Česko;Q1-Q2 2017;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1-Q2 2017;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);106.4
Česko;Q1-Q3 2017;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3993.9
Česko;Q1-Q3 2017;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1-Q3 2017;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);102.1
Česko;Q1-Q3 2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);28903.8915214365
Česko;Q1-Q3 2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1-Q3 2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);106.3
Česko;Q1-Q3 2017;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4122.9
Česko;Q1-Q3 2017;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1-Q3 2017;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);101.9
Česko;Q1-Q3 2017;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);27999.1993169069
Česko;Q1-Q3 2017;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1-Q3 2017;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);106.6
Česko;Q1-Q4 2017;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4012.3
Česko;Q1-Q4 2017;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1-Q4 2017;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);102.2
Česko;Q1-Q4 2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);29638.4184562606
Česko;Q1-Q4 2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1-Q4 2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);106.8
Česko;Q1-Q4 2017;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4142.9
Česko;Q1-Q4 2017;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1-Q4 2017;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);102.0
Česko;Q1-Q4 2017;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);28704.0670526642
Česko;Q1-Q4 2017;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1-Q4 2017;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);107.0
Česko;Q1 2018;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4038.0622941568
Česko;Q1 2018;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);80.5266985893
Česko;Q1 2018;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);102.0347687758
Česko;Q1 2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);30426.9372312714
Česko;Q1 2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2393.3458760305
Česko;Q1 2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);108.5374215729
Česko;Q1 2018;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4172.38623294
Česko;Q1 2018;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);88.011266227
Česko;Q1 2018;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);102.1548282649
Česko;Q1 2018;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);29447.3860042669
Česko;Q1 2018;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2284.3716962921
Česko;Q1 2018;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);108.4098608144
Česko;Q1-Q2 2018;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4055.2932910415
Česko;Q1-Q2 2018;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);74.8318088496
Česko;Q1-Q2 2018;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);101.8799782182
Česko;Q1-Q2 2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);31218.5332132573
Česko;Q1-Q2 2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2481.4864139387
Česko;Q1-Q2 2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);108.6351476241
Česko;Q1-Q2 2018;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4190.4400027093
Česko;Q1-Q2 2018;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);81.2001632912
Česko;Q1-Q2 2018;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);101.9760385488
Česko;Q1-Q2 2018;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);30211.698106649
Česko;Q1-Q2 2018;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2375.2338537295
Česko;Q1-Q2 2018;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);108.5328144844
Česko;Q1-Q3 2018;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4062.5973025049
Česko;Q1-Q3 2018;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);68.7203905944
Česko;Q1-Q3 2018;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);101.7206436781
Česko;Q1-Q3 2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);31374.547140111
Česko;Q1-Q3 2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2470.6556186745
Česko;Q1-Q3 2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);108.5478303738
Česko;Q1-Q3 2018;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4198.5105878677
Česko;Q1-Q3 2018;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);75.5860818757
Česko;Q1-Q3 2018;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);101.8333122948
Česko;Q1-Q3 2018;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);30358.8970210175
Česko;Q1-Q3 2018;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2359.6977041107
Česko;Q1-Q3 2018;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);108.4277327984
Česko;Q1-Q4 2018;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4073.674239582
Česko;Q1-Q4 2018;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);61.3858055898
Česko;Q1-Q4 2018;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);101.5299449828
Česko;Q1-Q4 2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);32050.7532485822
Česko;Q1-Q4 2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2412.3347923215
Česko;Q1-Q4 2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);108.1392156463
Česko;Q1-Q4 2018;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4210.956365277
Česko;Q1-Q4 2018;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);68.0631872582
Česko;Q1-Q4 2018;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);101.6428902299
Česko;Q1-Q4 2018;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);31005.8610306592
Česko;Q1-Q4 2018;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2301.793977995
Česko;Q1-Q4 2018;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);108.0190517036
Česko;Q1 2019;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4040.9020805497
Česko;Q1 2019;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);2.8397863929
Česko;Q1 2019;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);100.0703254726
Česko;Q1 2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);32950.972626854
Česko;Q1 2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2524.0353955826
Česko;Q1 2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);108.3
Česko;Q1 2019;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4203.3294562392
Česko;Q1 2019;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);30.9432232992
Česko;Q1 2019;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.7416193413
Česko;Q1 2019;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);31677.6629646169
Česko;Q1 2019;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2230.27696035
Česko;Q1 2019;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);107.5737688908
Česko;Q1-Q2 2019;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4054.3187526806
Česko;Q1-Q2 2019;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);-0.9745383609
Česko;Q1-Q2 2019;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.9759687329
Česko;Q1-Q2 2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);33766.2051893493
Česko;Q1-Q2 2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2547.671976092
Česko;Q1-Q2 2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);108.1607677039
Česko;Q1-Q2 2019;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4216.657039905
Česko;Q1-Q2 2019;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);26.2170371957
Česko;Q1-Q2 2019;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.625639245
Česko;Q1-Q2 2019;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);32466.2303835657
Česko;Q1-Q2 2019;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2254.5322769167
Česko;Q1-Q2 2019;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);107.4624480523
Česko;Q1-Q3 2019;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4053.5545352868
Česko;Q1-Q3 2019;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);-9.0427672181
Česko;Q1-Q3 2019;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.7774141382
Česko;Q1-Q3 2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);33886.4410770563
Česko;Q1-Q3 2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2511.8939369453
Česko;Q1-Q3 2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);108.0061520115
Česko;Q1-Q3 2019;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4218.117140191
Česko;Q1-Q3 2019;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);19.6065523233
Česko;Q1-Q3 2019;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.4669882787
Česko;Q1-Q3 2019;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);32564.4197037191
Česko;Q1-Q3 2019;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2205.5226827015
Česko;Q1-Q3 2019;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);107.2648313974
Česko;Q1-Q4 2019;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4061.7365917055
Česko;Q1-Q4 2019;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);-11.9376478765
Česko;Q1-Q4 2019;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.706956247
Česko;Q1-Q4 2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);34577.5091871211
Česko;Q1-Q4 2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2526.7559385389
Česko;Q1-Q4 2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);107.8836085971
Česko;Q1-Q4 2019;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4226.7450295349
Česko;Q1-Q4 2019;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);15.7886642579
Česko;Q1-Q4 2019;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.3749424807
Česko;Q1-Q4 2019;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);33227.6333996939
Česko;Q1-Q4 2019;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2221.7723690347
Česko;Q1-Q4 2019;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);107.1656528643
Česko;Q1 2020;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4037.8758016003
Česko;Q1 2020;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);-3.0262789494
Česko;Q1 2020;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.9251088275
Česko;Q1 2020;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);34760.5876038044
Česko;Q1 2020;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);1809.6149769504
Česko;Q1 2020;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);105.4918408553
Česko;Q1 2020;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4218.5542599281
Česko;Q1 2020;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);15.2248036889
Česko;Q1 2020;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.3622081935
Česko;Q1 2020;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);33271.8099345252
Česko;Q1 2020;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);1594.1469699083
Česko;Q1 2020;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);105.0324008172
Česko;Q1-Q2 2020;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4001.2170859698
Česko;Q1-Q2 2020;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);-53.1016667108
Česko;Q1-Q2 2020;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);98.6902444048
Česko;Q1-Q2 2020;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);34817.1877705699
Česko;Q1-Q2 2020;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);1050.9825812206
Česko;Q1-Q2 2020;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);103.1125279709
Česko;Q1-Q2 2020;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4182.1506030755
Česko;Q1-Q2 2020;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);-34.5064368295
Česko;Q1-Q2 2020;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);99.1816636615
Česko;Q1-Q2 2020;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);33310.8823222617
Česko;Q1-Q2 2020;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);844.651938696
Česko;Q1-Q2 2020;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);102.6016323075
Česko;Q1-Q3 2020;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3988.4145375976
Česko;Q1-Q3 2020;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);-65.1399976892
Česko;Q1-Q3 2020;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);98.3930153863
Česko;Q1-Q3 2020;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);35200.7351748048
Česko;Q1-Q3 2020;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);1314.2940977485
Česko;Q1-Q3 2020;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);103.8785250265
Česko;Q1-Q3 2020;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4169.8228646831
Česko;Q1-Q3 2020;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);-48.2942755078
Česko;Q1-Q3 2020;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);98.8550750512
Česko;Q1-Q3 2020;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);33669.3256431608
Česko;Q1-Q3 2020;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);1104.9059394417
Česko;Q1-Q3 2020;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);103.3929851952
Česko;Q1-Q4 2020;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3992.1878022976
Česko;Q1-Q4 2020;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);-69.5487894079
Česko;Q1-Q4 2020;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);98.2877080323
Česko;Q1-Q4 2020;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);36176.3255551975
Česko;Q1-Q4 2020;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);1598.8163680765
Česko;Q1-Q4 2020;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);104.6238621742
Česko;Q1-Q4 2020;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4173.3020093936
Česko;Q1-Q4 2020;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);-53.4430201413
Česko;Q1-Q4 2020;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);98.7355986754
Česko;Q1-Q4 2020;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);34606.3345735175
Česko;Q1-Q4 2020;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);1378.7011738235
Česko;Q1-Q4 2020;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);104.1492608193
Česko;Q1 2021;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3970.446272383
Česko;Q1 2021;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);-67.4295292173
Česko;Q1 2021;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);98.330074214
Česko;Q1 2021;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);35804.0985481774
Česko;Q1 2021;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);1043.5109443731
Česko;Q1 2021;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);103.001994547
Česko;Q1 2021;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4153.3270820765
Česko;Q1 2021;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);-65.2271778516
Česko;Q1 2021;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);98.4538025629
Česko;Q1 2021;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);34227.5594498977
Česko;Q1 2021;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);955.7495153725
Česko;Q1 2021;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);102.8725504181
Česko;Q1-Q2 2021;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3982.7632525129
Česko;Q1-Q2 2021;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);-18.4538334569
