Území,Ukazatel,Typ indexu,Očištění,CZ-NACE,Roky,value
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nápojů,2013,102.0426311832
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nápojů,2012,95.807982745
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nápojů,2011,102.6852646202
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nápojů,2010,89.8635617866
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nápojů,2009,79.4032402758
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nápojů,2008,100.0377385336
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nápojů,2007,105.9354096002
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nápojů,2006,109.2680949282
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nápojů,2005,94.355558259
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nápojů,2004,100.8336369099
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nápojů,2003,100.5186295373
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nápojů,2002,91.5521379508
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nápojů,2001,106.7434125089
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nápojů,2000,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba tabákových výrobků,2024,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba tabákových výrobků,2023,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba tabákových výrobků,2022,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba tabákových výrobků,2021,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba tabákových výrobků,2020,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba tabákových výrobků,2019,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba tabákových výrobků,2018,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba tabákových výrobků,2017,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba tabákových výrobků,2016,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba tabákových výrobků,2015,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba tabákových výrobků,2014,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba tabákových výrobků,2013,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba tabákových výrobků,2012,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba tabákových výrobků,2011,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba tabákových výrobků,2010,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba tabákových výrobků,2009,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba tabákových výrobků,2008,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba tabákových výrobků,2007,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba tabákových výrobků,2006,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba tabákových výrobků,2005,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba tabákových výrobků,2004,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba tabákových výrobků,2003,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba tabákových výrobků,2002,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba tabákových výrobků,2001,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba tabákových výrobků,2000,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba textilií,2024,99.0212602436
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba textilií,2023,88.6254420996
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba textilií,2022,101.5473363625
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba textilií,2021,105.4252243671
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba textilií,2020,93.1333102156
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba textilií,2019,96.7332595414
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba textilií,2018,94.2152505468
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba textilií,2017,103.3040960502
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba textilií,2016,104.7234913181
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba textilií,2015,103.0426394568
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba textilií,2014,104.4075531298
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba textilií,2013,100.6887068637
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba textilií,2012,98.4297724165
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba textilií,2011,103.171815493
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba textilií,2010,103.195928801
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba textilií,2009,87.1368047625
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba textilií,2008,85.4949734143
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba textilií,2007,108.13186879
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba textilií,2006,105.7964636238
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba textilií,2005,97.9822961008
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba textilií,2004,105.1272652298
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba textilií,2003,95.8918865607
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba textilií,2002,92.1319991898
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba textilií,2001,105.7631089918
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba textilií,2000,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba oděvů,2024,100.9640092564
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba oděvů,2023,94.6507247524
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba oděvů,2022,112.8661952882
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba oděvů,2021,99.780055474
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba oděvů,2020,95.1455621502
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba oděvů,2019,101.4274971476
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba oděvů,2018,103.2602293529
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba oděvů,2017,109.7865396133
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba oděvů,2016,104.0762085783
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba oděvů,2015,116.2357550815
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba oděvů,2014,94.2528362345
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba oděvů,2013,94.8651371508
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba oděvů,2012,94.0016646989
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba oděvů,2011,96.7326665463
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba oděvů,2010,94.6615796866
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba oděvů,2009,87.8495976647
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba oděvů,2008,95.0195582871
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba oděvů,2007,92.6605806698
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba oděvů,2006,81.8696098643
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba oděvů,2005,109.8581921616
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba oděvů,2004,83.4025666005
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba oděvů,2003,84.2933308647
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba oděvů,2002,82.6294979179
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba oděvů,2001,103.4928959197
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba oděvů,2000,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba usní a souvisejících výrobků,2024,108.446588437
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba usní a souvisejících výrobků,2023,103.0499093637
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba usní a souvisejících výrobků,2022,115.4556106442
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba usní a souvisejících výrobků,2021,111.6087569946
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba usní a souvisejících výrobků,2020,87.2404266874
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba usní a souvisejících výrobků,2019,90.0315205438
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba usní a souvisejících výrobků,2018,78.1907724588
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba usní a souvisejících výrobků,2017,99.3648205011
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba usní a souvisejících výrobků,2016,103.8733317011
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba usní a souvisejících výrobků,2015,91.9990052813
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba usní a souvisejících výrobků,2014,107.9286731958
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba usní a souvisejících výrobků,2013,92.7405233754
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba usní a souvisejících výrobků,2012,93.1733375595
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba usní a souvisejících výrobků,2011,109.7229272034
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba usní a souvisejících výrobků,2010,109.3504556769
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba usní a souvisejících výrobků,2009,74.1273762515
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba usní a souvisejících výrobků,2008,89.5966702627
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba usní a souvisejících výrobků,2007,105.6270797866
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba usní a souvisejících výrobků,2006,103.402031814
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba usní a souvisejících výrobků,2005,96.2449902563
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba usní a souvisejících výrobků,2004,105.2497678229
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba usní a souvisejících výrobků,2003,78.9808575803
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba usní a souvisejících výrobků,2002,74.0302665208
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba usní a souvisejících výrobků,2001,96.6680413084
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba usní a souvisejících výrobků,2000,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2024,103.2688924441
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2023,97.206772846
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2022,92.3028191775
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2021,96.4384824539
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2020,101.4976524164
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2019,96.610386922
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2018,103.2050587697
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2017,103.7353230202
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2016,102.2255871063
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2015,96.419011132
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2014,96.4771607315
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2013,108.4226812756
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2012,91.8451814764
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2011,97.5016794457
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2010,101.0707500639
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2009,96.6439593494
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2008,97.3520205289
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2007,108.2125689615
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2006,108.0835597442
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2005,104.9550077939
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2004,112.6163495081
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2003,104.9093562062
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2002,98.5652546867
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2001,114.4529489167
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku",2000,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba papíru a výrobků z papíru,2024,104.457367387
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba papíru a výrobků z papíru,2023,95.2197278297
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba papíru a výrobků z papíru,2022,100.9147189683
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba papíru a výrobků z papíru,2021,109.3460919733
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba papíru a výrobků z papíru,2020,103.6333521911
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba papíru a výrobků z papíru,2019,103.3770414382
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba papíru a výrobků z papíru,2018,105.8329249214
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba papíru a výrobků z papíru,2017,103.4288385513
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba papíru a výrobků z papíru,2016,102.651642751
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba papíru a výrobků z papíru,2015,106.4624959148
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba papíru a výrobků z papíru,2014,106.8999473237
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba papíru a výrobků z papíru,2013,103.0518706927
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba papíru a výrobků z papíru,2012,98.9779481039
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba papíru a výrobků z papíru,2011,101.1488642313
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba papíru a výrobků z papíru,2010,105.0248695879
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba papíru a výrobků z papíru,2009,92.4642146904
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba papíru a výrobků z papíru,2008,95.0173035183
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba papíru a výrobků z papíru,2007,107.5276672928
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba papíru a výrobků z papíru,2006,101.7225117125
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba papíru a výrobků z papíru,2005,104.3489282595
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba papíru a výrobků z papíru,2004,116.9236488379
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba papíru a výrobků z papíru,2003,87.0930527268
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba papíru a výrobků z papíru,2002,111.48112195
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba papíru a výrobků z papíru,2001,112.8631067679
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba papíru a výrobků z papíru,2000,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Tisk a rozmnožování nahraných nosičů,2024,101.4866857261
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Tisk a rozmnožování nahraných nosičů,2023,85.3166009552
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Tisk a rozmnožování nahraných nosičů,2022,94.4946784867
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Tisk a rozmnožování nahraných nosičů,2021,111.0075736359
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Tisk a rozmnožování nahraných nosičů,2020,95.5883682864
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Tisk a rozmnožování nahraných nosičů,2019,96.5997445341
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Tisk a rozmnožování nahraných nosičů,2018,102.1901198075
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Tisk a rozmnožování nahraných nosičů,2017,96.7666320799
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Tisk a rozmnožování nahraných nosičů,2016,113.0836132549
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Tisk a rozmnožování nahraných nosičů,2015,96.2297331422
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Tisk a rozmnožování nahraných nosičů,2014,100.5511030051
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Tisk a rozmnožování nahraných nosičů,2013,93.0276350097
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Tisk a rozmnožování nahraných nosičů,2012,96.7569233404
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Tisk a rozmnožování nahraných nosičů,2011,106.0322746679
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Tisk a rozmnožování nahraných nosičů,2010,101.4565118423
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Tisk a rozmnožování nahraných nosičů,2009,82.9117217426
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Tisk a rozmnožování nahraných nosičů,2008,103.0430981075
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Tisk a rozmnožování nahraných nosičů,2007,128.6003773357
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Tisk a rozmnožování nahraných nosičů,2006,91.3712935241
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Tisk a rozmnožování nahraných nosičů,2005,106.0957139882
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Tisk a rozmnožování nahraných nosičů,2004,110.6880526404
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Tisk a rozmnožování nahraných nosičů,2003,110.6090843448
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Tisk a rozmnožování nahraných nosičů,2002,92.7574014558
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Tisk a rozmnožování nahraných nosičů,2001,117.0235713856
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Tisk a rozmnožování nahraných nosičů,2000,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba koksu a rafinovaných ropných produktů,2024,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba koksu a rafinovaných ropných produktů,2023,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba koksu a rafinovaných ropných produktů,2022,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba koksu a rafinovaných ropných produktů,2021,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba koksu a rafinovaných ropných produktů,2020,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba koksu a rafinovaných ropných produktů,2019,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba koksu a rafinovaných ropných produktů,2018,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba koksu a rafinovaných ropných produktů,2017,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba koksu a rafinovaných ropných produktů,2016,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba koksu a rafinovaných ropných produktů,2015,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba koksu a rafinovaných ropných produktů,2014,111.7629633629
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba koksu a rafinovaných ropných produktů,2013,93.3807580003
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba koksu a rafinovaných ropných produktů,2012,101.4184427976
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba koksu a rafinovaných ropných produktů,2011,92.7738708285
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba koksu a rafinovaných ropných produktů,2010,105.0355616252
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba koksu a rafinovaných ropných produktů,2009,89.6638659897
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba koksu a rafinovaných ropných produktů,2008,114.8203033132
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba koksu a rafinovaných ropných produktů,2007,95.7188900297
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba koksu a rafinovaných ropných produktů,2006,102.3056686002
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba koksu a rafinovaných ropných produktů,2005,113.3291579572
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba koksu a rafinovaných ropných produktů,2004,125.9484489973
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba koksu a rafinovaných ropných produktů,2003,107.9664476415
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba koksu a rafinovaných ropných produktů,2002,107.7170944634
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba koksu a rafinovaných ropných produktů,2001,113.1174675866
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba koksu a rafinovaných ropných produktů,2000,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba chemických látek a chemických přípravků,2024,101.1679629877
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba chemických látek a chemických přípravků,2023,89.9676241951
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba chemických látek a chemických přípravků,2022,97.36392788
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba chemických látek a chemických přípravků,2021,108.7918007996
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba chemických látek a chemických přípravků,2020,95.7647182794
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba chemických látek a chemických přípravků,2019,97.3455590859
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba chemických látek a chemických přípravků,2018,100.8537305674
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba chemických látek a chemických přípravků,2017,119.0346545451
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba chemických látek a chemických přípravků,2016,92.9441703575
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba chemických látek a chemických přípravků,2015,95.4925704623
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba chemických látek a chemických přípravků,2014,109.5289239957
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba chemických látek a chemických přípravků,2013,96.9256312156
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba chemických látek a chemických přípravků,2012,104.7862848984
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba chemických látek a chemických přípravků,2011,95.3814396494
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba chemických látek a chemických přípravků,2010,105.9768465141
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba chemických látek a chemických přípravků,2009,87.2402797384
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba chemických látek a chemických přípravků,2008,105.2628774598
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba chemických látek a chemických přípravků,2007,98.6396048077
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba chemických látek a chemických přípravků,2006,98.9927955193
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba chemických látek a chemických přípravků,2005,104.3552584045
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba chemických látek a chemických přípravků,2004,119.1478154918
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba chemických látek a chemických přípravků,2003,103.4226142075
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba chemických látek a chemických přípravků,2002,96.7973084586
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba chemických látek a chemických přípravků,2001,99.5256739617
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba chemických látek a chemických přípravků,2000,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2024,102.5426239517
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2023,106.3808319484
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2022,107.3470777084
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2021,102.7178965098
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2020,103.4402927986
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2019,118.0367419096
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2018,105.5809994377
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba základních farmaceutických výrobků a farmaceutických přípravků,2017,110.73074328
