Území,Odvětví CZ-NACE,Ukazatel,Roky,value
Česko,G Obchod,Mzdy bez OON (mil. Kč),2010,129006.41134496
Česko,G Obchod,Mzdy bez OON (mil. Kč),2011,133052.670141369
Česko,G Obchod,Mzdy bez OON (mil. Kč),2012,136608.085173387
Česko,G Obchod,Mzdy bez OON (mil. Kč),2013,134550.797865711
Česko,G Obchod,Mzdy bez OON (mil. Kč),2014,137850.371297574
Česko,G Obchod,Mzdy bez OON (mil. Kč),2015,144958.24274264
Česko,G Obchod,Mzdy bez OON (mil. Kč),2016,152402.97353549
Česko,G Obchod,Mzdy bez OON (mil. Kč),2017,165898.593545805
Česko,G Obchod,Mzdy bez OON (mil. Kč),2018,181415.588637735
Česko,G Obchod,Mzdy bez OON (mil. Kč),2019,195021.236883275
Česko,G Obchod,Mzdy bez OON (mil. Kč),2020,198641.91157209
Česko,G Obchod,Mzdy bez OON (mil. Kč),2021,207123.26910831
Česko,G Obchod,Mzdy bez OON (mil. Kč),2022,227846.90246986
Česko,G Obchod,Mzdy bez OON (mil. Kč),2023,240817.5808790635
Česko,G Obchod,Obchodní marže (mil. Kč),2008,531618.862071377
Česko,G Obchod,Obchodní marže (mil. Kč),2009,471680.791034671
Česko,G Obchod,Obchodní marže (mil. Kč),2010,487069.588138372
Česko,G Obchod,Obchodní marže (mil. Kč),2011,496572.270215795
Česko,G Obchod,Obchodní marže (mil. Kč),2012,487746.239994287
Česko,G Obchod,Obchodní marže (mil. Kč),2013,484898.035291431
Česko,G Obchod,Obchodní marže (mil. Kč),2014,509533.379177764
Česko,G Obchod,Obchodní marže (mil. Kč),2015,539724.753850207
Česko,G Obchod,Obchodní marže (mil. Kč),2016,571195.50477497
Česko,G Obchod,Obchodní marže (mil. Kč),2017,618333.322929644
Česko,G Obchod,Obchodní marže (mil. Kč),2018,659769.645381237
Česko,G Obchod,Obchodní marže (mil. Kč),2019,690461.380127671
Česko,G Obchod,Obchodní marže (mil. Kč),2020,698658.211891481
Česko,G Obchod,Obchodní marže (mil. Kč),2021,808756.687477388
Česko,G Obchod,Obchodní marže (mil. Kč),2022,929441.430403766
Česko,G Obchod,Obchodní marže (mil. Kč),2023,921977.8759699792
Česko,G Obchod,Podíl obchodní marže na tržbách za zboží (%),2008,16.0711907378
Česko,G Obchod,Podíl obchodní marže na tržbách za zboží (%),2009,16.1253952969
Česko,G Obchod,Podíl obchodní marže na tržbách za zboží (%),2010,15.9786415234
Česko,G Obchod,Podíl obchodní marže na tržbách za zboží (%),2011,15.5919023671
Česko,G Obchod,Podíl obchodní marže na tržbách za zboží (%),2012,15.1563836661
Česko,G Obchod,Podíl obchodní marže na tržbách za zboží (%),2013,14.8939773737
Česko,G Obchod,Podíl obchodní marže na tržbách za zboží (%),2014,15.1053808914
Česko,G Obchod,Podíl obchodní marže na tržbách za zboží (%),2015,15.5735721988
Česko,G Obchod,Podíl obchodní marže na tržbách za zboží (%),2016,16.3787462783
Česko,G Obchod,Podíl obchodní marže na tržbách za zboží (%),2017,16.7251327983
Česko,G Obchod,Podíl obchodní marže na tržbách za zboží (%),2018,17.1167495127
Česko,G Obchod,Podíl obchodní marže na tržbách za zboží (%),2019,17.3818026239
Česko,G Obchod,Podíl obchodní marže na tržbách za zboží (%),2020,17.8434764566
Česko,G Obchod,Podíl obchodní marže na tržbách za zboží (%),2021,17.1437136461
Česko,G Obchod,Podíl obchodní marže na tržbách za zboží (%),2022,16.0151580736
Česko,G Obchod,Podíl obchodní marže na tržbách za zboží (%),2023,16.8500723634
Česko,G Obchod,Přidaná hodnota (mil. Kč),2008,346203.111676683
Česko,G Obchod,Přidaná hodnota (mil. Kč),2009,301423.262252582
Česko,G Obchod,Přidaná hodnota (mil. Kč),2010,319493.519368042
Česko,G Obchod,Přidaná hodnota (mil. Kč),2011,326847.268066166
Česko,G Obchod,Přidaná hodnota (mil. Kč),2012,321864.578223228
Česko,G Obchod,Přidaná hodnota (mil. Kč),2013,325024.994532525
Česko,G Obchod,Přidaná hodnota (mil. Kč),2014,348094.621268034
Česko,G Obchod,Přidaná hodnota (mil. Kč),2015,379225.208206026
Česko,G Obchod,Přidaná hodnota (mil. Kč),2016,394671.068225182
Česko,G Obchod,Přidaná hodnota (mil. Kč),2017,432276.055100895
Česko,G Obchod,Přidaná hodnota (mil. Kč),2018,463340.372812997
Česko,G Obchod,Přidaná hodnota (mil. Kč),2019,487291.498843857
Česko,G Obchod,Přidaná hodnota (mil. Kč),2020,492401.293640408
Česko,G Obchod,Přidaná hodnota (mil. Kč),2021,579528.004698883
Česko,G Obchod,Přidaná hodnota (mil. Kč),2022,653689.19909598
Česko,G Obchod,Přidaná hodnota (mil. Kč),2023,643843.0101397384
Česko,G Obchod,Podíl přidané hodnoty na výkonech (%),2008,44.7677643004
Česko,G Obchod,Podíl přidané hodnoty na výkonech (%),2009,42.9811091067
Česko,G Obchod,Podíl přidané hodnoty na výkonech (%),2010,43.2857875927
Česko,G Obchod,Podíl přidané hodnoty na výkonech (%),2011,43.0735320776
Česko,G Obchod,Podíl přidané hodnoty na výkonech (%),2012,42.3032096277
Česko,G Obchod,Podíl přidané hodnoty na výkonech (%),2013,42.3561234706
Česko,G Obchod,Podíl přidané hodnoty na výkonech (%),2014,43.6024221982
Česko,G Obchod,Podíl přidané hodnoty na výkonech (%),2015,45.4676811576
Česko,G Obchod,Podíl přidané hodnoty na výkonech (%),2016,45.6576875203
Česko,G Obchod,Podíl přidané hodnoty na výkonech (%),2017,46.5877232794
Česko,G Obchod,Podíl přidané hodnoty na výkonech (%),2018,47.4572658157
Česko,G Obchod,Podíl přidané hodnoty na výkonech (%),2019,47.5548315398
Česko,G Obchod,Podíl přidané hodnoty na výkonech (%),2020,48.0761478859
Česko,G Obchod,Podíl přidané hodnoty na výkonech (%),2021,49.6379178285
Česko,G Obchod,Podíl přidané hodnoty na výkonech (%),2022,48.7892686482
Česko,G Obchod,Podíl přidané hodnoty na výkonech (%),2023,47.9262943043
Česko,G Obchod,Přidaná hodnota na 1 zaměstnanou osobu (tis. Kč),2008,504.8554437911
Česko,G Obchod,Přidaná hodnota na 1 zaměstnanou osobu (tis. Kč),2009,440.4014511495
Česko,G Obchod,Přidaná hodnota na 1 zaměstnanou osobu (tis. Kč),2010,466.8303889539
Česko,G Obchod,Přidaná hodnota na 1 zaměstnanou osobu (tis. Kč),2011,466.5684214278
Česko,G Obchod,Přidaná hodnota na 1 zaměstnanou osobu (tis. Kč),2012,452.7730051937
Česko,G Obchod,Přidaná hodnota na 1 zaměstnanou osobu (tis. Kč),2013,459.9312102759
Česko,G Obchod,Přidaná hodnota na 1 zaměstnanou osobu (tis. Kč),2014,493.6037333644
Česko,G Obchod,Přidaná hodnota na 1 zaměstnanou osobu (tis. Kč),2015,534.9921825884
Česko,G Obchod,Přidaná hodnota na 1 zaměstnanou osobu (tis. Kč),2016,564.0902199128
Česko,G Obchod,Přidaná hodnota na 1 zaměstnanou osobu (tis. Kč),2017,611.4972953369
Česko,G Obchod,Přidaná hodnota na 1 zaměstnanou osobu (tis. Kč),2018,648.1910988405
Česko,G Obchod,Přidaná hodnota na 1 zaměstnanou osobu (tis. Kč),2019,675.8592602002
Česko,G Obchod,Přidaná hodnota na 1 zaměstnanou osobu (tis. Kč),2020,677.3627271068
Česko,G Obchod,Přidaná hodnota na 1 zaměstnanou osobu (tis. Kč),2021,779.5734432711
Česko,G Obchod,Přidaná hodnota na 1 zaměstnanou osobu (tis. Kč),2022,875.5657327154
Česko,G Obchod,Přidaná hodnota na 1 zaměstnanou osobu (tis. Kč),2023,869.4548128398
Česko,G Obchod,Výsledek hospodaření běžného účetního období (mil. Kč),2008,98589.2879249324
Česko,G Obchod,Výsledek hospodaření běžného účetního období (mil. Kč),2009,62017.0855360019
Česko,G Obchod,Výsledek hospodaření běžného účetního období (mil. Kč),2010,71073.3672869015
Česko,G Obchod,Výsledek hospodaření běžného účetního období (mil. Kč),2011,72172.9642181978
Česko,G Obchod,Výsledek hospodaření běžného účetního období (mil. Kč),2012,65605.6610268347
Česko,G Obchod,Výsledek hospodaření běžného účetního období (mil. Kč),2013,64940.8540257723
Česko,G Obchod,Výsledek hospodaření běžného účetního období (mil. Kč),2014,80195.2123101724
Česko,G Obchod,Výsledek hospodaření běžného účetního období (mil. Kč),2015,105600.03297252
Česko,G Obchod,Výsledek hospodaření běžného účetního období (mil. Kč),2016,112167.595014995
Česko,G Obchod,Výsledek hospodaření běžného účetního období (mil. Kč),2017,128713.936652317
Česko,G Obchod,Výsledek hospodaření běžného účetního období (mil. Kč),2018,131509.62686784
Česko,G Obchod,Výsledek hospodaření běžného účetního období (mil. Kč),2019,124360.13692649
Česko,G Obchod,Výsledek hospodaření běžného účetního období (mil. Kč),2020,130921.671095308
Česko,G Obchod,Výsledek hospodaření běžného účetního období (mil. Kč),2021,182007.641513149
Česko,G Obchod,Výsledek hospodaření běžného účetního období (mil. Kč),2022,223746.629771724
Česko,G Obchod,Výsledek hospodaření běžného účetního období (mil. Kč),2023,181988.2109312664
Česko,G Obchod,Aktiva netto (mil. Kč),2008,1441206.87408503
Česko,G Obchod,Aktiva netto (mil. Kč),2009,1439559.96490835
Česko,G Obchod,Aktiva netto (mil. Kč),2010,1509536.93388064
Česko,G Obchod,Aktiva netto (mil. Kč),2011,1593371.21209915
Česko,G Obchod,Aktiva netto (mil. Kč),2012,1616756.16255066
Česko,G Obchod,Aktiva netto (mil. Kč),2013,1695292.99401582
Česko,G Obchod,Aktiva netto (mil. Kč),2014,1678558.30555407
Česko,G Obchod,Aktiva netto (mil. Kč),2015,1729175.99333545
Česko,G Obchod,Aktiva netto (mil. Kč),2016,1771961.13453572
Česko,G Obchod,Aktiva netto (mil. Kč),2017,1845403.15680209
Česko,G Obchod,Aktiva netto (mil. Kč),2018,1927892.83032047
Česko,G Obchod,Aktiva netto (mil. Kč),2019,1967479.36814451
Česko,G Obchod,Aktiva netto (mil. Kč),2020,2036113.05027606
Česko,G Obchod,Aktiva netto (mil. Kč),2021,2354682.91320373
Česko,G Obchod,Aktiva netto (mil. Kč),2022,2634190.58423211
Česko,G Obchod,Aktiva netto (mil. Kč),2023,2833087.8310288917
Česko,G Obchod,Dlouhodobý nehmotný majetek  (netto) (mil. Kč),2008,8106.4531001222
Česko,G Obchod,Dlouhodobý nehmotný majetek  (netto) (mil. Kč),2009,9119.7069259211
Česko,G Obchod,Dlouhodobý nehmotný majetek  (netto) (mil. Kč),2010,8620.4948203646
Česko,G Obchod,Dlouhodobý nehmotný majetek  (netto) (mil. Kč),2011,8105.8207011768
Česko,G Obchod,Dlouhodobý nehmotný majetek  (netto) (mil. Kč),2012,9895.0376454552
Česko,G Obchod,Dlouhodobý nehmotný majetek  (netto) (mil. Kč),2013,20526.9487618982
Česko,G Obchod,Dlouhodobý nehmotný majetek  (netto) (mil. Kč),2014,21300.4065373877
Česko,G Obchod,Dlouhodobý nehmotný majetek  (netto) (mil. Kč),2015,21006.7610947094
Česko,G Obchod,Dlouhodobý nehmotný majetek  (netto) (mil. Kč),2016,20465.7812748668
Česko,G Obchod,Dlouhodobý nehmotný majetek  (netto) (mil. Kč),2017,20875.6966941561
Česko,G Obchod,Dlouhodobý nehmotný majetek  (netto) (mil. Kč),2018,21378.2621872431
Česko,G Obchod,Dlouhodobý nehmotný majetek  (netto) (mil. Kč),2019,22751.2522356176
Česko,G Obchod,Dlouhodobý nehmotný majetek  (netto) (mil. Kč),2020,22876.8007007789
Česko,G Obchod,Dlouhodobý nehmotný majetek  (netto) (mil. Kč),2021,28360.4061115333
Česko,G Obchod,Dlouhodobý nehmotný majetek  (netto) (mil. Kč),2022,29111.9442100859
Česko,G Obchod,Dlouhodobý nehmotný majetek  (netto) (mil. Kč),2023,30243.1634462703
Česko,G Obchod,Dlouhodobý hmotný majetek  (netto) (mil. Kč),2008,342960.933508837
Česko,G Obchod,Dlouhodobý hmotný majetek  (netto) (mil. Kč),2009,358214.815630247
Česko,G Obchod,Dlouhodobý hmotný majetek  (netto) (mil. Kč),2010,368408.241458301
Česko,G Obchod,Dlouhodobý hmotný majetek  (netto) (mil. Kč),2011,377707.663178106
Česko,G Obchod,Dlouhodobý hmotný majetek  (netto) (mil. Kč),2012,382447.105972982
Česko,G Obchod,Dlouhodobý hmotný majetek  (netto) (mil. Kč),2013,408227.859309719
Česko,G Obchod,Dlouhodobý hmotný majetek  (netto) (mil. Kč),2014,390654.201678527
Česko,G Obchod,Dlouhodobý hmotný majetek  (netto) (mil. Kč),2015,400770.506775056
Česko,G Obchod,Dlouhodobý hmotný majetek  (netto) (mil. Kč),2016,397049.170480275
Česko,G Obchod,Dlouhodobý hmotný majetek  (netto) (mil. Kč),2017,408840.061796655
Česko,G Obchod,Dlouhodobý hmotný majetek  (netto) (mil. Kč),2018,428908.975992271
Česko,G Obchod,Dlouhodobý hmotný majetek  (netto) (mil. Kč),2019,440321.904779863
Česko,G Obchod,Dlouhodobý hmotný majetek  (netto) (mil. Kč),2020,451834.787446732
Česko,G Obchod,Dlouhodobý hmotný majetek  (netto) (mil. Kč),2021,475454.072138814
Česko,G Obchod,Dlouhodobý hmotný majetek  (netto) (mil. Kč),2022,495436.896285972
Česko,G Obchod,Dlouhodobý hmotný majetek  (netto) (mil. Kč),2023,519474.5446405205
Česko,G Obchod,Dlouhodobý finanční majetek  (netto) (mil. Kč),2008,84391.7201489967
Česko,G Obchod,Dlouhodobý finanční majetek  (netto) (mil. Kč),2009,90662.9200265132
Česko,G Obchod,Dlouhodobý finanční majetek  (netto) (mil. Kč),2010,97122.05025128
Česko,G Obchod,Dlouhodobý finanční majetek  (netto) (mil. Kč),2011,116351.578314383
Česko,G Obchod,Dlouhodobý finanční majetek  (netto) (mil. Kč),2012,126436.80391468
Česko,G Obchod,Dlouhodobý finanční majetek  (netto) (mil. Kč),2013,123290.55274045
Česko,G Obchod,Dlouhodobý finanční majetek  (netto) (mil. Kč),2014,123945.466587313
Česko,G Obchod,Dlouhodobý finanční majetek  (netto) (mil. Kč),2015,120116.475207687
Česko,G Obchod,Dlouhodobý finanční majetek  (netto) (mil. Kč),2016,120921.518823198
Česko,G Obchod,Dlouhodobý finanční majetek  (netto) (mil. Kč),2017,123489.029801485
Česko,G Obchod,Dlouhodobý finanční majetek  (netto) (mil. Kč),2018,131656.158894127
Česko,G Obchod,Dlouhodobý finanční majetek  (netto) (mil. Kč),2019,124159.787091422
Česko,G Obchod,Dlouhodobý finanční majetek  (netto) (mil. Kč),2020,124195.350605464
Česko,G Obchod,Dlouhodobý finanční majetek  (netto) (mil. Kč),2021,130512.691571183
Česko,G Obchod,Dlouhodobý finanční majetek  (netto) (mil. Kč),2022,147521.008876843
Česko,G Obchod,Dlouhodobý finanční majetek  (netto) (mil. Kč),2023,174815.9761861979
Česko,G Obchod,Zásoby bez poskytnutých záloh (netto) (mil. Kč),2008,325095.627318139
Česko,G Obchod,Zásoby bez poskytnutých záloh (netto) (mil. Kč),2009,300614.608255168
Česko,G Obchod,Zásoby bez poskytnutých záloh (netto) (mil. Kč),2010,316402.594182429
Česko,G Obchod,Zásoby bez poskytnutých záloh (netto) (mil. Kč),2011,335670.854455352
Česko,G Obchod,Zásoby bez poskytnutých záloh (netto) (mil. Kč),2012,345403.604679237
Česko,G Obchod,Zásoby bez poskytnutých záloh (netto) (mil. Kč),2013,352194.960439
Česko,G Obchod,Zásoby bez poskytnutých záloh (netto) (mil. Kč),2014,360336.183912266
Česko,G Obchod,Zásoby bez poskytnutých záloh (netto) (mil. Kč),2015,382966.539018215
Česko,G Obchod,Zásoby bez poskytnutých záloh (netto) (mil. Kč),2016,402083.603350027
Česko,G Obchod,Zásoby bez poskytnutých záloh (netto) (mil. Kč),2017,419631.575691434
Česko,G Obchod,Zásoby bez poskytnutých záloh (netto) (mil. Kč),2018,462722.175588461
Česko,G Obchod,Zásoby bez poskytnutých záloh (netto) (mil. Kč),2019,481180.196055246
Česko,G Obchod,Zásoby bez poskytnutých záloh (netto) (mil. Kč),2020,485777.140625397
Česko,G Obchod,Zásoby bez poskytnutých záloh (netto) (mil. Kč),2021,559552.58796948
Česko,G Obchod,Zásoby bez poskytnutých záloh (netto) (mil. Kč),2022,654255.959939554
Česko,G Obchod,Zásoby bez poskytnutých záloh (netto) (mil. Kč),2023,664257.7545021793
Česko,G Obchod,Pohledávky (netto) (mil. Kč),2008,495028.807853041
Česko,G Obchod,Pohledávky (netto) (mil. Kč),2009,491052.244834178
Česko,G Obchod,Pohledávky (netto) (mil. Kč),2010,520905.480147562
Česko,G Obchod,Pohledávky (netto) (mil. Kč),2011,551366.698768333
Česko,G Obchod,Pohledávky (netto) (mil. Kč),2012,542739.285626098
Česko,G Obchod,Pohledávky (netto) (mil. Kč),2013,569647.471802023
Česko,G Obchod,Pohledávky (netto) (mil. Kč),2014,554054.574410521
Česko,G Obchod,Pohledávky (netto) (mil. Kč),2015,559364.594861346
Česko,G Obchod,Pohledávky (netto) (mil. Kč),2016,575201.098521423
Česko,G Obchod,Pohledávky (netto) (mil. Kč),2017,598816.190472398
Česko,G Obchod,Pohledávky (netto) (mil. Kč),2018,618228.561473895
Česko,G Obchod,Pohledávky (netto) (mil. Kč),2019,620299.058372352
Česko,G Obchod,Pohledávky (netto) (mil. Kč),2020,629119.475754065
Česko,G Obchod,Pohledávky (netto) (mil. Kč),2021,814831.231839235
Česko,G Obchod,Pohledávky (netto) (mil. Kč),2022,957120.482215011
Česko,G Obchod,Pohledávky (netto) (mil. Kč),2023,1070553.0839415733
Česko,G Obchod,Pasiva (mil. Kč),2008,1441206.91706503
Česko,G Obchod,Pasiva (mil. Kč),2009,1439559.98590835
Česko,G Obchod,Pasiva (mil. Kč),2010,1509535.10489216
Česko,G Obchod,Pasiva (mil. Kč),2011,1593371.22009915
Česko,G Obchod,Pasiva (mil. Kč),2012,1616756.16255066
Česko,G Obchod,Pasiva (mil. Kč),2013,1695292.99902582
Česko,G Obchod,Pasiva (mil. Kč),2014,1678558.25655406
Česko,G Obchod,Pasiva (mil. Kč),2015,1729176.00733545
Česko,G Obchod,Pasiva (mil. Kč),2016,1771961.13753572
Česko,G Obchod,Pasiva (mil. Kč),2017,1845403.14480209
Česko,G Obchod,Pasiva (mil. Kč),2018,1927892.78132047
Česko,G Obchod,Pasiva (mil. Kč),2019,1967479.35714451
Česko,G Obchod,Pasiva (mil. Kč),2020,2036113.05027606
Česko,G Obchod,Pasiva (mil. Kč),2021,2354682.89720373
Česko,G Obchod,Pasiva (mil. Kč),2022,2634190.57023211
Česko,G Obchod,Pasiva (mil. Kč),2023,2833087.836028892
Česko,G Obchod,Vlastní kapitál (mil. Kč),2008,536243.035105994
Česko,G Obchod,Vlastní kapitál (mil. Kč),2009,546730.76963421
Česko,G Obchod,Vlastní kapitál (mil. Kč),2010,577981.437215193
Česko,G Obchod,Vlastní kapitál (mil. Kč),2011,602781.393923162
Česko,G Obchod,Vlastní kapitál (mil. Kč),2012,616435.119148793
Česko,G Obchod,Vlastní kapitál (mil. Kč),2013,650115.152855271
Česko,G Obchod,Vlastní kapitál (mil. Kč),2014,652321.103718849
Česko,G Obchod,Vlastní kapitál (mil. Kč),2015,698394.844381123
Česko,G Obchod,Vlastní kapitál (mil. Kč),2016,736958.172976157
Česko,G Obchod,Vlastní kapitál (mil. Kč),2017,780607.219246737
Česko,G Obchod,Vlastní kapitál (mil. Kč),2018,831729.731597239
Česko,G Obchod,Vlastní kapitál (mil. Kč),2019,851186.685074337
Česko,G Obchod,Vlastní kapitál (mil. Kč),2020,907528.356625934
Česko,G Obchod,Vlastní kapitál (mil. Kč),2021,991211.917707495
Česko,G Obchod,Vlastní kapitál (mil. Kč),2022,1101754.13823126
Česko,G Obchod,Vlastní kapitál (mil. Kč),2023,1133437.0299604165
Česko,G Obchod,Závazky (mil. Kč),2008,875625.274864092
Česko,G Obchod,Závazky (mil. Kč),2009,866080.695292265
Česko,G Obchod,Závazky (mil. Kč),2010,907245.06505414
Česko,G Obchod,Závazky (mil. Kč),2011,963329.789279385
Česko,G Obchod,Závazky (mil. Kč),2012,975337.717040103
Česko,G Obchod,Závazky (mil. Kč),2013,1019690.94010255
Česko,G Obchod,Závazky (mil. Kč),2014,998714.442430076
Česko,G Obchod,Závazky (mil. Kč),2015,998761.546579495
Česko,G Obchod,Závazky (mil. Kč),2016,1001437.78823687
Česko,G Obchod,Závazky (mil. Kč),2017,1026765.085735
Česko,G Obchod,Závazky (mil. Kč),2018,1057946.44052371
Česko,G Obchod,Závazky (mil. Kč),2019,1077455.59933478
Česko,G Obchod,Závazky (mil. Kč),2020,1083440.82087235
Česko,G Obchod,Závazky (mil. Kč),2021,1311605.64536392
Česko,G Obchod,Závazky (mil. Kč),2022,1469513.40995445
Česko,G Obchod,Závazky (mil. Kč),2023,1638593.337820179
Česko,G Obchod,Pořízení dlouhodobého nehmotného a hmotného majetku (mil. Kč),2008,81572.2483505375
Česko,G Obchod,Pořízení dlouhodobého nehmotného a hmotného majetku (mil. Kč),2009,66389.7165685923
Česko,G Obchod,Pořízení dlouhodobého nehmotného a hmotného majetku (mil. Kč),2010,63404.9030340748
Česko,G Obchod,Pořízení dlouhodobého nehmotného a hmotného majetku (mil. Kč),2011,66307.0949213331
Česko,G Obchod,Pořízení dlouhodobého nehmotného a hmotného majetku (mil. Kč),2012,64834.5464589859
Česko,G Obchod,Pořízení dlouhodobého nehmotného a hmotného majetku (mil. Kč),2013,65019.6530433301
Česko,G Obchod,Pořízení dlouhodobého nehmotného a hmotného majetku (mil. Kč),2014,62264.466027923
Česko,G Obchod,Pořízení dlouhodobého nehmotného a hmotného majetku (mil. Kč),2015,69738.6808500546
Česko,G Obchod,Pořízení dlouhodobého nehmotného a hmotného majetku (mil. Kč),2016,76310.7335108073
Česko,G Obchod,Pořízení dlouhodobého nehmotného a hmotného majetku (mil. Kč),2017,86269.9151238916
Česko,G Obchod,Pořízení dlouhodobého nehmotného a hmotného majetku (mil. Kč),2018,92866.5703560112
Česko,G Obchod,Pořízení dlouhodobého nehmotného a hmotného majetku (mil. Kč),2019,90343.9804755889
Česko,G Obchod,Pořízení dlouhodobého nehmotného a hmotného majetku (mil. Kč),2020,91640.0417151468
Česko,G Obchod,Pořízení dlouhodobého nehmotného a hmotného majetku (mil. Kč),2021,110952.443555262
Česko,G Obchod,Pořízení dlouhodobého nehmotného a hmotného majetku (mil. Kč),2022,116681.010124364
Česko,G Obchod,Pořízení dlouhodobého nehmotného a hmotného majetku (mil. Kč),2023,114030.9414923254
