Ukazatel;Území;Klasifikace CZ-CPA;Typ údaje;Měsíce;value
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);říjen 2015;100.5
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);listopad 2015;100.6
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);prosinec 2015;99.7
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);leden 2016;99.3
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);únor 2016;99.4
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);březen 2016;100.0
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);duben 2016;100.6
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);květen 2016;100.7
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);červen 2016;100.5
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);červenec 2016;99.4
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);srpen 2016;99.4
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);září 2016;100.5
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);říjen 2016;100.7
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);listopad 2016;100.8
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);prosinec 2016;99.9
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);leden 2017;99.6
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);únor 2017;100.0
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);březen 2017;101.1
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);duben 2017;101.8
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);květen 2017;101.7
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);červen 2017;101.6
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);červenec 2017;100.7
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);srpen 2017;101.1
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);září 2017;102.2
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);říjen 2017;102.3
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);listopad 2017;102.4
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);prosinec 2017;101.8
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);leden 2018;100.7
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);únor 2018;102.2
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);březen 2018;102.9
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);duben 2018;103.5
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);květen 2018;103.5
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);červen 2018;103.4
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);červenec 2018;102.4
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);srpen 2018;102.6
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);září 2018;103.8
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);říjen 2018;104.3
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);listopad 2018;104.4
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);prosinec 2018;104.0
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);leden 2019;103.4
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);únor 2019;104.7
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);březen 2019;105.8
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);duben 2019;106.3
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);květen 2019;106.3
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);červen 2019;106.0
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);červenec 2019;105.0
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);srpen 2019;105.4
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);září 2019;106.7
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);říjen 2019;106.7
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);listopad 2019;106.7
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);prosinec 2019;106.5
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);leden 2020;105.9
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);únor 2020;107.2
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);březen 2020;108.8
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);duben 2020;108.7
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);květen 2020;108.4
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);červen 2020;108.2
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);červenec 2020;107.2
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);srpen 2020;107.6
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);září 2020;108.5
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);říjen 2020;108.7
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);listopad 2020;108.8
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);prosinec 2020;108.7
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);leden 2021;107.9
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);únor 2021;108.7
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);březen 2021;109.6
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);duben 2021;109.6
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);květen 2021;109.6
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);červen 2021;109.2
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);červenec 2021;108.3
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);srpen 2021;108.9
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);září 2021;110.2
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);říjen 2021;110.8
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);listopad 2021;110.8
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);prosinec 2021;110.6
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);leden 2022;111.4
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);únor 2022;113.4
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);březen 2022;115.0
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);duben 2022;115.6
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);květen 2022;116.0
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);červen 2022;116.0
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);červenec 2022;115.1
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);srpen 2022;116.0
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);září 2022;117.7
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);říjen 2022;117.8
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);listopad 2022;118.0
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);prosinec 2022;118.7
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);leden 2023;118.4
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);únor 2023;119.7
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);březen 2023;121.5
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);duben 2023;123.2
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);květen 2023;123.2
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);červen 2023;123.1
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);červenec 2023;121.5
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);srpen 2023;122.2
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);září 2023;123.7
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);říjen 2023;124.1
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);listopad 2023;123.9
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);prosinec 2023;123.9
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);leden 2024;123.8
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);únor 2024;125.6
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);březen 2024;126.5
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);duben 2024;127.4
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);květen 2024;127.2
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);červen 2024;127.4
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);červenec 2024;125.7
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);srpen 2024;126.3
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);září 2024;127.9
Index cen za poskytnutí tržních služeb (%);Česko;Index cen tržních služeb;Bazický index (2015 = 100);říjen 2024;128.6
