Území,CZ-NACE,Měsíce,Ukazatel,value
Česko,Průmysl celkem,duben 2006,Bazický index (průměr roku 2021=100) (%) - neočištěno ,70.10016169
Česko,Průmysl celkem,duben 2006,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,73.78684711
Česko,Průmysl celkem,duben 2006,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,74.31707781
Česko,Průmysl celkem,duben 2006,Meziroční index (%) - neočištěno,100.2883328844
Česko,Průmysl celkem,duben 2006,Meziroční index (%) - očištěno o kalendářní vlivy,104.6891096069
Česko,Průmysl celkem,duben 2006,Meziměsíční index (%) - sezónně očištěno,98.7085317927
Česko,Průmysl celkem,duben 2006,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,březen 2006,Bazický index (průměr roku 2021=100) (%) - neočištěno ,80.30540798
Česko,Průmysl celkem,březen 2006,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,79.67432528
Česko,Průmysl celkem,březen 2006,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,75.28941669
Česko,Průmysl celkem,březen 2006,Meziroční index (%) - neočištěno,114.0782256334
Česko,Průmysl celkem,březen 2006,Meziroční index (%) - očištěno o kalendářní vlivy,109.6958545301
Česko,Průmysl celkem,březen 2006,Meziměsíční index (%) - sezónně očištěno,101.8994326874
Česko,Průmysl celkem,březen 2006,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,únor 2006,Bazický index (průměr roku 2021=100) (%) - neočištěno ,68.83360338
Česko,Průmysl celkem,únor 2006,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,70.45354024
Česko,Průmysl celkem,únor 2006,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,73.88600182
Česko,Průmysl celkem,únor 2006,Meziroční index (%) - neočištěno,108.490213745
Česko,Průmysl celkem,únor 2006,Meziroční index (%) - očištěno o kalendářní vlivy,107.1465881194
Česko,Průmysl celkem,únor 2006,Meziměsíční index (%) - sezónně očištěno,98.4908420969
Česko,Průmysl celkem,únor 2006,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,leden 2006,Bazický index (průměr roku 2021=100) (%) - neočištěno ,70.9481814
Česko,Průmysl celkem,leden 2006,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,72.23468898
Česko,Průmysl celkem,leden 2006,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,75.01814407
Česko,Průmysl celkem,leden 2006,Meziroční index (%) - neočištěno,111.9347396048
Česko,Průmysl celkem,leden 2006,Meziroční index (%) - očištěno o kalendářní vlivy,108.9922484716
Česko,Průmysl celkem,leden 2006,Meziměsíční index (%) - sezónně očištěno,100.9202666122
Česko,Průmysl celkem,leden 2006,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,prosinec 2005,Bazický index (průměr roku 2021=100) (%) - neočištěno ,71.49385713
Česko,Průmysl celkem,prosinec 2005,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,71.98429881
Česko,Průmysl celkem,prosinec 2005,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,74.33407242
Česko,Průmysl celkem,prosinec 2005,Meziroční index (%) - neočištěno,103.8941756865
Česko,Průmysl celkem,prosinec 2005,Meziroční index (%) - očištěno o kalendářní vlivy,105.3207390747
Česko,Průmysl celkem,prosinec 2005,Meziměsíční index (%) - sezónně očištěno,100.8468796297
Česko,Průmysl celkem,prosinec 2005,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,listopad 2005,Bazický index (průměr roku 2021=100) (%) - neočištěno ,80.3697967
Česko,Průmysl celkem,listopad 2005,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,80.98067033
Česko,Průmysl celkem,listopad 2005,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,73.70983881
Česko,Průmysl celkem,listopad 2005,Meziroční index (%) - neočištěno,106.4512106532
Česko,Průmysl celkem,listopad 2005,Meziroční index (%) - očištěno o kalendářní vlivy,105.1969460832
Česko,Průmysl celkem,listopad 2005,Meziměsíční index (%) - sezónně očištěno,101.5418132026
Česko,Průmysl celkem,listopad 2005,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,říjen 2005,Bazický index (průměr roku 2021=100) (%) - neočištěno ,74.82529584
Česko,Průmysl celkem,říjen 2005,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,77.88601367
Česko,Průmysl celkem,říjen 2005,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,72.59062694
Česko,Průmysl celkem,říjen 2005,Meziroční index (%) - neočištěno,105.4000242058
Česko,Průmysl celkem,říjen 2005,Meziroční index (%) - očištěno o kalendářní vlivy,104.2272678879
Česko,Průmysl celkem,říjen 2005,Meziměsíční index (%) - sezónně očištěno,100.3130313589
Česko,Průmysl celkem,říjen 2005,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,září 2005,Bazický index (průměr roku 2021=100) (%) - neočištěno ,74.13851474
Česko,Průmysl celkem,září 2005,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,73.82822539
Česko,Průmysl celkem,září 2005,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,72.3641046
Česko,Průmysl celkem,září 2005,Meziroční index (%) - neočištěno,105.203436497
Česko,Průmysl celkem,září 2005,Meziroční index (%) - očištěno o kalendářní vlivy,104.1216278536
Česko,Průmysl celkem,září 2005,Meziměsíční index (%) - sezónně očištěno,100.1705075541
Česko,Průmysl celkem,září 2005,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,srpen 2005,Bazický index (průměr roku 2021=100) (%) - neočištěno ,67.02948192
Česko,Průmysl celkem,srpen 2005,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,67.57561724
Česko,Průmysl celkem,srpen 2005,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,72.24092836
Česko,Průmysl celkem,srpen 2005,Meziroční index (%) - neočištěno,106.6246080351
Česko,Průmysl celkem,srpen 2005,Meziroční index (%) - očištěno o kalendářní vlivy,103.0548922661
Česko,Průmysl celkem,srpen 2005,Meziměsíční index (%) - sezónně očištěno,101.668564759
Česko,Průmysl celkem,srpen 2005,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červenec 2005,Bazický index (průměr roku 2021=100) (%) - neočištěno ,62.34162215
Česko,Průmysl celkem,červenec 2005,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,66.25518058
Česko,Průmysl celkem,červenec 2005,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,71.05532426
Česko,Průmysl celkem,červenec 2005,Meziroční index (%) - neočištěno,100.858570393
Česko,Průmysl celkem,červenec 2005,Meziroční index (%) - očištěno o kalendářní vlivy,102.68527128
Česko,Průmysl celkem,červenec 2005,Meziměsíční index (%) - sezónně očištěno,100.2277124869
Česko,Průmysl celkem,červenec 2005,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červen 2005,Bazický index (průměr roku 2021=100) (%) - neočištěno ,73.32688661
Česko,Průmysl celkem,červen 2005,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,72.96829385
Česko,Průmysl celkem,červen 2005,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,70.89389002
Česko,Průmysl celkem,červen 2005,Meziroční index (%) - neočištěno,104.9405126195
Česko,Průmysl celkem,červen 2005,Meziroční index (%) - očištěno o kalendářní vlivy,104.0009388148
Česko,Průmysl celkem,červen 2005,Meziměsíční index (%) - sezónně očištěno,100.9813838036
Česko,Průmysl celkem,červen 2005,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,květen 2005,Bazický index (průměr roku 2021=100) (%) - neočištěno ,70.81767601
Česko,Průmysl celkem,květen 2005,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,70.03394315
Česko,Průmysl celkem,květen 2005,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,70.2049104
Česko,Průmysl celkem,květen 2005,Meziroční index (%) - neočištěno,104.6978546349
Česko,Průmysl celkem,květen 2005,Meziroční index (%) - očištěno o kalendářní vlivy,101.4456829835
Česko,Průmysl celkem,květen 2005,Meziměsíční index (%) - sezónně očištěno,99.183069878
Česko,Průmysl celkem,květen 2005,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,duben 2005,Bazický index (průměr roku 2021=100) (%) - neočištěno ,69.89862098
Česko,Průmysl celkem,duben 2005,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,70.48187475
Česko,Průmysl celkem,duben 2005,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,70.78315935
Česko,Průmysl celkem,duben 2005,Meziroční index (%) - neočištěno,103.0512829297
Česko,Průmysl celkem,duben 2005,Meziroční index (%) - očištěno o kalendářní vlivy,101.8611234854
Česko,Průmysl celkem,duben 2005,Meziměsíční index (%) - sezónně očištěno,102.1338676624
Česko,Průmysl celkem,duben 2005,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,březen 2005,Bazický index (průměr roku 2021=100) (%) - neočištěno ,70.39503598
Česko,Průmysl celkem,březen 2005,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,72.63202937
Česko,Průmysl celkem,březen 2005,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,69.30429736
Česko,Průmysl celkem,březen 2005,Meziroční index (%) - neočištěno,98.581785817
Česko,Průmysl celkem,březen 2005,Meziroční index (%) - očištěno o kalendářní vlivy,100.9085768912
Česko,Průmysl celkem,březen 2005,Meziměsíční index (%) - sezónně očištěno,100.2056632746
Česko,Průmysl celkem,březen 2005,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,únor 2005,Bazický index (průměr roku 2021=100) (%) - neočištěno ,63.44683175
Česko,Průmysl celkem,únor 2005,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,65.75434783
Česko,Průmysl celkem,únor 2005,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,69.16205641
Česko,Průmysl celkem,únor 2005,Meziroční index (%) - neočištěno,101.8481874557
Česko,Průmysl celkem,únor 2005,Meziroční index (%) - očištěno o kalendářní vlivy,100.6252153093
Česko,Průmysl celkem,únor 2005,Meziměsíční index (%) - sezónně očištěno,100.0115470859
Česko,Průmysl celkem,únor 2005,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,leden 2005,Bazický index (průměr roku 2021=100) (%) - neočištěno ,63.38352298
Česko,Průmysl celkem,leden 2005,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,66.27507001
Česko,Průmysl celkem,leden 2005,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,69.15407113
Česko,Průmysl celkem,leden 2005,Meziroční index (%) - neočištěno,104.8821572698
Česko,Průmysl celkem,leden 2005,Meziroční index (%) - očištěno o kalendářní vlivy,103.2356296016
Česko,Průmysl celkem,leden 2005,Meziměsíční index (%) - sezónně očištěno,98.7025132514
Česko,Průmysl celkem,leden 2005,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,prosinec 2004,Bazický index (průměr roku 2021=100) (%) - neočištěno ,68.81411461
Česko,Průmysl celkem,prosinec 2004,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,68.34769623
Česko,Průmysl celkem,prosinec 2004,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,70.06313097
Česko,Průmysl celkem,prosinec 2004,Meziroční index (%) - neočištěno,108.1657110426
Česko,Průmysl celkem,prosinec 2004,Meziroční index (%) - očištěno o kalendářní vlivy,102.5927001283
Česko,Průmysl celkem,prosinec 2004,Meziměsíční index (%) - sezónně očištěno,99.9060322518
Česko,Průmysl celkem,prosinec 2004,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,listopad 2004,Bazický index (průměr roku 2021=100) (%) - neočištěno ,75.49918522
Česko,Průmysl celkem,listopad 2004,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,76.98005821
Česko,Průmysl celkem,listopad 2004,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,70.12902964
Česko,Průmysl celkem,listopad 2004,Meziroční index (%) - neočištěno,113.3283571951
Česko,Průmysl celkem,listopad 2004,Meziroční index (%) - očištěno o kalendářní vlivy,107.8084012431
Česko,Průmysl celkem,listopad 2004,Meziměsíční index (%) - sezónně očištěno,100.25948698
Česko,Průmysl celkem,listopad 2004,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,říjen 2004,Bazický index (průměr roku 2021=100) (%) - neočištěno ,70.99172548
Česko,Průmysl celkem,říjen 2004,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,74.72709901
Česko,Průmysl celkem,říjen 2004,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,69.94752492
Česko,Průmysl celkem,říjen 2004,Meziroční index (%) - neočištěno,105.4810895621
Česko,Průmysl celkem,říjen 2004,Meziroční index (%) - očištěno o kalendářní vlivy,109.0880134092
Česko,Průmysl celkem,říjen 2004,Meziměsíční index (%) - sezónně očištěno,100.3191454681
Česko,Průmysl celkem,říjen 2004,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,září 2004,Bazický index (průměr roku 2021=100) (%) - neočištěno ,70.47157128
Česko,Průmysl celkem,září 2004,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,70.90575408
Česko,Průmysl celkem,září 2004,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,69.72500074
Česko,Průmysl celkem,září 2004,Meziroční index (%) - neočištěno,106.848838199
Česko,Průmysl celkem,září 2004,Meziroční index (%) - očištěno o kalendářní vlivy,108.641936676
Česko,Průmysl celkem,září 2004,Meziměsíční index (%) - sezónně očištěno,99.5414691974
Česko,Průmysl celkem,září 2004,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,srpen 2004,Bazický index (průměr roku 2021=100) (%) - neočištěno ,62.86492692
Česko,Průmysl celkem,srpen 2004,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,65.57244955
Česko,Průmysl celkem,srpen 2004,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,70.04618407
Česko,Průmysl celkem,srpen 2004,Meziroční index (%) - neočištěno,112.6506656021
Česko,Průmysl celkem,srpen 2004,Meziroční index (%) - očištěno o kalendářní vlivy,109.766974859
Česko,Průmysl celkem,srpen 2004,Meziměsíční index (%) - sezónně očištěno,100.6873683152
Česko,Průmysl celkem,srpen 2004,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červenec 2004,Bazický index (průměr roku 2021=100) (%) - neočištěno ,61.81093179
Česko,Průmysl celkem,červenec 2004,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,64.52257442
Česko,Průmysl celkem,červenec 2004,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,69.56799571
Česko,Průmysl celkem,červenec 2004,Meziroční index (%) - neočištěno,105.6056488501
Česko,Průmysl celkem,červenec 2004,Meziroční index (%) - očištěno o kalendářní vlivy,112.6411461218
Česko,Průmysl celkem,červenec 2004,Meziměsíční index (%) - sezónně očištěno,101.6663095573
Česko,Průmysl celkem,červenec 2004,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červen 2004,Bazický index (průměr roku 2021=100) (%) - neočištěno ,69.87471738
Česko,Průmysl celkem,červen 2004,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,70.16118766
Česko,Průmysl celkem,červen 2004,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,68.42777712
Česko,Průmysl celkem,červen 2004,Meziroční index (%) - neočištěno,114.1370265392
Česko,Průmysl celkem,červen 2004,Meziroční index (%) - očištěno o kalendářní vlivy,110.7764273797
Česko,Průmysl celkem,červen 2004,Meziměsíční index (%) - sezónně očištěno,99.0821566459
Česko,Průmysl celkem,červen 2004,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,květen 2004,Bazický index (průměr roku 2021=100) (%) - neočištěno ,67.64004502
Česko,Průmysl celkem,květen 2004,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,69.03590285
Česko,Průmysl celkem,květen 2004,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,69.06165493
Česko,Průmysl celkem,květen 2004,Meziroční index (%) - neočištěno,114.9919211658
Česko,Průmysl celkem,květen 2004,Meziroční index (%) - očištěno o kalendářní vlivy,111.6530119531
Česko,Průmysl celkem,květen 2004,Meziměsíční index (%) - sezónně očištěno,99.8219302982
Česko,Průmysl celkem,květen 2004,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,duben 2004,Bazický index (průměr roku 2021=100) (%) - neočištěno ,67.82896728
Česko,Průmysl celkem,duben 2004,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,69.19408734
Česko,Průmysl celkem,duben 2004,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,69.18485219
Česko,Průmysl celkem,duben 2004,Meziroční index (%) - neočištěno,111.0633458352
Česko,Průmysl celkem,duben 2004,Meziroční index (%) - očištěno o kalendářní vlivy,110.1841997121
Česko,Průmysl celkem,duben 2004,Meziměsíční index (%) - sezónně očištěno,101.5072592255
Česko,Průmysl celkem,duben 2004,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,březen 2004,Bazický index (průměr roku 2021=100) (%) - neočištěno ,71.40775083
Česko,Průmysl celkem,březen 2004,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,71.97805341
Česko,Průmysl celkem,březen 2004,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,68.15754136
Česko,Průmysl celkem,březen 2004,Meziroční index (%) - neočištěno,116.6844515429
Česko,Průmysl celkem,březen 2004,Meziroční index (%) - očištěno o kalendářní vlivy,110.9126015124
Česko,Průmysl celkem,březen 2004,Meziměsíční index (%) - sezónně očištěno,99.2749740859
Česko,Průmysl celkem,březen 2004,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,únor 2004,Bazický index (průměr roku 2021=100) (%) - neočištěno ,62.29549424
Česko,Průmysl celkem,únor 2004,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,65.34579591
Česko,Průmysl celkem,únor 2004,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,68.65531015
Česko,Průmysl celkem,únor 2004,Meziroční index (%) - neočištěno,111.2599827862
Česko,Průmysl celkem,únor 2004,Meziroční index (%) - očištěno o kalendářní vlivy,111.1854816172
Česko,Průmysl celkem,únor 2004,Meziměsíční index (%) - sezónně očištěno,103.1386261755
Česko,Průmysl celkem,únor 2004,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,leden 2004,Bazický index (průměr roku 2021=100) (%) - neočištěno ,60.43308474
Česko,Průmysl celkem,leden 2004,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,64.19786489
Česko,Průmysl celkem,leden 2004,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,66.56605066
Česko,Průmysl celkem,leden 2004,Meziroční index (%) - neočištěno,105.3863304329
Česko,Průmysl celkem,leden 2004,Meziroční index (%) - očištěno o kalendářní vlivy,107.6943338648
Česko,Průmysl celkem,leden 2004,Meziměsíční index (%) - sezónně očištěno,98.9519791382
Česko,Průmysl celkem,leden 2004,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,prosinec 2003,Bazický index (průměr roku 2021=100) (%) - neočištěno ,63.619158
Česko,Průmysl celkem,prosinec 2003,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,66.6204283
Česko,Průmysl celkem,prosinec 2003,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,67.27106546
Česko,Průmysl celkem,prosinec 2003,Meziroční index (%) - neočištěno,107.8006410802
Česko,Průmysl celkem,prosinec 2003,Meziroční index (%) - očištěno o kalendářní vlivy,104.6794551434
Česko,Průmysl celkem,prosinec 2003,Meziměsíční index (%) - sezónně očištěno,103.2865634753
Česko,Průmysl celkem,prosinec 2003,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,listopad 2003,Bazický index (průměr roku 2021=100) (%) - neočištěno ,66.61985322
Česko,Průmysl celkem,listopad 2003,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,71.40450774
Česko,Průmysl celkem,listopad 2003,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,65.13050991
Česko,Průmysl celkem,listopad 2003,Meziroční index (%) - neočištěno,98.5105605315
Česko,Průmysl celkem,listopad 2003,Meziroční index (%) - očištěno o kalendářní vlivy,102.6327357237
Česko,Průmysl celkem,listopad 2003,Meziměsíční index (%) - sezónně očištěno,101.4222847815
Česko,Průmysl celkem,listopad 2003,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,říjen 2003,Bazický index (průměr roku 2021=100) (%) - neočištěno ,67.3027988
Česko,Průmysl celkem,říjen 2003,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,68.50165905
Česko,Průmysl celkem,říjen 2003,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,64.21715903
Česko,Průmysl celkem,říjen 2003,Meziroční index (%) - neočištěno,102.8952261344
Česko,Průmysl celkem,říjen 2003,Meziroční index (%) - očištěno o kalendářní vlivy,102.6820811508
Česko,Průmysl celkem,říjen 2003,Meziměsíční index (%) - sezónně očištěno,99.8504131568
Česko,Průmysl celkem,říjen 2003,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,září 2003,Bazický index (průměr roku 2021=100) (%) - neočištěno ,65.95445722
Česko,Průmysl celkem,září 2003,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,65.26554685
Česko,Průmysl celkem,září 2003,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,64.31336336
Česko,Průmysl celkem,září 2003,Meziroční index (%) - neočištěno,107.0091834197
Česko,Průmysl celkem,září 2003,Meziroční index (%) - očištěno o kalendářní vlivy,104.3331852374
Česko,Průmysl celkem,září 2003,Meziměsíční index (%) - sezónně očištěno,100.3797536463
Česko,Průmysl celkem,září 2003,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,srpen 2003,Bazický index (průměr roku 2021=100) (%) - neočištěno ,55.80519794
Česko,Průmysl celkem,srpen 2003,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,59.73786709
Česko,Průmysl celkem,srpen 2003,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,64.07005499
Česko,Průmysl celkem,srpen 2003,Meziroční index (%) - neočištěno,104.8204626964
Česko,Průmysl celkem,srpen 2003,Meziroční index (%) - očištěno o kalendářní vlivy,106.9098274939
Česko,Průmysl celkem,srpen 2003,Meziměsíční index (%) - sezónně očištěno,102.7879235047
Česko,Průmysl celkem,srpen 2003,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červenec 2003,Bazický index (průměr roku 2021=100) (%) - neočištěno ,58.52994841
Česko,Průmysl celkem,červenec 2003,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,57.28153223
Česko,Průmysl celkem,červenec 2003,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,62.33227874
Česko,Průmysl celkem,červenec 2003,Meziroční index (%) - neočištěno,102.5148996259
Česko,Průmysl celkem,červenec 2003,Meziroční index (%) - očištěno o kalendářní vlivy,101.3623052898
Česko,Průmysl celkem,červenec 2003,Meziměsíční index (%) - sezónně očištěno,100.3529582034
Česko,Průmysl celkem,červenec 2003,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červen 2003,Bazický index (průměr roku 2021=100) (%) - neočištěno ,61.22002605
Česko,Průmysl celkem,červen 2003,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,63.33584619
Česko,Průmysl celkem,červen 2003,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,62.11304565
Česko,Průmysl celkem,červen 2003,Meziroční index (%) - neočištěno,106.001617308
Česko,Průmysl celkem,červen 2003,Meziroční index (%) - očištěno o kalendářní vlivy,103.312929917
Česko,Průmysl celkem,červen 2003,Meziměsíční index (%) - sezónně očištěno,100.4364572326
Česko,Průmysl celkem,červen 2003,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,květen 2003,Bazický index (průměr roku 2021=100) (%) - neočištěno ,58.82156271
Česko,Průmysl celkem,květen 2003,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,61.83075731
Česko,Průmysl celkem,květen 2003,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,61.84312685
Česko,Průmysl celkem,květen 2003,Meziroční index (%) - neočištěno,99.4770938102
Česko,Průmysl celkem,květen 2003,Meziroční index (%) - očištěno o kalendářní vlivy,102.1705434315
Česko,Průmysl celkem,květen 2003,Meziměsíční index (%) - sezónně očištěno,98.2293784314
Česko,Průmysl celkem,květen 2003,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,duben 2003,Bazický index (průměr roku 2021=100) (%) - neočištěno ,61.07232478
Česko,Průmysl celkem,duben 2003,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,62.79855689
Česko,Průmysl celkem,duben 2003,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,62.95787252
Česko,Průmysl celkem,duben 2003,Meziroční index (%) - neočištěno,103.6440510299
Česko,Průmysl celkem,duben 2003,Meziroční index (%) - očištěno o kalendářní vlivy,104.1263395203
Česko,Průmysl celkem,duben 2003,Meziměsíční index (%) - sezónně očištěno,102.5326821269
Česko,Průmysl celkem,duben 2003,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,březen 2003,Bazický index (průměr roku 2021=100) (%) - neočištěno ,61.19731454
Česko,Průmysl celkem,březen 2003,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,64.89619072
Česko,Průmysl celkem,březen 2003,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,61.40273639
Česko,Průmysl celkem,březen 2003,Meziroční index (%) - neočištěno,103.1292820458
Česko,Průmysl celkem,březen 2003,Meziroční index (%) - očištěno o kalendářní vlivy,102.5025866324
Česko,Průmysl celkem,březen 2003,Meziměsíční index (%) - sezónně očištěno,99.8017953808
Česko,Průmysl celkem,březen 2003,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,únor 2003,Bazický index (průměr roku 2021=100) (%) - neočištěno ,55.99092565
Česko,Průmysl celkem,únor 2003,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,58.77187827
Česko,Průmysl celkem,únor 2003,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,61.52468115
Česko,Průmysl celkem,únor 2003,Meziroční index (%) - neočištěno,102.5704955806
Česko,Průmysl celkem,únor 2003,Meziroční index (%) - očištěno o kalendářní vlivy,103.1732534466
Česko,Průmysl celkem,únor 2003,Meziměsíční index (%) - sezónně očištěno,99.3936879783
Česko,Průmysl celkem,únor 2003,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,leden 2003,Bazický index (průměr roku 2021=100) (%) - neočištěno ,57.34432966
Česko,Průmysl celkem,leden 2003,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,59.61118156
