Území,CZ-NACE,Měsíce,Ukazatel,value
Česko,Průmysl celkem,březen 2016,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,98.91039721
Česko,Průmysl celkem,březen 2016,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,91.78229702
Česko,Průmysl celkem,březen 2016,Meziroční index (%) - neočištěno,101.6093615922
Česko,Průmysl celkem,březen 2016,Meziroční index (%) - očištěno o kalendářní vlivy,102.8935244236
Česko,Průmysl celkem,březen 2016,Meziměsíční index (%) - sezónně očištěno,98.9554163367
Česko,Průmysl celkem,březen 2016,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,únor 2016,Bazický index (průměr roku 2021=100) (%) - neočištěno ,90.36858097
Česko,Průmysl celkem,únor 2016,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,89.65235102
Česko,Průmysl celkem,únor 2016,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,92.75116049
Česko,Průmysl celkem,únor 2016,Meziroční index (%) - neočištěno,106.1120043731
Česko,Průmysl celkem,únor 2016,Meziroční index (%) - očištěno o kalendářní vlivy,104.6229102235
Česko,Průmysl celkem,únor 2016,Meziměsíční index (%) - sezónně očištěno,101.9208590566
Česko,Průmysl celkem,únor 2016,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,leden 2016,Bazický index (průměr roku 2021=100) (%) - neočištěno ,84.16625495
Česko,Průmysl celkem,leden 2016,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,87.52640225
Česko,Průmysl celkem,leden 2016,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,91.00311884
Česko,Průmysl celkem,leden 2016,Meziroční index (%) - neočištěno,101.9235650927
Česko,Průmysl celkem,leden 2016,Meziroční index (%) - očištěno o kalendářní vlivy,103.9769392886
Česko,Průmysl celkem,leden 2016,Meziměsíční index (%) - sezónně očištěno,101.6968972958
Česko,Průmysl celkem,leden 2016,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,prosinec 2015,Bazický index (průměr roku 2021=100) (%) - neočištěno ,84.52785787
Česko,Průmysl celkem,prosinec 2015,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,82.83129149
Česko,Průmysl celkem,prosinec 2015,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,89.48465613
Česko,Průmysl celkem,prosinec 2015,Meziroční index (%) - neočištěno,101.395927195
Česko,Průmysl celkem,prosinec 2015,Meziroční index (%) - očištěno o kalendářní vlivy,98.7948773334
Česko,Průmysl celkem,prosinec 2015,Meziměsíční index (%) - sezónně očištěno,100.2359895938
Česko,Průmysl celkem,prosinec 2015,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,listopad 2015,Bazický index (průměr roku 2021=100) (%) - neočištěno ,93.75488785
Česko,Průmysl celkem,listopad 2015,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,96.29885655
Česko,Průmysl celkem,listopad 2015,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,89.27397883
Česko,Průmysl celkem,listopad 2015,Meziroční index (%) - neočištěno,104.9440196912
Česko,Průmysl celkem,listopad 2015,Meziroční index (%) - očištěno o kalendářní vlivy,102.1777657693
Česko,Průmysl celkem,listopad 2015,Meziměsíční index (%) - sezónně očištěno,97.5483787275
Česko,Průmysl celkem,listopad 2015,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,říjen 2015,Bazický index (průměr roku 2021=100) (%) - neočištěno ,95.79030275
Česko,Průmysl celkem,říjen 2015,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,97.44258602
Česko,Průmysl celkem,říjen 2015,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,91.51764488
Česko,Průmysl celkem,říjen 2015,Meziroční index (%) - neočištěno,103.059925425
Česko,Průmysl celkem,říjen 2015,Meziroční index (%) - očištěno o kalendářní vlivy,105.9158020218
Česko,Průmysl celkem,říjen 2015,Meziměsíční index (%) - sezónně očištěno,101.8928509909
Česko,Průmysl celkem,říjen 2015,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,září 2015,Bazický index (průměr roku 2021=100) (%) - neočištěno ,92.7280746
Česko,Průmysl celkem,září 2015,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,92.62546454
Česko,Průmysl celkem,září 2015,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,89.81753282
Česko,Průmysl celkem,září 2015,Meziroční index (%) - neočištěno,100.4557446988
Česko,Průmysl celkem,září 2015,Meziroční index (%) - očištěno o kalendářní vlivy,103.2218527755
Česko,Průmysl celkem,září 2015,Meziměsíční index (%) - sezónně očištěno,98.9256772302
Česko,Průmysl celkem,září 2015,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,srpen 2015,Bazický index (průměr roku 2021=100) (%) - neočištěno ,77.92343881
Česko,Průmysl celkem,srpen 2015,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,81.93007615
Česko,Průmysl celkem,srpen 2015,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,90.79294207
Česko,Průmysl celkem,srpen 2015,Meziroční index (%) - neočištěno,106.7339292093
Česko,Průmysl celkem,srpen 2015,Meziroční index (%) - očištěno o kalendářní vlivy,106.7580869407
Česko,Průmysl celkem,srpen 2015,Meziměsíční index (%) - sezónně očištěno,98.4703977726
Česko,Průmysl celkem,srpen 2015,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červenec 2015,Bazický index (průměr roku 2021=100) (%) - neočištěno ,88.0775525
Česko,Průmysl celkem,červenec 2015,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,85.75719208
Česko,Průmysl celkem,červenec 2015,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,92.20328558
Česko,Průmysl celkem,červenec 2015,Meziroční index (%) - neočištěno,104.3953352608
Česko,Průmysl celkem,červenec 2015,Meziroční index (%) - očištěno o kalendářní vlivy,107.3415093244
Česko,Průmysl celkem,červenec 2015,Meziměsíční index (%) - sezónně očištěno,102.8430842254
Česko,Průmysl celkem,červenec 2015,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červen 2015,Bazický index (průměr roku 2021=100) (%) - neočištěno ,94.38440365
Česko,Průmysl celkem,červen 2015,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,93.83869261
Česko,Průmysl celkem,červen 2015,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,89.65433726
Česko,Průmysl celkem,červen 2015,Meziroční index (%) - neočištěno,108.3913401712
Česko,Průmysl celkem,červen 2015,Meziroční index (%) - očištěno o kalendářní vlivy,105.3883194624
Česko,Průmysl celkem,červen 2015,Meziměsíční index (%) - sezónně očištěno,99.8205433592
Česko,Průmysl celkem,červen 2015,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,květen 2015,Bazický index (průměr roku 2021=100) (%) - neočištěno ,86.14249466
Česko,Průmysl celkem,květen 2015,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,91.59520005
Česko,Průmysl celkem,květen 2015,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,89.81551717
Česko,Průmysl celkem,květen 2015,Meziroční index (%) - neočištěno,102.6401068656
Česko,Průmysl celkem,květen 2015,Meziroční index (%) - očištěno o kalendářní vlivy,105.5469242538
Česko,Průmysl celkem,květen 2015,Meziměsíční index (%) - sezónně očištěno,99.7002889479
Česko,Průmysl celkem,květen 2015,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,duben 2015,Bazický index (průměr roku 2021=100) (%) - neočištěno ,90.35825989
Česko,Průmysl celkem,duben 2015,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,90.26480584
Česko,Průmysl celkem,duben 2015,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,90.08551341
Česko,Průmysl celkem,duben 2015,Meziroční index (%) - neočištěno,104.9733453492
Česko,Průmysl celkem,duben 2015,Meziroční index (%) - očištěno o kalendářní vlivy,104.9673722028
Česko,Průmysl celkem,duben 2015,Meziměsíční index (%) - sezónně očištěno,101.0860024044
Česko,Průmysl celkem,duben 2015,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,březen 2015,Bazický index (průměr roku 2021=100) (%) - neočištěno ,95.46719814
Česko,Průmysl celkem,březen 2015,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,96.12888446
Česko,Průmysl celkem,březen 2015,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,89.11769312
Česko,Průmysl celkem,březen 2015,Meziroční index (%) - neočištěno,106.9075092458
Česko,Průmysl celkem,březen 2015,Meziroční index (%) - očištěno o kalendářní vlivy,104.0784044848
Česko,Průmysl celkem,březen 2015,Meziměsíční index (%) - sezónně očištěno,100.6088503422
Česko,Průmysl celkem,březen 2015,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,únor 2015,Bazický index (průměr roku 2021=100) (%) - neočištěno ,85.1633908
Česko,Průmysl celkem,únor 2015,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,85.69093598
Česko,Průmysl celkem,únor 2015,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,88.57838333
Česko,Průmysl celkem,únor 2015,Meziroční index (%) - neočištěno,105.1005346409
Česko,Průmysl celkem,únor 2015,Meziroční index (%) - očištěno o kalendářní vlivy,105.1005098184
Česko,Průmysl celkem,únor 2015,Meziměsíční index (%) - sezónně očištěno,101.2601748619
Česko,Průmysl celkem,únor 2015,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,leden 2015,Bazický index (průměr roku 2021=100) (%) - neočištěno ,82.57781689
Česko,Průmysl celkem,leden 2015,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,84.17866774
Česko,Průmysl celkem,leden 2015,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,87.47603236
Česko,Průmysl celkem,leden 2015,Meziroční index (%) - neočištěno,102.7812434775
Česko,Průmysl celkem,leden 2015,Meziroční index (%) - očištěno o kalendářní vlivy,105.4860252579
Česko,Průmysl celkem,leden 2015,Meziměsíční index (%) - sezónně očištěno,97.9166956873
Česko,Průmysl celkem,leden 2015,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,prosinec 2014,Bazický index (průměr roku 2021=100) (%) - neočištěno ,83.36415496
Česko,Průmysl celkem,prosinec 2014,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,83.84168666
Česko,Průmysl celkem,prosinec 2014,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,89.33719806
Česko,Průmysl celkem,prosinec 2014,Meziroční index (%) - neočištěno,106.9543588887
Česko,Průmysl celkem,prosinec 2014,Meziroční index (%) - očištěno o kalendářní vlivy,104.8866958791
Česko,Průmysl celkem,prosinec 2014,Meziměsíční index (%) - sezónně očištěno,102.3574354708
Česko,Průmysl celkem,prosinec 2014,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,listopad 2014,Bazický index (průměr roku 2021=100) (%) - neočištěno ,89.33799956
Česko,Průmysl celkem,listopad 2014,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,94.24639091
Česko,Průmysl celkem,listopad 2014,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,87.27963694
Česko,Průmysl celkem,listopad 2014,Meziroční index (%) - neočištěno,99.3174990104
Česko,Průmysl celkem,listopad 2014,Meziroční index (%) - očištěno o kalendářní vlivy,105.163081191
Česko,Průmysl celkem,listopad 2014,Meziměsíční index (%) - sezónně očištěno,100.8961594509
Česko,Průmysl celkem,listopad 2014,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,říjen 2014,Bazický index (průměr roku 2021=100) (%) - neočištěno ,92.9462178
Česko,Průmysl celkem,říjen 2014,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,92.00004547
Česko,Průmysl celkem,říjen 2014,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,86.50441941
Česko,Průmysl celkem,říjen 2014,Meziroční index (%) - neočištěno,102.9737488199
Česko,Průmysl celkem,říjen 2014,Meziroční index (%) - očištěno o kalendářní vlivy,102.9806125468
Česko,Průmysl celkem,říjen 2014,Meziměsíční index (%) - sezónně očištěno,98.9985496201
Česko,Průmysl celkem,říjen 2014,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,září 2014,Bazický index (průměr roku 2021=100) (%) - neočištěno ,92.30738857
Česko,Průmysl celkem,září 2014,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,89.73435571
Česko,Průmysl celkem,září 2014,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,87.37948156
Česko,Průmysl celkem,září 2014,Meziroční index (%) - neočištěno,108.9602394963
Česko,Průmysl celkem,září 2014,Meziroční index (%) - očištěno o kalendářní vlivy,105.9696283092
Česko,Průmysl celkem,září 2014,Meziměsíční index (%) - sezónně očištěno,101.3259715208
Česko,Průmysl celkem,září 2014,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,srpen 2014,Bazický index (průměr roku 2021=100) (%) - neočištěno ,73.00718655
Česko,Průmysl celkem,srpen 2014,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,76.74367207
Česko,Průmysl celkem,srpen 2014,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,86.23601654
Česko,Průmysl celkem,srpen 2014,Meziroční index (%) - neočištěno,94.4983154167
Česko,Průmysl celkem,srpen 2014,Meziroční index (%) - očištěno o kalendářní vlivy,97.2539517074
Česko,Průmysl celkem,srpen 2014,Meziměsíční index (%) - sezónně očištěno,101.181100442
Česko,Průmysl celkem,srpen 2014,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červenec 2014,Bazický index (průměr roku 2021=100) (%) - neočištěno ,84.36924148
Česko,Průmysl celkem,červenec 2014,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,79.89191937
Česko,Průmysl celkem,červenec 2014,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,85.22937205
Česko,Průmysl celkem,červenec 2014,Meziroční index (%) - neočištěno,108.7219491919
Česko,Průmysl celkem,červenec 2014,Meziroční index (%) - očištěno o kalendářní vlivy,105.2963273819
Česko,Průmysl celkem,červenec 2014,Meziměsíční index (%) - sezónně očištěno,99.8898638336
Česko,Průmysl celkem,červenec 2014,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červen 2014,Bazický index (průměr roku 2021=100) (%) - neočištěno ,87.07743949
Česko,Průmysl celkem,červen 2014,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,89.04088526
Česko,Průmysl celkem,červen 2014,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,85.32334391
Česko,Průmysl celkem,červen 2014,Meziroční index (%) - neočištěno,108.7070032841
Česko,Průmysl celkem,červen 2014,Meziroční index (%) - očištěno o kalendářní vlivy,105.7128050889
Česko,Průmysl celkem,červen 2014,Meziměsíční index (%) - sezónně očištěno,100.0518364173
Česko,Průmysl celkem,červen 2014,Mezičtvrtletní index (%) - sezónně očištěno,
