Ukazatel,Typ indexu,Území,Klasifikace CZ-CPA,Kumulace měsíců,value
Index vývozních cen (%),Meziroční index,Česko,Oděvy,leden – listopad 2024,102.6
Index vývozních cen (%),Meziroční index,Česko,Oděvy,leden – prosinec 2024,102.6
Index vývozních cen (%),Meziroční index,Česko,Oděvy,leden 2025,103.8
Index vývozních cen (%),Meziroční index,Česko,Oděvy,leden – únor 2025,103.0
Index vývozních cen (%),Meziroční index,Česko,Oděvy,leden – březen 2025,102.8
Index vývozních cen (%),Meziroční index,Česko,Oděvy,leden – duben 2025,102.1
Index vývozních cen (%),Meziroční index,Česko,Oděvy,leden – květen 2025,102.0
Index vývozních cen (%),Meziroční index,Česko,Oděvy,leden – červen 2025,101.9
Index vývozních cen (%),Meziroční index,Česko,Oděvy,leden – červenec 2025,101.5
Index vývozních cen (%),Meziroční index,Česko,Oděvy,leden – srpen 2025,101.3
Index vývozních cen (%),Meziroční index,Česko,Usně a související výrobky,leden – červen 2024,99.0
Index vývozních cen (%),Meziroční index,Česko,Usně a související výrobky,leden – červenec 2024,98.2
Index vývozních cen (%),Meziroční index,Česko,Usně a související výrobky,leden – srpen 2024,97.4
Index vývozních cen (%),Meziroční index,Česko,Usně a související výrobky,leden – září 2024,96.8
Index vývozních cen (%),Meziroční index,Česko,Usně a související výrobky,leden – říjen 2024,96.2
Index vývozních cen (%),Meziroční index,Česko,Usně a související výrobky,leden – listopad 2024,95.6
Index vývozních cen (%),Meziroční index,Česko,Usně a související výrobky,leden – prosinec 2024,95.6
Index vývozních cen (%),Meziroční index,Česko,Usně a související výrobky,leden 2025,102.1
Index vývozních cen (%),Meziroční index,Česko,Usně a související výrobky,leden – únor 2025,102.0
Index vývozních cen (%),Meziroční index,Česko,Usně a související výrobky,leden – březen 2025,101.5
Index vývozních cen (%),Meziroční index,Česko,Usně a související výrobky,leden – duben 2025,100.2
Index vývozních cen (%),Meziroční index,Česko,Usně a související výrobky,leden – květen 2025,99.5
Index vývozních cen (%),Meziroční index,Česko,Usně a související výrobky,leden – červen 2025,99.7
Index vývozních cen (%),Meziroční index,Česko,Usně a související výrobky,leden – červenec 2025,99.7
Index vývozních cen (%),Meziroční index,Česko,Usně a související výrobky,leden – srpen 2025,99.6
Index vývozních cen (%),Meziroční index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",leden – červen 2024,94.7
Index vývozních cen (%),Meziroční index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",leden – červenec 2024,96.3
Index vývozních cen (%),Meziroční index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",leden – srpen 2024,97.7
Index vývozních cen (%),Meziroční index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",leden – září 2024,98.8
Index vývozních cen (%),Meziroční index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",leden – říjen 2024,99.9
Index vývozních cen (%),Meziroční index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",leden – listopad 2024,100.8
Index vývozních cen (%),Meziroční index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",leden – prosinec 2024,101.7
Index vývozních cen (%),Meziroční index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",leden 2025,109.2
Index vývozních cen (%),Meziroční index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",leden – únor 2025,107.4
Index vývozních cen (%),Meziroční index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",leden – březen 2025,106.5
Index vývozních cen (%),Meziroční index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",leden – duben 2025,106.5
Index vývozních cen (%),Meziroční index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",leden – květen 2025,107.1
Index vývozních cen (%),Meziroční index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",leden – červen 2025,107.3
Index vývozních cen (%),Meziroční index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",leden – červenec 2025,106.9
Index vývozních cen (%),Meziroční index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",leden – srpen 2025,106.8
Index vývozních cen (%),Meziroční index,Česko,Papír a výrobky z papíru,leden – červen 2024,97.1
Index vývozních cen (%),Meziroční index,Česko,Papír a výrobky z papíru,leden – červenec 2024,98.1
Index vývozních cen (%),Meziroční index,Česko,Papír a výrobky z papíru,leden – srpen 2024,98.7
Index vývozních cen (%),Meziroční index,Česko,Papír a výrobky z papíru,leden – září 2024,99.1
Index vývozních cen (%),Meziroční index,Česko,Papír a výrobky z papíru,leden – říjen 2024,99.6
Index vývozních cen (%),Meziroční index,Česko,Papír a výrobky z papíru,leden – listopad 2024,100.0
Index vývozních cen (%),Meziroční index,Česko,Papír a výrobky z papíru,leden – prosinec 2024,100.4
Index vývozních cen (%),Meziroční index,Česko,Papír a výrobky z papíru,leden 2025,105.3
Index vývozních cen (%),Meziroční index,Česko,Papír a výrobky z papíru,leden – únor 2025,104.5
Index vývozních cen (%),Meziroční index,Česko,Papír a výrobky z papíru,leden – březen 2025,103.8
Index vývozních cen (%),Meziroční index,Česko,Papír a výrobky z papíru,leden – duben 2025,103.0
Index vývozních cen (%),Meziroční index,Česko,Papír a výrobky z papíru,leden – květen 2025,102.8
Index vývozních cen (%),Meziroční index,Česko,Papír a výrobky z papíru,leden – červen 2025,102.5
Index vývozních cen (%),Meziroční index,Česko,Papír a výrobky z papíru,leden – červenec 2025,101.5
Index vývozních cen (%),Meziroční index,Česko,Papír a výrobky z papíru,leden – srpen 2025,100.7
Index vývozních cen (%),Meziroční index,Česko,Koks a rafinované ropné produkty,leden – červen 2024,103.1
Index vývozních cen (%),Meziroční index,Česko,Koks a rafinované ropné produkty,leden – červenec 2024,103.4
Index vývozních cen (%),Meziroční index,Česko,Koks a rafinované ropné produkty,leden – srpen 2024,101.2
Index vývozních cen (%),Meziroční index,Česko,Koks a rafinované ropné produkty,leden – září 2024,97.9
Index vývozních cen (%),Meziroční index,Česko,Koks a rafinované ropné produkty,leden – říjen 2024,95.9
Index vývozních cen (%),Meziroční index,Česko,Koks a rafinované ropné produkty,leden – listopad 2024,95.1
Index vývozních cen (%),Meziroční index,Česko,Koks a rafinované ropné produkty,leden – prosinec 2024,94.9
Index vývozních cen (%),Meziroční index,Česko,Koks a rafinované ropné produkty,leden 2025,95.8
Index vývozních cen (%),Meziroční index,Česko,Koks a rafinované ropné produkty,leden – únor 2025,91.7
Index vývozních cen (%),Meziroční index,Česko,Koks a rafinované ropné produkty,leden – březen 2025,88.3
Index vývozních cen (%),Meziroční index,Česko,Koks a rafinované ropné produkty,leden – duben 2025,85.5
Index vývozních cen (%),Meziroční index,Česko,Koks a rafinované ropné produkty,leden – květen 2025,84.3
Index vývozních cen (%),Meziroční index,Česko,Koks a rafinované ropné produkty,leden – červen 2025,83.9
Index vývozních cen (%),Meziroční index,Česko,Koks a rafinované ropné produkty,leden – červenec 2025,83.4
Index vývozních cen (%),Meziroční index,Česko,Koks a rafinované ropné produkty,leden – srpen 2025,83.7
Index vývozních cen (%),Meziroční index,Česko,Chemické látky a chemické přípravky,leden – červen 2024,100.2
Index vývozních cen (%),Meziroční index,Česko,Chemické látky a chemické přípravky,leden – červenec 2024,101.3
Index vývozních cen (%),Meziroční index,Česko,Chemické látky a chemické přípravky,leden – srpen 2024,101.9
Index vývozních cen (%),Meziroční index,Česko,Chemické látky a chemické přípravky,leden – září 2024,102.2
Index vývozních cen (%),Meziroční index,Česko,Chemické látky a chemické přípravky,leden – říjen 2024,102.2
Index vývozních cen (%),Meziroční index,Česko,Chemické látky a chemické přípravky,leden – listopad 2024,102.2
Index vývozních cen (%),Meziroční index,Česko,Chemické látky a chemické přípravky,leden – prosinec 2024,102.3
Index vývozních cen (%),Meziroční index,Česko,Chemické látky a chemické přípravky,leden 2025,104.5
Index vývozních cen (%),Meziroční index,Česko,Chemické látky a chemické přípravky,leden – únor 2025,102.1
Index vývozních cen (%),Meziroční index,Česko,Chemické látky a chemické přípravky,leden – březen 2025,100.4
Index vývozních cen (%),Meziroční index,Česko,Chemické látky a chemické přípravky,leden – duben 2025,99.1
Index vývozních cen (%),Meziroční index,Česko,Chemické látky a chemické přípravky,leden – květen 2025,98.3
Index vývozních cen (%),Meziroční index,Česko,Chemické látky a chemické přípravky,leden – červen 2025,97.5
Index vývozních cen (%),Meziroční index,Česko,Chemické látky a chemické přípravky,leden – červenec 2025,96.9
Index vývozních cen (%),Meziroční index,Česko,Chemické látky a chemické přípravky,leden – srpen 2025,96.5
Index vývozních cen (%),Meziroční index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,leden – červen 2024,102.0
Index vývozních cen (%),Meziroční index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,leden – červenec 2024,102.8
Index vývozních cen (%),Meziroční index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,leden – srpen 2024,103.3
Index vývozních cen (%),Meziroční index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,leden – září 2024,103.3
Index vývozních cen (%),Meziroční index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,leden – říjen 2024,103.5
Index vývozních cen (%),Meziroční index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,leden – listopad 2024,103.6
Index vývozních cen (%),Meziroční index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,leden – prosinec 2024,103.8
Index vývozních cen (%),Meziroční index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,leden 2025,107.4
Index vývozních cen (%),Meziroční index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,leden – únor 2025,106.5
Index vývozních cen (%),Meziroční index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,leden – březen 2025,106.2
Index vývozních cen (%),Meziroční index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,leden – duben 2025,105.4
Index vývozních cen (%),Meziroční index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,leden – květen 2025,105.1
Index vývozních cen (%),Meziroční index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,leden – červen 2025,104.7
Index vývozních cen (%),Meziroční index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,leden – červenec 2025,103.9
Index vývozních cen (%),Meziroční index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,leden – srpen 2025,103.3
Index vývozních cen (%),Meziroční index,Česko,Pryžové a plastové výrobky,leden – červen 2024,104.4
Index vývozních cen (%),Meziroční index,Česko,Pryžové a plastové výrobky,leden – červenec 2024,104.6
Index vývozních cen (%),Meziroční index,Česko,Pryžové a plastové výrobky,leden – srpen 2024,104.7
Index vývozních cen (%),Meziroční index,Česko,Pryžové a plastové výrobky,leden – září 2024,104.6
Index vývozních cen (%),Meziroční index,Česko,Pryžové a plastové výrobky,leden – říjen 2024,104.6
Index vývozních cen (%),Meziroční index,Česko,Pryžové a plastové výrobky,leden – listopad 2024,104.7
Index vývozních cen (%),Meziroční index,Česko,Pryžové a plastové výrobky,leden – prosinec 2024,104.6
Index vývozních cen (%),Meziroční index,Česko,Pryžové a plastové výrobky,leden 2025,102.8
Index vývozních cen (%),Meziroční index,Česko,Pryžové a plastové výrobky,leden – únor 2025,101.3
Index vývozních cen (%),Meziroční index,Česko,Pryžové a plastové výrobky,leden – březen 2025,101.0
Index vývozních cen (%),Meziroční index,Česko,Pryžové a plastové výrobky,leden – duben 2025,100.7
Index vývozních cen (%),Meziroční index,Česko,Pryžové a plastové výrobky,leden – květen 2025,100.6
Index vývozních cen (%),Meziroční index,Česko,Pryžové a plastové výrobky,leden – červen 2025,100.6
Index vývozních cen (%),Meziroční index,Česko,Pryžové a plastové výrobky,leden – červenec 2025,100.2
Index vývozních cen (%),Meziroční index,Česko,Pryžové a plastové výrobky,leden – srpen 2025,99.8
Index vývozních cen (%),Meziroční index,Česko,Ostatní nekovové minerální výrobky,leden – červen 2024,100.7
Index vývozních cen (%),Meziroční index,Česko,Ostatní nekovové minerální výrobky,leden – červenec 2024,100.8
Index vývozních cen (%),Meziroční index,Česko,Ostatní nekovové minerální výrobky,leden – srpen 2024,100.8
Index vývozních cen (%),Meziroční index,Česko,Ostatní nekovové minerální výrobky,leden – září 2024,100.7
Index vývozních cen (%),Meziroční index,Česko,Ostatní nekovové minerální výrobky,leden – říjen 2024,100.5
Index vývozních cen (%),Meziroční index,Česko,Ostatní nekovové minerální výrobky,leden – listopad 2024,100.3
Index vývozních cen (%),Meziroční index,Česko,Ostatní nekovové minerální výrobky,leden – prosinec 2024,100.2
Index vývozních cen (%),Meziroční index,Česko,Ostatní nekovové minerální výrobky,leden 2025,99.5
Index vývozních cen (%),Meziroční index,Česko,Ostatní nekovové minerální výrobky,leden – únor 2025,98.6
Index vývozních cen (%),Meziroční index,Česko,Ostatní nekovové minerální výrobky,leden – březen 2025,98.6
Index vývozních cen (%),Meziroční index,Česko,Ostatní nekovové minerální výrobky,leden – duben 2025,98.9
Index vývozních cen (%),Meziroční index,Česko,Ostatní nekovové minerální výrobky,leden – květen 2025,99.4
Index vývozních cen (%),Meziroční index,Česko,Ostatní nekovové minerální výrobky,leden – červen 2025,99.7
Index vývozních cen (%),Meziroční index,Česko,Ostatní nekovové minerální výrobky,leden – červenec 2025,99.6
Index vývozních cen (%),Meziroční index,Česko,Ostatní nekovové minerální výrobky,leden – srpen 2025,99.6
Index vývozních cen (%),Meziroční index,Česko,Základní kovy,leden – červen 2024,94.8
Index vývozních cen (%),Meziroční index,Česko,Základní kovy,leden – červenec 2024,95.7
Index vývozních cen (%),Meziroční index,Česko,Základní kovy,leden – srpen 2024,96.3
Index vývozních cen (%),Meziroční index,Česko,Základní kovy,leden – září 2024,96.8
Index vývozních cen (%),Meziroční index,Česko,Základní kovy,leden – říjen 2024,97.1
Index vývozních cen (%),Meziroční index,Česko,Základní kovy,leden – listopad 2024,97.5
Index vývozních cen (%),Meziroční index,Česko,Základní kovy,leden – prosinec 2024,97.8
Index vývozních cen (%),Meziroční index,Česko,Základní kovy,leden 2025,100.4
Index vývozních cen (%),Meziroční index,Česko,Základní kovy,leden – únor 2025,99.7
Index vývozních cen (%),Meziroční index,Česko,Základní kovy,leden – březen 2025,99.4
Index vývozních cen (%),Meziroční index,Česko,Základní kovy,leden – duben 2025,98.8
Index vývozních cen (%),Meziroční index,Česko,Základní kovy,leden – květen 2025,98.7
Index vývozních cen (%),Meziroční index,Česko,Základní kovy,leden – červen 2025,98.2
Index vývozních cen (%),Meziroční index,Česko,Základní kovy,leden – červenec 2025,97.3
Index vývozních cen (%),Meziroční index,Česko,Základní kovy,leden – srpen 2025,96.9
Index vývozních cen (%),Meziroční index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",leden – červen 2024,99.5
Index vývozních cen (%),Meziroční index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",leden – červenec 2024,99.7
Index vývozních cen (%),Meziroční index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",leden – srpen 2024,99.8
Index vývozních cen (%),Meziroční index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",leden – září 2024,99.8
Index vývozních cen (%),Meziroční index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",leden – říjen 2024,100.0
Index vývozních cen (%),Meziroční index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",leden – listopad 2024,100.2
Index vývozních cen (%),Meziroční index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",leden – prosinec 2024,100.3
Index vývozních cen (%),Meziroční index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",leden 2025,101.4
Index vývozních cen (%),Meziroční index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",leden – únor 2025,101.5
Index vývozních cen (%),Meziroční index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",leden – březen 2025,100.9
Index vývozních cen (%),Meziroční index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",leden – duben 2025,100.5
Index vývozních cen (%),Meziroční index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",leden – květen 2025,100.7
Index vývozních cen (%),Meziroční index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",leden – červen 2025,100.9
Index vývozních cen (%),Meziroční index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",leden – červenec 2025,100.9
Index vývozních cen (%),Meziroční index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",leden – srpen 2025,100.7
Index vývozních cen (%),Meziroční index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",leden – červen 2024,103.4
Index vývozních cen (%),Meziroční index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",leden – červenec 2024,103.6
Index vývozních cen (%),Meziroční index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",leden – srpen 2024,103.5
Index vývozních cen (%),Meziroční index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",leden – září 2024,103.5
Index vývozních cen (%),Meziroční index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",leden – říjen 2024,103.4
Index vývozních cen (%),Meziroční index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",leden – listopad 2024,103.5
Index vývozních cen (%),Meziroční index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",leden – prosinec 2024,103.6
Index vývozních cen (%),Meziroční index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",leden 2025,105.0
Index vývozních cen (%),Meziroční index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",leden – únor 2025,103.4
Index vývozních cen (%),Meziroční index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",leden – březen 2025,102.2
Index vývozních cen (%),Meziroční index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",leden – duben 2025,100.8
Index vývozních cen (%),Meziroční index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",leden – květen 2025,100.5
Index vývozních cen (%),Meziroční index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",leden – červen 2025,100.3
Index vývozních cen (%),Meziroční index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",leden – červenec 2025,99.9
Index vývozních cen (%),Meziroční index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",leden – srpen 2025,99.6
Index vývozních cen (%),Meziroční index,Česko,Elektrická zařízení,leden – červen 2024,104.7
Index vývozních cen (%),Meziroční index,Česko,Elektrická zařízení,leden – červenec 2024,105.0
Index vývozních cen (%),Meziroční index,Česko,Elektrická zařízení,leden – srpen 2024,105.1
Index vývozních cen (%),Meziroční index,Česko,Elektrická zařízení,leden – září 2024,105.0
Index vývozních cen (%),Meziroční index,Česko,Elektrická zařízení,leden – říjen 2024,105.0
Index vývozních cen (%),Meziroční index,Česko,Elektrická zařízení,leden – listopad 2024,105.0
Index vývozních cen (%),Meziroční index,Česko,Elektrická zařízení,leden – prosinec 2024,104.9
Index vývozních cen (%),Meziroční index,Česko,Elektrická zařízení,leden 2025,104.8
Index vývozních cen (%),Meziroční index,Česko,Elektrická zařízení,leden – únor 2025,102.3
Index vývozních cen (%),Meziroční index,Česko,Elektrická zařízení,leden – březen 2025,101.9
Index vývozních cen (%),Meziroční index,Česko,Elektrická zařízení,leden – duben 2025,100.9
Index vývozních cen (%),Meziroční index,Česko,Elektrická zařízení,leden – květen 2025,100.3
Index vývozních cen (%),Meziroční index,Česko,Elektrická zařízení,leden – červen 2025,99.9
Index vývozních cen (%),Meziroční index,Česko,Elektrická zařízení,leden – červenec 2025,99.4
Index vývozních cen (%),Meziroční index,Česko,Elektrická zařízení,leden – srpen 2025,99.0
Index vývozních cen (%),Meziroční index,Česko,Stroje a zařízení j. n.,leden – červen 2024,105.3
Index vývozních cen (%),Meziroční index,Česko,Stroje a zařízení j. n.,leden – červenec 2024,105.4
Index vývozních cen (%),Meziroční index,Česko,Stroje a zařízení j. n.,leden – srpen 2024,105.4
Index vývozních cen (%),Meziroční index,Česko,Stroje a zařízení j. n.,leden – září 2024,105.2
Index vývozních cen (%),Meziroční index,Česko,Stroje a zařízení j. n.,leden – říjen 2024,105.0
Index vývozních cen (%),Meziroční index,Česko,Stroje a zařízení j. n.,leden – listopad 2024,105.0
Index vývozních cen (%),Meziroční index,Česko,Stroje a zařízení j. n.,leden – prosinec 2024,105.0
Index vývozních cen (%),Meziroční index,Česko,Stroje a zařízení j. n.,leden 2025,102.8
Index vývozních cen (%),Meziroční index,Česko,Stroje a zařízení j. n.,leden – únor 2025,101.6
Index vývozních cen (%),Meziroční index,Česko,Stroje a zařízení j. n.,leden – březen 2025,101.4
Index vývozních cen (%),Meziroční index,Česko,Stroje a zařízení j. n.,leden – duben 2025,101.3
Index vývozních cen (%),Meziroční index,Česko,Stroje a zařízení j. n.,leden – květen 2025,101.2
Index vývozních cen (%),Meziroční index,Česko,Stroje a zařízení j. n.,leden – červen 2025,101.2
Index vývozních cen (%),Meziroční index,Česko,Stroje a zařízení j. n.,leden – červenec 2025,100.7
Index vývozních cen (%),Meziroční index,Česko,Stroje a zařízení j. n.,leden – srpen 2025,100.3
Index vývozních cen (%),Meziroční index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",leden – červen 2024,108.0
Index vývozních cen (%),Meziroční index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",leden – červenec 2024,107.9
Index vývozních cen (%),Meziroční index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",leden – srpen 2024,107.7
Index vývozních cen (%),Meziroční index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",leden – září 2024,107.3
Index vývozních cen (%),Meziroční index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",leden – říjen 2024,107.1
Index vývozních cen (%),Meziroční index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",leden – listopad 2024,106.9
Index vývozních cen (%),Meziroční index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",leden – prosinec 2024,106.6
Index vývozních cen (%),Meziroční index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",leden 2025,104.0
Index vývozních cen (%),Meziroční index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",leden – únor 2025,102.8
Index vývozních cen (%),Meziroční index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",leden – březen 2025,102.1
Index vývozních cen (%),Meziroční index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",leden – duben 2025,101.7
Index vývozních cen (%),Meziroční index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",leden – květen 2025,101.7
Index vývozních cen (%),Meziroční index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",leden – červen 2025,101.7
Index vývozních cen (%),Meziroční index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",leden – červenec 2025,101.3
Index vývozních cen (%),Meziroční index,Česko,"Motorová vozidla (kromě motocyklů), přívěsy a návěsy",leden – srpen 2025,101.0
Index vývozních cen (%),Meziroční index,Česko,Ostatní dopravní prostředky a zařízení,leden – červen 2024,116.0
Index vývozních cen (%),Meziroční index,Česko,Ostatní dopravní prostředky a zařízení,leden – červenec 2024,116.2
Index vývozních cen (%),Meziroční index,Česko,Ostatní dopravní prostředky a zařízení,leden – srpen 2024,115.4
Index vývozních cen (%),Meziroční index,Česko,Ostatní dopravní prostředky a zařízení,leden – září 2024,114.8
Index vývozních cen (%),Meziroční index,Česko,Ostatní dopravní prostředky a zařízení,leden – říjen 2024,114.0
Index vývozních cen (%),Meziroční index,Česko,Ostatní dopravní prostředky a zařízení,leden – listopad 2024,113.4
Index vývozních cen (%),Meziroční index,Česko,Ostatní dopravní prostředky a zařízení,leden – prosinec 2024,112.9
Index vývozních cen (%),Meziroční index,Česko,Ostatní dopravní prostředky a zařízení,leden 2025,105.9
Index vývozních cen (%),Meziroční index,Česko,Ostatní dopravní prostředky a zařízení,leden – únor 2025,105.1
Index vývozních cen (%),Meziroční index,Česko,Ostatní dopravní prostředky a zařízení,leden – březen 2025,103.6
Index vývozních cen (%),Meziroční index,Česko,Ostatní dopravní prostředky a zařízení,leden – duben 2025,102.1
Index vývozních cen (%),Meziroční index,Česko,Ostatní dopravní prostředky a zařízení,leden – květen 2025,101.6
Index vývozních cen (%),Meziroční index,Česko,Ostatní dopravní prostředky a zařízení,leden – červen 2025,100.9
Index vývozních cen (%),Meziroční index,Česko,Ostatní dopravní prostředky a zařízení,leden – červenec 2025,99.8
Index vývozních cen (%),Meziroční index,Česko,Ostatní dopravní prostředky a zařízení,leden – srpen 2025,99.2
Index vývozních cen (%),Meziroční index,Česko,Nábytek,leden – červen 2024,114.5
Index vývozních cen (%),Meziroční index,Česko,Nábytek,leden – červenec 2024,114.8
Index vývozních cen (%),Meziroční index,Česko,Nábytek,leden – srpen 2024,114.7
Index vývozních cen (%),Meziroční index,Česko,Nábytek,leden – září 2024,113.9
Index vývozních cen (%),Meziroční index,Česko,Nábytek,leden – říjen 2024,113.2
Index vývozních cen (%),Meziroční index,Česko,Nábytek,leden – listopad 2024,112.7
Index vývozních cen (%),Meziroční index,Česko,Nábytek,leden – prosinec 2024,112.3
Index vývozních cen (%),Meziroční index,Česko,Nábytek,leden 2025,101.0
Index vývozních cen (%),Meziroční index,Česko,Nábytek,leden – únor 2025,98.2
Index vývozních cen (%),Meziroční index,Česko,Nábytek,leden – březen 2025,97.0
Index vývozních cen (%),Meziroční index,Česko,Nábytek,leden – duben 2025,96.4
Index vývozních cen (%),Meziroční index,Česko,Nábytek,leden – květen 2025,96.2
Index vývozních cen (%),Meziroční index,Česko,Nábytek,leden – červen 2025,96.3
Index vývozních cen (%),Meziroční index,Česko,Nábytek,leden – červenec 2025,96.3
Index vývozních cen (%),Meziroční index,Česko,Nábytek,leden – srpen 2025,96.2
Index vývozních cen (%),Meziroční index,Česko,Ostatní výrobky zpracovatelského průmyslu,leden – červen 2024,102.0
Index vývozních cen (%),Meziroční index,Česko,Ostatní výrobky zpracovatelského průmyslu,leden – červenec 2024,102.2
Index vývozních cen (%),Meziroční index,Česko,Ostatní výrobky zpracovatelského průmyslu,leden – srpen 2024,102.1
Index vývozních cen (%),Meziroční index,Česko,Ostatní výrobky zpracovatelského průmyslu,leden – září 2024,102.0
Index vývozních cen (%),Meziroční index,Česko,Ostatní výrobky zpracovatelského průmyslu,leden – říjen 2024,102.0
Index vývozních cen (%),Meziroční index,Česko,Ostatní výrobky zpracovatelského průmyslu,leden – listopad 2024,102.1
Index vývozních cen (%),Meziroční index,Česko,Ostatní výrobky zpracovatelského průmyslu,leden – prosinec 2024,102.2
Index vývozních cen (%),Meziroční index,Česko,Ostatní výrobky zpracovatelského průmyslu,leden 2025,97.8
Index vývozních cen (%),Meziroční index,Česko,Ostatní výrobky zpracovatelského průmyslu,leden – únor 2025,98.8
Index vývozních cen (%),Meziroční index,Česko,Ostatní výrobky zpracovatelského průmyslu,leden – březen 2025,99.5
Index vývozních cen (%),Meziroční index,Česko,Ostatní výrobky zpracovatelského průmyslu,leden – duben 2025,99.6
Index vývozních cen (%),Meziroční index,Česko,Ostatní výrobky zpracovatelského průmyslu,leden – květen 2025,99.4
Index vývozních cen (%),Meziroční index,Česko,Ostatní výrobky zpracovatelského průmyslu,leden – červen 2025,99.3
