Ukazatel,Typ indexu,Území,Klasifikace CZ-CPA,Kumulace měsíců,value
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – únor 2024,133.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – březen 2024,140.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – duben 2024,143.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – květen 2024,146.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – červen 2024,148.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – červenec 2024,145.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – srpen 2024,144.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – září 2024,146.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – říjen 2024,148.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – listopad 2024,150.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – prosinec 2024,151.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden 2025,129.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – únor 2025,140.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – březen 2025,147.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – duben 2025,154.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – květen 2025,159.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – červen 2025,163.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – červenec 2025,161.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Reklamní služby a průzkum trhu,leden – srpen 2025,161.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden 2023,113.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – únor 2023,113.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – březen 2023,113.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – duben 2023,113.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – květen 2023,113.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – červen 2023,113.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – červenec 2023,113.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – srpen 2023,113.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – září 2023,114.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – říjen 2023,114.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – listopad 2023,114.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – prosinec 2023,114.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden 2024,116.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – únor 2024,116.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – březen 2024,116.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – duben 2024,116.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – květen 2024,116.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – červen 2024,116.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – červenec 2024,116.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – srpen 2024,116.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – září 2024,116.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – říjen 2024,116.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – listopad 2024,116.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – prosinec 2024,116.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden 2025,120.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – únor 2025,120.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – březen 2025,119.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – duben 2025,119.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – květen 2025,119.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – červen 2025,119.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – červenec 2025,119.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Ostatní odborné, vědecké a technické služby ",leden – srpen 2025,119.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden 2023,115.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – únor 2023,115.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – březen 2023,116.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – duben 2023,116.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – květen 2023,116.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – červen 2023,116.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – červenec 2023,116.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – srpen 2023,116.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – září 2023,116.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – říjen 2023,116.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – listopad 2023,116.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – prosinec 2023,116.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden 2024,114.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – únor 2024,115.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – březen 2024,115.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – duben 2024,116.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – květen 2024,116.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – červen 2024,116.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – červenec 2024,116.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – srpen 2024,116.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – září 2024,116.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – říjen 2024,116.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – listopad 2024,116.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – prosinec 2024,117.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden 2025,117.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – únor 2025,117.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – březen 2025,117.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – duben 2025,117.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – květen 2025,117.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – červen 2025,117.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Služby v oblasti pronájmu a operativního leasingu,leden – červenec 2025,117.4
