Území;CZ-NACE;Čtvrtletí;Ukazatel;value
Česko;Průmysl celkem;2. čtvrtletí 2015;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;91.8995661667
Česko;Průmysl celkem;2. čtvrtletí 2015;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;89.85178928
Česko;Průmysl celkem;2. čtvrtletí 2015;Meziroční index (%) - neočištěno;105.3693642533
Česko;Průmysl celkem;2. čtvrtletí 2015;Meziroční index (%) - očištěno o kalendářní vlivy;105.302630743
Česko;Průmysl celkem;2. čtvrtletí 2015;Mezičtvrtletní index (%) - sezónně očištěno;101.6529864508
Česko;Průmysl celkem;1. čtvrtletí 2015;Bazický index (průměr roku 2021=100) (%) - neočištěno ;87.7361352767
Česko;Průmysl celkem;1. čtvrtletí 2015;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;88.6661627267
Česko;Průmysl celkem;1. čtvrtletí 2015;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;88.3907029367
Česko;Průmysl celkem;1. čtvrtletí 2015;Meziroční index (%) - neočištěno;105.0008880861
Česko;Průmysl celkem;1. čtvrtletí 2015;Meziroční index (%) - očištěno o kalendářní vlivy;104.8496605073
Česko;Průmysl celkem;1. čtvrtletí 2015;Mezičtvrtletní index (%) - sezónně očištěno;100.779433195
Česko;Průmysl celkem;4. čtvrtletí 2014;Bazický index (průměr roku 2021=100) (%) - neočištěno ;88.54945744
Česko;Průmysl celkem;4. čtvrtletí 2014;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;90.0293743467
Česko;Průmysl celkem;4. čtvrtletí 2014;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;87.7070848033
Česko;Průmysl celkem;4. čtvrtletí 2014;Meziroční index (%) - neočištěno;102.9016094409
Česko;Průmysl celkem;4. čtvrtletí 2014;Meziroční index (%) - očištěno o kalendářní vlivy;104.3246283559
Česko;Průmysl celkem;4. čtvrtletí 2014;Mezičtvrtletní index (%) - sezónně očištěno;101.6521031526
Česko;Průmysl celkem;3. čtvrtletí 2014;Bazický index (průměr roku 2021=100) (%) - neočištěno ;83.2279388667
Česko;Průmysl celkem;3. čtvrtletí 2014;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;82.1233157167
Česko;Průmysl celkem;3. čtvrtletí 2014;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;86.2816233833
Česko;Průmysl celkem;3. čtvrtletí 2014;Meziroční index (%) - neočištěno;104.2194061103
Česko;Průmysl celkem;3. čtvrtletí 2014;Meziroční index (%) - očištěno o kalendářní vlivy;102.8842085816
Česko;Průmysl celkem;3. čtvrtletí 2014;Mezičtvrtletní index (%) - sezónně očištěno;100.9709433627
Česko;Průmysl celkem;2. čtvrtletí 2014;Bazický index (průměr roku 2021=100) (%) - neočištěno ;85.6938384067
Česko;Průmysl celkem;2. čtvrtletí 2014;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;87.2718616033
Česko;Průmysl celkem;2. čtvrtletí 2014;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;85.4519335067
Česko;Průmysl celkem;2. čtvrtletí 2014;Meziroční index (%) - neočištěno;106.1064802041
Česko;Průmysl celkem;2. čtvrtletí 2014;Meziroční index (%) - očištěno o kalendářní vlivy;106.0638167575
Česko;Průmysl celkem;2. čtvrtletí 2014;Mezičtvrtletní index (%) - sezónně očištěno;101.3901773202
Česko;Průmysl celkem;1. čtvrtletí 2014;Bazický index (průměr roku 2021=100) (%) - neočištěno ;83.5575173467
Česko;Průmysl celkem;1. čtvrtletí 2014;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;84.56504513
Česko;Průmysl celkem;1. čtvrtletí 2014;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;84.2802880567
Česko;Průmysl celkem;1. čtvrtletí 2014;Meziroční index (%) - neočištěno;106.8976981809
Česko;Průmysl celkem;1. čtvrtletí 2014;Meziroční index (%) - očištěno o kalendářní vlivy;107.1872391077
Česko;Průmysl celkem;1. čtvrtletí 2014;Mezičtvrtletní index (%) - sezónně očištěno;100.1923336963
Česko;Průmysl celkem;4. čtvrtletí 2013;Bazický index (průměr roku 2021=100) (%) - neočištěno ;86.0525485667
Česko;Průmysl celkem;4. čtvrtletí 2013;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;86.2973353133
Česko;Průmysl celkem;4. čtvrtletí 2013;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;84.1184998367
Česko;Průmysl celkem;4. čtvrtletí 2013;Meziroční index (%) - neočištěno;104.987385491
Česko;Průmysl celkem;4. čtvrtletí 2013;Meziroční index (%) - očištěno o kalendářní vlivy;106.2835012777
Česko;Průmysl celkem;4. čtvrtletí 2013;Mezičtvrtletní index (%) - sezónně očištěno;100.9345019817
Česko;Průmysl celkem;3. čtvrtletí 2013;Bazický index (průměr roku 2021=100) (%) - neočištěno ;79.8583891167
Česko;Průmysl celkem;3. čtvrtletí 2013;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;79.8211084567
Česko;Průmysl celkem;3. čtvrtletí 2013;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;83.3396887933
Česko;Průmysl celkem;3. čtvrtletí 2013;Meziroční index (%) - neočištěno;103.6761247925
Česko;Průmysl celkem;3. čtvrtletí 2013;Meziroční index (%) - očištěno o kalendářní vlivy;101.1798015128
Česko;Průmysl celkem;3. čtvrtletí 2013;Mezičtvrtletní index (%) - sezónně očištěno;103.1593789843
Česko;Průmysl celkem;2. čtvrtletí 2013;Bazický index (průměr roku 2021=100) (%) - neočištěno ;80.7621157933
Česko;Průmysl celkem;2. čtvrtletí 2013;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;82.2824072067
Česko;Průmysl celkem;2. čtvrtletí 2013;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;80.7873114533
Česko;Průmysl celkem;2. čtvrtletí 2013;Meziroční index (%) - neočištěno;97.2020851814
Česko;Průmysl celkem;2. čtvrtletí 2013;Meziroční index (%) - očištěno o kalendářní vlivy;97.6823098309
Česko;Průmysl celkem;2. čtvrtletí 2013;Mezičtvrtletní index (%) - sezónně očištěno;102.5649044274
Česko;Průmysl celkem;1. čtvrtletí 2013;Bazický index (průměr roku 2021=100) (%) - neočištěno ;78.1658714533
Česko;Průmysl celkem;1. čtvrtletí 2013;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;78.8946947733
Česko;Průmysl celkem;1. čtvrtletí 2013;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;78.7670128533
Česko;Průmysl celkem;1. čtvrtletí 2013;Meziroční index (%) - neočištěno;94.139183496
Česko;Průmysl celkem;1. čtvrtletí 2013;Meziroční index (%) - očištěno o kalendářní vlivy;95.6659393139
Česko;Průmysl celkem;1. čtvrtletí 2013;Mezičtvrtletní index (%) - sezónně očištěno;98.944991182
Česko;Průmysl celkem;4. čtvrtletí 2012;Bazický index (průměr roku 2021=100) (%) - neočištěno ;81.9646552433
Česko;Průmysl celkem;4. čtvrtletí 2012;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;81.1954200567
Česko;Průmysl celkem;4. čtvrtletí 2012;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;79.6068723767
Česko;Průmysl celkem;4. čtvrtletí 2012;Meziroční index (%) - neočištěno;95.9040774535
Česko;Průmysl celkem;4. čtvrtletí 2012;Meziroční index (%) - očištěno o kalendářní vlivy;94.6504917174
Česko;Průmysl celkem;4. čtvrtletí 2012;Mezičtvrtletní index (%) - sezónně očištěno;97.6092313179
Česko;Průmysl celkem;3. čtvrtletí 2012;Bazický index (průměr roku 2021=100) (%) - neočištěno ;77.0267882567
Česko;Průmysl celkem;3. čtvrtletí 2012;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;78.89035881
Česko;Průmysl celkem;3. čtvrtletí 2012;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;81.5567045267
Česko;Průmysl celkem;3. čtvrtletí 2012;Meziroční index (%) - neočištěno;99.1222814503
Česko;Průmysl celkem;3. čtvrtletí 2012;Meziroční index (%) - očištěno o kalendářní vlivy;99.7854497493
Česko;Průmysl celkem;3. čtvrtletí 2012;Mezičtvrtletní index (%) - sezónně očištěno;98.4584157787
Česko;Průmysl celkem;2. čtvrtletí 2012;Bazický index (průměr roku 2021=100) (%) - neočištěno ;83.0868140767
Česko;Průmysl celkem;2. čtvrtletí 2012;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;84.2347067233
Česko;Průmysl celkem;2. čtvrtletí 2012;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;82.8336550833
Česko;Průmysl celkem;2. čtvrtletí 2012;Meziroční index (%) - neočištěno;99.1771166759
Česko;Průmysl celkem;2. čtvrtletí 2012;Meziroční index (%) - očištěno o kalendářní vlivy;100.4021138585
Česko;Průmysl celkem;2. čtvrtletí 2012;Mezičtvrtletní index (%) - sezónně očištěno;99.8827716196
Česko;Průmysl celkem;1. čtvrtletí 2012;Bazický index (průměr roku 2021=100) (%) - neočištěno ;83.0322385967
Česko;Průmysl celkem;1. čtvrtletí 2012;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;82.4689490733
Česko;Průmysl celkem;1. čtvrtletí 2012;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;82.9308736033
Česko;Průmysl celkem;1. čtvrtletí 2012;Meziroční index (%) - neočištěno;102.6186489577
Česko;Průmysl celkem;1. čtvrtletí 2012;Meziroční index (%) - očištěno o kalendářní vlivy;101.7768707274
Česko;Průmysl celkem;1. čtvrtletí 2012;Mezičtvrtletní index (%) - sezónně očištěno;99.1507967664
Česko;Průmysl celkem;4. čtvrtletí 2011;Bazický index (průměr roku 2021=100) (%) - neočištěno ;85.4652455033
Česko;Průmysl celkem;4. čtvrtletí 2011;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;85.7844672367
Česko;Průmysl celkem;4. čtvrtletí 2011;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;83.6411570133
Česko;Průmysl celkem;4. čtvrtletí 2011;Meziroční index (%) - neočištěno;102.646439898
Česko;Průmysl celkem;4. čtvrtletí 2011;Meziroční index (%) - očištěno o kalendářní vlivy;103.024199088
Česko;Průmysl celkem;4. čtvrtletí 2011;Mezičtvrtletní index (%) - sezónně očištěno;102.0456132024
Česko;Průmysl celkem;3. čtvrtletí 2011;Bazický index (průměr roku 2021=100) (%) - neočištěno ;77.7088532767
Česko;Průmysl celkem;3. čtvrtletí 2011;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;79.0599822
Česko;Průmysl celkem;3. čtvrtletí 2011;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;81.9644807733
Česko;Průmysl celkem;3. čtvrtletí 2011;Meziroční index (%) - neočištěno;102.347003583
Česko;Průmysl celkem;3. čtvrtletí 2011;Meziroční index (%) - očištěno o kalendářní vlivy;102.0456092739
Česko;Průmysl celkem;3. čtvrtletí 2011;Mezičtvrtletní index (%) - sezónně očištěno;99.2697083969
Česko;Průmysl celkem;2. čtvrtletí 2011;Bazický index (průměr roku 2021=100) (%) - neočištěno ;83.77619441
Česko;Průmysl celkem;2. čtvrtletí 2011;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;83.8973438767
Česko;Průmysl celkem;2. čtvrtletí 2011;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;82.56746403
Česko;Průmysl celkem;2. čtvrtletí 2011;Meziroční index (%) - neočištěno;108.1948772109
Česko;Průmysl celkem;2. čtvrtletí 2011;Meziroční index (%) - očištěno o kalendářní vlivy;107.7359076088
Česko;Průmysl celkem;2. čtvrtletí 2011;Mezičtvrtletní index (%) - sezónně očištěno;101.073566966
Česko;Průmysl celkem;1. čtvrtletí 2011;Bazický index (průměr roku 2021=100) (%) - neočištěno ;80.9134006733
Česko;Průmysl celkem;1. čtvrtletí 2011;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;81.02916555
Česko;Průmysl celkem;1. čtvrtletí 2011;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;81.6904622133
Česko;Průmysl celkem;1. čtvrtletí 2011;Meziroční index (%) - neočištěno;110.8358647056
Česko;Průmysl celkem;1. čtvrtletí 2011;Meziroční index (%) - očištěno o kalendářní vlivy;110.1734412239
Česko;Průmysl celkem;1. čtvrtletí 2011;Mezičtvrtletní index (%) - sezónně očištěno;101.1005618198
Česko;Průmysl celkem;4. čtvrtletí 2010;Bazický index (průměr roku 2021=100) (%) - neočištěno ;83.26177273
Česko;Průmysl celkem;4. čtvrtletí 2010;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;83.2663277133
Česko;Průmysl celkem;4. čtvrtletí 2010;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;80.80119511
Česko;Průmysl celkem;4. čtvrtletí 2010;Meziroční index (%) - neočištěno;110.3550346883
Česko;Průmysl celkem;4. čtvrtletí 2010;Meziroční index (%) - očištěno o kalendářní vlivy;109.7650352081
Česko;Průmysl celkem;4. čtvrtletí 2010;Mezičtvrtletní index (%) - sezónně očištěno;101.0085108646
Česko;Průmysl celkem;3. čtvrtletí 2010;Bazický index (průměr roku 2021=100) (%) - neočištěno ;75.9268474467
Česko;Průmysl celkem;3. čtvrtletí 2010;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;77.47514348
Česko;Průmysl celkem;3. čtvrtletí 2010;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;79.9944424667
Česko;Průmysl celkem;3. čtvrtletí 2010;Meziroční index (%) - neočištěno;109.6704963334
Česko;Průmysl celkem;3. čtvrtletí 2010;Meziroční index (%) - očištěno o kalendářní vlivy;110.9388038284
Česko;Průmysl celkem;3. čtvrtletí 2010;Mezičtvrtletní index (%) - sezónně očištěno;103.9897850653
Česko;Průmysl celkem;2. čtvrtletí 2010;Bazický index (průměr roku 2021=100) (%) - neočištěno ;77.4308327433
Česko;Průmysl celkem;2. čtvrtletí 2010;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;77.8731490167
Česko;Průmysl celkem;2. čtvrtletí 2010;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;76.9252887833
Česko;Průmysl celkem;2. čtvrtletí 2010;Meziroční index (%) - neočištěno;109.5900559781
Česko;Průmysl celkem;2. čtvrtletí 2010;Meziroční index (%) - očištěno o kalendářní vlivy;108.3116471104
Česko;Průmysl celkem;2. čtvrtletí 2010;Mezičtvrtletní index (%) - sezónně očištěno;103.6631595608
Česko;Průmysl celkem;1. čtvrtletí 2010;Bazický index (průměr roku 2021=100) (%) - neočištěno ;73.00290469
Česko;Průmysl celkem;1. čtvrtletí 2010;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;73.54691353
Česko;Průmysl celkem;1. čtvrtletí 2010;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;74.2069691
Česko;Průmysl celkem;1. čtvrtletí 2010;Meziroční index (%) - neočištěno;104.7410351385
Česko;Průmysl celkem;1. čtvrtletí 2010;Meziroční index (%) - očištěno o kalendářní vlivy;104.8065383735
Česko;Průmysl celkem;1. čtvrtletí 2010;Mezičtvrtletní index (%) - sezónně očištěno;100.7936749393
Česko;Průmysl celkem;4. čtvrtletí 2009;Bazický index (průměr roku 2021=100) (%) - neočištěno ;75.4490023633
Česko;Průmysl celkem;4. čtvrtletí 2009;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;75.8586990433
Česko;Průmysl celkem;4. čtvrtletí 2009;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;73.62264462
Česko;Průmysl celkem;4. čtvrtletí 2009;Meziroční index (%) - neočištěno;97.7044147178
Česko;Průmysl celkem;4. čtvrtletí 2009;Meziroční index (%) - očištěno o kalendářní vlivy;96.4142903826
Česko;Průmysl celkem;4. čtvrtletí 2009;Mezičtvrtletní index (%) - sezónně očištěno;101.7125607767
Česko;Průmysl celkem;3. čtvrtletí 2009;Bazický index (průměr roku 2021=100) (%) - neočištěno ;69.2317897567
Česko;Průmysl celkem;3. čtvrtletí 2009;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;69.8359282833
Česko;Průmysl celkem;3. čtvrtletí 2009;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;72.38304105
Česko;Průmysl celkem;3. čtvrtletí 2009;Meziroční index (%) - neočištěno;86.2979773962
Česko;Průmysl celkem;3. čtvrtletí 2009;Meziroční index (%) - očištěno o kalendářní vlivy;88.8830910046
Česko;Průmysl celkem;3. čtvrtletí 2009;Mezičtvrtletní index (%) - sezónně očištěno;101.9613279146
Česko;Průmysl celkem;2. čtvrtletí 2009;Bazický index (průměr roku 2021=100) (%) - neočištěno ;70.6549805567
Česko;Průmysl celkem;2. čtvrtletí 2009;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;71.8972992233
Česko;Průmysl celkem;2. čtvrtletí 2009;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;70.9906810067
Česko;Průmysl celkem;2. čtvrtletí 2009;Meziroční index (%) - neočištěno;80.8162638898
Česko;Průmysl celkem;2. čtvrtletí 2009;Meziroční index (%) - očištěno o kalendářní vlivy;82.6177528214
Česko;Průmysl celkem;2. čtvrtletí 2009;Mezičtvrtletní index (%) - sezónně očištěno;100.4432098469
Česko;Průmysl celkem;1. čtvrtletí 2009;Bazický index (průměr roku 2021=100) (%) - neočištěno ;69.6984754767
Česko;Průmysl celkem;1. čtvrtletí 2009;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;70.1739745167
Česko;Průmysl celkem;1. čtvrtletí 2009;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;70.67743167
Česko;Průmysl celkem;1. čtvrtletí 2009;Meziroční index (%) - neočištěno;81.8400046753
Česko;Průmysl celkem;1. čtvrtletí 2009;Meziroční index (%) - očištěno o kalendářní vlivy;81.1949756331
Česko;Průmysl celkem;1. čtvrtletí 2009;Mezičtvrtletní index (%) - sezónně očištěno;92.3837650842
Česko;Průmysl celkem;4. čtvrtletí 2008;Bazický index (průměr roku 2021=100) (%) - neočištěno ;77.2216921633
Česko;Průmysl celkem;4. čtvrtletí 2008;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;78.6799329667
Česko;Průmysl celkem;4. čtvrtletí 2008;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;76.5041688933
Česko;Průmysl celkem;4. čtvrtletí 2008;Meziroční index (%) - neočištěno;86.8178797083
Česko;Průmysl celkem;4. čtvrtletí 2008;Meziroční index (%) - očištěno o kalendářní vlivy;88.772032385
Česko;Průmysl celkem;4. čtvrtletí 2008;Mezičtvrtletní index (%) - sezónně očištěno;93.8949632188
Česko;Průmysl celkem;3. čtvrtletí 2008;Bazický index (průměr roku 2021=100) (%) - neočištěno ;80.2241163067
Česko;Průmysl celkem;3. čtvrtletí 2008;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;78.5705441767
Česko;Průmysl celkem;3. čtvrtletí 2008;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;81.47845877
Česko;Průmysl celkem;3. čtvrtletí 2008;Meziroční index (%) - neočištěno;100.7864652612
Česko;Průmysl celkem;3. čtvrtletí 2008;Meziroční index (%) - očištěno o kalendářní vlivy;96.9911973716
Česko;Průmysl celkem;3. čtvrtletí 2008;Mezičtvrtletní index (%) - sezónně očištěno;95.0440009739
Česko;Průmysl celkem;2. čtvrtletí 2008;Bazický index (průměr roku 2021=100) (%) - neočištěno ;87.42668512
Česko;Průmysl celkem;2. čtvrtletí 2008;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;87.02403148
Česko;Průmysl celkem;2. čtvrtletí 2008;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;85.7270926467
Česko;Průmysl celkem;2. čtvrtletí 2008;Meziroční index (%) - neočištěno;103.8616349313
Česko;Průmysl celkem;2. čtvrtletí 2008;Meziroční index (%) - očištěno o kalendářní vlivy;102.2209037376
Česko;Průmysl celkem;2. čtvrtletí 2008;Mezičtvrtletní index (%) - sezónně očištěno;98.9558191905
Česko;Průmysl celkem;1. čtvrtletí 2008;Bazický index (průměr roku 2021=100) (%) - neočištěno ;85.1643102333
Česko;Průmysl celkem;1. čtvrtletí 2008;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;86.4264986467
Česko;Průmysl celkem;1. čtvrtletí 2008;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;86.6316840667
Česko;Průmysl celkem;1. čtvrtletí 2008;Meziroční index (%) - neočištěno;102.0984824126
Česko;Průmysl celkem;1. čtvrtletí 2008;Meziroční index (%) - očištěno o kalendářní vlivy;102.7501275455
Česko;Průmysl celkem;1. čtvrtletí 2008;Mezičtvrtletní index (%) - sezónně očištěno;100.5594385155
Česko;Průmysl celkem;4. čtvrtletí 2007;Bazický index (průměr roku 2021=100) (%) - neočištěno ;88.9467612233
Česko;Průmysl celkem;4. čtvrtletí 2007;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;88.6314426433
Česko;Průmysl celkem;4. čtvrtletí 2007;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;86.1497293
Česko;Průmysl celkem;4. čtvrtletí 2007;Meziroční index (%) - neočištěno;108.7794680891
Česko;Průmysl celkem;4. čtvrtletí 2007;Meziroční index (%) - očištěno o kalendářní vlivy;107.381175746
Česko;Průmysl celkem;4. čtvrtletí 2007;Mezičtvrtletní index (%) - sezónně očištěno;101.781875472
Česko;Průmysl celkem;3. čtvrtletí 2007;Bazický index (průměr roku 2021=100) (%) - neočištěno ;79.5981048633
Česko;Průmysl celkem;3. čtvrtletí 2007;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;81.0079123733
Česko;Průmysl celkem;3. čtvrtletí 2007;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;84.6415227667
Česko;Průmysl celkem;3. čtvrtletí 2007;Meziroční index (%) - neočištěno;109.5171333524
Česko;Průmysl celkem;3. čtvrtletí 2007;Meziroční index (%) - očištěno o kalendářní vlivy;108.9817382423
Česko;Průmysl celkem;3. čtvrtletí 2007;Mezičtvrtletní index (%) - sezónně očištěno;100.7904148245
Česko;Průmysl celkem;2. čtvrtletí 2007;Bazický index (průměr roku 2021=100) (%) - neočištěno ;84.1761110133
Česko;Průmysl celkem;2. čtvrtletí 2007;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;85.1333027767
Česko;Průmysl celkem;2. čtvrtletí 2007;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;83.97775018
Česko;Průmysl celkem;2. čtvrtletí 2007;Meziroční index (%) - neočištěno;110.7845901543
Česko;Průmysl celkem;2. čtvrtletí 2007;Meziroční index (%) - očištěno o kalendářní vlivy;110.5148444618
Česko;Průmysl celkem;2. čtvrtletí 2007;Mezičtvrtletní index (%) - sezónně očištěno;99.7577576717
Česko;Průmysl celkem;1. čtvrtletí 2007;Bazický index (průměr roku 2021=100) (%) - neočištěno ;83.4138845367
Česko;Průmysl celkem;1. čtvrtletí 2007;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;84.1132762667
Česko;Průmysl celkem;1. čtvrtletí 2007;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;84.1816738267
Česko;Průmysl celkem;1. čtvrtletí 2007;Meziroční index (%) - neočištěno;113.7011429297
Česko;Průmysl celkem;1. čtvrtletí 2007;Meziroční index (%) - očištěno o kalendářní vlivy;113.4812600833
Česko;Průmysl celkem;1. čtvrtletí 2007;Mezičtvrtletní index (%) - sezónně očištěno;105.685402757
Česko;Průmysl celkem;4. čtvrtletí 2006;Bazický index (průměr roku 2021=100) (%) - neočištěno ;81.76796852
Česko;Průmysl celkem;4. čtvrtletí 2006;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;82.5390875333
Česko;Průmysl celkem;4. čtvrtletí 2006;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;79.6530756667
Česko;Průmysl celkem;4. čtvrtletí 2006;Meziroční index (%) - neočištěno;108.2116732717
Česko;Průmysl celkem;4. čtvrtletí 2006;Meziroční index (%) - očištěno o kalendářní vlivy;107.2628149926
Česko;Průmysl celkem;4. čtvrtletí 2006;Mezičtvrtletní index (%) - sezónně očištěno;102.5619515167
Česko;Průmysl celkem;3. čtvrtletí 2006;Bazický index (průměr roku 2021=100) (%) - neočištěno ;72.6809608933
Česko;Průmysl celkem;3. čtvrtletí 2006;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;74.3316391167
Česko;Průmysl celkem;3. čtvrtletí 2006;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;77.6633775867
Česko;Průmysl celkem;3. čtvrtletí 2006;Meziroční index (%) - neočištěno;107.1413154597
Česko;Průmysl celkem;3. čtvrtletí 2006;Meziroční index (%) - očištěno o kalendářní vlivy;107.3851325615
Česko;Průmysl celkem;3. čtvrtletí 2006;Mezičtvrtletní index (%) - sezónně očištěno;101.7010016015
Česko;Průmysl celkem;2. čtvrtletí 2006;Bazický index (průměr roku 2021=100) (%) - neočištěno ;75.9817867233
Česko;Průmysl celkem;2. čtvrtletí 2006;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;77.0333643333
Česko;Průmysl celkem;2. čtvrtletí 2006;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;76.36441762
Česko;Průmysl celkem;2. čtvrtletí 2006;Meziroční index (%) - neočištěno;106.4950335424
Česko;Průmysl celkem;2. čtvrtletí 2006;Meziroční index (%) - očištěno o kalendářní vlivy;108.2516591542
Česko;Průmysl celkem;2. čtvrtletí 2006;Mezičtvrtletní index (%) - sezónně očištěno;102.1854732239
Česko;Průmysl celkem;1. čtvrtletí 2006;Bazický index (průměr roku 2021=100) (%) - neočištěno ;73.3623975867
Česko;Průmysl celkem;1. čtvrtletí 2006;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;74.1208515
Česko;Průmysl celkem;1. čtvrtletí 2006;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;74.7311875267
Česko;Průmysl celkem;1. čtvrtletí 2006;Meziroční index (%) - neočištěno;111.5917134035
Česko;Průmysl celkem;1. čtvrtletí 2006;Meziroční index (%) - očištěno o kalendářní vlivy;108.6489700583
Česko;Průmysl celkem;1. čtvrtletí 2006;Mezičtvrtletní index (%) - sezónně očištěno;101.6130858022
Česko;Průmysl celkem;4. čtvrtletí 2005;Bazický index (průměr roku 2021=100) (%) - neočištěno ;75.5629832233
Česko;Průmysl celkem;4. čtvrtletí 2005;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;76.9503276033
Česko;Průmysl celkem;4. čtvrtletí 2005;Bazický index (průměr roku 2021=100) (%) - sezónně očištěno;73.5448460567
Česko;Průmysl celkem;4. čtvrtletí 2005;Meziroční index (%) - neočištěno;105.2873472617
Česko;Průmysl celkem;4. čtvrtletí 2005;Meziroční index (%) - očištěno o kalendářní vlivy;104.9061082683
Česko;Průmysl celkem;4. čtvrtletí 2005;Mezičtvrtletní index (%) - sezónně očištěno;102.3064883199
Česko;Průmysl celkem;3. čtvrtletí 2005;Bazický index (průměr roku 2021=100) (%) - neočištěno ;67.8365396033
Česko;Průmysl celkem;3. čtvrtletí 2005;Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy;69.2196744033
