Území,Roky,Země,Ukazatel,value
Česko,2024,Mongolsko,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Mongolsko,Pohyb zboží do ČR (meziroční index),
Česko,2024,Mongolsko,Obrat pohybu zboží (meziroční index),
Česko,2024,Montserrat,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Montserrat,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Montserrat,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Montserrat,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Montserrat,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Montserrat,Pohyb zboží do ČR (meziroční index),
Česko,2024,Montserrat,Obrat pohybu zboží (meziroční index),
Česko,2024,Mosambik,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Mosambik,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Mosambik,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Mosambik,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Mosambik,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Mosambik,Pohyb zboží do ČR (meziroční index),
Česko,2024,Mosambik,Obrat pohybu zboží (meziroční index),
Česko,2024,Myanmar,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Myanmar,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Myanmar,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Myanmar,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Myanmar,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Myanmar,Pohyb zboží do ČR (meziroční index),
Česko,2024,Myanmar,Obrat pohybu zboží (meziroční index),
Česko,2024,Namibie,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Namibie,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Namibie,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Namibie,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Namibie,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Namibie,Pohyb zboží do ČR (meziroční index),
Česko,2024,Namibie,Obrat pohybu zboží (meziroční index),
Česko,2024,Nauru,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Nauru,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Nauru,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Nauru,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Nauru,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Nauru,Pohyb zboží do ČR (meziroční index),
Česko,2024,Nauru,Obrat pohybu zboží (meziroční index),
Česko,2024,Německo,"Pohyb zboží z ČR (v mil. Kč, FOB)",1965865.282994
Česko,2024,Německo,"Pohyb zboží do ČR (v mil. Kč, CIF)",1097315.807929
Česko,2024,Německo,Bilance - pohyb zboží (v mil. Kč),868549.475065
Česko,2024,Německo,Obrat - pohyb zboží (v mil. Kč),3063181.090923
Česko,2024,Německo,Pohyb zboží z ČR (meziroční index ),105.3256609576
Česko,2024,Německo,Pohyb zboží do ČR (meziroční index),102.1709276302
Česko,2024,Německo,Obrat pohybu zboží (meziroční index),104.1733992845
Česko,2024,Nepál,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Nepál,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Nepál,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Nepál,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Nepál,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Nepál,Pohyb zboží do ČR (meziroční index),
Česko,2024,Nepál,Obrat pohybu zboží (meziroční index),
Česko,2024,Niger,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Niger,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Niger,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Niger,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Niger,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Niger,Pohyb zboží do ČR (meziroční index),
Česko,2024,Niger,Obrat pohybu zboží (meziroční index),
Česko,2024,Nigérie,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Nigérie,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Nigérie,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Nigérie,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Nigérie,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Nigérie,Pohyb zboží do ČR (meziroční index),
Česko,2024,Nigérie,Obrat pohybu zboží (meziroční index),
Česko,2024,Nikaragua,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Nikaragua,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Nikaragua,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Nikaragua,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Nikaragua,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Nikaragua,Pohyb zboží do ČR (meziroční index),
Česko,2024,Nikaragua,Obrat pohybu zboží (meziroční index),
Česko,2024,Niue,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Niue,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Niue,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Niue,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Niue,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Niue,Pohyb zboží do ČR (meziroční index),
Česko,2024,Niue,Obrat pohybu zboží (meziroční index),
Česko,2024,Nizozemsko,"Pohyb zboží z ČR (v mil. Kč, FOB)",198287.290302
Česko,2024,Nizozemsko,"Pohyb zboží do ČR (v mil. Kč, CIF)",140290.108919
Česko,2024,Nizozemsko,Bilance - pohyb zboží (v mil. Kč),57997.181383
Česko,2024,Nizozemsko,Obrat - pohyb zboží (v mil. Kč),338577.399221
Česko,2024,Nizozemsko,Pohyb zboží z ČR (meziroční index ),100.0289871223
Česko,2024,Nizozemsko,Pohyb zboží do ČR (meziroční index),104.9082959621
Česko,2024,Nizozemsko,Obrat pohybu zboží (meziroční index),101.9945850168
Česko,2024,Norfolk,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Norfolk,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Norfolk,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Norfolk,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Norfolk,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Norfolk,Pohyb zboží do ČR (meziroční index),
Česko,2024,Norfolk,Obrat pohybu zboží (meziroční index),
Česko,2024,Norsko,"Pohyb zboží z ČR (v mil. Kč, FOB)",31317.401319
Česko,2024,Norsko,"Pohyb zboží do ČR (v mil. Kč, CIF)",55476.066139
Česko,2024,Norsko,Bilance - pohyb zboží (v mil. Kč),-24158.66482
Česko,2024,Norsko,Obrat - pohyb zboží (v mil. Kč),86793.467458
Česko,2024,Norsko,Pohyb zboží z ČR (meziroční index ),130.8931569298
Česko,2024,Norsko,Pohyb zboží do ČR (meziroční index),64.3277905076
Česko,2024,Norsko,Obrat pohybu zboží (meziroční index),78.7845567683
Česko,2024,Nová Kaledonie,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Nová Kaledonie,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Nová Kaledonie,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Nová Kaledonie,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Nová Kaledonie,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Nová Kaledonie,Pohyb zboží do ČR (meziroční index),
Česko,2024,Nová Kaledonie,Obrat pohybu zboží (meziroční index),
Česko,2024,Nový Zéland,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Nový Zéland,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Nový Zéland,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Nový Zéland,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Nový Zéland,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Nový Zéland,Pohyb zboží do ČR (meziroční index),
Česko,2024,Nový Zéland,Obrat pohybu zboží (meziroční index),
Česko,2024,Okupované palestinské území,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Okupované palestinské území,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Okupované palestinské území,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Okupované palestinské území,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Okupované palestinské území,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Okupované palestinské území,Pohyb zboží do ČR (meziroční index),
Česko,2024,Okupované palestinské území,Obrat pohybu zboží (meziroční index),
Česko,2024,Omán,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Omán,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Omán,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Omán,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Omán,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Omán,Pohyb zboží do ČR (meziroční index),
Česko,2024,Omán,Obrat pohybu zboží (meziroční index),
Česko,2024,Ostrovy Turks a Caicos,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Ostrovy Turks a Caicos,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Ostrovy Turks a Caicos,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Ostrovy Turks a Caicos,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Ostrovy Turks a Caicos,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Ostrovy Turks a Caicos,Pohyb zboží do ČR (meziroční index),
Česko,2024,Ostrovy Turks a Caicos,Obrat pohybu zboží (meziroční index),
Česko,2024,Pákistán,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Pákistán,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Pákistán,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Pákistán,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Pákistán,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Pákistán,Pohyb zboží do ČR (meziroční index),
Česko,2024,Pákistán,Obrat pohybu zboží (meziroční index),
Česko,2024,Palau,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Palau,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Palau,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Palau,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Palau,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Palau,Pohyb zboží do ČR (meziroční index),
Česko,2024,Palau,Obrat pohybu zboží (meziroční index),
Česko,2024,Panama,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Panama,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Panama,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Panama,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Panama,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Panama,Pohyb zboží do ČR (meziroční index),
Česko,2024,Panama,Obrat pohybu zboží (meziroční index),
Česko,2024,Papua-Nová Guinea,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Papua-Nová Guinea,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Papua-Nová Guinea,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Papua-Nová Guinea,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Papua-Nová Guinea,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Papua-Nová Guinea,Pohyb zboží do ČR (meziroční index),
Česko,2024,Papua-Nová Guinea,Obrat pohybu zboží (meziroční index),
Česko,2024,Paraguay,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Paraguay,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Paraguay,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Paraguay,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Paraguay,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Paraguay,Pohyb zboží do ČR (meziroční index),
Česko,2024,Paraguay,Obrat pohybu zboží (meziroční index),
Česko,2024,Peru,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Peru,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Peru,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Peru,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Peru,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Peru,Pohyb zboží do ČR (meziroční index),
Česko,2024,Peru,Obrat pohybu zboží (meziroční index),
Česko,2024,Pitcairn,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Pitcairn,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Pitcairn,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Pitcairn,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Pitcairn,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Pitcairn,Pohyb zboží do ČR (meziroční index),
Česko,2024,Pitcairn,Obrat pohybu zboží (meziroční index),
Česko,2024,Pobřeží slonoviny,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Pobřeží slonoviny,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Pobřeží slonoviny,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Pobřeží slonoviny,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Pobřeží slonoviny,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Pobřeží slonoviny,Pohyb zboží do ČR (meziroční index),
Česko,2024,Pobřeží slonoviny,Obrat pohybu zboží (meziroční index),
Česko,2024,Polsko,"Pohyb zboží z ČR (v mil. Kč, FOB)",454742.183143
Česko,2024,Polsko,"Pohyb zboží do ČR (v mil. Kč, CIF)",448808.006082
Česko,2024,Polsko,Bilance - pohyb zboží (v mil. Kč),5934.177061
Česko,2024,Polsko,Obrat - pohyb zboží (v mil. Kč),903550.189225
Česko,2024,Polsko,Pohyb zboží z ČR (meziroční index ),109.2626379288
Česko,2024,Polsko,Pohyb zboží do ČR (meziroční index),108.2682003353
Česko,2024,Polsko,Obrat pohybu zboží (meziroční index),108.7664116823
Česko,2024,Portugalsko,"Pohyb zboží z ČR (v mil. Kč, FOB)",23993.511946
Česko,2024,Portugalsko,"Pohyb zboží do ČR (v mil. Kč, CIF)",20138.41447
Česko,2024,Portugalsko,Bilance - pohyb zboží (v mil. Kč),3855.097476
Česko,2024,Portugalsko,Obrat - pohyb zboží (v mil. Kč),44131.926416
Česko,2024,Portugalsko,Pohyb zboží z ČR (meziroční index ),108.1795662049
Česko,2024,Portugalsko,Pohyb zboží do ČR (meziroční index),116.1050128593
Česko,2024,Portugalsko,Obrat pohybu zboží (meziroční index),111.6575971635
Česko,2024,Rakousko,"Pohyb zboží z ČR (v mil. Kč, FOB)",242270.573868
Česko,2024,Rakousko,"Pohyb zboží do ČR (v mil. Kč, CIF)",137884.091408
Česko,2024,Rakousko,Bilance - pohyb zboží (v mil. Kč),104386.48246
Česko,2024,Rakousko,Obrat - pohyb zboží (v mil. Kč),380154.665276
Česko,2024,Rakousko,Pohyb zboží z ČR (meziroční index ),102.7211128133
Česko,2024,Rakousko,Pohyb zboží do ČR (meziroční index),102.2996772316
Česko,2024,Rakousko,Obrat pohybu zboží (meziroční index),102.5678552035
Česko,2024,Rezervy a zásoby,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Rezervy a zásoby,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Rezervy a zásoby,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Rezervy a zásoby,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Rezervy a zásoby,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Rezervy a zásoby,Pohyb zboží do ČR (meziroční index),
Česko,2024,Rezervy a zásoby,Obrat pohybu zboží (meziroční index),
Česko,2024,Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii,Pohyb zboží do ČR (meziroční index),
Česko,2024,Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii,Obrat pohybu zboží (meziroční index),
Česko,2024,Rezervy a zásoby v rámci obchodu uvnitř Unie,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Rezervy a zásoby v rámci obchodu uvnitř Unie,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Rezervy a zásoby v rámci obchodu uvnitř Unie,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Rezervy a zásoby v rámci obchodu uvnitř Unie,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Rezervy a zásoby v rámci obchodu uvnitř Unie,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Rezervy a zásoby v rámci obchodu uvnitř Unie,Pohyb zboží do ČR (meziroční index),
Česko,2024,Rezervy a zásoby v rámci obchodu uvnitř Unie,Obrat pohybu zboží (meziroční index),
Česko,2024,Rovníková Guinea,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Rovníková Guinea,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Rovníková Guinea,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Rovníková Guinea,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Rovníková Guinea,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Rovníková Guinea,Pohyb zboží do ČR (meziroční index),
Česko,2024,Rovníková Guinea,Obrat pohybu zboží (meziroční index),
Česko,2024,Rumunsko,"Pohyb zboží z ČR (v mil. Kč, FOB)",96179.71144
Česko,2024,Rumunsko,"Pohyb zboží do ČR (v mil. Kč, CIF)",77047.393538
Česko,2024,Rumunsko,Bilance - pohyb zboží (v mil. Kč),19132.317902
Česko,2024,Rumunsko,Obrat - pohyb zboží (v mil. Kč),173227.104978
Česko,2024,Rumunsko,Pohyb zboží z ČR (meziroční index ),104.100663725
Česko,2024,Rumunsko,Pohyb zboží do ČR (meziroční index),107.9821136401
Česko,2024,Rumunsko,Obrat pohybu zboží (meziroční index),105.7920282208
Česko,2024,Ruská federace,"Pohyb zboží z ČR (v mil. Kč, FOB)",15614.758483
Česko,2024,Ruská federace,"Pohyb zboží do ČR (v mil. Kč, CIF)",79096.7568
Česko,2024,Ruská federace,Bilance - pohyb zboží (v mil. Kč),-63481.998317
Česko,2024,Ruská federace,Obrat - pohyb zboží (v mil. Kč),94711.515283
Česko,2024,Ruská federace,Pohyb zboží z ČR (meziroční index ),96.2796294428
Česko,2024,Ruská federace,Pohyb zboží do ČR (meziroční index),104.5611185105
Česko,2024,Ruská federace,Obrat pohybu zboží (meziroční index),103.0990717452
Česko,2024,Rwanda,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Rwanda,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Rwanda,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Rwanda,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Rwanda,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Rwanda,Pohyb zboží do ČR (meziroční index),
Česko,2024,Rwanda,Obrat pohybu zboží (meziroční index),
Česko,2024,Řecko,"Pohyb zboží z ČR (v mil. Kč, FOB)",16167.417345
Česko,2024,Řecko,"Pohyb zboží do ČR (v mil. Kč, CIF)",12676.297717
Česko,2024,Řecko,Bilance - pohyb zboží (v mil. Kč),3491.119628
Česko,2024,Řecko,Obrat - pohyb zboží (v mil. Kč),28843.715062
Česko,2024,Řecko,Pohyb zboží z ČR (meziroční index ),100.1203452889
Česko,2024,Řecko,Pohyb zboží do ČR (meziroční index),120.4854349878
Česko,2024,Řecko,Obrat pohybu zboží (meziroční index),108.1544483342
Česko,2024,Saint-Pierre a Miquelon,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Saint-Pierre a Miquelon,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Saint-Pierre a Miquelon,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Saint-Pierre a Miquelon,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Saint-Pierre a Miquelon,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Saint-Pierre a Miquelon,Pohyb zboží do ČR (meziroční index),
Česko,2024,Saint-Pierre a Miquelon,Obrat pohybu zboží (meziroční index),
Česko,2024,Salvador,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Salvador,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Salvador,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Salvador,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Salvador,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Salvador,Pohyb zboží do ČR (meziroční index),
Česko,2024,Salvador,Obrat pohybu zboží (meziroční index),
Česko,2024,Samoa,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Samoa,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Samoa,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Samoa,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Samoa,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Samoa,Pohyb zboží do ČR (meziroční index),
Česko,2024,Samoa,Obrat pohybu zboží (meziroční index),
Česko,2024,San Marino,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,San Marino,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,San Marino,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,San Marino,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,San Marino,Pohyb zboží z ČR (meziroční index ),
Česko,2024,San Marino,Pohyb zboží do ČR (meziroční index),
Česko,2024,San Marino,Obrat pohybu zboží (meziroční index),
Česko,2024,Saúdská Arábie,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Saúdská Arábie,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Saúdská Arábie,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Saúdská Arábie,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Saúdská Arábie,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Saúdská Arábie,Pohyb zboží do ČR (meziroční index),
Česko,2024,Saúdská Arábie,Obrat pohybu zboží (meziroční index),
Česko,2024,Senegal,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Senegal,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Senegal,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Senegal,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Senegal,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Senegal,Pohyb zboží do ČR (meziroční index),
Česko,2024,Senegal,Obrat pohybu zboží (meziroční index),
Česko,2024,Severní Makedonie,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Severní Makedonie,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Severní Makedonie,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Severní Makedonie,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Severní Makedonie,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Severní Makedonie,Pohyb zboží do ČR (meziroční index),
Česko,2024,Severní Makedonie,Obrat pohybu zboží (meziroční index),
Česko,2024,Severní Mariany,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Severní Mariany,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Severní Mariany,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Severní Mariany,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Severní Mariany,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Severní Mariany,Pohyb zboží do ČR (meziroční index),
Česko,2024,Severní Mariany,Obrat pohybu zboží (meziroční index),
Česko,2024,Seychely,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Seychely,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Seychely,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Seychely,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Seychely,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Seychely,Pohyb zboží do ČR (meziroční index),
Česko,2024,Seychely,Obrat pohybu zboží (meziroční index),
Česko,2024,Sierra Leone,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Sierra Leone,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Sierra Leone,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Sierra Leone,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Sierra Leone,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Sierra Leone,Pohyb zboží do ČR (meziroční index),
Česko,2024,Sierra Leone,Obrat pohybu zboží (meziroční index),
Česko,2024,Singapur,"Pohyb zboží z ČR (v mil. Kč, FOB)",26455.383581
Česko,2024,Singapur,"Pohyb zboží do ČR (v mil. Kč, CIF)",6826.941496
Česko,2024,Singapur,Bilance - pohyb zboží (v mil. Kč),19628.442085
Česko,2024,Singapur,Obrat - pohyb zboží (v mil. Kč),33282.325077
Česko,2024,Singapur,Pohyb zboží z ČR (meziroční index ),210.8904703388
Česko,2024,Singapur,Pohyb zboží do ČR (meziroční index),99.7402859912
Česko,2024,Singapur,Obrat pohybu zboží (meziroční index),171.6528162427
Česko,2024,Sint Maarten (nizozemská část),"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Sint Maarten (nizozemská část),"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Sint Maarten (nizozemská část),Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Sint Maarten (nizozemská část),Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Sint Maarten (nizozemská část),Pohyb zboží z ČR (meziroční index ),
Česko,2024,Sint Maarten (nizozemská část),Pohyb zboží do ČR (meziroční index),
Česko,2024,Sint Maarten (nizozemská část),Obrat pohybu zboží (meziroční index),
Česko,2024,Sjednocená republika Tanzanie,"Pohyb zboží z ČR (v mil. Kč, FOB)",
Česko,2024,Sjednocená republika Tanzanie,"Pohyb zboží do ČR (v mil. Kč, CIF)",
Česko,2024,Sjednocená republika Tanzanie,Bilance - pohyb zboží (v mil. Kč),
Česko,2024,Sjednocená republika Tanzanie,Obrat - pohyb zboží (v mil. Kč),
Česko,2024,Sjednocená republika Tanzanie,Pohyb zboží z ČR (meziroční index ),
Česko,2024,Sjednocená republika Tanzanie,Pohyb zboží do ČR (meziroční index),
