Území,Ukazatel,Typ indexu,Typ zakázek,Očištění,Vybraná odvětví průmyslu,Kumulace měsíců,value
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – únor 2015,94.2207417782
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden 2015,90.0413647394
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – prosinec 2014,108.330923652
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – listopad 2014,108.6221429574
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – říjen 2014,110.2616758077
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – září 2014,110.4433084002
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – srpen 2014,111.0215775267
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červenec 2014,112.2200179912
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červen 2014,112.4652645626
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – květen 2014,111.7567921703
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – duben 2014,111.6491642616
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – březen 2014,113.227781742
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – únor 2014,113.4323784623
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden 2014,112.2516496105
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – prosinec 2013,102.1304334351
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – listopad 2013,100.9969252456
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – říjen 2013,99.7314653846
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – září 2013,99.6734447018
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – srpen 2013,98.5781269593
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červenec 2013,99.1839580111
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červen 2013,98.1530456906
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – květen 2013,99.1901623516
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – duben 2013,100.3807019826
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – březen 2013,98.321559271
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – únor 2013,100.5825492235
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden 2013,101.2116519405
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – prosinec 2012,103.4770719516
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – listopad 2012,103.7960995477
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – říjen 2012,103.8920096776
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – září 2012,102.4400145983
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – srpen 2012,103.156999959
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červenec 2012,102.1971548565
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červen 2012,100.6839032378
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – květen 2012,98.4146015567
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – duben 2012,96.9198650007
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – březen 2012,95.0377117259
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – únor 2012,90.1590837454
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden 2012,80.5656364808
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – prosinec 2011,107.8926462584
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – listopad 2011,108.6410733891
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – říjen 2011,109.5941290967
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – září 2011,110.3753069518
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – srpen 2011,110.4939383736
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červenec 2011,110.9189788818
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červen 2011,112.9808917373
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – květen 2011,115.4371842673
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – duben 2011,116.5059275529
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – březen 2011,116.8945197185
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – únor 2011,117.8817559122
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden 2011,120.5933209477
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – prosinec 2010,105.0482356929
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – listopad 2010,104.4817731547
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – říjen 2010,104.0494524736
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – září 2010,104.7283899555
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – srpen 2010,104.460887866
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červenec 2010,103.5032889281
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červen 2010,103.3891277398
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – květen 2010,102.6092700888
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – duben 2010,97.9097736023
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – březen 2010,96.5736678953
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – únor 2010,93.3889683814
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden 2010,90.8058624672
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – prosinec 2009,88.2092820482
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – listopad 2009,87.2390467755
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – říjen 2009,85.5700700397
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – září 2009,84.4550126562
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – srpen 2009,83.955238661
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červenec 2009,83.3864175308
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červen 2009,81.8074276491
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – květen 2009,80.0282112459
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – duben 2009,81.3461867739
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – březen 2009,82.6119481776
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – únor 2009,79.298413882
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden 2009,76.9418443569
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – prosinec 2008,85.8245016457
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – listopad 2008,86.077545715
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – říjen 2008,87.305135059
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – září 2008,88.6062957559
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – srpen 2008,88.1442348694
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červenec 2008,89.6942021004
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červen 2008,90.3903659998
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – květen 2008,91.2875989081
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – duben 2008,92.7613548351
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – březen 2008,91.0974941822
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – únor 2008,94.9213987615
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden 2008,92.6177575101
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – prosinec 2007,107.5893582845
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – listopad 2007,108.2330912068
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – říjen 2007,109.39222768
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – září 2007,109.3425338863
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – srpen 2007,110.6420830767
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červenec 2007,109.7558762193
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červen 2007,108.6191068541
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – květen 2007,110.0054349908
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – duben 2007,110.1622782583
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – březen 2007,109.744086785
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – únor 2007,112.0387107173
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden 2007,115.6997484533
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – prosinec 2006,105.1978161774
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – listopad 2006,106.4525278546
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – říjen 2006,106.8857463823
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – září 2006,106.6073288908
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – srpen 2006,107.3438223832
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červenec 2006,107.4471881732
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červen 2006,107.776453977
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – květen 2006,108.0252384525
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – duben 2006,109.1311454013
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – březen 2006,113.9613088261
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – únor 2006,117.5077297275
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden 2006,136.1274647071
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – prosinec 2005,92.316439671
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – listopad 2005,91.9327145269
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – říjen 2005,91.4746527822
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – září 2005,91.2369547605
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – srpen 2005,90.7101036964
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červenec 2005,90.3219434958
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červen 2005,90.322908958
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – květen 2005,89.4187651407
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – duben 2005,88.2854690828
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – březen 2005,86.1416605788
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – únor 2005,85.4868625351
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden 2005,77.7520935591
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – prosinec 2004,102.6516758497
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – listopad 2004,102.6857575667
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – říjen 2004,102.4552277438
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – září 2004,103.1213600829
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – srpen 2004,104.0454618072
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červenec 2004,104.3978593621
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červen 2004,106.2457532878
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – květen 2004,106.1072196809
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – duben 2004,105.8283189362
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – březen 2004,105.9993879779
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – únor 2004,103.1190186081
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden 2004,103.8207173667
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – prosinec 2003,98.0463179501
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – listopad 2003,97.5512399559
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – říjen 2003,97.6602295093
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – září 2003,97.6185484065
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – srpen 2003,97.2483936301
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červenec 2003,96.5368926149
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červen 2003,95.2658746698
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – květen 2003,94.6556436109
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – duben 2003,95.5236119967
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – březen 2003,95.8702197492
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – únor 2003,96.4484846592
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden 2003,95.5312164795
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – prosinec 2002,94.7801006068
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – listopad 2002,93.4646234971
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – říjen 2002,92.797892007
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – září 2002,92.3728604134
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – srpen 2002,91.4830387423
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červenec 2002,92.2265284249
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červen 2002,92.3346559382
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – květen 2002,92.6942065721
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – duben 2002,92.5675883202
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – březen 2002,91.7576022585
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – únor 2002,93.5313275606
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden 2002,97.4044417766
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – prosinec 2001,169.8467404815
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – listopad 2001,174.9902171042
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – říjen 2001,178.8753476983
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – září 2001,181.2924610814
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – srpen 2001,185.8701656611
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červenec 2001,192.6423635119
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červen 2001,191.9105121166
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – květen 2001,194.2998967193
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – duben 2001,199.7318997538
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – březen 2001,207.8359051055
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – únor 2001,225.8194133081
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden 2001,271.9411431701
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – prosinec 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – listopad 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – říjen 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – září 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – srpen 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červenec 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červen 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – květen 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – duben 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – březen 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – únor 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,14 Výroba oděvů,leden – srpen 2025,95.4156803426
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,14 Výroba oděvů,leden – červenec 2025,95.6808130842
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,14 Výroba oděvů,leden – červen 2025,93.0498038476
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,14 Výroba oděvů,leden – květen 2025,93.0309869465
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,14 Výroba oděvů,leden – duben 2025,93.7732581334
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,14 Výroba oděvů,leden – březen 2025,97.0866219742
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,14 Výroba oděvů,leden – únor 2025,94.9357448438
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,14 Výroba oděvů,leden 2025,87.6093569035
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,14 Výroba oděvů,leden – prosinec 2024,102.6744890238
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,14 Výroba oděvů,leden – listopad 2024,104.2597517418
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,14 Výroba oděvů,leden – říjen 2024,106.146895115
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,14 Výroba oděvů,leden – září 2024,106.7154929802
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,14 Výroba oděvů,leden – srpen 2024,106.90658286
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,14 Výroba oděvů,leden – červenec 2024,108.8251587396
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,14 Výroba oděvů,leden – červen 2024,107.0926057402
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,14 Výroba oděvů,leden – květen 2024,106.6720165963
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,14 Výroba oděvů,leden – duben 2024,109.1138545186
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,14 Výroba oděvů,leden – březen 2024,103.3377446409
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,14 Výroba oděvů,leden – únor 2024,108.1460308373
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,14 Výroba oděvů,leden 2024,111.0140646337
