Ukazatel,Území,Typ údaje,Odvětví,Kumulace měsíců,value
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – březen 2019,102.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – duben 2019,102.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – květen 2019,102.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – červen 2019,103.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – červenec 2019,103.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – srpen 2019,103.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – září 2019,103.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – říjen 2019,103.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – listopad 2019,103.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – prosinec 2019,103.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden 2020,104.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – únor 2020,104.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – březen 2020,103.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – duben 2020,103.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – květen 2020,103.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – červen 2020,103.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – červenec 2020,103.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – srpen 2020,103.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – září 2020,103.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – říjen 2020,103.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – listopad 2020,103.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – prosinec 2020,103.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden 2021,104.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – únor 2021,104.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – březen 2021,105.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – duben 2021,105.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – květen 2021,106.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – červen 2021,106.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – červenec 2021,107.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – srpen 2021,108.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – září 2021,108.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – říjen 2021,109.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – listopad 2021,110.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – prosinec 2021,110.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden 2022,124.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – únor 2022,126.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – březen 2022,128.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – duben 2022,130.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – květen 2022,131.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – červen 2022,133.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – červenec 2022,134.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – srpen 2022,135.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – září 2022,136.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – říjen 2022,136.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – listopad 2022,137.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – prosinec 2022,137.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden 2023,148.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – únor 2023,148.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – březen 2023,147.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – duben 2023,146.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – květen 2023,146.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – červen 2023,145.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – červenec 2023,145.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – srpen 2023,145.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – září 2023,144.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – říjen 2023,144.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – listopad 2023,144.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – prosinec 2023,144.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden 2024,145.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – únor 2024,146.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – březen 2024,146.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – duben 2024,146.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – květen 2024,146.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – červen 2024,145.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – červenec 2024,145.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – srpen 2024,145.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – září 2024,145.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – říjen 2024,145.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – listopad 2024,145.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – prosinec 2024,145.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden 2025,146.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – únor 2025,146.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – březen 2025,146.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – duben 2025,145.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – květen 2025,145.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – červen 2025,145.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – červenec 2025,145.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),PRŮMYSL CELKEM,leden – srpen 2025,144.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden 2000,78.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – únor 2000,78.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – březen 2000,78.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – duben 2000,78.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – květen 2000,78.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – červen 2000,78.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – červenec 2000,78.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – srpen 2000,78.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – září 2000,78.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – říjen 2000,79.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – listopad 2000,79.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – prosinec 2000,79.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden 2001,80.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – únor 2001,81.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – březen 2001,81.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – duben 2001,81.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – květen 2001,81.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – červen 2001,81.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – červenec 2001,81.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – srpen 2001,81.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – září 2001,81.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – říjen 2001,81.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – listopad 2001,81.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – prosinec 2001,80.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden 2002,80.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – únor 2002,80.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – březen 2002,80.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – duben 2002,80.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – květen 2002,80.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – červen 2002,80.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – červenec 2002,80.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – srpen 2002,80.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – září 2002,80.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – říjen 2002,80.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – listopad 2002,80.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – prosinec 2002,80.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden 2003,80.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – únor 2003,80.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – březen 2003,81.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – duben 2003,80.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – květen 2003,80.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – červen 2003,80.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – červenec 2003,80.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – srpen 2003,80.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – září 2003,80.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – říjen 2003,80.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – listopad 2003,80.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – prosinec 2003,80.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden 2004,81.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – únor 2004,81.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – březen 2004,81.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – duben 2004,81.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – květen 2004,82.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – červen 2004,82.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – červenec 2004,83.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – srpen 2004,83.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – září 2004,83.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – říjen 2004,84.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – listopad 2004,84.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – prosinec 2004,85.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden 2005,88.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – únor 2005,88.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – březen 2005,88.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – duben 2005,88.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Průmysl celkem bez C10, C11, C12",leden – květen 2005,88.5
