Území,Ukazatel,Typ ceny,Měsíce,Komodity SITC,value
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2008,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2008,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2008,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2008,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2008,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2008,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2008,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2008,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2008,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2008,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2008,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2008,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2008,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2008,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2008,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2008,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2008,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2008,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2008,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2008,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2008,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2008,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2008,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2008,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2008,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2008,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2008,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2008,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2008,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2008,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2008,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2008,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2008,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2008,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2008,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2008,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2008,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2008,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2008,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2008,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2008,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2008,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2008,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2008,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2008,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2008,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2008,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2008,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2008,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2008,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2008,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2008,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2008,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2008,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2008,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2008,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2008,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2008,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2008,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2008,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2008,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2008,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2008,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2008,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2008,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2008,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2008,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2008,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2008,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2008,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2008,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2008,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2008,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2008,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2008,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2008,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2008,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2007,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2007,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2007,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2007,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2007,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2007,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2007,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2007,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2007,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2007,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2007,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2007,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2007,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2007,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2007,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2007,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2007,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2007,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2007,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2007,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2007,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2007,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2007,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2007,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2007,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2007,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2007,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2007,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2007,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2007,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2007,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2007,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2007,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2007,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2007,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2007,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2007,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2007,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2007,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2007,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2007,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2007,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2007,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2007,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2007,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2007,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2007,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2007,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2007,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2007,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2007,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2007,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2007,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2007,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2007,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2007,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2007,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2007,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2007,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2007,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2007,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2007,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2007,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2007,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2007,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2007,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2007,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2007,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2007,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2007,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2007,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2007,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2007,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2007,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2007,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2007,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2007,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2007,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2007,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2007,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2007,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2007,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2007,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2007,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2007,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2007,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2007,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2007,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2007,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2007,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2007,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2007,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2007,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2007,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2007,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2007,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2007,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2007,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2007,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2007,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2007,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2007,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2007,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2007,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2007,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2007,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2007,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2007,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2007,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2007,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2007,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2007,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2007,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2007,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2007,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2007,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2007,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2007,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2007,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2007,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2006,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2006,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2006,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2006,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2006,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2006,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2006,6 Tržní výrobky tříděné hlavně podle materiálu,
