Území;Ukazatel;Typ indexu;Typ zakázek;Očištění;Vybraná odvětví průmyslu;Čtvrtletí;value
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2016;100.5522035528
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2016;99.7482169333
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2016;99.3543412591
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2015;107.3311384423
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2015;107.4634990668
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2015;112.4251210152
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2015;112.7088149942
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2014;109.2751129306
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2014;110.3435231307
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2014;110.9563294067
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2014;109.9598906551
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2013;105.688571174
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2013;105.6073780886
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2013;101.430415916
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2013;99.3299744997
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2012;100.2845136954
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2012;102.2590514255
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2012;101.8822702167
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2012;99.395475026
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2011;95.7710922539
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2011;98.5168247013
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2011;96.6860560329
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2011;111.2757367651
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2010;113.9460487423
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2010;113.3569314583
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2010;121.1140282319
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2010;103.3367690538
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2009;101.8644545966
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2009;92.4794982415
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2009;79.6777838419
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2009;85.8154484966
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2008;77.9789905424
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2008;87.4267682785
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2008;95.6722380816
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2008;97.7431859257
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2007;110.5302471545
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2007;112.2248795286
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2007;112.6403471692
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2007;111.6657165446
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2006;100.5401117253
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2006;99.2509692975
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2006;98.3846869816
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2006;99.7573856481
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2005;98.7525805534
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2005;95.4254444474
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2005;104.0402080316
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2005;100.2711516855
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2004;107.0366784581
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2004;120.9575472588
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2004;120.0050125838
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2004;113.2004927321
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2003;98.8478872981
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2003;79.4814376217
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2003;77.8959214815
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2003;87.3624139819
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2002;104.7895193369
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2002;114.7792192788
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2002;108.1927891595
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2002;103.3105696156
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2001;157.7209998477
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2001;175.4303940225
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2001;156.179125259
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2001;176.779314185
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;4. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;3. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;2. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;17 Výroba papíru a výrobků z papíru;1. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2025;96.2492426961
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2024;103.4341107854
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2024;102.3537344999
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2024;106.2596679348
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2024;94.9309909406
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2023;82.6131403042
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2023;78.8907449043
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2023;74.602570339
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2023;90.6588183023
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2022;99.3243933474
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2022;119.6504853313
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2022;133.7973407996
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2022;133.7451441421
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2021;144.6478868182
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2021;136.1840904595
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2021;146.7108090666
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2021;110.3525113334
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2020;107.4989021204
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2020;86.4566288591
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2020;79.4667196423
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2020;91.7917944192
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2019;87.6796436794
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2019;102.1593254457
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2019;95.5537927631
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2019;96.9589633025
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2018;103.4869067747
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2018;101.1167323002
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2018;103.8007331878
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2018;98.6191280877
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2017;118.543802284
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2017;117.2016522382
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2017;123.2967629183
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2017;126.7657456834
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2016;108.5730170444
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2016;89.4403653264
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2016;78.1062412642
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2016;78.8467520332
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2015;73.9439818823
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2015;82.573318288
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2015;103.4492080136
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2015;92.1590556329
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2014;102.4608165971
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2014;123.4429061648
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2014;109.618150894
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2014;110.8644800402
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2013;104.5840043227
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2013;90.5544718507
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2013;99.1655777018
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2013;95.9222571657
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2012;108.6399610786
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2012;116.4886425594
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2012;106.6244390802
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2012;121.6345824138
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2011;103.5133411192
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2011;96.6948779028
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2011;97.8291857098
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2011;110.6447168518
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2010;114.7642277876
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2010;119.0064320543
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2010;117.2490666332
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2010;114.5563451049
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2009;103.1091815721
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2009;74.5852665972
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2009;80.737173842
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2009;80.4166831984
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2008;90.9465839301
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2008;121.1668271605
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2008;108.7371693579
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2008;103.407123276
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2007;98.2340544637
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2007;96.9362462894
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2007;107.182201972
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2007;106.3469351335
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2006;110.0570882152
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2006;114.3235651006
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2006;113.959575599
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2006;126.9230251458
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2005;99.2947006792
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2005;98.2333954688
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2005;105.3208245253
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2005;107.1348870761
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2004;120.9417211103
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2004;140.1059439246
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2004;120.9006749759
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2004;86.4656285183
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2003;91.7671796136
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2003;84.865037922
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2003;86.9324855337
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2003;104.5291843161
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2002;101.1080808705
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2002;90.5224700935
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2002;84.6821123856
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2002;90.7599669998
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2001;111.1467460911
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2001;141.4759545093
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2001;142.0192182069
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2001;156.4076221059
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;1. čtvrtletí 2025;101.0528526771
