Ukazatel;ČR, Reg. soudržnosti, Kraje;Odvětví;Roky;value
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;1990;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;1991;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;1992;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;1993;14630.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;1994;17122.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;1995;22917.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;1996;19923.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;1997;25467.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;1998;19173.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;1999;26316.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;2000;24217.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;2001;22642.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;2002;24511.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;2003;23937.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;2004;27867.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;2005;29640.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;2006;31036.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;2007;32577.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;2008;41801.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;2009;38773.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;2010;43159.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;2011;41321.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;2012;44084.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;2013;40796.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;2014;39571.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;2015;48437.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;2016;48275.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;2017;47782.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;2018;47983.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;2019;57539.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;2020;54994.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;2021;56505.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;2022;72563.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;2023;76217.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Profesní, vědecké a technické činnosti;2024;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;1990;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;1991;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;1992;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;1993;2359.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;1994;5696.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;1995;9076.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;1996;6011.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;1997;4168.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;1998;8274.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;1999;9341.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;2000;8349.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;2001;6263.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;2002;10403.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;2003;10808.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;2004;13642.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;2005;14724.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;2006;17366.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;2007;20485.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;2008;23696.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;2009;15282.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;2010;14503.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;2011;17197.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;2012;18910.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;2013;15755.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;2014;14202.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;2015;20064.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;2016;21750.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;2017;28082.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;2018;29357.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;2019;27288.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;2020;22809.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;2021;23807.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;2022;32911.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;2023;39370.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Administrativní a podpůrné činnosti;2024;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";1990;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";1991;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";1992;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";1993;23895.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";1994;41197.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";1995;40797.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";1996;34251.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";1997;27082.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";1998;31726.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";1999;19848.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";2000;30701.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";2001;20184.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";2002;55032.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";2003;64481.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";2004;67702.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";2005;64677.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";2006;67775.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";2007;59241.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";2008;62992.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";2009;87553.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";2010;82388.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";2011;71352.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";2012;76206.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";2013;67859.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";2014;86328.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";2015;112243.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";2016;58284.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";2017;71486.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";2018;103428.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";2019;113185.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";2020;121742.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";2021;123177.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";2022;137456.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";2023;168864.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;"Veřejná správa a obrana; povinné sociální zabezpečení";2024;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;1990;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;1991;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;1992;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;1993;9302.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;1994;19578.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;1995;7588.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;1996;8922.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;1997;7750.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;1998;8470.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;1999;12438.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;2000;17321.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;2001;19671.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;2002;15212.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;2003;14867.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;2004;16853.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;2005;20795.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;2006;22594.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;2007;27615.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;2008;29074.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;2009;28371.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;2010;28287.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;2011;32260.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;2012;32924.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;2013;33996.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;2014;35943.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;2015;38884.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;2016;26899.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;2017;30412.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;2018;40746.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;2019;46458.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;2020;44362.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;2021;44840.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;2022;46003.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;2023;50056.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Vzdělávání;2024;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;1990;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;1991;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;1992;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;1993;7209.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;1994;8452.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;1995;9048.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;1996;16600.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;1997;9065.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;1998;9589.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;1999;7499.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;2000;19041.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;2001;22608.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;2002;21933.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;2003;18875.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;2004;22494.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;2005;19558.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;2006;21116.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;2007;18966.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;2008;20711.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;2009;26738.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;2010;26376.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;2011;24304.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;2012;21698.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;2013;18240.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;2014;19095.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;2015;26367.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;2016;22448.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;2017;23262.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;2018;22834.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;2019;26060.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;2020;30871.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;2021;35524.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;2022;40289.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;2023;53347.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Zdravotní a sociální péče;2024;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;1990;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;1991;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;1992;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;1993;2271.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;1994;2547.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;1995;3896.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;1996;4830.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;1997;5580.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;1998;8405.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;1999;7917.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;2000;10387.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;2001;11775.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;2002;10158.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;2003;17737.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;2004;11383.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;2005;14693.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;2006;11499.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;2007;12905.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;2008;14655.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;2009;15090.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;2010;11607.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;2011;13248.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;2012;11332.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;2013;11442.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;2014;10597.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;2015;12426.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;2016;13648.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;2017;12158.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;2018;14912.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;2019;15257.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;2020;16604.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;2021;16513.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;2022;14339.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;2023;19735.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Kulturní, zábavní a rekreační činnosti;2024;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;1990;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;1991;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;1992;
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;1993;1545.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;1994;962.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;1995;2264.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;1996;2718.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;1997;991.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;1998;2492.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;1999;5204.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;2000;4385.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;2001;2280.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;2002;4375.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;2003;4766.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;2004;4233.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;2005;5261.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;2006;6141.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;2007;5920.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;2008;5507.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;2009;5897.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;2010;4934.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;2011;4776.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;2012;5697.0
Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);Česko;Ostatní činnosti;2013;4006.0
