Území,Čtvrtletí,Typ ceny,Očištění,Země,Ukazatel,value
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Sint Maarten (nizozemská část),Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Sint Maarten (nizozemská část),Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Sint Maarten (nizozemská část),Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Sint Maarten (nizozemská část),Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Sint Maarten (nizozemská část),Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Sjednocená republika Tanzanie,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Sjednocená republika Tanzanie,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Sjednocená republika Tanzanie,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Sjednocená republika Tanzanie,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Sjednocená republika Tanzanie,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Sjednocená republika Tanzanie,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Sjednocená republika Tanzanie,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Slovensko,"Vývoz (v mil. Kč, FOB)",114407.11187
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Slovensko,"Dovoz (v mil. Kč, CIF)",67050.70757
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Slovensko,Bilance (v mil. Kč),47356.4043
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Slovensko,Obrat zboží (v mil. Kč),181457.81944
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Slovensko,Vývoz (meziroční index),99.5749491341
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Slovensko,Dovoz (meziroční index),117.7560920795
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Slovensko,Obrat zboží (meziroční index),105.5995391434
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Slovinsko,"Vývoz (v mil. Kč, FOB)",6351.328896
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Slovinsko,"Dovoz (v mil. Kč, CIF)",5992.683992
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Slovinsko,Bilance (v mil. Kč),358.644904
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Slovinsko,Obrat zboží (v mil. Kč),12344.012888
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Slovinsko,Vývoz (meziroční index),98.4292237904
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Slovinsko,Dovoz (meziroční index),112.9587332109
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Slovinsko,Obrat zboží (meziroční index),104.9849884189
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Somálsko,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Somálsko,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Somálsko,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Somálsko,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Somálsko,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Somálsko,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Somálsko,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené arabské emiráty,"Vývoz (v mil. Kč, FOB)",5438.752911
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené arabské emiráty,"Dovoz (v mil. Kč, CIF)",1331.389621
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené arabské emiráty,Bilance (v mil. Kč),4107.36329
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené arabské emiráty,Obrat zboží (v mil. Kč),6770.142532
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené arabské emiráty,Vývoz (meziroční index),116.7710966924
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené arabské emiráty,Dovoz (meziroční index),88.7401531496
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené arabské emiráty,Obrat zboží (meziroční index),109.9416258828
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené království,"Vývoz (v mil. Kč, FOB)",52004.989307
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené království,"Dovoz (v mil. Kč, CIF)",16310.500466
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené království,Bilance (v mil. Kč),35694.488841
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené království,Obrat zboží (v mil. Kč),68315.489773
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené království,Vývoz (meziroční index),113.2107961554
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené království,Dovoz (meziroční index),83.844299667
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené království,Obrat zboží (meziroční index),104.4743208657
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené království (Severní Irsko),"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené království (Severní Irsko),"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené království (Severní Irsko),Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené království (Severní Irsko),Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené království (Severní Irsko),Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené království (Severní Irsko),Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené království (Severní Irsko),Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené království (vyjma Severního Irska),"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené království (vyjma Severního Irska),"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené království (vyjma Severního Irska),Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené království (vyjma Severního Irska),Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené království (vyjma Severního Irska),Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené království (vyjma Severního Irska),Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené království (vyjma Severního Irska),Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené státy,"Vývoz (v mil. Kč, FOB)",34210.896867
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené státy,"Dovoz (v mil. Kč, CIF)",30050.366802
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené státy,Bilance (v mil. Kč),4160.530065
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené státy,Obrat zboží (v mil. Kč),64261.263669
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené státy,Vývoz (meziroční index),119.3368316186
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené státy,Dovoz (meziroční index),91.481712327
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Spojené státy,Obrat zboží (meziroční index),104.4626736127
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Srbsko,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Srbsko,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Srbsko,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Srbsko,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Srbsko,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Srbsko,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Srbsko,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Středoafrická republika,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Středoafrická republika,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Středoafrická republika,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Středoafrická republika,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Středoafrická republika,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Středoafrická republika,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Středoafrická republika,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Súdán,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Súdán,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Súdán,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Súdán,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Súdán,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Súdán,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Súdán,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Surinam,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Surinam,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Surinam,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Surinam,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Surinam,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Surinam,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Surinam,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,"Svatá Helena, Ascension a Tristan da Cunha","Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,"Svatá Helena, Ascension a Tristan da Cunha","Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,"Svatá Helena, Ascension a Tristan da Cunha",Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,"Svatá Helena, Ascension a Tristan da Cunha",Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,"Svatá Helena, Ascension a Tristan da Cunha",Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,"Svatá Helena, Ascension a Tristan da Cunha",Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,"Svatá Helena, Ascension a Tristan da Cunha",Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatá Lucie,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatá Lucie,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatá Lucie,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatá Lucie,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatá Lucie,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatá Lucie,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatá Lucie,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Bartoloměj,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Bartoloměj,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Bartoloměj,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Bartoloměj,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Bartoloměj,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Bartoloměj,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Bartoloměj,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Kryštof a Nevis,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Kryštof a Nevis,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Kryštof a Nevis,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Kryštof a Nevis,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Kryštof a Nevis,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Kryštof a Nevis,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Kryštof a Nevis,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý stolec,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý stolec,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý stolec,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý stolec,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý stolec,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý stolec,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý stolec,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Tomáš a Princův ostrov,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Tomáš a Princův ostrov,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Tomáš a Princův ostrov,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Tomáš a Princův ostrov,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Tomáš a Princův ostrov,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Tomáš a Princův ostrov,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Tomáš a Princův ostrov,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Vincenc a Grenadiny,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Vincenc a Grenadiny,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Vincenc a Grenadiny,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Vincenc a Grenadiny,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Vincenc a Grenadiny,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Vincenc a Grenadiny,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svatý Vincenc a Grenadiny,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svazijsko,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svazijsko,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svazijsko,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svazijsko,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svazijsko,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svazijsko,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Svazijsko,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Syrská arabská republika,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Syrská arabská republika,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Syrská arabská republika,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Syrská arabská republika,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Syrská arabská republika,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Syrská arabská republika,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Syrská arabská republika,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Šalamounovy ostrovy,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Šalamounovy ostrovy,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Šalamounovy ostrovy,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Šalamounovy ostrovy,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Šalamounovy ostrovy,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Šalamounovy ostrovy,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Šalamounovy ostrovy,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Španělsko,"Vývoz (v mil. Kč, FOB)",30142.243227
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Španělsko,"Dovoz (v mil. Kč, CIF)",25048.419279
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Španělsko,Bilance (v mil. Kč),5093.823948
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Španělsko,Obrat zboží (v mil. Kč),55190.662506
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Španělsko,Vývoz (meziroční index),98.1187507333
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Španělsko,Dovoz (meziroční index),108.1501992071
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Španělsko,Obrat zboží (meziroční index),102.4307781332
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Šrí Lanka,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Šrí Lanka,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Šrí Lanka,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Šrí Lanka,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Šrí Lanka,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Šrí Lanka,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Šrí Lanka,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Švédsko,"Vývoz (v mil. Kč, FOB)",16972.039617
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Švédsko,"Dovoz (v mil. Kč, CIF)",10389.071836
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Švédsko,Bilance (v mil. Kč),6582.967781
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Švédsko,Obrat zboží (v mil. Kč),27361.111453
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Švédsko,Vývoz (meziroční index),97.149198941
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Švédsko,Dovoz (meziroční index),97.2839496054
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Švédsko,Obrat zboží (meziroční index),97.2003200692
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Švýcarsko,"Vývoz (v mil. Kč, FOB)",19085.84914
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Švýcarsko,"Dovoz (v mil. Kč, CIF)",11238.586467
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Švýcarsko,Bilance (v mil. Kč),7847.262673
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Švýcarsko,Obrat zboží (v mil. Kč),30324.435607
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Švýcarsko,Vývoz (meziroční index),95.851547706
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Švýcarsko,Dovoz (meziroční index),104.0857287759
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Švýcarsko,Obrat zboží (meziroční index),98.7466956546
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tádžikistán,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tádžikistán,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tádžikistán,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tádžikistán,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tádžikistán,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tádžikistán,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tádžikistán,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Thajsko,"Vývoz (v mil. Kč, FOB)",1043.734053
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Thajsko,"Dovoz (v mil. Kč, CIF)",7572.592215
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Thajsko,Bilance (v mil. Kč),-6528.858162
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Thajsko,Obrat zboží (v mil. Kč),8616.326268
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Thajsko,Vývoz (meziroční index),107.6767773272
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Thajsko,Dovoz (meziroční index),135.7584962367
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Thajsko,Obrat zboží (meziroční index),131.6010308016
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tchaj-wan,"Vývoz (v mil. Kč, FOB)",2171.480828
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tchaj-wan,"Dovoz (v mil. Kč, CIF)",8889.182639
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tchaj-wan,Bilance (v mil. Kč),-6717.701811
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tchaj-wan,Obrat zboží (v mil. Kč),11060.663467
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tchaj-wan,Vývoz (meziroční index),112.8029348783
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tchaj-wan,Dovoz (meziroční index),111.1504831611
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tchaj-wan,Obrat zboží (meziroční index),111.4710697638
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Togo,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Togo,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Togo,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Togo,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Togo,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Togo,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Togo,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tokelau,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tokelau,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tokelau,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tokelau,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tokelau,Vývoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tokelau,Dovoz (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tokelau,Obrat zboží (meziroční index),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tonga,"Vývoz (v mil. Kč, FOB)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tonga,"Dovoz (v mil. Kč, CIF)",
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tonga,Bilance (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tonga,Obrat zboží (v mil. Kč),
Česko,4. čtvrtletí 2024,Běžné ceny,Bez očištění,Tonga,Vývoz (meziroční index),
