Ukazatel,Území,Měsíce,Komodity SITC,value
"Vývoz (v mil. Kč, FOB)",Česko,srpen 2023,"5 Chemikálie a příbuzné výrobky, j. n.",23811.48375
"Vývoz (v mil. Kč, FOB)",Česko,srpen 2023,6 Tržní výrobky tříděné hlavně podle materiálu,54125.893785
"Vývoz (v mil. Kč, FOB)",Česko,srpen 2023,7 Stroje a dopravní prostředky,179903.57242
"Vývoz (v mil. Kč, FOB)",Česko,srpen 2023,8 Průmyslové spotřební zboží,37738.319441
"Vývoz (v mil. Kč, FOB)",Česko,srpen 2023,"9 Komodity a předměty obchodu, j. n.",1063.270824
"Vývoz (v mil. Kč, FOB)",Česko,červenec 2023,0 Potraviny a živá zvířata,14622.647388
"Vývoz (v mil. Kč, FOB)",Česko,červenec 2023,1 Nápoje a tabák,1901.786399
"Vývoz (v mil. Kč, FOB)",Česko,červenec 2023,"2 Suroviny nepoživatelné, s výjimkou paliv",7437.225136
"Vývoz (v mil. Kč, FOB)",Česko,červenec 2023,"3 Minerální paliva, maziva a příbuzné materiály",8328.422358
"Vývoz (v mil. Kč, FOB)",Česko,červenec 2023,"4 Živočišné a rostlinné oleje, tuky a vosky",690.822652
"Vývoz (v mil. Kč, FOB)",Česko,červenec 2023,"5 Chemikálie a příbuzné výrobky, j. n.",23039.467628
"Vývoz (v mil. Kč, FOB)",Česko,červenec 2023,6 Tržní výrobky tříděné hlavně podle materiálu,52205.606203
"Vývoz (v mil. Kč, FOB)",Česko,červenec 2023,7 Stroje a dopravní prostředky,174312.116415
"Vývoz (v mil. Kč, FOB)",Česko,červenec 2023,8 Průmyslové spotřební zboží,33626.673775
"Vývoz (v mil. Kč, FOB)",Česko,červenec 2023,"9 Komodity a předměty obchodu, j. n.",969.696205
"Vývoz (v mil. Kč, FOB)",Česko,červen 2023,0 Potraviny a živá zvířata,16694.280657
"Vývoz (v mil. Kč, FOB)",Česko,červen 2023,1 Nápoje a tabák,2065.429019
"Vývoz (v mil. Kč, FOB)",Česko,červen 2023,"2 Suroviny nepoživatelné, s výjimkou paliv",9135.563499
"Vývoz (v mil. Kč, FOB)",Česko,červen 2023,"3 Minerální paliva, maziva a příbuzné materiály",8148.062527
"Vývoz (v mil. Kč, FOB)",Česko,červen 2023,"4 Živočišné a rostlinné oleje, tuky a vosky",1031.356961
"Vývoz (v mil. Kč, FOB)",Česko,červen 2023,"5 Chemikálie a příbuzné výrobky, j. n.",27257.69877
"Vývoz (v mil. Kč, FOB)",Česko,červen 2023,6 Tržní výrobky tříděné hlavně podle materiálu,63196.496018
"Vývoz (v mil. Kč, FOB)",Česko,červen 2023,7 Stroje a dopravní prostředky,228246.211827
"Vývoz (v mil. Kč, FOB)",Česko,červen 2023,8 Průmyslové spotřební zboží,45610.556118
"Vývoz (v mil. Kč, FOB)",Česko,červen 2023,"9 Komodity a předměty obchodu, j. n.",1083.651292
"Vývoz (v mil. Kč, FOB)",Česko,květen 2023,0 Potraviny a živá zvířata,16766.748886
"Vývoz (v mil. Kč, FOB)",Česko,květen 2023,1 Nápoje a tabák,2049.39898
"Vývoz (v mil. Kč, FOB)",Česko,květen 2023,"2 Suroviny nepoživatelné, s výjimkou paliv",9936.200942
"Vývoz (v mil. Kč, FOB)",Česko,květen 2023,"3 Minerální paliva, maziva a příbuzné materiály",7874.200435
"Vývoz (v mil. Kč, FOB)",Česko,květen 2023,"4 Živočišné a rostlinné oleje, tuky a vosky",1112.918783
"Vývoz (v mil. Kč, FOB)",Česko,květen 2023,"5 Chemikálie a příbuzné výrobky, j. n.",26423.6519
"Vývoz (v mil. Kč, FOB)",Česko,květen 2023,6 Tržní výrobky tříděné hlavně podle materiálu,63730.398796
"Vývoz (v mil. Kč, FOB)",Česko,květen 2023,7 Stroje a dopravní prostředky,213234.337864
"Vývoz (v mil. Kč, FOB)",Česko,květen 2023,8 Průmyslové spotřební zboží,41303.551293
"Vývoz (v mil. Kč, FOB)",Česko,květen 2023,"9 Komodity a předměty obchodu, j. n.",1177.7096
"Vývoz (v mil. Kč, FOB)",Česko,duben 2023,0 Potraviny a živá zvířata,14862.99023
"Vývoz (v mil. Kč, FOB)",Česko,duben 2023,1 Nápoje a tabák,1508.830051
"Vývoz (v mil. Kč, FOB)",Česko,duben 2023,"2 Suroviny nepoživatelné, s výjimkou paliv",8922.461075
"Vývoz (v mil. Kč, FOB)",Česko,duben 2023,"3 Minerální paliva, maziva a příbuzné materiály",9412.645024
"Vývoz (v mil. Kč, FOB)",Česko,duben 2023,"4 Živočišné a rostlinné oleje, tuky a vosky",906.257031
"Vývoz (v mil. Kč, FOB)",Česko,duben 2023,"5 Chemikálie a příbuzné výrobky, j. n.",24748.588851
"Vývoz (v mil. Kč, FOB)",Česko,duben 2023,6 Tržní výrobky tříděné hlavně podle materiálu,56942.226931
"Vývoz (v mil. Kč, FOB)",Česko,duben 2023,7 Stroje a dopravní prostředky,192177.067376
"Vývoz (v mil. Kč, FOB)",Česko,duben 2023,8 Průmyslové spotřební zboží,36654.861126
"Vývoz (v mil. Kč, FOB)",Česko,duben 2023,"9 Komodity a předměty obchodu, j. n.",952.278949
"Vývoz (v mil. Kč, FOB)",Česko,březen 2023,0 Potraviny a živá zvířata,17922.475402
"Vývoz (v mil. Kč, FOB)",Česko,březen 2023,1 Nápoje a tabák,1759.400772
"Vývoz (v mil. Kč, FOB)",Česko,březen 2023,"2 Suroviny nepoživatelné, s výjimkou paliv",10848.901349
"Vývoz (v mil. Kč, FOB)",Česko,březen 2023,"3 Minerální paliva, maziva a příbuzné materiály",10293.882591
"Vývoz (v mil. Kč, FOB)",Česko,březen 2023,"4 Živočišné a rostlinné oleje, tuky a vosky",1167.236065
"Vývoz (v mil. Kč, FOB)",Česko,březen 2023,"5 Chemikálie a příbuzné výrobky, j. n.",28869.094503
"Vývoz (v mil. Kč, FOB)",Česko,březen 2023,6 Tržní výrobky tříděné hlavně podle materiálu,69469.746406
"Vývoz (v mil. Kč, FOB)",Česko,březen 2023,7 Stroje a dopravní prostředky,234576.4906
"Vývoz (v mil. Kč, FOB)",Česko,březen 2023,8 Průmyslové spotřební zboží,45763.789735
"Vývoz (v mil. Kč, FOB)",Česko,březen 2023,"9 Komodity a předměty obchodu, j. n.",1102.143002
"Vývoz (v mil. Kč, FOB)",Česko,únor 2023,0 Potraviny a živá zvířata,15638.555558
"Vývoz (v mil. Kč, FOB)",Česko,únor 2023,1 Nápoje a tabák,1235.995639
"Vývoz (v mil. Kč, FOB)",Česko,únor 2023,"2 Suroviny nepoživatelné, s výjimkou paliv",8989.485442
"Vývoz (v mil. Kč, FOB)",Česko,únor 2023,"3 Minerální paliva, maziva a příbuzné materiály",11038.917613
"Vývoz (v mil. Kč, FOB)",Česko,únor 2023,"4 Živočišné a rostlinné oleje, tuky a vosky",1111.457886
"Vývoz (v mil. Kč, FOB)",Česko,únor 2023,"5 Chemikálie a příbuzné výrobky, j. n.",25396.423489
"Vývoz (v mil. Kč, FOB)",Česko,únor 2023,6 Tržní výrobky tříděné hlavně podle materiálu,62173.374026
"Vývoz (v mil. Kč, FOB)",Česko,únor 2023,7 Stroje a dopravní prostředky,196766.465911
"Vývoz (v mil. Kč, FOB)",Česko,únor 2023,8 Průmyslové spotřební zboží,37140.044553
"Vývoz (v mil. Kč, FOB)",Česko,únor 2023,"9 Komodity a předměty obchodu, j. n.",911.661856
"Vývoz (v mil. Kč, FOB)",Česko,leden 2023,0 Potraviny a živá zvířata,16046.985781
"Vývoz (v mil. Kč, FOB)",Česko,leden 2023,1 Nápoje a tabák,1357.144818
"Vývoz (v mil. Kč, FOB)",Česko,leden 2023,"2 Suroviny nepoživatelné, s výjimkou paliv",8625.468493
"Vývoz (v mil. Kč, FOB)",Česko,leden 2023,"3 Minerální paliva, maziva a příbuzné materiály",11870.829371
"Vývoz (v mil. Kč, FOB)",Česko,leden 2023,"4 Živočišné a rostlinné oleje, tuky a vosky",1206.928787
"Vývoz (v mil. Kč, FOB)",Česko,leden 2023,"5 Chemikálie a příbuzné výrobky, j. n.",25746.509358
"Vývoz (v mil. Kč, FOB)",Česko,leden 2023,6 Tržní výrobky tříděné hlavně podle materiálu,63904.421399
"Vývoz (v mil. Kč, FOB)",Česko,leden 2023,7 Stroje a dopravní prostředky,207656.841134
"Vývoz (v mil. Kč, FOB)",Česko,leden 2023,8 Průmyslové spotřební zboží,36360.597525
"Vývoz (v mil. Kč, FOB)",Česko,leden 2023,"9 Komodity a předměty obchodu, j. n.",1469.262573
"Vývoz (v mil. Kč, FOB)",Česko,prosinec 2022,0 Potraviny a živá zvířata,
"Vývoz (v mil. Kč, FOB)",Česko,prosinec 2022,1 Nápoje a tabák,
"Vývoz (v mil. Kč, FOB)",Česko,prosinec 2022,"2 Suroviny nepoživatelné, s výjimkou paliv",
"Vývoz (v mil. Kč, FOB)",Česko,prosinec 2022,"3 Minerální paliva, maziva a příbuzné materiály",
"Vývoz (v mil. Kč, FOB)",Česko,prosinec 2022,"4 Živočišné a rostlinné oleje, tuky a vosky",
"Vývoz (v mil. Kč, FOB)",Česko,prosinec 2022,"5 Chemikálie a příbuzné výrobky, j. n.",
"Vývoz (v mil. Kč, FOB)",Česko,prosinec 2022,6 Tržní výrobky tříděné hlavně podle materiálu,
"Vývoz (v mil. Kč, FOB)",Česko,prosinec 2022,7 Stroje a dopravní prostředky,
"Vývoz (v mil. Kč, FOB)",Česko,prosinec 2022,8 Průmyslové spotřební zboží,
"Vývoz (v mil. Kč, FOB)",Česko,prosinec 2022,"9 Komodity a předměty obchodu, j. n.",
"Vývoz (v mil. Kč, FOB)",Česko,listopad 2022,0 Potraviny a živá zvířata,
"Vývoz (v mil. Kč, FOB)",Česko,listopad 2022,1 Nápoje a tabák,
"Vývoz (v mil. Kč, FOB)",Česko,listopad 2022,"2 Suroviny nepoživatelné, s výjimkou paliv",
"Vývoz (v mil. Kč, FOB)",Česko,listopad 2022,"3 Minerální paliva, maziva a příbuzné materiály",
"Vývoz (v mil. Kč, FOB)",Česko,listopad 2022,"4 Živočišné a rostlinné oleje, tuky a vosky",
"Vývoz (v mil. Kč, FOB)",Česko,listopad 2022,"5 Chemikálie a příbuzné výrobky, j. n.",
"Vývoz (v mil. Kč, FOB)",Česko,listopad 2022,6 Tržní výrobky tříděné hlavně podle materiálu,
"Vývoz (v mil. Kč, FOB)",Česko,listopad 2022,7 Stroje a dopravní prostředky,
"Vývoz (v mil. Kč, FOB)",Česko,listopad 2022,8 Průmyslové spotřební zboží,
"Vývoz (v mil. Kč, FOB)",Česko,listopad 2022,"9 Komodity a předměty obchodu, j. n.",
"Vývoz (v mil. Kč, FOB)",Česko,říjen 2022,0 Potraviny a živá zvířata,
"Vývoz (v mil. Kč, FOB)",Česko,říjen 2022,1 Nápoje a tabák,
"Vývoz (v mil. Kč, FOB)",Česko,říjen 2022,"2 Suroviny nepoživatelné, s výjimkou paliv",
"Vývoz (v mil. Kč, FOB)",Česko,říjen 2022,"3 Minerální paliva, maziva a příbuzné materiály",
"Vývoz (v mil. Kč, FOB)",Česko,říjen 2022,"4 Živočišné a rostlinné oleje, tuky a vosky",
"Vývoz (v mil. Kč, FOB)",Česko,říjen 2022,"5 Chemikálie a příbuzné výrobky, j. n.",
"Vývoz (v mil. Kč, FOB)",Česko,říjen 2022,6 Tržní výrobky tříděné hlavně podle materiálu,
"Vývoz (v mil. Kč, FOB)",Česko,říjen 2022,7 Stroje a dopravní prostředky,
"Vývoz (v mil. Kč, FOB)",Česko,říjen 2022,8 Průmyslové spotřební zboží,
"Vývoz (v mil. Kč, FOB)",Česko,říjen 2022,"9 Komodity a předměty obchodu, j. n.",
"Vývoz (v mil. Kč, FOB)",Česko,září 2022,0 Potraviny a živá zvířata,
"Vývoz (v mil. Kč, FOB)",Česko,září 2022,1 Nápoje a tabák,
"Vývoz (v mil. Kč, FOB)",Česko,září 2022,"2 Suroviny nepoživatelné, s výjimkou paliv",
"Vývoz (v mil. Kč, FOB)",Česko,září 2022,"3 Minerální paliva, maziva a příbuzné materiály",
"Vývoz (v mil. Kč, FOB)",Česko,září 2022,"4 Živočišné a rostlinné oleje, tuky a vosky",
"Vývoz (v mil. Kč, FOB)",Česko,září 2022,"5 Chemikálie a příbuzné výrobky, j. n.",
"Vývoz (v mil. Kč, FOB)",Česko,září 2022,6 Tržní výrobky tříděné hlavně podle materiálu,
"Vývoz (v mil. Kč, FOB)",Česko,září 2022,7 Stroje a dopravní prostředky,
"Vývoz (v mil. Kč, FOB)",Česko,září 2022,8 Průmyslové spotřební zboží,
"Vývoz (v mil. Kč, FOB)",Česko,září 2022,"9 Komodity a předměty obchodu, j. n.",
