Území;Ukazatel;Typ indexu;Očištění;CZ-NACE;Kumulace měsíců;value
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – prosinec 2022;98.39781247
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – listopad 2022;99.5294822389
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – říjen 2022;100.5654944967
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – září 2022;102.0076378831
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – srpen 2022;103.7993307454
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červenec 2022;104.2260950559
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červen 2022;107.6946284358
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – květen 2022;110.4643801577
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – duben 2022;111.4655981952
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – březen 2022;121.2798607061
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – únor 2022;128.902837702
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2022;120.3569915044
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – prosinec 2021;112.1480706446
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – listopad 2021;111.7269360321
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – říjen 2021;111.1981271122
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – září 2021;110.8658015743
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – srpen 2021;109.8535149183
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červenec 2021;109.0174620127
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červen 2021;108.9726083263
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – květen 2021;104.461111831
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – duben 2021;99.3993432428
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – březen 2021;96.0881187229
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – únor 2021;86.3242776742
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2021;85.2189355994
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – prosinec 2020;91.1869156855
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – listopad 2020;90.7088635034
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – říjen 2020;90.0923699106
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – září 2020;90.9512502279
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – srpen 2020;91.458050357
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červenec 2020;92.4246469328
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červen 2020;92.6721131324
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – květen 2020;93.1370966313
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – duben 2020;96.3383601148
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – březen 2020;97.277440497
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – únor 2020;99.2568120459
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2020;101.8420670932
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – prosinec 2019;101.3601545053
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – listopad 2019;101.4765038074
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – říjen 2019;102.1836218897
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – září 2019;103.3023293889
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – srpen 2019;102.5359426897
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červenec 2019;104.05786896
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červen 2019;103.8712321674
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – květen 2019;107.6098653232
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – duben 2019;111.9838611843
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – březen 2019;114.5378401275
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – únor 2019;107.4397239806
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2019;101.3497399701
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – prosinec 2018;109.3492151775
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – listopad 2018;109.8601384478
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – říjen 2018;109.979767634
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – září 2018;109.3292992966
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – srpen 2018;109.4343667414
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červenec 2018;109.6110097204
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červen 2018;108.0611718235
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – květen 2018;107.9473519074
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – duben 2018;107.7329236633
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – březen 2018;102.9948752533
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – únor 2018;115.9135254426
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2018;122.4379736962
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – prosinec 2017;106.0954467678
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – listopad 2017;106.1130629772
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – říjen 2017;105.9579693856
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – září 2017;104.1692540572
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – srpen 2017;105.2490902561
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červenec 2017;105.0148322
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červen 2017;104.9002651425
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – květen 2017;104.5811824165
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – duben 2017;102.0990623831
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – březen 2017;105.5921487381
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – únor 2017;95.818379606
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2017;100.9596174169
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – prosinec 2016;94.6869069061
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – listopad 2016;94.8309016179
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – říjen 2016;94.1799722076
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – září 2016;94.9451687035
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – srpen 2016;95.0658786593
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červenec 2016;93.2610131249
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červen 2016;95.7144395087
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – květen 2016;94.5221503642
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – duben 2016;92.0906300419
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – březen 2016;94.0980125449
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – únor 2016;96.5393938292
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2016;88.4985291378
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – prosinec 2015;98.1265199567
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – listopad 2015;98.5148946405
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – říjen 2015;98.4369986715
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – září 2015;99.2674630896
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – srpen 2015;98.4672381587
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červenec 2015;97.8034034529
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červen 2015;96.3202322277
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – květen 2015;94.085602853
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – duben 2015;93.6183775297
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – březen 2015;96.2599743667
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – únor 2015;96.4159197706
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2015;99.1553798497
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – prosinec 2014;108.0285846459
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – listopad 2014;107.5155985026
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – říjen 2014;109.4381434143
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – září 2014;110.1185128578
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – srpen 2014;109.7540609837
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červenec 2014;112.9115138805
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červen 2014;115.6983489775
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – květen 2014;115.1442753741
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – duben 2014;121.9123526263
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – březen 2014;119.9820619811
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – únor 2014;110.0674333697
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2014;105.4247479059
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – prosinec 2013;95.2611831485
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – listopad 2013;94.3417953057
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – říjen 2013;93.4605946737
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – září 2013;92.5826822619
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – srpen 2013;91.5847241766
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červenec 2013;90.8575391335
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červen 2013;88.5438642494
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – květen 2013;90.5071949695
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – duben 2013;90.4931239275
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – březen 2013;88.3067608928
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – únor 2013;100.4310270027
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2013;98.5176642466
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – prosinec 2012;85.3679778151
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – listopad 2012;86.8552469559
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – říjen 2012;86.9319889076
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – září 2012;86.2360283285
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – srpen 2012;88.0739212862
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červenec 2012;87.968397439
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červen 2012;86.8730518458
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – květen 2012;87.3106432565
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – duben 2012;86.5143518195
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – březen 2012;84.5376237024
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – únor 2012;83.5262349009
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2012;88.8065086894
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – prosinec 2011;97.7294168856
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – listopad 2011;96.0991884154
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – říjen 2011;95.6056358171
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – září 2011;95.2843285635
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – srpen 2011;94.8897145735
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červenec 2011;94.906803301
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červen 2011;98.1313958545
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – květen 2011;100.1673968397
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – duben 2011;99.5813807391
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – březen 2011;111.133277174
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – únor 2011;121.986325727
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2011;128.2951962659
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – prosinec 2010;118.5371695534
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – listopad 2010;119.2271906282
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – říjen 2010;118.885788929
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – září 2010;119.0101832409
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – srpen 2010;119.3221361911
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červenec 2010;118.6378826627
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červen 2010;117.8763724061
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – květen 2010;116.6941164254
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – duben 2010;116.3886897216
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – březen 2010;114.4032225892
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – únor 2010;106.6235267014
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2010;109.3291241708
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – prosinec 2009;84.8687464607
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – listopad 2009;85.1589173487
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – říjen 2009;84.5180927183
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – září 2009;85.0536077234
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – srpen 2009;84.8827847152
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červenec 2009;83.7975058579
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červen 2009;83.2711700355
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – květen 2009;81.7761485808
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – duben 2009;79.4778364
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – březen 2009;74.5627682703
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – únor 2009;67.0568458797
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2009;68.6760982767
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – prosinec 2008;102.5984426047
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – listopad 2008;102.935602507
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – říjen 2008;104.6811445051
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – září 2008;106.6261672743
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – srpen 2008;104.4515813288
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červenec 2008;105.8170028294
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červen 2008;103.4108572204
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – květen 2008;101.8524557297
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – duben 2008;102.8906559256
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – březen 2008;100.4170463451
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – únor 2008;108.1264460352
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2008;100.755253815
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – prosinec 2007;93.8391193264
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – listopad 2007;94.4447591154
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – říjen 2007;95.5437389721
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – září 2007;95.1490235793
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – srpen 2007;98.5357147869
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červenec 2007;100.5899566449
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červen 2007;102.7077143339
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – květen 2007;108.770770195
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – duben 2007;119.7238300207
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – březen 2007;128.9994006797
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – únor 2007;129.1687081741
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2007;126.6819850414
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – prosinec 2006;109.258383795
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – listopad 2006;108.5865350486
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – říjen 2006;107.4487660495
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – září 2006;106.0498654067
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – srpen 2006;105.4805242131
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červenec 2006;104.762639311
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červen 2006;103.0786023514
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – květen 2006;101.2966425999
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – duben 2006;96.461172293
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – březen 2006;99.5153657001
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – únor 2006;97.5636089506
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2006;96.4534281064
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – prosinec 2005;105.1689652345
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – listopad 2005;105.7555179766
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – říjen 2005;105.892311629
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – září 2005;105.2268839647
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – srpen 2005;104.4081681482
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červenec 2005;103.4395425669
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červen 2005;104.3064151577
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – květen 2005;103.3905706519
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – duben 2005;101.2729272063
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – březen 2005;100.7668715503
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – únor 2005;107.9439524572
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2005;118.3930318777
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – prosinec 2004;103.8083090367
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – listopad 2004;102.8291974032
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – říjen 2004;101.7714081988
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – září 2004;102.2828907035
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – srpen 2004;103.7741530373
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červenec 2004;103.3902035633
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červen 2004;105.5356642473
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – květen 2004;106.2784132832
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – duben 2004;106.1717385043
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – březen 2004;101.6904285969
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – únor 2004;100.0007673028
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden 2004;92.044777213
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – prosinec 2003;117.7662586378
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – listopad 2003;117.7537702028
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – říjen 2003;118.1634383821
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – září 2003;118.6527401899
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – srpen 2003;118.0072123665
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červenec 2003;116.4740830634
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – červen 2003;114.0410823932
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Ostatní těžba a dobývání;leden – květen 2003;109.3490592077
