Území;Ukazatel;Typ indexu;Očištění;CZ-NACE;Kumulace měsíců;value
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – říjen 2003;103.8171749798
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – září 2003;103.9341221924
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – srpen 2003;103.5166704483
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – červenec 2003;103.3434757249
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – červen 2003;103.4811225391
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – květen 2003;102.9720153867
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – duben 2003;103.8832117204
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – březen 2003;103.9671595683
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – únor 2003;104.4252713866
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden 2003;106.3021587907
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – prosinec 2002;102.0652227105
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – listopad 2002;101.6071692102
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – říjen 2002;101.2511375878
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – září 2002;101.0924915697
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – srpen 2002;100.0796448696
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – červenec 2002;100.8084468544
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – červen 2002;99.4484805326
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – květen 2002;99.7800632119
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – duben 2002;99.7237889826
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – březen 2002;98.3791133196
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – únor 2002;98.8473545773
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden 2002;98.0087898196
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – prosinec 2001;107.4395845485
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – listopad 2001;108.1714998548
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – říjen 2001;108.4484440929
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – září 2001;108.9085869565
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – srpen 2001;110.0637519838
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – červenec 2001;110.8288712602
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – červen 2001;110.9042505945
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – květen 2001;111.738484352
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – duben 2001;112.4934959763
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – březen 2001;111.9885465431
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – únor 2001;113.7514199953
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden 2001;119.1851959979
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – prosinec 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – listopad 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – říjen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – září 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – srpen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – červenec 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – červen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – květen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – duben 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – březen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden – únor 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – březen 2025;96.2345090659
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – únor 2025;95.4798926791
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden 2025;96.5526953336
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – prosinec 2024;92.7289398893
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – listopad 2024;93.3529855656
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – říjen 2024;92.3706143472
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – září 2024;90.6754529017
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – srpen 2024;90.7957397472
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – červenec 2024;90.699260616
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – červen 2024;90.2647449217
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – květen 2024;89.4320109241
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – duben 2024;86.8597278181
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – březen 2024;84.1462673212
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – únor 2024;79.582162622
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden 2024;77.9256135638
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – prosinec 2023;83.0963960629
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – listopad 2023;82.8872732405
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – říjen 2023;83.526831347
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – září 2023;83.8206080998
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – srpen 2023;82.8500854573
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – červenec 2023;82.8882168362
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – červen 2023;83.9197606524
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – květen 2023;86.1970387763
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – duben 2023;88.1211666181
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – březen 2023;88.1049804867
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – únor 2023;95.0321067551
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden 2023;97.4744593396
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – prosinec 2022;101.1875063884
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – listopad 2022;101.6583207089
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – říjen 2022;101.7696905364
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – září 2022;101.7639525673
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – srpen 2022;101.6383756024
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – červenec 2022;100.4591433519
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – červen 2022;99.9584983014
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – květen 2022;99.0105578725
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – duben 2022;97.7557929978
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – březen 2022;99.2968935245
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – únor 2022;96.4576978262
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden 2022;93.234246752
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – prosinec 2021;107.7135584451
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – listopad 2021;108.6332364987
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – říjen 2021;109.4386024258
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – září 2021;110.3513513854
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – srpen 2021;110.3046398393
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – červenec 2021;109.6301881761
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – červen 2021;107.1955742792
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – květen 2021;105.4682258875
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – duben 2021;104.6002383166
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – březen 2021;103.0435254589
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – únor 2021;100.2827779568
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden 2021;97.9119830734
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – prosinec 2020;81.5514239947
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – listopad 2020;80.5809487128
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – říjen 2020;79.726840534
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – září 2020;79.0392391592
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – srpen 2020;79.3142022464
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – červenec 2020;80.7277223436
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – červen 2020;82.4833879288
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – květen 2020;83.5189309744
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – duben 2020;85.4949784388
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – březen 2020;88.6754861695
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden – únor 2020;93.8471099737
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden 2020;100.363440815
