Ukazatel,Příčiny smrti,Pohlaví,Území,Rok,value
Standardizované míry úmrtnosti,Novotvary,Celkem,Olomoucký kraj,2010,315.2807012
Standardizované míry úmrtnosti,Novotvary,Celkem,Olomoucký kraj,2009,300.3006316
Standardizované míry úmrtnosti,Novotvary,Celkem,Olomoucký kraj,2008,301.1984245
Standardizované míry úmrtnosti,Novotvary,Celkem,Olomoucký kraj,2007,311.5701759
Standardizované míry úmrtnosti,Novotvary,Celkem,Olomoucký kraj,2006,342.2187228
Standardizované míry úmrtnosti,Novotvary,Celkem,Olomoucký kraj,2005,344.2981795
Standardizované míry úmrtnosti,Novotvary,Celkem,Olomoucký kraj,2004,364.8541758
Standardizované míry úmrtnosti,Novotvary,Celkem,Olomoucký kraj,2003,379.2701464
Standardizované míry úmrtnosti,Novotvary,Celkem,Olomoucký kraj,2002,370.1027059
Standardizované míry úmrtnosti,Novotvary,Celkem,Olomoucký kraj,2001,377.4866342
Standardizované míry úmrtnosti,Novotvary,Celkem,Olomoucký kraj,2000,366.1967767
Standardizované míry úmrtnosti,Novotvary,Celkem,Zlínský kraj,2024,246.3999587
Standardizované míry úmrtnosti,Novotvary,Celkem,Zlínský kraj,2023,250.6524181583
Standardizované míry úmrtnosti,Novotvary,Celkem,Zlínský kraj,2022,245.7284019
Standardizované míry úmrtnosti,Novotvary,Celkem,Zlínský kraj,2021,255.452268
Standardizované míry úmrtnosti,Novotvary,Celkem,Zlínský kraj,2020,260.2706783
Standardizované míry úmrtnosti,Novotvary,Celkem,Zlínský kraj,2019,254.971865
Standardizované míry úmrtnosti,Novotvary,Celkem,Zlínský kraj,2018,249.7458862
Standardizované míry úmrtnosti,Novotvary,Celkem,Zlínský kraj,2017,256.2305999
Standardizované míry úmrtnosti,Novotvary,Celkem,Zlínský kraj,2016,264.1661497
Standardizované míry úmrtnosti,Novotvary,Celkem,Zlínský kraj,2015,260.0951679
Standardizované míry úmrtnosti,Novotvary,Celkem,Zlínský kraj,2014,278.6977411
Standardizované míry úmrtnosti,Novotvary,Celkem,Zlínský kraj,2013,260.2448133
Standardizované míry úmrtnosti,Novotvary,Celkem,Zlínský kraj,2012,262.189145
Standardizované míry úmrtnosti,Novotvary,Celkem,Zlínský kraj,2011,286.0971049
Standardizované míry úmrtnosti,Novotvary,Celkem,Zlínský kraj,2010,272.7102636
Standardizované míry úmrtnosti,Novotvary,Celkem,Zlínský kraj,2009,287.3094781
Standardizované míry úmrtnosti,Novotvary,Celkem,Zlínský kraj,2008,287.0012081
Standardizované míry úmrtnosti,Novotvary,Celkem,Zlínský kraj,2007,280.6830255
Standardizované míry úmrtnosti,Novotvary,Celkem,Zlínský kraj,2006,305.7790879
Standardizované míry úmrtnosti,Novotvary,Celkem,Zlínský kraj,2005,317.7932343
Standardizované míry úmrtnosti,Novotvary,Celkem,Zlínský kraj,2004,297.6368777
Standardizované míry úmrtnosti,Novotvary,Celkem,Zlínský kraj,2003,339.5158673
Standardizované míry úmrtnosti,Novotvary,Celkem,Zlínský kraj,2002,304.280178
Standardizované míry úmrtnosti,Novotvary,Celkem,Zlínský kraj,2001,327.0832711
Standardizované míry úmrtnosti,Novotvary,Celkem,Zlínský kraj,2000,324.5979394
Standardizované míry úmrtnosti,Novotvary,Celkem,Moravskoslezský kraj,2024,260.4187375
Standardizované míry úmrtnosti,Novotvary,Celkem,Moravskoslezský kraj,2023,267.2903197817
Standardizované míry úmrtnosti,Novotvary,Celkem,Moravskoslezský kraj,2022,270.0080505
Standardizované míry úmrtnosti,Novotvary,Celkem,Moravskoslezský kraj,2021,269.8488171
Standardizované míry úmrtnosti,Novotvary,Celkem,Moravskoslezský kraj,2020,282.7221213
Standardizované míry úmrtnosti,Novotvary,Celkem,Moravskoslezský kraj,2019,293.1143597
Standardizované míry úmrtnosti,Novotvary,Celkem,Moravskoslezský kraj,2018,279.9926092
Standardizované míry úmrtnosti,Novotvary,Celkem,Moravskoslezský kraj,2017,280.6790643
Standardizované míry úmrtnosti,Novotvary,Celkem,Moravskoslezský kraj,2016,274.0261753
Standardizované míry úmrtnosti,Novotvary,Celkem,Moravskoslezský kraj,2015,285.6964359
Standardizované míry úmrtnosti,Novotvary,Celkem,Moravskoslezský kraj,2014,301.1358838
Standardizované míry úmrtnosti,Novotvary,Celkem,Moravskoslezský kraj,2013,303.4414227
Standardizované míry úmrtnosti,Novotvary,Celkem,Moravskoslezský kraj,2012,313.4393858
Standardizované míry úmrtnosti,Novotvary,Celkem,Moravskoslezský kraj,2011,326.5522194
Standardizované míry úmrtnosti,Novotvary,Celkem,Moravskoslezský kraj,2010,326.8400226
Standardizované míry úmrtnosti,Novotvary,Celkem,Moravskoslezský kraj,2009,329.4482421
Standardizované míry úmrtnosti,Novotvary,Celkem,Moravskoslezský kraj,2008,333.951379
Standardizované míry úmrtnosti,Novotvary,Celkem,Moravskoslezský kraj,2007,328.4566837
Standardizované míry úmrtnosti,Novotvary,Celkem,Moravskoslezský kraj,2006,344.7314475
Standardizované míry úmrtnosti,Novotvary,Celkem,Moravskoslezský kraj,2005,347.8003904
Standardizované míry úmrtnosti,Novotvary,Celkem,Moravskoslezský kraj,2004,391.2513354
Standardizované míry úmrtnosti,Novotvary,Celkem,Moravskoslezský kraj,2003,365.9079332
Standardizované míry úmrtnosti,Novotvary,Celkem,Moravskoslezský kraj,2002,385.5504814
Standardizované míry úmrtnosti,Novotvary,Celkem,Moravskoslezský kraj,2001,383.3935722
Standardizované míry úmrtnosti,Novotvary,Celkem,Moravskoslezský kraj,2000,390.4662358
