Stát,Roky,Ukazatel,Velkost zpravodajské jednotky,value
Česko,2023,"Nepřímé náklady - sociální požitky - příspěvky ve formě spoření, prodej akcií",250 až 499 zaměstnanců,22.5590473879
Česko,2023,"Nepřímé náklady - sociální požitky - příspěvky ve formě spoření, prodej akcií",500 až 999 zaměstnanců,23.9325380714
Česko,2023,"Nepřímé náklady - sociální požitky - příspěvky ve formě spoření, prodej akcií",1 000 a více zaměstnanců,25.1662335367
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,Celkem zaměstnanců,105.0110358277
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,1 až 9 zaměstnanců,1.9365426293
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,10 až 19 zaměstnanců,5.37950854
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,20 a více zaměstnanců,129.2800826264
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,20 až 49 zaměstnanců,8.457059232
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,50 až 99 zaměstnanců,17.0227216854
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,100 až 249 zaměstnanců,25.7680130377
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,250 až 499 zaměstnanců,89.4910699714
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,500 až 999 zaměstnanců,154.6555829839
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,1 000 a více zaměstnanců,302.7991254214
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,Celkem zaměstnanců,6.5387396872
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,1 až 9 zaměstnanců,0.1911494603
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,10 až 19 zaměstnanců,0.6307710231
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,20 a více zaměstnanců,8.012674141
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,20 až 49 zaměstnanců,1.0955003377
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,50 až 99 zaměstnanců,4.2900417228
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,100 až 249 zaměstnanců,9.3628399023
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,250 až 499 zaměstnanců,6.5909193726
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,500 až 999 zaměstnanců,9.4632827089
Česko,2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,1 000 a více zaměstnanců,12.3055949804
Česko,2023,Nepřímé náklady - sociální náklady/výdaje,Celkem zaměstnanců,15500.0056688745
Česko,2023,Nepřímé náklady - sociální náklady/výdaje,1 až 9 zaměstnanců,9758.7637015929
Česko,2023,Nepřímé náklady - sociální náklady/výdaje,10 až 19 zaměstnanců,11961.2047085362
Česko,2023,Nepřímé náklady - sociální náklady/výdaje,20 a více zaměstnanců,16669.6652473444
Česko,2023,Nepřímé náklady - sociální náklady/výdaje,20 až 49 zaměstnanců,13714.9470101826
Česko,2023,Nepřímé náklady - sociální náklady/výdaje,50 až 99 zaměstnanců,14923.5712131224
Česko,2023,Nepřímé náklady - sociální náklady/výdaje,100 až 249 zaměstnanců,15621.0643184029
Česko,2023,Nepřímé náklady - sociální náklady/výdaje,250 až 499 zaměstnanců,16517.6702521244
Česko,2023,Nepřímé náklady - sociální náklady/výdaje,500 až 999 zaměstnanců,17995.7682003678
Česko,2023,Nepřímé náklady - sociální náklady/výdaje,1 000 a více zaměstnanců,19040.8151652539
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,Celkem zaměstnanců,14650.873383429
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,1 až 9 zaměstnanců,9520.9998230556
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,10 až 19 zaměstnanců,11472.4079832285
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,20 a více zaměstnanců,15697.4739308055
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,20 až 49 zaměstnanců,13175.0746771899
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,50 až 99 zaměstnanců,14327.0020160618
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,100 až 249 zaměstnanců,14805.7549378408
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,250 až 499 zaměstnanců,15562.8750769001
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,500 až 999 zaměstnanců,16781.6529512913
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,1 000 a více zaměstnanců,17684.8552178969
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,Celkem zaměstnanců,294.0725032655
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,1 až 9 zaměstnanců,33.855471179
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,10 až 19 zaměstnanců,135.4717268202
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,20 a více zaměstnanců,346.9239959184
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,20 až 49 zaměstnanců,151.4645989022
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,50 až 99 zaměstnanců,153.9415975406
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,100 až 249 zaměstnanců,204.3040226217
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,250 až 499 zaměstnanců,369.9061636286
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,500 až 999 zaměstnanců,456.1281693398
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,1 000 a více zaměstnanců,558.983750465
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,Celkem zaměstnanců,329.0655654138
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,1 až 9 zaměstnanců,128.8781179819
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,10 až 19 zaměstnanců,245.964919394
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,20 a více zaměstnanců,366.200066994
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,20 až 49 zaměstnanců,292.9364269691
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,50 až 99 zaměstnanců,332.4695061693
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,100 až 249 zaměstnanců,363.6379994644
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,250 až 499 zaměstnanců,376.4878412199
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,500 až 999 zaměstnanců,462.6878786435
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,1 000 a více zaměstnanců,378.2398708643
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,Celkem zaměstnanců,191.2149367855
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,1 až 9 zaměstnanců,74.2551693949
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,10 až 19 zaměstnanců,105.0205411607
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,20 a více zaměstnanců,216.320463335
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,20 až 49 zaměstnanců,93.1241038058
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,50 až 99 zaměstnanců,107.355069412
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,100 až 249 zaměstnanců,241.8109698901
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,250 až 499 zaměstnanců,184.436472746
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,500 až 999 zaměstnanců,257.7839764268
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,1 000 a více zaměstnanců,308.1496774926
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,Celkem zaměstnanců,34.7792799808
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,1 až 9 zaměstnanců,0.7751199815
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,10 až 19 zaměstnanců,2.3395379327
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,20 a více zaměstnanců,42.7467902915
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,20 až 49 zaměstnanců,2.3472033157
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,50 až 99 zaměstnanců,2.8030239387
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,100 až 249 zaměstnanců,5.5563885859
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,250 až 499 zaměstnanců,23.9646976298
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,500 až 999 zaměstnanců,37.5152246664
Česko,2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,1 000 a více zaměstnanců,110.586648535
Česko,2023,Nepřímé náklady - personální náklady/výdaje,Celkem zaměstnanců,573.2934581778
Česko,2023,Nepřímé náklady - personální náklady/výdaje,1 až 9 zaměstnanců,205.5323196816
Česko,2023,Nepřímé náklady - personální náklady/výdaje,10 až 19 zaměstnanců,294.2693784518
Česko,2023,Nepřímé náklady - personální náklady/výdaje,20 a více zaměstnanců,652.9583457685
Česko,2023,Nepřímé náklady - personální náklady/výdaje,20 až 49 zaměstnanců,300.6463918005
Česko,2023,Nepřímé náklady - personální náklady/výdaje,50 až 99 zaměstnanců,299.5767403725
Česko,2023,Nepřímé náklady - personální náklady/výdaje,100 až 249 zaměstnanců,417.0150854473
Česko,2023,Nepřímé náklady - personální náklady/výdaje,250 až 499 zaměstnanců,609.1879495351
Česko,2023,Nepřímé náklady - personální náklady/výdaje,500 až 999 zaměstnanců,682.534790183
Česko,2023,Nepřímé náklady - personální náklady/výdaje,1 000 a více zaměstnanců,1121.9324411556
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,Celkem zaměstnanců,124.985605967
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,1 až 9 zaměstnanců,20.685911933
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,10 až 19 zaměstnanců,45.230828628
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,20 a více zaměstnanců,147.6354383013
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,20 až 49 zaměstnanců,48.8933444142
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,50 až 99 zaměstnanců,52.1382684933
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,100 až 249 zaměstnanců,67.9213023467
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,250 až 499 zaměstnanců,116.5207581414
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,500 až 999 zaměstnanců,127.4559589035
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,1 000 a více zaměstnanců,303.1308142935
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,Celkem zaměstnanců,3.470796635
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,1 až 9 zaměstnanců,0.2514263752
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,10 až 19 zaměstnanců,0.8073266178
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,20 a více zaměstnanců,4.1881897927
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,20 až 49 zaměstnanců,0.7103693164
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,50 až 99 zaměstnanců,0.8783800819
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,100 až 249 zaměstnanců,1.6525773612
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,250 až 499 zaměstnanců,5.0773568481
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,500 až 999 zaměstnanců,3.4892789804
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,1 000 a více zaměstnanců,8.6997712748
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,Celkem zaměstnanců,169.8101386744
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,1 až 9 zaměstnanců,84.4689659925
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,10 až 19 zaměstnanců,110.9186573072
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,20 a více zaměstnanců,187.766264667
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,20 až 49 zaměstnanců,113.2677431935
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,50 až 99 zaměstnanců,117.825265516
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,100 až 249 zaměstnanců,162.1026050112
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,250 až 499 zaměstnanců,199.6596638749
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,500 až 999 zaměstnanců,225.8280876345
Česko,2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,1 000 a více zaměstnanců,250.975295576
Česko,2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",Celkem zaměstnanců,194.6551405629
Česko,2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",1 až 9 zaměstnanců,94.56254947
Česko,2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",10 až 19 zaměstnanců,127.8086083233
Česko,2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",20 a více zaměstnanců,215.5135330415
Česko,2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",20 až 49 zaměstnanců,128.1336090958
Česko,2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",50 až 99 zaměstnanců,118.9082883058
Česko,2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",100 až 249 zaměstnanců,156.9076428068
Česko,2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",250 až 499 zaměstnanců,202.8728211903
Česko,2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",500 až 999 zaměstnanců,241.4604602969
Česko,2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",1 000 a více zaměstnanců,329.7166242839
Česko,2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,Celkem zaměstnanců,80.3717763385
Česko,2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,1 až 9 zaměstnanců,5.5634659109
Česko,2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,10 až 19 zaměstnanců,9.5039575756
Česko,2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,20 a více zaměstnanců,97.854919966
Česko,2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,20 až 49 zaměstnanců,9.6413257806
Česko,2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,50 až 99 zaměstnanců,9.8265379755
Česko,2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,100 až 249 zaměstnanců,28.4309579214
Česko,2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,250 až 499 zaměstnanců,85.0573494804
Česko,2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,500 až 999 zaměstnanců,84.3010043677
Česko,2023,Nepřímé náklady - personální náklady/výdaje - ostatní personální náklady,1 000 a více zaměstnanců,229.4099357274
Česko,2023,Nepřímé náklady - daně a dotace,Celkem zaměstnanců,-101.8435488925
Česko,2023,Nepřímé náklady - daně a dotace,1 až 9 zaměstnanců,-81.4991323238
Česko,2023,Nepřímé náklady - daně a dotace,10 až 19 zaměstnanců,-97.4046318157
Česko,2023,Nepřímé náklady - daně a dotace,20 a více zaměstnanců,-105.2545199866
Česko,2023,Nepřímé náklady - daně a dotace,20 až 49 zaměstnanců,-135.7138682314
Česko,2023,Nepřímé náklady - daně a dotace,50 až 99 zaměstnanců,-154.0405391457
Česko,2023,Nepřímé náklady - daně a dotace,100 až 249 zaměstnanců,-145.6524669431
Česko,2023,Nepřímé náklady - daně a dotace,250 až 499 zaměstnanců,-117.4201792482
Česko,2023,Nepřímé náklady - daně a dotace,500 až 999 zaměstnanců,-176.1210985561
Česko,2023,Nepřímé náklady - daně a dotace,1 000 a více zaměstnanců,-14.5135699323
Česko,2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,Celkem zaměstnanců,11.6543350717
Česko,2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,1 až 9 zaměstnanců,38.6264922577
Česko,2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,10 až 19 zaměstnanců,24.3553154892
Česko,2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,20 a více zaměstnanců,6.5147639508
Česko,2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,20 až 49 zaměstnanců,25.7484894767
Česko,2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,50 až 99 zaměstnanců,8.1611799004
Česko,2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,100 až 249 zaměstnanců,5.9356093153
Česko,2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,250 až 499 zaměstnanců,1.3741758518
Česko,2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,500 až 999 zaměstnanců,2.4431779334
Česko,2023,Nepřímé náklady - daně a dotace - daně a sankce související se zaměstnáváním lidí,1 000 a více zaměstnanců,0.3683348935
Česko,2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,Celkem zaměstnanců,113.4978839642
Česko,2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,1 až 9 zaměstnanců,120.1256245815
Česko,2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,10 až 19 zaměstnanců,121.7599473048
Česko,2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,20 a více zaměstnanců,111.7692839373
Česko,2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,20 až 49 zaměstnanců,161.4623577081
Česko,2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,50 až 99 zaměstnanců,162.2017190461
Česko,2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,100 až 249 zaměstnanců,151.5880762584
Česko,2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,250 až 499 zaměstnanců,118.7943551
Česko,2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,500 až 999 zaměstnanců,178.5642764895
Česko,2023,Nepřímé náklady - daně a dotace - dotace na pracovní sílu,1 000 a více zaměstnanců,14.8819048258
