Území;Měsíce;Země;Ukazatel;value
Česko;prosinec 2024;Švédsko;Obrat - pohyb zboží (v mil. Kč);9716.723777
Česko;prosinec 2024;Švédsko;Pohyb zboží z ČR (meziroční index );97.7950931715
Česko;prosinec 2024;Švédsko;Pohyb zboží do ČR (meziroční index);97.5471979711
Česko;prosinec 2024;Švédsko;Obrat pohybu zboží (meziroční index);97.7144488753
Česko;prosinec 2024;Švýcarsko;Pohyb zboží z ČR (v mil. Kč, FOB);5547.076852
Česko;prosinec 2024;Švýcarsko;Pohyb zboží do ČR (v mil. Kč, CIF);3403.197202
Česko;prosinec 2024;Švýcarsko;Bilance - pohyb zboží (v mil. Kč);2143.87965
Česko;prosinec 2024;Švýcarsko;Obrat - pohyb zboží (v mil. Kč);8950.274054
Česko;prosinec 2024;Švýcarsko;Pohyb zboží z ČR (meziroční index );91.5701837828
Česko;prosinec 2024;Švýcarsko;Pohyb zboží do ČR (meziroční index);109.2245187048
Česko;prosinec 2024;Švýcarsko;Obrat pohybu zboží (meziroční index);97.5664735519
Česko;prosinec 2024;Tádžikistán;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Tádžikistán;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Tádžikistán;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Tádžikistán;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Tádžikistán;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Tádžikistán;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Tádžikistán;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Thajsko;Pohyb zboží z ČR (v mil. Kč, FOB);391.290251
Česko;prosinec 2024;Thajsko;Pohyb zboží do ČR (v mil. Kč, CIF);3289.971689
Česko;prosinec 2024;Thajsko;Bilance - pohyb zboží (v mil. Kč);-2898.681438
Česko;prosinec 2024;Thajsko;Obrat - pohyb zboží (v mil. Kč);3681.26194
Česko;prosinec 2024;Thajsko;Pohyb zboží z ČR (meziroční index );93.7618075457
Česko;prosinec 2024;Thajsko;Pohyb zboží do ČR (meziroční index);137.0500486495
Česko;prosinec 2024;Thajsko;Obrat pohybu zboží (meziroční index);130.6391400033
Česko;prosinec 2024;Tchaj-wan;Pohyb zboží z ČR (v mil. Kč, FOB);774.546788
Česko;prosinec 2024;Tchaj-wan;Pohyb zboží do ČR (v mil. Kč, CIF);2399.761826
Česko;prosinec 2024;Tchaj-wan;Bilance - pohyb zboží (v mil. Kč);-1625.215038
Česko;prosinec 2024;Tchaj-wan;Obrat - pohyb zboží (v mil. Kč);3174.308614
Česko;prosinec 2024;Tchaj-wan;Pohyb zboží z ČR (meziroční index );171.8090507777
Česko;prosinec 2024;Tchaj-wan;Pohyb zboží do ČR (meziroční index);106.8651567553
Česko;prosinec 2024;Tchaj-wan;Obrat pohybu zboží (meziroční index);117.7232354812
Česko;prosinec 2024;Togo;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Togo;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Togo;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Togo;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Togo;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Togo;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Togo;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Tokelau;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Tokelau;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Tokelau;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Tokelau;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Tokelau;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Tokelau;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Tokelau;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Tonga;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Tonga;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Tonga;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Tonga;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Tonga;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Tonga;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Tonga;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Trinidad a Tobago;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Trinidad a Tobago;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Trinidad a Tobago;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Trinidad a Tobago;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Trinidad a Tobago;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Trinidad a Tobago;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Trinidad a Tobago;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Tunisko;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Tunisko;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Tunisko;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Tunisko;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Tunisko;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Tunisko;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Tunisko;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Turecko;Pohyb zboží z ČR (v mil. Kč, FOB);9451.914513
Česko;prosinec 2024;Turecko;Pohyb zboží do ČR (v mil. Kč, CIF);6096.957013
Česko;prosinec 2024;Turecko;Bilance - pohyb zboží (v mil. Kč);3354.9575
Česko;prosinec 2024;Turecko;Obrat - pohyb zboží (v mil. Kč);15548.871526
Česko;prosinec 2024;Turecko;Pohyb zboží z ČR (meziroční index );152.0256018827
Česko;prosinec 2024;Turecko;Pohyb zboží do ČR (meziroční index);131.5417407116
Česko;prosinec 2024;Turecko;Obrat pohybu zboží (meziroční index);143.2769938751
Česko;prosinec 2024;Turkmenistán;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Turkmenistán;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Turkmenistán;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Turkmenistán;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Turkmenistán;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Turkmenistán;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Turkmenistán;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Tuvalu;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Tuvalu;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Tuvalu;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Tuvalu;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Tuvalu;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Tuvalu;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Tuvalu;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Uganda;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Uganda;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Uganda;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Uganda;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Uganda;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Uganda;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Uganda;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Ukrajina;Pohyb zboží z ČR (v mil. Kč, FOB);6884.72331
Česko;prosinec 2024;Ukrajina;Pohyb zboží do ČR (v mil. Kč, CIF);2822.305313
Česko;prosinec 2024;Ukrajina;Bilance - pohyb zboží (v mil. Kč);4062.417997
Česko;prosinec 2024;Ukrajina;Obrat - pohyb zboží (v mil. Kč);9707.028623
Česko;prosinec 2024;Ukrajina;Pohyb zboží z ČR (meziroční index );167.4358712205
Česko;prosinec 2024;Ukrajina;Pohyb zboží do ČR (meziroční index);125.7241999863
Česko;prosinec 2024;Ukrajina;Obrat pohybu zboží (meziroční index);152.7055810222
Česko;prosinec 2024;Uruguay;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Uruguay;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Uruguay;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Uruguay;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Uruguay;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Uruguay;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Uruguay;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Uzbekistán;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Uzbekistán;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Uzbekistán;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Uzbekistán;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Uzbekistán;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Uzbekistán;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Uzbekistán;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Vánoční ostrov;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Vánoční ostrov;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Vánoční ostrov;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Vánoční ostrov;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Vánoční ostrov;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Vánoční ostrov;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Vánoční ostrov;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Vanuatu;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Vanuatu;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Vanuatu;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Vanuatu;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Vanuatu;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Vanuatu;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Vanuatu;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Vietnam;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Vietnam;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Vietnam;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Vietnam;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Vietnam;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Vietnam;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Vietnam;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Volné moře;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Volné moře;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Volné moře;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Volné moře;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Volné moře;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Volné moře;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Volné moře;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Východní Timor;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Východní Timor;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Východní Timor;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Východní Timor;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Východní Timor;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Východní Timor;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Východní Timor;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Wallis a Futuna;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Wallis a Futuna;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Wallis a Futuna;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Wallis a Futuna;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Wallis a Futuna;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Wallis a Futuna;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Wallis a Futuna;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Zambie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Zambie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Zambie;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Zambie;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Zambie;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Zambie;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Zambie;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Západní Sahara;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Západní Sahara;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Západní Sahara;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Západní Sahara;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Západní Sahara;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Západní Sahara;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Západní Sahara;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Země a území neuváděné;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Země a území neuváděné;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Země a území neuváděné;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Země a území neuváděné;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Země a území neuváděné;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Země a území neuváděné;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Země a území neuváděné;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Země a území neuváděné v rámci obchodu se zeměmi mimo Unii;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Země a území neuváděné v rámci obchodu se zeměmi mimo Unii;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Země a území neuváděné v rámci obchodu se zeměmi mimo Unii;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Země a území neuváděné v rámci obchodu se zeměmi mimo Unii;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Země a území neuváděné v rámci obchodu se zeměmi mimo Unii;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Země a území neuváděné v rámci obchodu se zeměmi mimo Unii;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Země a území neuváděné v rámci obchodu se zeměmi mimo Unii;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Země a území neuváděné v rámci obchodu uvnitř Unie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Země a území neuváděné v rámci obchodu uvnitř Unie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Země a území neuváděné v rámci obchodu uvnitř Unie;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Země a území neuváděné v rámci obchodu uvnitř Unie;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Země a území neuváděné v rámci obchodu uvnitř Unie;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Země a území neuváděné v rámci obchodu uvnitř Unie;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Země a území neuváděné v rámci obchodu uvnitř Unie;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Země a území neuváděné z obchodních nebo vojenských důvodů;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Země a území neuváděné z obchodních nebo vojenských důvodů;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Země a území neuváděné z obchodních nebo vojenských důvodů;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Země a území neuváděné z obchodních nebo vojenských důvodů;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Země a území neuváděné z obchodních nebo vojenských důvodů;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Země a území neuváděné z obchodních nebo vojenských důvodů;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Země a území neuváděné z obchodních nebo vojenských důvodů;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Zimbabwe;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Zimbabwe;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Zimbabwe;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Zimbabwe;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Zimbabwe;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Zimbabwe;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Zimbabwe;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Svět bez 50 vybraných zemí;Pohyb zboží z ČR (v mil. Kč, FOB);17770.722828
Česko;prosinec 2024;Svět bez 50 vybraných zemí;Pohyb zboží do ČR (v mil. Kč, CIF);21282.83375
Česko;prosinec 2024;Svět bez 50 vybraných zemí;Bilance - pohyb zboží (v mil. Kč);-3512.110922
Česko;prosinec 2024;Svět bez 50 vybraných zemí;Obrat - pohyb zboží (v mil. Kč);39053.556578
Česko;prosinec 2024;Svět bez 50 vybraných zemí;Pohyb zboží z ČR (meziroční index );119.7665230658
Česko;prosinec 2024;Svět bez 50 vybraných zemí;Pohyb zboží do ČR (meziroční index);129.3159040719
Česko;prosinec 2024;Svět bez 50 vybraných zemí;Obrat pohybu zboží (meziroční index);124.788403534
