PCSU;Kraje;Roky;Ukazatel;Směr výstavby;value
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Počet vydaných stavebních povolení - budovy;Nová výstavba;622.0
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;3323.0
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Počet vydaných stavebních povolení - budovy bytové;Celkem;2456.0
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;487.0
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;1969.0
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Počet vydaných stavebních povolení - budovy nebytové;Celkem;1489.0
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;135.0
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;1354.0
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;27566.0
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;23983.0
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;12459.0
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;11524.0
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;14325.0
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;9796.0
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;4529.0
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;9658.0
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;2663.0
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;6995.0
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2017;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Počet stavebních povolení v ČR;Celkem;5147.0
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Počet vydaných stavebních povolení - budovy;Celkem;4190.0
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Počet vydaných stavebních povolení - budovy;Nová výstavba;514.0
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;3676.0
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Počet vydaných stavebních povolení - budovy bytové;Celkem;2848.0
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;430.0
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;2418.0
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Počet vydaných stavebních povolení - budovy nebytové;Celkem;1342.0
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;84.0
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;1258.0
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;25675.0
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;21777.0
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;9556.0
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;12221.0
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;10515.0
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;6283.0
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;4232.0
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;11262.0
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;3273.0
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;7989.0
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2016;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Počet stavebních povolení v ČR;Celkem;5211.0
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Počet vydaných stavebních povolení - budovy;Celkem;4196.0
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Počet vydaných stavebních povolení - budovy;Nová výstavba;470.0
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;3726.0
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Počet vydaných stavebních povolení - budovy bytové;Celkem;2910.0
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;359.0
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;2551.0
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Počet vydaných stavebních povolení - budovy nebytové;Celkem;1286.0
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;111.0
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;1175.0
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;34326.0
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;25308.0
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;14305.0
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;11003.0
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;16962.0
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;12341.0
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;4621.0
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;8346.0
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;1964.0
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;6382.0
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2015;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Počet stavebních povolení v ČR;Celkem;5273.0
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Počet vydaných stavebních povolení - budovy;Celkem;4232.0
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Počet vydaných stavebních povolení - budovy;Nová výstavba;428.0
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;3804.0
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Počet vydaných stavebních povolení - budovy bytové;Celkem;3017.0
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;337.0
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;2680.0
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Počet vydaných stavebních povolení - budovy nebytové;Celkem;1215.0
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;91.0
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;1124.0
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;27669.0
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;24675.0
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;14648.0
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;10027.0
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;16037.0
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;10940.0
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;5097.0
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;8638.0
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;3708.0
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;4930.0
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2014;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Počet stavebních povolení v ČR;Celkem;5530.0
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Počet vydaných stavebních povolení - budovy;Celkem;4430.0
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Počet vydaných stavebních povolení - budovy;Nová výstavba;424.0
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;4006.0
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Počet vydaných stavebních povolení - budovy bytové;Celkem;3107.0
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;280.0
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;2827.0
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Počet vydaných stavebních povolení - budovy nebytové;Celkem;1323.0
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;144.0
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;1179.0
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;25156.0
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;21238.0
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;12092.0
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;9146.0
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;11078.0
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;7153.0
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;3925.0
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;10160.0
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;4939.0
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;5221.0
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2013;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Počet stavebních povolení v ČR;Celkem;7147.0
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Počet vydaných stavebních povolení - budovy;Celkem;5815.0
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Počet vydaných stavebních povolení - budovy;Nová výstavba;468.0
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;5347.0
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Počet vydaných stavebních povolení - budovy bytové;Celkem;4165.0
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;321.0
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;3844.0
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Počet vydaných stavebních povolení - budovy nebytové;Celkem;1650.0
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;147.0
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;1503.0
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;36160.0
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;32175.0
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;16794.0
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;15381.0
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;12686.0
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;6595.0
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;6091.0
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;19489.0
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;10199.0
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;9290.0
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2012;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Počet stavebních povolení v ČR;Celkem;7658.0
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Počet vydaných stavebních povolení - budovy;Celkem;6350.0
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Počet vydaných stavebních povolení - budovy;Nová výstavba;496.0
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;5854.0
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Počet vydaných stavebních povolení - budovy bytové;Celkem;4636.0
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;357.0
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;4279.0
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Počet vydaných stavebních povolení - budovy nebytové;Celkem;1714.0
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;139.0
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;1575.0
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;35607.0
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;28790.0
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;14814.0
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;13976.0
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;13800.0
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;7763.0
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;6037.0
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;14990.0
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;7051.0
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;7939.0
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2011;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Počet stavebních povolení v ČR;Celkem;8188.0
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Počet vydaných stavebních povolení - budovy;Celkem;6602.0
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Počet vydaných stavebních povolení - budovy;Nová výstavba;433.0
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;6169.0
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Počet vydaných stavebních povolení - budovy bytové;Celkem;4819.0
Stavební úřad kromě speciálního;Hlavní město Praha;2010;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;291.0
