Území;Ukazatel;Pohlaví;Týdny;Věkové skupiny (pětileté);value
Česko;Zemřelí;Celkem; 43. týden 2024;55-59;80
Česko;Zemřelí;Celkem; 43. týden 2024;60-64;99
Česko;Zemřelí;Celkem; 43. týden 2024;65-69;163
Česko;Zemřelí;Celkem; 43. týden 2024;70-74;297
Česko;Zemřelí;Celkem; 43. týden 2024;75-79;388
Česko;Zemřelí;Celkem; 43. týden 2024;80-84;354
Česko;Zemřelí;Celkem; 43. týden 2024;85-89;330
Česko;Zemřelí;Celkem; 43. týden 2024;90 a více;313
Česko;Zemřelí;Celkem; 42. týden 2024;0-4;5
Česko;Zemřelí;Celkem; 42. týden 2024;5-9;0
Česko;Zemřelí;Celkem; 42. týden 2024;10-14;0
Česko;Zemřelí;Celkem; 42. týden 2024;15-19;5
Česko;Zemřelí;Celkem; 42. týden 2024;20-24;4
Česko;Zemřelí;Celkem; 42. týden 2024;25-29;5
Česko;Zemřelí;Celkem; 42. týden 2024;30-34;8
Česko;Zemřelí;Celkem; 42. týden 2024;35-39;7
Česko;Zemřelí;Celkem; 42. týden 2024;40-44;20
Česko;Zemřelí;Celkem; 42. týden 2024;45-49;31
Česko;Zemřelí;Celkem; 42. týden 2024;50-54;60
Česko;Zemřelí;Celkem; 42. týden 2024;55-59;83
Česko;Zemřelí;Celkem; 42. týden 2024;60-64;122
Česko;Zemřelí;Celkem; 42. týden 2024;65-69;197
Česko;Zemřelí;Celkem; 42. týden 2024;70-74;261
Česko;Zemřelí;Celkem; 42. týden 2024;75-79;349
Česko;Zemřelí;Celkem; 42. týden 2024;80-84;418
Česko;Zemřelí;Celkem; 42. týden 2024;85-89;342
Česko;Zemřelí;Celkem; 42. týden 2024;90 a více;336
Česko;Zemřelí;Celkem; 41. týden 2024;0-4;4
Česko;Zemřelí;Celkem; 41. týden 2024;5-9;0
Česko;Zemřelí;Celkem; 41. týden 2024;10-14;0
Česko;Zemřelí;Celkem; 41. týden 2024;15-19;2
Česko;Zemřelí;Celkem; 41. týden 2024;20-24;2
Česko;Zemřelí;Celkem; 41. týden 2024;25-29;9
Česko;Zemřelí;Celkem; 41. týden 2024;30-34;9
Česko;Zemřelí;Celkem; 41. týden 2024;35-39;10
Česko;Zemřelí;Celkem; 41. týden 2024;40-44;24
Česko;Zemřelí;Celkem; 41. týden 2024;45-49;39
Česko;Zemřelí;Celkem; 41. týden 2024;50-54;53
Česko;Zemřelí;Celkem; 41. týden 2024;55-59;66
Česko;Zemřelí;Celkem; 41. týden 2024;60-64;94
Česko;Zemřelí;Celkem; 41. týden 2024;65-69;195
Česko;Zemřelí;Celkem; 41. týden 2024;70-74;299
Česko;Zemřelí;Celkem; 41. týden 2024;75-79;393
Česko;Zemřelí;Celkem; 41. týden 2024;80-84;416
Česko;Zemřelí;Celkem; 41. týden 2024;85-89;338
Česko;Zemřelí;Celkem; 41. týden 2024;90 a více;364
Česko;Zemřelí;Celkem; 40. týden 2024;0-4;2
Česko;Zemřelí;Celkem; 40. týden 2024;5-9;1
Česko;Zemřelí;Celkem; 40. týden 2024;10-14;1
Česko;Zemřelí;Celkem; 40. týden 2024;15-19;2
Česko;Zemřelí;Celkem; 40. týden 2024;20-24;6
Česko;Zemřelí;Celkem; 40. týden 2024;25-29;3
Česko;Zemřelí;Celkem; 40. týden 2024;30-34;7
Česko;Zemřelí;Celkem; 40. týden 2024;35-39;12
Česko;Zemřelí;Celkem; 40. týden 2024;40-44;32
Česko;Zemřelí;Celkem; 40. týden 2024;45-49;41
Česko;Zemřelí;Celkem; 40. týden 2024;50-54;49
Česko;Zemřelí;Celkem; 40. týden 2024;55-59;84
Česko;Zemřelí;Celkem; 40. týden 2024;60-64;124
Česko;Zemřelí;Celkem; 40. týden 2024;65-69;189
Česko;Zemřelí;Celkem; 40. týden 2024;70-74;260
Česko;Zemřelí;Celkem; 40. týden 2024;75-79;379
Česko;Zemřelí;Celkem; 40. týden 2024;80-84;384
Česko;Zemřelí;Celkem; 40. týden 2024;85-89;337
Česko;Zemřelí;Celkem; 40. týden 2024;90 a více;311
Česko;Zemřelí;Celkem; 39. týden 2024;0-4;3
Česko;Zemřelí;Celkem; 39. týden 2024;5-9;2
Česko;Zemřelí;Celkem; 39. týden 2024;10-14;2
Česko;Zemřelí;Celkem; 39. týden 2024;15-19;4
Česko;Zemřelí;Celkem; 39. týden 2024;20-24;3
Česko;Zemřelí;Celkem; 39. týden 2024;25-29;3
Česko;Zemřelí;Celkem; 39. týden 2024;30-34;5
Česko;Zemřelí;Celkem; 39. týden 2024;35-39;16
Česko;Zemřelí;Celkem; 39. týden 2024;40-44;30
Česko;Zemřelí;Celkem; 39. týden 2024;45-49;40
Česko;Zemřelí;Celkem; 39. týden 2024;50-54;58
Česko;Zemřelí;Celkem; 39. týden 2024;55-59;82
Česko;Zemřelí;Celkem; 39. týden 2024;60-64;98
Česko;Zemřelí;Celkem; 39. týden 2024;65-69;162
Česko;Zemřelí;Celkem; 39. týden 2024;70-74;297
Česko;Zemřelí;Celkem; 39. týden 2024;75-79;347
Česko;Zemřelí;Celkem; 39. týden 2024;80-84;370
Česko;Zemřelí;Celkem; 39. týden 2024;85-89;321
Česko;Zemřelí;Celkem; 39. týden 2024;90 a více;321
Česko;Zemřelí;Celkem; 38. týden 2024;0-4;3
Česko;Zemřelí;Celkem; 38. týden 2024;5-9;2
Česko;Zemřelí;Celkem; 38. týden 2024;10-14;2
Česko;Zemřelí;Celkem; 38. týden 2024;15-19;6
Česko;Zemřelí;Celkem; 38. týden 2024;20-24;7
Česko;Zemřelí;Celkem; 38. týden 2024;25-29;2
Česko;Zemřelí;Celkem; 38. týden 2024;30-34;12
Česko;Zemřelí;Celkem; 38. týden 2024;35-39;18
Česko;Zemřelí;Celkem; 38. týden 2024;40-44;19
Česko;Zemřelí;Celkem; 38. týden 2024;45-49;36
Česko;Zemřelí;Celkem; 38. týden 2024;50-54;47
Česko;Zemřelí;Celkem; 38. týden 2024;55-59;83
Česko;Zemřelí;Celkem; 38. týden 2024;60-64;114
Česko;Zemřelí;Celkem; 38. týden 2024;65-69;177
Česko;Zemřelí;Celkem; 38. týden 2024;70-74;255
Česko;Zemřelí;Celkem; 38. týden 2024;75-79;343
Česko;Zemřelí;Celkem; 38. týden 2024;80-84;381
Česko;Zemřelí;Celkem; 38. týden 2024;85-89;285
Česko;Zemřelí;Celkem; 38. týden 2024;90 a více;332
Česko;Zemřelí;Celkem; 37. týden 2024;0-4;1
Česko;Zemřelí;Celkem; 37. týden 2024;5-9;1
Česko;Zemřelí;Celkem; 37. týden 2024;10-14;1
Česko;Zemřelí;Celkem; 37. týden 2024;15-19;4
Česko;Zemřelí;Celkem; 37. týden 2024;20-24;6
Česko;Zemřelí;Celkem; 37. týden 2024;25-29;9
Česko;Zemřelí;Celkem; 37. týden 2024;30-34;5
Česko;Zemřelí;Celkem; 37. týden 2024;35-39;15
Česko;Zemřelí;Celkem; 37. týden 2024;40-44;23
Česko;Zemřelí;Celkem; 37. týden 2024;45-49;26
Česko;Zemřelí;Celkem; 37. týden 2024;50-54;50
Česko;Zemřelí;Celkem; 37. týden 2024;55-59;65
Česko;Zemřelí;Celkem; 37. týden 2024;60-64;125
Česko;Zemřelí;Celkem; 37. týden 2024;65-69;172
Česko;Zemřelí;Celkem; 37. týden 2024;70-74;273
Česko;Zemřelí;Celkem; 37. týden 2024;75-79;346
Česko;Zemřelí;Celkem; 37. týden 2024;80-84;345
Česko;Zemřelí;Celkem; 37. týden 2024;85-89;297
Česko;Zemřelí;Celkem; 37. týden 2024;90 a více;286
Česko;Zemřelí;Celkem; 36. týden 2024;0-4;6
Česko;Zemřelí;Celkem; 36. týden 2024;5-9;0
Česko;Zemřelí;Celkem; 36. týden 2024;10-14;0
Česko;Zemřelí;Celkem; 36. týden 2024;15-19;5
Česko;Zemřelí;Celkem; 36. týden 2024;20-24;4
Česko;Zemřelí;Celkem; 36. týden 2024;25-29;2
Česko;Zemřelí;Celkem; 36. týden 2024;30-34;11
Česko;Zemřelí;Celkem; 36. týden 2024;35-39;11
Česko;Zemřelí;Celkem; 36. týden 2024;40-44;18
Česko;Zemřelí;Celkem; 36. týden 2024;45-49;36
Česko;Zemřelí;Celkem; 36. týden 2024;50-54;39
Česko;Zemřelí;Celkem; 36. týden 2024;55-59;60
Česko;Zemřelí;Celkem; 36. týden 2024;60-64;101
Česko;Zemřelí;Celkem; 36. týden 2024;65-69;172
Česko;Zemřelí;Celkem; 36. týden 2024;70-74;286
Česko;Zemřelí;Celkem; 36. týden 2024;75-79;355
Česko;Zemřelí;Celkem; 36. týden 2024;80-84;360
Česko;Zemřelí;Celkem; 36. týden 2024;85-89;328
Česko;Zemřelí;Celkem; 36. týden 2024;90 a více;330
Česko;Zemřelí;Celkem; 35. týden 2024;0-4;3
Česko;Zemřelí;Celkem; 35. týden 2024;5-9;1
Česko;Zemřelí;Celkem; 35. týden 2024;10-14;0
Česko;Zemřelí;Celkem; 35. týden 2024;15-19;3
Česko;Zemřelí;Celkem; 35. týden 2024;20-24;6
Česko;Zemřelí;Celkem; 35. týden 2024;25-29;5
Česko;Zemřelí;Celkem; 35. týden 2024;30-34;8
Česko;Zemřelí;Celkem; 35. týden 2024;35-39;17
Česko;Zemřelí;Celkem; 35. týden 2024;40-44;17
Česko;Zemřelí;Celkem; 35. týden 2024;45-49;37
Česko;Zemřelí;Celkem; 35. týden 2024;50-54;51
Česko;Zemřelí;Celkem; 35. týden 2024;55-59;77
Česko;Zemřelí;Celkem; 35. týden 2024;60-64;95
Česko;Zemřelí;Celkem; 35. týden 2024;65-69;183
Česko;Zemřelí;Celkem; 35. týden 2024;70-74;248
Česko;Zemřelí;Celkem; 35. týden 2024;75-79;378
Česko;Zemřelí;Celkem; 35. týden 2024;80-84;369
Česko;Zemřelí;Celkem; 35. týden 2024;85-89;265
Česko;Zemřelí;Celkem; 35. týden 2024;90 a více;323
Česko;Zemřelí;Celkem; 34. týden 2024;0-4;3
Česko;Zemřelí;Celkem; 34. týden 2024;5-9;0
Česko;Zemřelí;Celkem; 34. týden 2024;10-14;0
Česko;Zemřelí;Celkem; 34. týden 2024;15-19;6
Česko;Zemřelí;Celkem; 34. týden 2024;20-24;6
Česko;Zemřelí;Celkem; 34. týden 2024;25-29;2
Česko;Zemřelí;Celkem; 34. týden 2024;30-34;6
Česko;Zemřelí;Celkem; 34. týden 2024;35-39;14
Česko;Zemřelí;Celkem; 34. týden 2024;40-44;20
Česko;Zemřelí;Celkem; 34. týden 2024;45-49;37
Česko;Zemřelí;Celkem; 34. týden 2024;50-54;43
Česko;Zemřelí;Celkem; 34. týden 2024;55-59;69
Česko;Zemřelí;Celkem; 34. týden 2024;60-64;108
Česko;Zemřelí;Celkem; 34. týden 2024;65-69;169
Česko;Zemřelí;Celkem; 34. týden 2024;70-74;243
Česko;Zemřelí;Celkem; 34. týden 2024;75-79;342
Česko;Zemřelí;Celkem; 34. týden 2024;80-84;334
Česko;Zemřelí;Celkem; 34. týden 2024;85-89;260
Česko;Zemřelí;Celkem; 34. týden 2024;90 a více;303
Česko;Zemřelí;Celkem; 33. týden 2024;0-4;4
Česko;Zemřelí;Celkem; 33. týden 2024;5-9;0
Česko;Zemřelí;Celkem; 33. týden 2024;10-14;1
Česko;Zemřelí;Celkem; 33. týden 2024;15-19;6
Česko;Zemřelí;Celkem; 33. týden 2024;20-24;6
Česko;Zemřelí;Celkem; 33. týden 2024;25-29;7
Česko;Zemřelí;Celkem; 33. týden 2024;30-34;9
Česko;Zemřelí;Celkem; 33. týden 2024;35-39;17
Česko;Zemřelí;Celkem; 33. týden 2024;40-44;31
Česko;Zemřelí;Celkem; 33. týden 2024;45-49;32
Česko;Zemřelí;Celkem; 33. týden 2024;50-54;45
Česko;Zemřelí;Celkem; 33. týden 2024;55-59;84
Česko;Zemřelí;Celkem; 33. týden 2024;60-64;92
Česko;Zemřelí;Celkem; 33. týden 2024;65-69;165
Česko;Zemřelí;Celkem; 33. týden 2024;70-74;265
Česko;Zemřelí;Celkem; 33. týden 2024;75-79;360
Česko;Zemřelí;Celkem; 33. týden 2024;80-84;359
Česko;Zemřelí;Celkem; 33. týden 2024;85-89;311
Česko;Zemřelí;Celkem; 33. týden 2024;90 a více;320
Česko;Zemřelí;Celkem; 32. týden 2024;0-4;3
Česko;Zemřelí;Celkem; 32. týden 2024;5-9;2
Česko;Zemřelí;Celkem; 32. týden 2024;10-14;2
Česko;Zemřelí;Celkem; 32. týden 2024;15-19;3
Česko;Zemřelí;Celkem; 32. týden 2024;20-24;7
Česko;Zemřelí;Celkem; 32. týden 2024;25-29;6
Česko;Zemřelí;Celkem; 32. týden 2024;30-34;13
Česko;Zemřelí;Celkem; 32. týden 2024;35-39;17
Česko;Zemřelí;Celkem; 32. týden 2024;40-44;19
Česko;Zemřelí;Celkem; 32. týden 2024;45-49;40
Česko;Zemřelí;Celkem; 32. týden 2024;50-54;57
Česko;Zemřelí;Celkem; 32. týden 2024;55-59;71
Česko;Zemřelí;Celkem; 32. týden 2024;60-64;104
Česko;Zemřelí;Celkem; 32. týden 2024;65-69;171
Česko;Zemřelí;Celkem; 32. týden 2024;70-74;246
Česko;Zemřelí;Celkem; 32. týden 2024;75-79;325
Česko;Zemřelí;Celkem; 32. týden 2024;80-84;338
Česko;Zemřelí;Celkem; 32. týden 2024;85-89;271
Česko;Zemřelí;Celkem; 32. týden 2024;90 a více;305
Česko;Zemřelí;Celkem; 31. týden 2024;0-4;6
Česko;Zemřelí;Celkem; 31. týden 2024;5-9;1
Česko;Zemřelí;Celkem; 31. týden 2024;10-14;1
Česko;Zemřelí;Celkem; 31. týden 2024;15-19;7
Česko;Zemřelí;Celkem; 31. týden 2024;20-24;5
Česko;Zemřelí;Celkem; 31. týden 2024;25-29;8
Česko;Zemřelí;Celkem; 31. týden 2024;30-34;11
Česko;Zemřelí;Celkem; 31. týden 2024;35-39;12
Česko;Zemřelí;Celkem; 31. týden 2024;40-44;27
Česko;Zemřelí;Celkem; 31. týden 2024;45-49;26
Česko;Zemřelí;Celkem; 31. týden 2024;50-54;54
Česko;Zemřelí;Celkem; 31. týden 2024;55-59;87
Česko;Zemřelí;Celkem; 31. týden 2024;60-64;108
Česko;Zemřelí;Celkem; 31. týden 2024;65-69;184
Česko;Zemřelí;Celkem; 31. týden 2024;70-74;264
Česko;Zemřelí;Celkem; 31. týden 2024;75-79;358
Česko;Zemřelí;Celkem; 31. týden 2024;80-84;346
Česko;Zemřelí;Celkem; 31. týden 2024;85-89;281
Česko;Zemřelí;Celkem; 31. týden 2024;90 a více;309
Česko;Zemřelí;Celkem; 30. týden 2024;0-4;6
Česko;Zemřelí;Celkem; 30. týden 2024;5-9;1
Česko;Zemřelí;Celkem; 30. týden 2024;10-14;0
Česko;Zemřelí;Celkem; 30. týden 2024;15-19;5
Česko;Zemřelí;Celkem; 30. týden 2024;20-24;2
Česko;Zemřelí;Celkem; 30. týden 2024;25-29;6
Česko;Zemřelí;Celkem; 30. týden 2024;30-34;6
Česko;Zemřelí;Celkem; 30. týden 2024;35-39;9
Česko;Zemřelí;Celkem; 30. týden 2024;40-44;21
Česko;Zemřelí;Celkem; 30. týden 2024;45-49;46
Česko;Zemřelí;Celkem; 30. týden 2024;50-54;42
Česko;Zemřelí;Celkem; 30. týden 2024;55-59;74
Česko;Zemřelí;Celkem; 30. týden 2024;60-64;103
Česko;Zemřelí;Celkem; 30. týden 2024;65-69;166
Česko;Zemřelí;Celkem; 30. týden 2024;70-74;283
Česko;Zemřelí;Celkem; 30. týden 2024;75-79;342
Česko;Zemřelí;Celkem; 30. týden 2024;80-84;378
Česko;Zemřelí;Celkem; 30. týden 2024;85-89;313
Česko;Zemřelí;Celkem; 30. týden 2024;90 a více;280
Česko;Zemřelí;Celkem; 29. týden 2024;0-4;8
Česko;Zemřelí;Celkem; 29. týden 2024;5-9;0
Česko;Zemřelí;Celkem; 29. týden 2024;10-14;1
Česko;Zemřelí;Celkem; 29. týden 2024;15-19;3
Česko;Zemřelí;Celkem; 29. týden 2024;20-24;4
Česko;Zemřelí;Celkem; 29. týden 2024;25-29;7
Česko;Zemřelí;Celkem; 29. týden 2024;30-34;9
Česko;Zemřelí;Celkem; 29. týden 2024;35-39;16
Česko;Zemřelí;Celkem; 29. týden 2024;40-44;15
Česko;Zemřelí;Celkem; 29. týden 2024;45-49;29
Česko;Zemřelí;Celkem; 29. týden 2024;50-54;46
Česko;Zemřelí;Celkem; 29. týden 2024;55-59;73
Česko;Zemřelí;Celkem; 29. týden 2024;60-64;87
Česko;Zemřelí;Celkem; 29. týden 2024;65-69;159
Česko;Zemřelí;Celkem; 29. týden 2024;70-74;280
Česko;Zemřelí;Celkem; 29. týden 2024;75-79;346
Česko;Zemřelí;Celkem; 29. týden 2024;80-84;332
Česko;Zemřelí;Celkem; 29. týden 2024;85-89;285
Česko;Zemřelí;Celkem; 29. týden 2024;90 a více;273
Česko;Zemřelí;Celkem; 28. týden 2024;0-4;6
Česko;Zemřelí;Celkem; 28. týden 2024;5-9;1
Česko;Zemřelí;Celkem; 28. týden 2024;10-14;0
Česko;Zemřelí;Celkem; 28. týden 2024;15-19;2
Česko;Zemřelí;Celkem; 28. týden 2024;20-24;8
Česko;Zemřelí;Celkem; 28. týden 2024;25-29;8
Česko;Zemřelí;Celkem; 28. týden 2024;30-34;15
Česko;Zemřelí;Celkem; 28. týden 2024;35-39;9
Česko;Zemřelí;Celkem; 28. týden 2024;40-44;25
Česko;Zemřelí;Celkem; 28. týden 2024;45-49;47
Česko;Zemřelí;Celkem; 28. týden 2024;50-54;46
Česko;Zemřelí;Celkem; 28. týden 2024;55-59;77
Česko;Zemřelí;Celkem; 28. týden 2024;60-64;91
Česko;Zemřelí;Celkem; 28. týden 2024;65-69;186
Česko;Zemřelí;Celkem; 28. týden 2024;70-74;272
Česko;Zemřelí;Celkem; 28. týden 2024;75-79;371
Česko;Zemřelí;Celkem; 28. týden 2024;80-84;326
Česko;Zemřelí;Celkem; 28. týden 2024;85-89;306
Česko;Zemřelí;Celkem; 28. týden 2024;90 a více;317
Česko;Zemřelí;Celkem; 27. týden 2024;0-4;4
Česko;Zemřelí;Celkem; 27. týden 2024;5-9;3
Česko;Zemřelí;Celkem; 27. týden 2024;10-14;1
Česko;Zemřelí;Celkem; 27. týden 2024;15-19;1
Česko;Zemřelí;Celkem; 27. týden 2024;20-24;3
Česko;Zemřelí;Celkem; 27. týden 2024;25-29;4
Česko;Zemřelí;Celkem; 27. týden 2024;30-34;13
Česko;Zemřelí;Celkem; 27. týden 2024;35-39;24
Česko;Zemřelí;Celkem; 27. týden 2024;40-44;27
Česko;Zemřelí;Celkem; 27. týden 2024;45-49;37
Česko;Zemřelí;Celkem; 27. týden 2024;50-54;54
Česko;Zemřelí;Celkem; 27. týden 2024;55-59;62
Česko;Zemřelí;Celkem; 27. týden 2024;60-64;101
Česko;Zemřelí;Celkem; 27. týden 2024;65-69;182
Česko;Zemřelí;Celkem; 27. týden 2024;70-74;245
Česko;Zemřelí;Celkem; 27. týden 2024;75-79;318
Česko;Zemřelí;Celkem; 27. týden 2024;80-84;306
Česko;Zemřelí;Celkem; 27. týden 2024;85-89;268
Česko;Zemřelí;Celkem; 27. týden 2024;90 a více;266
Česko;Zemřelí;Celkem; 26. týden 2024;0-4;4
Česko;Zemřelí;Celkem; 26. týden 2024;5-9;2
Česko;Zemřelí;Celkem; 26. týden 2024;10-14;0
Česko;Zemřelí;Celkem; 26. týden 2024;15-19;4
Česko;Zemřelí;Celkem; 26. týden 2024;20-24;7
Česko;Zemřelí;Celkem; 26. týden 2024;25-29;5
Česko;Zemřelí;Celkem; 26. týden 2024;30-34;13
Česko;Zemřelí;Celkem; 26. týden 2024;35-39;12
Česko;Zemřelí;Celkem; 26. týden 2024;40-44;17
Česko;Zemřelí;Celkem; 26. týden 2024;45-49;33
Česko;Zemřelí;Celkem; 26. týden 2024;50-54;58
Česko;Zemřelí;Celkem; 26. týden 2024;55-59;66
Česko;Zemřelí;Celkem; 26. týden 2024;60-64;116
Česko;Zemřelí;Celkem; 26. týden 2024;65-69;151
Česko;Zemřelí;Celkem; 26. týden 2024;70-74;280
Česko;Zemřelí;Celkem; 26. týden 2024;75-79;360
Česko;Zemřelí;Celkem; 26. týden 2024;80-84;368
Česko;Zemřelí;Celkem; 26. týden 2024;85-89;265
Česko;Zemřelí;Celkem; 26. týden 2024;90 a více;313
Česko;Zemřelí;Celkem; 25. týden 2024;0-4;5
Česko;Zemřelí;Celkem; 25. týden 2024;5-9;2
Česko;Zemřelí;Celkem; 25. týden 2024;10-14;4
Česko;Zemřelí;Celkem; 25. týden 2024;15-19;4
Česko;Zemřelí;Celkem; 25. týden 2024;20-24;6
Česko;Zemřelí;Celkem; 25. týden 2024;25-29;15
Česko;Zemřelí;Celkem; 25. týden 2024;30-34;9
Česko;Zemřelí;Celkem; 25. týden 2024;35-39;18
Česko;Zemřelí;Celkem; 25. týden 2024;40-44;23
Česko;Zemřelí;Celkem; 25. týden 2024;45-49;51
Česko;Zemřelí;Celkem; 25. týden 2024;50-54;55
Česko;Zemřelí;Celkem; 25. týden 2024;55-59;75
Česko;Zemřelí;Celkem; 25. týden 2024;60-64;110
Česko;Zemřelí;Celkem; 25. týden 2024;65-69;156
Česko;Zemřelí;Celkem; 25. týden 2024;70-74;280
Česko;Zemřelí;Celkem; 25. týden 2024;75-79;365
Česko;Zemřelí;Celkem; 25. týden 2024;80-84;350
Česko;Zemřelí;Celkem; 25. týden 2024;85-89;311
Česko;Zemřelí;Celkem; 25. týden 2024;90 a více;305
Česko;Zemřelí;Celkem; 24. týden 2024;0-4;4
Česko;Zemřelí;Celkem; 24. týden 2024;5-9;2
Česko;Zemřelí;Celkem; 24. týden 2024;10-14;1
Česko;Zemřelí;Celkem; 24. týden 2024;15-19;3
Česko;Zemřelí;Celkem; 24. týden 2024;20-24;6
Česko;Zemřelí;Celkem; 24. týden 2024;25-29;4
Česko;Zemřelí;Celkem; 24. týden 2024;30-34;8
Česko;Zemřelí;Celkem; 24. týden 2024;35-39;12
Česko;Zemřelí;Celkem; 24. týden 2024;40-44;28
Česko;Zemřelí;Celkem; 24. týden 2024;45-49;45
Česko;Zemřelí;Celkem; 24. týden 2024;50-54;50
Česko;Zemřelí;Celkem; 24. týden 2024;55-59;54
Česko;Zemřelí;Celkem; 24. týden 2024;60-64;117
Česko;Zemřelí;Celkem; 24. týden 2024;65-69;165
Česko;Zemřelí;Celkem; 24. týden 2024;70-74;235
Česko;Zemřelí;Celkem; 24. týden 2024;75-79;332
Česko;Zemřelí;Celkem; 24. týden 2024;80-84;311
Česko;Zemřelí;Celkem; 24. týden 2024;85-89;280
Česko;Zemřelí;Celkem; 24. týden 2024;90 a více;266
Česko;Zemřelí;Celkem; 23. týden 2024;0-4;3
Česko;Zemřelí;Celkem; 23. týden 2024;5-9;2
Česko;Zemřelí;Celkem; 23. týden 2024;10-14;2
Česko;Zemřelí;Celkem; 23. týden 2024;15-19;4
Česko;Zemřelí;Celkem; 23. týden 2024;20-24;4
Česko;Zemřelí;Celkem; 23. týden 2024;25-29;2
Česko;Zemřelí;Celkem; 23. týden 2024;30-34;12
Česko;Zemřelí;Celkem; 23. týden 2024;35-39;11
Česko;Zemřelí;Celkem; 23. týden 2024;40-44;28
Česko;Zemřelí;Celkem; 23. týden 2024;45-49;37
Česko;Zemřelí;Celkem; 23. týden 2024;50-54;38
Česko;Zemřelí;Celkem; 23. týden 2024;55-59;65
Česko;Zemřelí;Celkem; 23. týden 2024;60-64;107
Česko;Zemřelí;Celkem; 23. týden 2024;65-69;191
Česko;Zemřelí;Celkem; 23. týden 2024;70-74;245
Česko;Zemřelí;Celkem; 23. týden 2024;75-79;343
Česko;Zemřelí;Celkem; 23. týden 2024;80-84;341
Česko;Zemřelí;Celkem; 23. týden 2024;85-89;288
Česko;Zemřelí;Celkem; 23. týden 2024;90 a více;256
Česko;Zemřelí;Celkem; 22. týden 2024;0-4;2
Česko;Zemřelí;Celkem; 22. týden 2024;5-9;0
Česko;Zemřelí;Celkem; 22. týden 2024;10-14;2
Česko;Zemřelí;Celkem; 22. týden 2024;15-19;2
Česko;Zemřelí;Celkem; 22. týden 2024;20-24;2
Česko;Zemřelí;Celkem; 22. týden 2024;25-29;3
Česko;Zemřelí;Celkem; 22. týden 2024;30-34;8
Česko;Zemřelí;Celkem; 22. týden 2024;35-39;11
Česko;Zemřelí;Celkem; 22. týden 2024;40-44;27
Česko;Zemřelí;Celkem; 22. týden 2024;45-49;37
Česko;Zemřelí;Celkem; 22. týden 2024;50-54;53
Česko;Zemřelí;Celkem; 22. týden 2024;55-59;76
Česko;Zemřelí;Celkem; 22. týden 2024;60-64;95
Česko;Zemřelí;Celkem; 22. týden 2024;65-69;158
Česko;Zemřelí;Celkem; 22. týden 2024;70-74;253
Česko;Zemřelí;Celkem; 22. týden 2024;75-79;321
Česko;Zemřelí;Celkem; 22. týden 2024;80-84;331
Česko;Zemřelí;Celkem; 22. týden 2024;85-89;297
Česko;Zemřelí;Celkem; 22. týden 2024;90 a více;277
Česko;Zemřelí;Celkem; 21. týden 2024;0-4;2
Česko;Zemřelí;Celkem; 21. týden 2024;5-9;0
Česko;Zemřelí;Celkem; 21. týden 2024;10-14;0
Česko;Zemřelí;Celkem; 21. týden 2024;15-19;5
Česko;Zemřelí;Celkem; 21. týden 2024;20-24;6
Česko;Zemřelí;Celkem; 21. týden 2024;25-29;10
Česko;Zemřelí;Celkem; 21. týden 2024;30-34;10
Česko;Zemřelí;Celkem; 21. týden 2024;35-39;14
Česko;Zemřelí;Celkem; 21. týden 2024;40-44;18
Česko;Zemřelí;Celkem; 21. týden 2024;45-49;33
Česko;Zemřelí;Celkem; 21. týden 2024;50-54;50
Česko;Zemřelí;Celkem; 21. týden 2024;55-59;82
Česko;Zemřelí;Celkem; 21. týden 2024;60-64;106
Česko;Zemřelí;Celkem; 21. týden 2024;65-69;160
Česko;Zemřelí;Celkem; 21. týden 2024;70-74;285
Česko;Zemřelí;Celkem; 21. týden 2024;75-79;347
Česko;Zemřelí;Celkem; 21. týden 2024;80-84;314
Česko;Zemřelí;Celkem; 21. týden 2024;85-89;268
Česko;Zemřelí;Celkem; 21. týden 2024;90 a více;290
Česko;Zemřelí;Celkem; 20. týden 2024;0-4;5
Česko;Zemřelí;Celkem; 20. týden 2024;5-9;1
Česko;Zemřelí;Celkem; 20. týden 2024;10-14;1
Česko;Zemřelí;Celkem; 20. týden 2024;15-19;4
Česko;Zemřelí;Celkem; 20. týden 2024;20-24;7
Česko;Zemřelí;Celkem; 20. týden 2024;25-29;4
Česko;Zemřelí;Celkem; 20. týden 2024;30-34;13
Česko;Zemřelí;Celkem; 20. týden 2024;35-39;12
Česko;Zemřelí;Celkem; 20. týden 2024;40-44;19
Česko;Zemřelí;Celkem; 20. týden 2024;45-49;30
Česko;Zemřelí;Celkem; 20. týden 2024;50-54;44
Česko;Zemřelí;Celkem; 20. týden 2024;55-59;73
Česko;Zemřelí;Celkem; 20. týden 2024;60-64;101
Česko;Zemřelí;Celkem; 20. týden 2024;65-69;155
Česko;Zemřelí;Celkem; 20. týden 2024;70-74;254
Česko;Zemřelí;Celkem; 20. týden 2024;75-79;341
Česko;Zemřelí;Celkem; 20. týden 2024;80-84;330
Česko;Zemřelí;Celkem; 20. týden 2024;85-89;274
Česko;Zemřelí;Celkem; 20. týden 2024;90 a více;303
Česko;Zemřelí;Celkem; 19. týden 2024;0-4;3
Česko;Zemřelí;Celkem; 19. týden 2024;5-9;0
Česko;Zemřelí;Celkem; 19. týden 2024;10-14;2
Česko;Zemřelí;Celkem; 19. týden 2024;15-19;0
