Ukazatel,Území,Odvětví,Čtvrtletí,value
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 2021,191086
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2022,196015
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2022,198962
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 2022,204591
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 2022,210858
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2023,208917
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2023,209608
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 2023,213310
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 2023,221671
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2024,217219
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2024,222118
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,3. čtvrtletí 2024,226422
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,4. čtvrtletí 2024,236788
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,1. čtvrtletí 2025,232389
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Činnosti v oblasti nemovitostí,2. čtvrtletí 2025,239074
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 1995,21727
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 1995,24371
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 1995,21411
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 1995,28138
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 1996,26537
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 1996,26415
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 1996,21634
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 1996,28990
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 1997,25574
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 1997,26209
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 1997,22223
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 1997,30778
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 1998,26664
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 1998,28948
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 1998,25105
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 1998,35182
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 1999,28856
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 1999,29695
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 1999,26770
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 1999,36578
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2000,31079
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2000,32314
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 2000,27783
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 2000,37563
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2001,31517
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2001,34982
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 2001,31370
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 2001,42793
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2002,33802
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2002,41095
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 2002,36748
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 2002,50285
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2003,35971
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2003,43432
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 2003,39545
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 2003,48521
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2004,39411
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2004,44823
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 2004,45628
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 2004,53567
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2005,41555
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2005,48917
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 2005,47788
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 2005,58552
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2006,41815
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2006,51812
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 2006,49249
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 2006,64240
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2007,50306
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2007,59397
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 2007,56683
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 2007,68251
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2008,54286
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2008,66136
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 2008,62030
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 2008,69324
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2009,54199
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2009,61196
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 2009,59204
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 2009,68960
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2010,54390
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2010,61587
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 2010,60000
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 2010,68064
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2011,53658
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2011,60019
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 2011,56740
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 2011,66477
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2012,55349
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2012,62720
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 2012,60763
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 2012,72159
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2013,56611
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2013,64384
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 2013,63586
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 2013,74627
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2014,59623
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2014,66974
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 2014,66477
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 2014,75151
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2015,60571
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2015,69656
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 2015,68566
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 2015,78501
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2016,65610
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2016,75503
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 2016,74906
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 2016,83954
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2017,70304
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2017,80486
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 2017,80631
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 2017,93488
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2018,75876
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2018,85121
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 2018,85195
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 2018,100839
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2019,81424
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2019,91960
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 2019,93965
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 2019,110374
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2020,84791
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2020,87662
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 2020,87349
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 2020,104916
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2021,88285
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2021,98044
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 2021,100878
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 2021,115597
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2022,102717
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2022,112683
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 2022,114400
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 2022,122307
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2023,113490
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2023,129138
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 2023,125247
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 2023,135418
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2024,119763
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2024,137665
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",3. čtvrtletí 2024,135538
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",4. čtvrtletí 2024,150171
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",1. čtvrtletí 2025,128686
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Profesní, vědecké, technické a administrativní činnosti",2. čtvrtletí 2025,147273
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 1995,52339
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 1995,51073
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 1995,54303
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 1995,57725
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 1996,59228
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 1996,62383
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 1996,59836
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 1996,66399
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 1997,63063
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 1997,68396
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 1997,63497
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 1997,66844
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 1998,66323
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 1998,70791
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 1998,68288
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 1998,75483
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 1999,69802
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 1999,74653
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 1999,71149
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 1999,78036
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2000,72654
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2000,78254
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 2000,73954
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 2000,80423
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2001,77737
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2001,83541
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 2001,80344
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 2001,91017
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2002,87386
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2002,96652
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 2002,88901
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 2002,98677
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2003,95892
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2003,103435
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 2003,94325
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 2003,105134
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2004,99550
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2004,103515
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 2004,100720
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 2004,112224
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2005,108857
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2005,110945
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 2005,109097
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 2005,115947
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2006,114976
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2006,116638
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 2006,114406
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 2006,121913
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2007,122570
