Ukazatel,Ekonomické subjekty ,Území,Čtvrtletí,value
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,3. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,2. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,1. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,4. čtvrtletí 2011,317598.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,3. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,2. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,1. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,4. čtvrtletí 2010,307761.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,3. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,2. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,1. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,4. čtvrtletí 2009,298099.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,3. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,2. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,1. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,4. čtvrtletí 2008,293024.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,3. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,2. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,1. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,4. čtvrtletí 2007,282761.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,3. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,2. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,1. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,4. čtvrtletí 2006,275787.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,3. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,2. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,1. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,4. čtvrtletí 2005,269429.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,3. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,2. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,1. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,4. čtvrtletí 2004,262821.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,3. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,2. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,1. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,4. čtvrtletí 2003,257326.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,3. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,2. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,1. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,4. čtvrtletí 2002,244125.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,3. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,2. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,1. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,4. čtvrtletí 2001,231281.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,3. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,2. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Středočeský kraj,1. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,3. čtvrtletí 2025,156331.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,2. čtvrtletí 2025,155610.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,1. čtvrtletí 2025,155065.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,4. čtvrtletí 2024,154509.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,3. čtvrtletí 2024,153877.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,2. čtvrtletí 2024,153075.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,1. čtvrtletí 2024,153498.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,4. čtvrtletí 2023,153431.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,3. čtvrtletí 2023,153286.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,2. čtvrtletí 2023,153294.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,1. čtvrtletí 2023,157942.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,4. čtvrtletí 2022,169260.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,3. čtvrtletí 2022,170067.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,2. čtvrtletí 2022,169472.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,1. čtvrtletí 2022,168948.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,4. čtvrtletí 2021,168648.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,3. čtvrtletí 2021,168109.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,2. čtvrtletí 2021,167627.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,1. čtvrtletí 2021,167113.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,4. čtvrtletí 2020,166853.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,3. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,2. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,1. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,4. čtvrtletí 2019,165373.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,3. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,2. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,1. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,4. čtvrtletí 2018,166419.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,3. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,2. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,1. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,4. čtvrtletí 2017,164927.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,3. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,2. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,1. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,4. čtvrtletí 2016,163411.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,3. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,2. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,1. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,4. čtvrtletí 2015,162106.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,3. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,2. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,1. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,4. čtvrtletí 2014,160786.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,3. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,2. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,1. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,4. čtvrtletí 2013,159363.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,3. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,2. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,1. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,4. čtvrtletí 2012,160091.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,3. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,2. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,1. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,4. čtvrtletí 2011,158543.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,3. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,2. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,1. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,4. čtvrtletí 2010,155762.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,3. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,2. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,1. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,4. čtvrtletí 2009,151993.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,3. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,2. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,1. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,4. čtvrtletí 2008,151989.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,3. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,2. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,1. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,4. čtvrtletí 2007,148679.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,3. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,2. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,1. čtvrtletí 2007,
