Ukazatel,Ekonomické subjekty ,Území,Čtvrtletí,value
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,1. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,4. čtvrtletí 2011,118766.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,3. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,2. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,1. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,4. čtvrtletí 2010,117230.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,3. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,2. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,1. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,4. čtvrtletí 2009,114990.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,3. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,2. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,1. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,4. čtvrtletí 2008,114491.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,3. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,2. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,1. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,4. čtvrtletí 2007,112830.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,3. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,2. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,1. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,4. čtvrtletí 2006,111299.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,3. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,2. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,1. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,4. čtvrtletí 2005,109557.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,3. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,2. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,1. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,4. čtvrtletí 2004,108207.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,3. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,2. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,1. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,4. čtvrtletí 2003,107354.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,3. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,2. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,1. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,4. čtvrtletí 2002,102924.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,3. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,2. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,1. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,4. čtvrtletí 2001,93186.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,3. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,2. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Liberecký kraj,1. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,3. čtvrtletí 2025,129076.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,2. čtvrtletí 2025,128850.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,1. čtvrtletí 2025,128600.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,4. čtvrtletí 2024,128727.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,3. čtvrtletí 2024,128383.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,2. čtvrtletí 2024,127948.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,1. čtvrtletí 2024,128491.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,4. čtvrtletí 2023,128501.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,3. čtvrtletí 2023,128460.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,2. čtvrtletí 2023,128588.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,1. čtvrtletí 2023,130576.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,4. čtvrtletí 2022,141940.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,3. čtvrtletí 2022,143192.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,2. čtvrtletí 2022,142871.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,1. čtvrtletí 2022,142654.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,4. čtvrtletí 2021,142345.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,3. čtvrtletí 2021,142070.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,2. čtvrtletí 2021,141764.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,1. čtvrtletí 2021,141418.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,4. čtvrtletí 2020,141343.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,3. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,2. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,1. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,4. čtvrtletí 2019,140013.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,3. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,2. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,1. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,4. čtvrtletí 2018,140354.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,3. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,2. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,1. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,4. čtvrtletí 2017,139199.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,3. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,2. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,1. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,4. čtvrtletí 2016,137930.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,3. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,2. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,1. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,4. čtvrtletí 2015,136566.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,3. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,2. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,1. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,4. čtvrtletí 2014,135019.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,3. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,2. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,1. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,4. čtvrtletí 2013,133970.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,3. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,2. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,1. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,4. čtvrtletí 2012,135372.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,3. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,2. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,1. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,4. čtvrtletí 2011,134689.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,3. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,2. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,1. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,4. čtvrtletí 2010,132423.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,3. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,2. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,1. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,4. čtvrtletí 2009,129399.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,3. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,2. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,1. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,4. čtvrtletí 2008,130544.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,3. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,2. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,1. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,4. čtvrtletí 2007,127573.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,3. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,2. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,1. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,4. čtvrtletí 2006,125433.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,3. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,2. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,1. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,4. čtvrtletí 2005,123986.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,3. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,2. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,1. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,4. čtvrtletí 2004,122313.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,3. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,2. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,1. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,4. čtvrtletí 2003,121334.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,3. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,2. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,1. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,4. čtvrtletí 2002,116262.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,3. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,2. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,1. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,4. čtvrtletí 2001,111450.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,3. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,2. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Královéhradecký kraj,1. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,3. čtvrtletí 2025,117534.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,2. čtvrtletí 2025,117020.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,1. čtvrtletí 2025,116748.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,4. čtvrtletí 2024,116280.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,3. čtvrtletí 2024,115815.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,2. čtvrtletí 2024,115141.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,1. čtvrtletí 2024,115334.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,4. čtvrtletí 2023,115106.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,3. čtvrtletí 2023,114871.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,2. čtvrtletí 2023,114916.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,1. čtvrtletí 2023,116799.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,4. čtvrtletí 2022,125246.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,3. čtvrtletí 2022,125858.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,2. čtvrtletí 2022,125347.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,1. čtvrtletí 2022,124822.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,4. čtvrtletí 2021,124491.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,3. čtvrtletí 2021,124099.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,2. čtvrtletí 2021,123611.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,1. čtvrtletí 2021,123103.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,4. čtvrtletí 2020,122901.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,3. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,2. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,1. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,4. čtvrtletí 2019,121219.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,3. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,2. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,1. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,4. čtvrtletí 2018,121765.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,3. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,2. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,1. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,4. čtvrtletí 2017,120124.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,3. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,2. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,1. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,4. čtvrtletí 2016,118810.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,3. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,2. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,1. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,4. čtvrtletí 2015,117554.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,3. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,2. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,1. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,4. čtvrtletí 2014,116363.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,3. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,2. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,1. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,4. čtvrtletí 2013,115116.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,3. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,2. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,1. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,4. čtvrtletí 2012,115333.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,3. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,2. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,1. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,4. čtvrtletí 2011,114072.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,3. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,2. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,1. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,4. čtvrtletí 2010,112121.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,3. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,2. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,1. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,4. čtvrtletí 2009,109449.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,3. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,2. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,1. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,4. čtvrtletí 2008,109524.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,3. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,2. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,1. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,4. čtvrtletí 2007,106972.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,3. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,2. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,1. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,4. čtvrtletí 2006,105304.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,3. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,2. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,1. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,4. čtvrtletí 2005,103975.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,3. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,2. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,1. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,4. čtvrtletí 2004,102319.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,3. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,2. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,1. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,4. čtvrtletí 2003,100881.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,3. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,2. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,1. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,4. čtvrtletí 2002,95811.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,3. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,2. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,1. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,4. čtvrtletí 2001,92074.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,3. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,2. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Pardubický kraj,1. čtvrtletí 2001,
