Území,Ukazatel,Očištění,Typ indexu,CZ-NACE,Roky,value
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2011,98.4684324762
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2010,104.6355066628
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2009,96.0835932964
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2008,95.4356032579
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2007,101.6235674083
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2006,103.1093535167
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2005,98.0412636637
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2004,100.9650755985
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2003,108.3470775268
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2002,102.5635928976
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2001,101.7888510877
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2000,
