Území;Ukazatel;Očištění;Typ indexu;CZ-NACE;Kumulace měsíců;value
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;leden – červenec 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;leden – červen 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;leden – květen 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;leden – duben 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;leden – březen 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;leden – únor 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;leden 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – březen 2025;99.6146412566
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – únor 2025;96.9683810585
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden 2025;92.8839551115
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – prosinec 2024;88.2486503135
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – listopad 2024;89.5022071059
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – říjen 2024;87.8772720014
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – září 2024;85.1351228385
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – srpen 2024;83.9105779301
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červenec 2024;84.4491945354
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červen 2024;85.3444862086
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – květen 2024;83.359303023
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – duben 2024;80.0303404088
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – březen 2024;79.467937969
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – únor 2024;74.34618593
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden 2024;72.8104684939
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – prosinec 2023;83.4089585319
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – listopad 2023;83.460453676
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – říjen 2023;84.3515942325
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – září 2023;85.4774989606
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – srpen 2023;84.6290619662
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červenec 2023;85.2179883705
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červen 2023;87.558229042
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – květen 2023;91.900649657
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – duben 2023;94.3230122872
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – březen 2023;94.6094800794
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – únor 2023;98.9310519914
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden 2023;99.4518457672
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – prosinec 2022;104.7904716533
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – listopad 2022;104.8010265624
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – říjen 2022;105.1737638314
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – září 2022;104.9407301386
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – srpen 2022;103.4437833483
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červenec 2022;100.7864975064
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červen 2022;97.0521869345
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – květen 2022;94.0971541904
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – duben 2022;92.7409459964
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – březen 2022;90.2987385388
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – únor 2022;86.3024306084
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden 2022;84.7577149666
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – prosinec 2021;98.817242362
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – listopad 2021;100.516224471
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – říjen 2021;102.2956932798
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – září 2021;104.0626059816
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – srpen 2021;104.4670955374
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červenec 2021;104.0024431598
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červen 2021;100.9269553265
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – květen 2021;100.3466929998
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – duben 2021;99.7555530127
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – březen 2021;99.3434685322
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – únor 2021;101.1625213776
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden 2021;99.3349498921
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – prosinec 2020;73.0176659414
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – listopad 2020;71.5132590207
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – říjen 2020;69.8894636604
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – září 2020;68.0982132437
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – srpen 2020;68.6335122128
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červenec 2020;70.4067584933
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červen 2020;73.6161019413
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – květen 2020;75.344121419
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – duben 2020;78.5853693075
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – březen 2020;84.1768656728
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – únor 2020;91.295017714
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden 2020;100.3711910692
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – prosinec 2019;91.9635625602
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – listopad 2019;92.2699886621
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – říjen 2019;92.8745837595
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – září 2019;93.3300232958
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – srpen 2019;93.4642986039
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červenec 2019;92.66613575
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červen 2019;92.6409106409
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – květen 2019;93.560112983
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – duben 2019;92.6239550032
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – březen 2019;91.3331680547
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – únor 2019;89.4049042487
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden 2019;84.8077679916
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – prosinec 2018;95.6380573251
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – listopad 2018;95.2865098658
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – říjen 2018;95.5085627972
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – září 2018;96.2727688366
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – srpen 2018;96.2529493915
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červenec 2018;97.3917155485
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červen 2018;95.1724449209
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – květen 2018;92.668666499
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – duben 2018;90.8872348581
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – březen 2018;90.1748595823
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – únor 2018;87.1494121411
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden 2018;93.7708544349
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – prosinec 2017;96.3260744651
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – listopad 2017;95.5870870601
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – říjen 2017;95.4830200888
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – září 2017;94.6080878003
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – srpen 2017;94.5022614324
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červenec 2017;93.91499455
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červen 2017;95.8011168729
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – květen 2017;97.5990722071
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – duben 2017;99.3767708039
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – březen 2017;99.2401330282
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – únor 2017;99.1996384978
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden 2017;91.3612818222
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – prosinec 2016;95.509845143
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – listopad 2016;96.8592542064
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – říjen 2016;96.508440177
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – září 2016;96.6138037093
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – srpen 2016;97.0228886342
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červenec 2016;96.9410268684
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červen 2016;98.438492391
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – květen 2016;100.5022915586
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – duben 2016;100.6609310713
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – březen 2016;103.8662371395
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – únor 2016;103.7913710702
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden 2016;102.0586709328
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – prosinec 2015;98.4395546744
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – listopad 2015;97.4954347825
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – říjen 2015;97.0427955161
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – září 2015;96.7325500485
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – srpen 2015;95.9719379602
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červenec 2015;94.8584864724
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červen 2015;92.9725182035
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – květen 2015;90.7158196067
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – duben 2015;91.533416159
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – březen 2015;90.6253381026
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – únor 2015;92.8550240102
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden 2015;95.9893774549
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – prosinec 2014;95.885663985
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – listopad 2014;96.1942407289
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – říjen 2014;95.6387744969
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – září 2014;95.8642227876
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – srpen 2014;95.3716835979
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červenec 2014;96.6708012474
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červen 2014;99.0156858752
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – květen 2014;101.7563892422
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – duben 2014;103.1667644109
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – březen 2014;102.4534460615
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – únor 2014;102.3436256277
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden 2014;100.6692872304
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – prosinec 2013;85.7522520488
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – listopad 2013;84.3496586328
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – říjen 2013;83.7646675985
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – září 2013;82.1730637064
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – srpen 2013;81.6129417282
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červenec 2013;81.3933936338
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – červen 2013;81.2023319489
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – květen 2013;82.0422129962
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – duben 2013;86.1976198031
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – březen 2013;89.4165871601
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – únor 2013;90.6751879246
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden 2013;90.9905523467
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – prosinec 2012;95.8725341801
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Těžba a úprava černého a hnědého uhlí;leden – listopad 2012;96.2700629729
