Ukazatel,"ČR, regiony",Pohlaví,Věk (roky),Roky,value
Naděje dožití (ex),Česko,muži,58,2007,19.8426373543
Naděje dožití (ex),Česko,muži,58,2008,20.0770302182
Naděje dožití (ex),Česko,muži,58,2009,20.0467742015
Naděje dožití (ex),Česko,muži,58,2010,20.2117060041
Naděje dožití (ex),Česko,muži,58,2011,20.4371166229
Naděje dožití (ex),Česko,muži,58,2012,20.5586512582
Naděje dožití (ex),Česko,muži,58,2013,20.6573172101
Naděje dožití (ex),Česko,muži,58,2014,21.0598415217
Naděje dožití (ex),Česko,muži,58,2015,20.9190863791
Naděje dožití (ex),Česko,muži,58,2016,21.2779042525
Naděje dožití (ex),Česko,muži,58,2017,21.2768073274
Naděje dožití (ex),Česko,muži,58,2018,21.3927344159
Naděje dožití (ex),Česko,muži,58,2019,21.5584416302
Naděje dožití (ex),Česko,muži,58,2020,20.4834135311
Naděje dožití (ex),Česko,muži,58,2021,19.5530303763
Naděje dožití (ex),Česko,muži,58,2022,21.3963955355
Naděje dožití (ex),Česko,muži,58,2023,22.07992576
Naděje dožití (ex),Česko,muži,58,2024,22.3900042339
Naděje dožití (ex),Česko,muži,59,2001,17.9774855807
Naděje dožití (ex),Česko,muži,59,2002,18.0049811956
Naděje dožití (ex),Česko,muži,59,2003,17.9584325145
Naděje dožití (ex),Česko,muži,59,2004,18.3399407946
Naděje dožití (ex),Česko,muži,59,2005,18.5341999278
Naděje dožití (ex),Česko,muži,59,2006,18.9143819224
Naděje dožití (ex),Česko,muži,59,2007,19.1099764866
Naděje dožití (ex),Česko,muži,59,2008,19.3382638667
Naděje dožití (ex),Česko,muži,59,2009,19.2978931545
Naděje dožití (ex),Česko,muži,59,2010,19.4596443532
Naděje dožití (ex),Česko,muži,59,2011,19.6847737807
Naděje dožití (ex),Česko,muži,59,2012,19.7974112733
Naděje dožití (ex),Česko,muži,59,2013,19.8834947804
Naděje dožití (ex),Česko,muži,59,2014,20.2805113999
Naděje dožití (ex),Česko,muži,59,2015,20.1253549467
Naděje dožití (ex),Česko,muži,59,2016,20.488010931
Naděje dožití (ex),Česko,muži,59,2017,20.4820821421
Naděje dožití (ex),Česko,muži,59,2018,20.5940706202
Naděje dožití (ex),Česko,muži,59,2019,20.7540294127
Naděje dožití (ex),Česko,muži,59,2020,19.6817704181
Naděje dožití (ex),Česko,muži,59,2021,18.7813656805
Naděje dožití (ex),Česko,muži,59,2022,20.5896417822
Naděje dožití (ex),Česko,muži,59,2023,21.27193846
Naděje dožití (ex),Česko,muži,59,2024,21.5829345931
Naděje dožití (ex),Česko,muži,60,2001,17.2647285168
Naděje dožití (ex),Česko,muži,60,2002,17.2923031174
Naděje dožití (ex),Česko,muži,60,2003,17.2510528248
Naděje dožití (ex),Česko,muži,60,2004,17.6284029734
Naděje dožití (ex),Česko,muži,60,2005,17.8196479898
Naděje dožití (ex),Česko,muži,60,2006,18.1838885107
Naděje dožití (ex),Česko,muži,60,2007,18.3909935815
Naděje dožití (ex),Česko,muži,60,2008,18.6123759417
Naděje dožití (ex),Česko,muži,60,2009,18.5640740855
Naděje dožití (ex),Česko,muži,60,2010,18.7196865882
Naděje dožití (ex),Česko,muži,60,2011,18.9475510692
Naděje dožití (ex),Česko,muži,60,2012,19.0510553821
Naděje dožití (ex),Česko,muži,60,2013,19.1244326235
Naděje dožití (ex),Česko,muži,60,2014,19.5166226684
Naděje dožití (ex),Česko,muži,60,2015,19.3476002242
Naděje dožití (ex),Česko,muži,60,2016,19.7141851788
Naděje dožití (ex),Česko,muži,60,2017,19.7059627968
Naděje dožití (ex),Česko,muži,60,2018,19.8090806518
Naděje dožití (ex),Česko,muži,60,2019,19.9649530014
Naděje dožití (ex),Česko,muži,60,2020,18.8882378977
Naděje dožití (ex),Česko,muži,60,2021,18.0254000133
Naděje dožití (ex),Česko,muži,60,2022,19.7956884686
Naděje dožití (ex),Česko,muži,60,2023,20.47592353
Naděje dožití (ex),Česko,muži,60,2024,20.7872163257
Naděje dožití (ex),Česko,muži,61,2001,16.5639262584
Naděje dožití (ex),Česko,muži,61,2002,16.5944350504
Naděje dožití (ex),Česko,muži,61,2003,16.5561225158
Naděje dožití (ex),Česko,muži,61,2004,16.9320520916
Naděje dožití (ex),Česko,muži,61,2005,17.1183684359
Naděje dožití (ex),Česko,muži,61,2006,17.4726445427
Naděje dožití (ex),Česko,muži,61,2007,17.6868569199
Naděje dožití (ex),Česko,muži,61,2008,17.9009945381
Naděje dožití (ex),Česko,muži,61,2009,17.8462921401
Naděje dožití (ex),Česko,muži,61,2010,17.9956873732
Naděje dožití (ex),Česko,muži,61,2011,18.2253595559
Naděje dožití (ex),Česko,muži,61,2012,18.3199163403
Naděje dožití (ex),Česko,muži,61,2013,18.3813972549
Naděje dožití (ex),Česko,muži,61,2014,18.7685464006
Naděje dožití (ex),Česko,muži,61,2015,18.5887342794
Naděje dožití (ex),Česko,muži,61,2016,18.9568149835
Naděje dožití (ex),Česko,muži,61,2017,18.9492203685
Naděje dožití (ex),Česko,muži,61,2018,19.0396879552
Naděje dožití (ex),Česko,muži,61,2019,19.1929493604
Naděje dožití (ex),Česko,muži,61,2020,18.1098368671
Naděje dožití (ex),Česko,muži,61,2021,17.2864987662
Naděje dožití (ex),Česko,muži,61,2022,19.0157617778
Naděje dožití (ex),Česko,muži,61,2023,19.6924838
Naděje dožití (ex),Česko,muži,61,2024,20.0027874907
Naděje dožití (ex),Česko,muži,62,2001,15.8754964129
Naděje dožití (ex),Česko,muži,62,2002,15.9110982369
Naděje dožití (ex),Česko,muži,62,2003,15.8731227
Naděje dožití (ex),Česko,muži,62,2004,16.2470458695
Naděje dožití (ex),Česko,muži,62,2005,16.4290700463
Naděje dožití (ex),Česko,muži,62,2006,16.7816323105
Naděje dožití (ex),Česko,muži,62,2007,16.9988825061
Naděje dožití (ex),Česko,muži,62,2008,17.206298465
Naděje dožití (ex),Česko,muži,62,2009,17.1450863265
Naděje dožití (ex),Česko,muži,62,2010,17.2917205532
Naděje dožití (ex),Česko,muži,62,2011,17.5178700576
Naděje dožití (ex),Česko,muži,62,2012,17.6041426106
Naděje dožití (ex),Česko,muži,62,2013,17.6558322386
Naděje dožití (ex),Česko,muži,62,2014,18.0371202463
Naděje dožití (ex),Česko,muži,62,2015,17.8513249789
Naděje dožití (ex),Česko,muži,62,2016,18.2161879678
Naděje dožití (ex),Česko,muži,62,2017,18.211250725
Naděje dožití (ex),Česko,muži,62,2018,18.2877351383
Naděje dožití (ex),Česko,muži,62,2019,18.4397682524
Naděje dožití (ex),Česko,muži,62,2020,17.3556735631
Naděje dožití (ex),Česko,muži,62,2021,16.5658135839
Naděje dožití (ex),Česko,muži,62,2022,18.2510150392
Naděje dožití (ex),Česko,muži,62,2023,18.92225935
Naděje dožití (ex),Česko,muži,62,2024,19.229779092
Naděje dožití (ex),Česko,muži,63,2001,15.1999038575
Naděje dožití (ex),Česko,muži,63,2002,15.2421024969
Naděje dožití (ex),Česko,muži,63,2003,15.2019641803
Naděje dožití (ex),Česko,muži,63,2004,15.5713361973
Naděje dožití (ex),Česko,muži,63,2005,15.7507866084
Naděje dožití (ex),Česko,muži,63,2006,16.1082608008
Naděje dožití (ex),Česko,muži,63,2007,16.3261437731
Naděje dožití (ex),Česko,muži,63,2008,16.5288213392
Naděje dožití (ex),Česko,muži,63,2009,16.4606503482
Naděje dožití (ex),Česko,muži,63,2010,16.6089343527
Naděje dožití (ex),Česko,muži,63,2011,16.8248859494
Naděje dožití (ex),Česko,muži,63,2012,16.9036058865
Naděje dožití (ex),Česko,muži,63,2013,16.9484102739
Naděje dožití (ex),Česko,muži,63,2014,17.322092268
Naděje dožití (ex),Česko,muži,63,2015,17.1356509731
Naděje dožití (ex),Česko,muži,63,2016,17.4919586458
Naděje dožití (ex),Česko,muži,63,2017,17.490290462
Naděje dožití (ex),Česko,muži,63,2018,17.5542972414
Naděje dožití (ex),Česko,muži,63,2019,17.7056456443
Naděje dožití (ex),Česko,muži,63,2020,16.6281490193
Naděje dožití (ex),Česko,muži,63,2021,15.8637449977
Naděje dožití (ex),Česko,muži,63,2022,17.5023028514
Naděje dožití (ex),Česko,muži,63,2023,18.16584082
Naděje dožití (ex),Česko,muži,63,2024,18.4686860778
Naděje dožití (ex),Česko,muži,64,2001,14.5376513908
Naděje dožití (ex),Česko,muži,64,2002,14.5873970418
Naděje dožití (ex),Česko,muži,64,2003,14.5430814863
Naděje dožití (ex),Česko,muži,64,2004,14.9052497533
Naděje dožití (ex),Česko,muži,64,2005,15.0829990484
Naděje dožití (ex),Česko,muži,64,2006,15.4457604869
Naděje dožití (ex),Česko,muži,64,2007,15.6649561013
Naděje dožití (ex),Česko,muži,64,2008,15.866923368
Naděje dožití (ex),Česko,muži,64,2009,15.7927453976
Naděje dožití (ex),Česko,muži,64,2010,15.9445056165
Naděje dožití (ex),Česko,muži,64,2011,16.1463973725
Naděje dožití (ex),Česko,muži,64,2012,16.2178637611
Naděje dožití (ex),Česko,muži,64,2013,16.2587582111
Naděje dožití (ex),Česko,muži,64,2014,16.6218179178
Naděje dožití (ex),Česko,muži,64,2015,16.4388569773
Naděje dožití (ex),Česko,muži,64,2016,16.7830064149
Naděje dožití (ex),Česko,muži,64,2017,16.7833491808
Naděje dožití (ex),Česko,muži,64,2018,16.8393797252
Naděje dožití (ex),Česko,muži,64,2019,16.9887750662
Naděje dožití (ex),Česko,muži,64,2020,15.919475576
Naděje dožití (ex),Česko,muži,64,2021,15.1797225442
Naděje dožití (ex),Česko,muži,64,2022,16.7700737661
Naděje dožití (ex),Česko,muži,64,2023,17.42374276
Naděje dožití (ex),Česko,muži,64,2024,17.7204377698
Naděje dožití (ex),Česko,muži,65,2001,13.8892545441
Naděje dožití (ex),Česko,muži,65,2002,13.9469243976
Naděje dožití (ex),Česko,muži,65,2003,13.8971681665
Naděje dožití (ex),Česko,muži,65,2004,14.2504796729
Naděje dožití (ex),Česko,muži,65,2005,14.4256098017
Naděje dožití (ex),Česko,muži,65,2006,14.7880273081
Naděje dožití (ex),Česko,muži,65,2007,15.0111789563
Naděje dožití (ex),Česko,muži,65,2008,15.2177338135
Naděje dožití (ex),Česko,muži,65,2009,15.1401960752
Naděje dožití (ex),Česko,muži,65,2010,15.2937849841
Naděje dožití (ex),Česko,muži,65,2011,15.4821337249
Naděje dožití (ex),Česko,muži,65,2012,15.5464606403
Naděje dožití (ex),Česko,muži,65,2013,15.5858966709
Naděje dožití (ex),Česko,muži,65,2014,15.934964863
Naděje dožití (ex),Česko,muži,65,2015,15.7568298575
Naděje dožití (ex),Česko,muži,65,2016,16.088107988
Naděje dožití (ex),Česko,muži,65,2017,16.0876868714
Naděje dožití (ex),Česko,muži,65,2018,16.1420802013
Naděje dožití (ex),Česko,muži,65,2019,16.286760354
Naděje dožití (ex),Česko,muži,65,2020,15.2198528412
Naděje dožití (ex),Česko,muži,65,2021,14.5127264111
Naděje dožití (ex),Česko,muži,65,2022,16.0544440493
Naděje dožití (ex),Česko,muži,65,2023,16.69633063
Naděje dožití (ex),Česko,muži,65,2024,16.9860297409
Naděje dožití (ex),Česko,muži,66,2001,13.2552140662
Naděje dožití (ex),Česko,muži,66,2002,13.3204566619
Naděje dožití (ex),Česko,muži,66,2003,13.2648927997
Naděje dožití (ex),Česko,muži,66,2004,13.6090577254
Naděje dožití (ex),Česko,muži,66,2005,13.7789108004
Naděje dožití (ex),Česko,muži,66,2006,14.1346325882
Naděje dožití (ex),Česko,muži,66,2007,14.3626977048
Naděje dožití (ex),Česko,muži,66,2008,14.5782912543
Naděje dožití (ex),Česko,muži,66,2009,14.5003445786
Naděje dožití (ex),Česko,muži,66,2010,14.6530016995
Naděje dožití (ex),Česko,muži,66,2011,14.831061509
Naděje dožití (ex),Česko,muži,66,2012,14.8892696961
Naděje dožití (ex),Česko,muži,66,2013,14.928793816
Naděje dožití (ex),Česko,muži,66,2014,15.2624605718
Naděje dožití (ex),Česko,muži,66,2015,15.0866157377
Naděje dožití (ex),Česko,muži,66,2016,15.4067219972
Naděje dožití (ex),Česko,muži,66,2017,15.4024472844
Naděje dožití (ex),Česko,muži,66,2018,15.4608422043
Naděje dožití (ex),Česko,muži,66,2019,15.5984220315
Naděje dožití (ex),Česko,muži,66,2020,14.5278769833
Naděje dožití (ex),Česko,muži,66,2021,13.8619320972
Naděje dožití (ex),Česko,muži,66,2022,15.3552987762
Naděje dožití (ex),Česko,muži,66,2023,15.98373668
Naděje dožití (ex),Česko,muži,66,2024,16.2660959995
Naděje dožití (ex),Česko,muži,67,2001,12.6360103485
Naděje dožití (ex),Česko,muži,67,2002,12.7075878941
Naděje dožití (ex),Česko,muži,67,2003,12.6468632862
Naděje dožití (ex),Česko,muži,67,2004,12.9832559619
Naděje dožití (ex),Česko,muži,67,2005,13.1436046977
Naděje dožití (ex),Česko,muži,67,2006,13.4908786395
Naděje dožití (ex),Česko,muži,67,2007,13.7196818244
Naděje dožití (ex),Česko,muži,67,2008,13.945800851
Naděje dožití (ex),Česko,muži,67,2009,13.8691385764
Naděje dožití (ex),Česko,muži,67,2010,14.0196400764
Naděje dožití (ex),Česko,muži,67,2011,14.1913460058
Naděje dožití (ex),Česko,muži,67,2012,14.2464707454
Naděje dožití (ex),Česko,muži,67,2013,14.28639126
Naděje dožití (ex),Česko,muži,67,2014,14.607649952
Naděje dožití (ex),Česko,muži,67,2015,14.4268768044
Naděje dožití (ex),Česko,muži,67,2016,14.7391410541
Naděje dožití (ex),Česko,muži,67,2017,14.728913963
Naděje dožití (ex),Česko,muži,67,2018,14.7935278158
Naděje dožití (ex),Česko,muži,67,2019,14.9240436583
Naděje dožití (ex),Česko,muži,67,2020,13.8513367346
Naděje dožití (ex),Česko,muži,67,2021,13.2268249368
Naděje dožití (ex),Česko,muži,67,2022,14.6722848458
Naděje dožití (ex),Česko,muži,67,2023,15.28582825
Naděje dožití (ex),Česko,muži,67,2024,15.560830329
Naděje dožití (ex),Česko,muži,68,2001,12.032096696
Naděje dožití (ex),Česko,muži,68,2002,12.1079648121
Naděje dožití (ex),Česko,muži,68,2003,12.0434343713
Naděje dožití (ex),Česko,muži,68,2004,12.3742564095
Naděje dožití (ex),Česko,muži,68,2005,12.5205037694
Naděje dožití (ex),Česko,muži,68,2006,12.8617349534
Naděje dožití (ex),Česko,muži,68,2007,13.0839461466
Naděje dožití (ex),Česko,muži,68,2008,13.3189560863
Naděje dožití (ex),Česko,muži,68,2009,13.2439675197
Naděje dožití (ex),Česko,muži,68,2010,13.3921110673
Naděje dožití (ex),Česko,muži,68,2011,13.5612800877
Naděje dožití (ex),Česko,muži,68,2012,13.6174011856
Naděje dožití (ex),Česko,muži,68,2013,13.6572250233
Naděje dožití (ex),Česko,muži,68,2014,13.9724283482
Naděje dožití (ex),Česko,muži,68,2015,13.7778729759
Naděje dožití (ex),Česko,muži,68,2016,14.0861220926
Naděje dožití (ex),Česko,muži,68,2017,14.0691718357
Naděje dožití (ex),Česko,muži,68,2018,14.1387470537
Naděje dožití (ex),Česko,muži,68,2019,14.2638943089
Naděje dožití (ex),Česko,muži,68,2020,13.1979894446
Naděje dožití (ex),Česko,muži,68,2021,12.6072504203
Naděje dožití (ex),Česko,muži,68,2022,14.0050511825
Naděje dožití (ex),Česko,muži,68,2023,14.6023812
Naděje dožití (ex),Česko,muži,68,2024,14.8702376121
Naděje dožití (ex),Česko,muži,69,2001,11.4438925657
Naděje dožití (ex),Česko,muži,69,2002,11.5214565863
Naděje dožití (ex),Česko,muži,69,2003,11.4545491771
Naděje dožití (ex),Česko,muži,69,2004,11.7810626987
Naděje dožití (ex),Česko,muži,69,2005,11.9103258585
Naděje dožití (ex),Česko,muži,69,2006,12.2476903037
Naděje dožití (ex),Česko,muži,69,2007,12.4586389439
Naděje dožití (ex),Česko,muži,69,2008,12.6988324234
Naděje dožití (ex),Česko,muži,69,2009,12.6255977706
Naděje dožití (ex),Česko,muži,69,2010,12.7695368041
Naděje dožití (ex),Česko,muži,69,2011,12.9399469209
Naděje dožití (ex),Česko,muži,69,2012,12.9996766809
Naděje dožití (ex),Česko,muži,69,2013,13.0391417191
Naděje dožití (ex),Česko,muži,69,2014,13.3541054425
Naděje dožití (ex),Česko,muži,69,2015,13.1415193812
Naděje dožití (ex),Česko,muži,69,2016,13.4486472443
Naděje dožití (ex),Česko,muži,69,2017,13.4252224648
Naděje dožití (ex),Česko,muži,69,2018,13.496876078
Naděje dožití (ex),Česko,muži,69,2019,13.6171311804
Naděje dožití (ex),Česko,muži,69,2020,12.568584061
Naděje dožití (ex),Česko,muži,69,2021,12.0034764231
Naděje dožití (ex),Česko,muži,69,2022,13.3534406233
Naděje dožití (ex),Česko,muži,69,2023,13.93321039
Naděje dožití (ex),Česko,muži,69,2024,14.1943158124
Naděje dožití (ex),Česko,muži,70,2001,10.8717795224
Naděje dožití (ex),Česko,muži,70,2002,10.9481839922
Naděje dožití (ex),Česko,muži,70,2003,10.8797581345
Naděje dožití (ex),Česko,muži,70,2004,11.2005977244
Naděje dožití (ex),Česko,muži,70,2005,11.3136891482
Naděje dožití (ex),Česko,muži,70,2006,11.6448538972
Naděje dožití (ex),Česko,muži,70,2007,11.848055197
Naděje dožití (ex),Česko,muži,70,2008,12.0886673236
Naděje dožití (ex),Česko,muži,70,2009,12.017809877
Naděje dožití (ex),Česko,muži,70,2010,12.1518671788
Naděje dožití (ex),Česko,muži,70,2011,12.3272476539
Naděje dožití (ex),Česko,muži,70,2012,12.3894813666
Naděje dožití (ex),Česko,muži,70,2013,12.4295178703
Naděje dožití (ex),Česko,muži,70,2014,12.7454262402
Naděje dožití (ex),Česko,muži,70,2015,12.5211922968
Naděje dožití (ex),Česko,muži,70,2016,12.8277410749
Naděje dožití (ex),Česko,muži,70,2017,12.7988112907
Naděje dožití (ex),Česko,muži,70,2018,12.870017684
Naděje dožití (ex),Česko,muži,70,2019,12.9820047609
Naděje dožití (ex),Česko,muži,70,2020,11.9561421582
Naděje dožití (ex),Česko,muži,70,2021,11.4161989698
Naděje dožití (ex),Česko,muži,70,2022,12.7174744093
Naděje dožití (ex),Česko,muži,70,2023,13.27819253
Naděje dožití (ex),Česko,muži,70,2024,13.5330891965
Naděje dožití (ex),Česko,muži,71,2001,10.3161095785
Naděje dožití (ex),Česko,muži,71,2002,10.3884732655
Naděje dožití (ex),Česko,muži,71,2003,10.3187662216
Naděje dožití (ex),Česko,muži,71,2004,10.630797265
Naděje dožití (ex),Česko,muži,71,2005,10.7311947739
Naděje dožití (ex),Česko,muži,71,2006,11.0506761828
Naděje dožití (ex),Česko,muži,71,2007,11.2551578188
Naděje dožití (ex),Česko,muži,71,2008,11.4911423657
Naděje dožití (ex),Česko,muži,71,2009,11.4230874617
Naděje dožití (ex),Česko,muži,71,2010,11.5403033428
Naděje dožití (ex),Česko,muži,71,2011,11.7234059303
Naděje dožití (ex),Česko,muži,71,2012,11.7847234491
Naděje dožití (ex),Česko,muži,71,2013,11.8269932629
Naděje dožití (ex),Česko,muži,71,2014,12.1404156716
Naděje dožití (ex),Česko,muži,71,2015,11.9188781232
Naděje dožití (ex),Česko,muži,71,2016,12.2230453186
Naděje dožití (ex),Česko,muži,71,2017,12.1904267948
Naděje dožití (ex),Česko,muži,71,2018,12.2598645353
Naděje dožití (ex),Česko,muži,71,2019,12.3583685095
Naděje dožití (ex),Česko,muži,71,2020,11.3544594565
Naděje dožití (ex),Česko,muži,71,2021,10.8460759199
Naděje dožití (ex),Česko,muži,71,2022,12.0969037321
Naděje dožití (ex),Česko,muži,71,2023,12.63728927
Naděje dožití (ex),Česko,muži,71,2024,12.8867677601
Naděje dožití (ex),Česko,muži,72,2001,9.7772070922
Naděje dožití (ex),Česko,muži,72,2002,9.8428563633
Naděje dožití (ex),Česko,muži,72,2003,9.7717039818
Naděje dožití (ex),Česko,muži,72,2004,10.0721222535
Naděje dožití (ex),Česko,muži,72,2005,10.1634498317
Naděje dožití (ex),Česko,muži,72,2006,10.4666518485
Naděje dožití (ex),Česko,muži,72,2007,10.6802212117
Naděje dožití (ex),Česko,muži,72,2008,10.9071413859
Naděje dožití (ex),Česko,muži,72,2009,10.8405707987
Naděje dožití (ex),Česko,muži,72,2010,10.9375642083
Naděje dožití (ex),Česko,muži,72,2011,11.1287735041
Naděje dožití (ex),Česko,muži,72,2012,11.1864837576
Naděje dožití (ex),Česko,muži,72,2013,11.2323017559
Naděje dožití (ex),Česko,muži,72,2014,11.537154927
Naděje dožití (ex),Česko,muži,72,2015,11.3332397465
Naděje dožití (ex),Česko,muži,72,2016,11.6318119506
Naděje dožití (ex),Česko,muži,72,2017,11.5982375107
Naděje dožití (ex),Česko,muži,72,2018,11.6666271647
Naděje dožití (ex),Česko,muži,72,2019,11.7489873526
Naděje dožití (ex),Česko,muži,72,2020,10.7624852634
Naděje dožití (ex),Česko,muži,72,2021,10.2934999327
Naděje dožití (ex),Česko,muži,72,2022,11.490966862
Naděje dožití (ex),Česko,muži,72,2023,12.01057028
Naděje dožití (ex),Česko,muži,72,2024,12.2558486759
Naděje dožití (ex),Česko,muži,73,2001,9.2553649674
Naděje dožití (ex),Česko,muži,73,2002,9.3120461017
Naděje dožití (ex),Česko,muži,73,2003,9.2395169348
Naděje dožití (ex),Česko,muži,73,2004,9.5272005405
Naděje dožití (ex),Česko,muži,73,2005,9.611054186
Naděje dožití (ex),Česko,muži,73,2006,9.8973980535
Naděje dožití (ex),Česko,muži,73,2007,10.1211288855
Naděje dožití (ex),Česko,muži,73,2008,10.3360626319
Naděje dožití (ex),Česko,muži,73,2009,10.2668301896
Naděje dožití (ex),Česko,muži,73,2010,10.3475402764
Naděje dožití (ex),Česko,muži,73,2011,10.5439131942
Naděje dožití (ex),Česko,muži,73,2012,10.5983962871
Naděje dožití (ex),Česko,muži,73,2013,10.6480806876
Naděje dožití (ex),Česko,muži,73,2014,10.9386886463
Naděje dožití (ex),Česko,muži,73,2015,10.7594781401
Naděje dožití (ex),Česko,muži,73,2016,11.049672778
Naděje dožití (ex),Česko,muži,73,2017,11.0180807824
Naděje dožití (ex),Česko,muži,73,2018,11.0889662984
Naděje dožití (ex),Česko,muži,73,2019,11.1577454404
Naděje dožití (ex),Česko,muži,73,2020,10.1837958364
Naděje dožití (ex),Česko,muži,73,2021,9.758614002
Naděje dožití (ex),Česko,muži,73,2022,10.8985602671
Naděje dožití (ex),Česko,muži,73,2023,11.39821384
Naděje dožití (ex),Česko,muži,73,2024,11.6410642343
Naděje dožití (ex),Česko,muži,74,2001,8.750837565
Naděje dožití (ex),Česko,muži,74,2002,8.7967283559
Naděje dožití (ex),Česko,muži,74,2003,8.7233405494
Naděje dožití (ex),Česko,muži,74,2004,8.9982534422
Naděje dožití (ex),Česko,muži,74,2005,9.0747466423
Naděje dožití (ex),Česko,muži,74,2006,9.3456996515
Naděje dožití (ex),Česko,muži,74,2007,9.5764657145
Naděje dožití (ex),Česko,muži,74,2008,9.7780117586
Naděje dožití (ex),Česko,muži,74,2009,9.7004313074
Naděje dožití (ex),Česko,muži,74,2010,9.7733025629
Naděje dožití (ex),Česko,muži,74,2011,9.9699038904
Naděje dožití (ex),Česko,muži,74,2012,10.0232855145
Naděje dožití (ex),Česko,muži,74,2013,10.0774452409
Naděje dožití (ex),Česko,muži,74,2014,10.3493725508
Naděje dožití (ex),Česko,muži,74,2015,10.1945422372
Naděje dožití (ex),Česko,muži,74,2016,10.4755166335
Naděje dožití (ex),Česko,muži,74,2017,10.4473732977
Naděje dožití (ex),Česko,muži,74,2018,10.5247150672
Naděje dožití (ex),Česko,muži,74,2019,10.5840503548
Naděje dožití (ex),Česko,muži,74,2020,9.6219883048
Naděje dožití (ex),Česko,muži,74,2021,9.2415424397
Naděje dožití (ex),Česko,muži,74,2022,10.3192078629
Naděje dožití (ex),Česko,muži,74,2023,10.80043627
Naděje dožití (ex),Česko,muži,74,2024,11.0429775281
Naděje dožití (ex),Česko,muži,75,2001,8.2638364102
Naděje dožití (ex),Česko,muži,75,2002,8.2974996758
Naděje dožití (ex),Česko,muži,75,2003,8.2245623836
Naděje dožití (ex),Česko,muži,75,2004,8.4863107294
Naděje dožití (ex),Česko,muži,75,2005,8.555368203
Naděje dožití (ex),Česko,muži,75,2006,8.8114877016
Naděje dožití (ex),Česko,muži,75,2007,9.0465514171
Naděje dožití (ex),Česko,muži,75,2008,9.234524948
Naděje dožití (ex),Česko,muži,75,2009,9.1448600088
Naděje dožití (ex),Česko,muži,75,2010,9.2160128882
Naděje dožití (ex),Česko,muži,75,2011,9.4084875042
Naděje dožití (ex),Česko,muži,75,2012,9.4621611643
Naděje dožití (ex),Česko,muži,75,2013,9.5237008412
Naděje dožití (ex),Česko,muži,75,2014,9.7739455236
Naděje dožití (ex),Česko,muži,75,2015,9.637590445
Naděje dožití (ex),Česko,muži,75,2016,9.9113292831
Naděje dožití (ex),Česko,muži,75,2017,9.8853884583
Naděje dožití (ex),Česko,muži,75,2018,9.9710247583
Naděje dožití (ex),Česko,muži,75,2019,10.0231621524
Naděje dožití (ex),Česko,muži,75,2020,9.0794003922
Naděje dožití (ex),Česko,muži,75,2021,8.7424619696
Naděje dožití (ex),Česko,muži,75,2022,9.7534273952
Naděje dožití (ex),Česko,muži,75,2023,10.21701488
Naděje dožití (ex),Česko,muži,75,2024,10.4618320034
Naděje dožití (ex),Česko,muži,76,2001,7.7945271514
Naděje dožití (ex),Česko,muži,76,2002,7.8149375486
Naděje dožití (ex),Česko,muži,76,2003,7.7444689852
Naděje dožití (ex),Česko,muži,76,2004,7.9914307111
Naděje dožití (ex),Česko,muži,76,2005,8.0537738058
Naděje dožití (ex),Česko,muži,76,2006,8.2935520529
Naděje dožití (ex),Česko,muži,76,2007,8.532771218
Naděje dožití (ex),Česko,muži,76,2008,8.7079619177
Naděje dožití (ex),Česko,muži,76,2009,8.6049315855
Naděje dožití (ex),Česko,muži,76,2010,8.675809805
Naděje dožití (ex),Česko,muži,76,2011,8.861886277
Naděje dožití (ex),Česko,muži,76,2012,8.9147023674
Naděje dožití (ex),Česko,muži,76,2013,8.9895136183
Naděje dožití (ex),Česko,muži,76,2014,9.2161038089
Naděje dožití (ex),Česko,muži,76,2015,9.0895722391
Naděje dožití (ex),Česko,muži,76,2016,9.3601337101
Naděje dožití (ex),Česko,muži,76,2017,9.3329737356
Naděje dožití (ex),Česko,muži,76,2018,9.4252968346
Naděje dožití (ex),Česko,muži,76,2019,9.4701877949
Naděje dožití (ex),Česko,muži,76,2020,8.5568503303
Naděje dožití (ex),Česko,muži,76,2021,8.2602105062
Naděje dožití (ex),Česko,muži,76,2022,9.2024888752
Naděje dožití (ex),Česko,muži,76,2023,9.648119931
Naděje dožití (ex),Česko,muži,76,2024,9.896820581
Naděje dožití (ex),Česko,muži,77,2001,7.3425216463
Naděje dožití (ex),Česko,muži,77,2002,7.3498133818
Naděje dožití (ex),Česko,muži,77,2003,7.2837293501
Naděje dožití (ex),Česko,muži,77,2004,7.5136851166
Naděje dožití (ex),Česko,muži,77,2005,7.5707178189
Naděje dožití (ex),Česko,muži,77,2006,7.7920618454
Naděje dožití (ex),Česko,muži,77,2007,8.0352858077
Naděje dožití (ex),Česko,muži,77,2008,8.1994837173
Naděje dožití (ex),Česko,muži,77,2009,8.0834193845
Naděje dožití (ex),Česko,muži,77,2010,8.1529716861
Naděje dožití (ex),Česko,muži,77,2011,8.3321492505
Naděje dožití (ex),Česko,muži,77,2012,8.3810096302
Naděje dožití (ex),Česko,muži,77,2013,8.4744552313
Naděje dožití (ex),Česko,muži,77,2014,8.6764968028
Naděje dožití (ex),Česko,muži,77,2015,8.5526954961
Naděje dožití (ex),Česko,muži,77,2016,8.8235001491
Naděje dožití (ex),Česko,muži,77,2017,8.7921856763
