Území,Ukazatel,Typ indexu,Typ zakázek,Vybraná odvětví průmyslu,Měsíce,value
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,listopad 2004,132.706978502
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,říjen 2004,142.6671931293
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,září 2004,146.5176156581
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,srpen 2004,134.4008976294
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červenec 2004,148.3227995075
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červen 2004,129.8735914711
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,květen 2004,121.2515703491
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,duben 2004,107.7820058724
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,březen 2004,104.3225832068
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,únor 2004,92.3342983833
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,leden 2004,68.6005074695
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,prosinec 2003,112.5621616325
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,listopad 2003,86.080240338
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,říjen 2003,80.0655882183
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,září 2003,89.8251992795
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,srpen 2003,88.8151220759
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červenec 2003,74.2241972351
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červen 2003,86.7892855331
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,květen 2003,86.285530793
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,duben 2003,87.9233336347
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,březen 2003,92.7654983985
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,únor 2003,118.613635298
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,leden 2003,104.2151584422
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,prosinec 2002,104.6407620089
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,listopad 2002,103.4611660975
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,říjen 2002,97.8630122053
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,září 2002,91.0169890668
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,srpen 2002,80.0697895983
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červenec 2002,96.2973545664
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červen 2002,74.4347731841
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,květen 2002,91.4801904699
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,duben 2002,89.4623562892
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,březen 2002,82.4332527174
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,únor 2002,82.9925893234
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,leden 2002,108.2122296161
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,prosinec 2001,105.327643264
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,listopad 2001,108.4319281924
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,říjen 2001,117.1147368762
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,září 2001,124.6768442337
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,srpen 2001,161.7122738924
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červenec 2001,140.6666982448
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červen 2001,157.3747534849
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,květen 2001,135.5112092145
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,duben 2001,133.1627903828
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,březen 2001,177.821631295
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,únor 2001,114.5115724808
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,leden 2001,199.7850046782
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,srpen 2025,102.653303655
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,červenec 2025,100.2688203435
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,červen 2025,98.6790509271
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,květen 2025,94.8907878711
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,duben 2025,98.5368368555
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,březen 2025,99.7479328697
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,únor 2025,105.5361116643
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,leden 2025,96.2715293847
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,prosinec 2024,117.5420752568
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,listopad 2024,100.5091291653
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,říjen 2024,88.688112217
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,září 2024,107.7357150295
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,srpen 2024,98.2775187069
