Území,Ukazatel,Typ indexu,Typ zakázek,Vybraná odvětví průmyslu,Měsíce,value
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden 2002,102.4653741289
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",prosinec 2001,111.9077609877
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",listopad 2001,115.6135374327
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",říjen 2001,81.0149236943
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",září 2001,115.3296982708
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",srpen 2001,122.6458066215
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",červenec 2001,122.0723525477
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",červen 2001,121.1864158992
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",květen 2001,132.0171131502
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",duben 2001,90.2548625751
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",březen 2001,146.2019215468
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",únor 2001,165.1133261044
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"25 Výroba kovových konstrukcí a kovodělných výrobků, kromě strojů a zařízení",leden 2001,191.4679380821
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",srpen 2025,84.5853854945
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červenec 2025,91.6527022516
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červen 2025,98.486080167
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",květen 2025,82.7466844114
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",duben 2025,95.081761437
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",březen 2025,91.5679683763
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",únor 2025,95.4275789427
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",leden 2025,123.93741433
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",prosinec 2024,113.385370239
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",listopad 2024,107.6577927232
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",říjen 2024,118.5015360204
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",září 2024,116.0388146822
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",srpen 2024,116.9915461099
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červenec 2024,130.4541329085
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červen 2024,100.0299935685
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",květen 2024,124.0728103622
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",duben 2024,97.0888800739
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",březen 2024,100.1195112363
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",únor 2024,108.0881845979
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",leden 2024,96.1686790362
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",prosinec 2023,92.2055480694
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",listopad 2023,94.3552822618
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",říjen 2023,76.8383078863
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",září 2023,86.3589653962
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",srpen 2023,91.5850101478
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červenec 2023,83.1934388913
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červen 2023,98.2147654371
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",květen 2023,91.4784725511
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",duben 2023,117.6107527602
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",březen 2023,110.2074302579
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",únor 2023,100.8198137757
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",leden 2023,99.3023881239
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",prosinec 2022,126.9337586792
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",listopad 2022,109.7437936355
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",říjen 2022,116.4549650859
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",září 2022,114.9414084941
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",srpen 2022,101.2660776619
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červenec 2022,101.3750112455
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červen 2022,102.7541458072
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",květen 2022,101.8080310235
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",duben 2022,95.1541637604
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",březen 2022,101.1874681432
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",únor 2022,93.9689744197
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",leden 2022,101.6200677972
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",prosinec 2021,95.1785226224
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",listopad 2021,88.8802273209
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",říjen 2021,95.230140091
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",září 2021,101.220913853
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",srpen 2021,116.9178402179
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červenec 2021,98.9529215595
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červen 2021,99.2910246974
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",květen 2021,95.5835819769
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",duben 2021,105.7640073931
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",březen 2021,109.314880427
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",únor 2021,104.9246889095
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",leden 2021,98.9479568393
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",prosinec 2020,98.8542447836
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",listopad 2020,111.9882537774
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",říjen 2020,105.6334586441
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",září 2020,100.6797957117
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",srpen 2020,104.8351784248
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červenec 2020,103.8770028905
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červen 2020,92.4143630895
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",květen 2020,89.8933621458
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",duben 2020,97.4651704676
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",březen 2020,83.8396636409
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",únor 2020,94.5593752526
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",leden 2020,103.4164798418
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",prosinec 2019,86.3224627338
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",listopad 2019,81.0940530925
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",říjen 2019,87.5218636328
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",září 2019,83.2524653119
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",srpen 2019,79.7621841621
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červenec 2019,89.5187726771
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červen 2019,100.7665278313
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",květen 2019,95.4719128641
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",duben 2019,98.2818542532
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",březen 2019,102.5774455794
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",únor 2019,87.4483719813
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",leden 2019,102.4266362026
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",prosinec 2018,98.9366279651
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",listopad 2018,112.1892412771
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",říjen 2018,116.5757275307
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",září 2018,108.5532203196
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",srpen 2018,105.9895470386
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červenec 2018,122.2215592837
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červen 2018,99.3823091402
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",květen 2018,109.0968446499
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",duben 2018,98.0478345068
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",březen 2018,98.6131403275
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",únor 2018,113.5298033608
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",leden 2018,105.0940397609
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",prosinec 2017,113.3513733277
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",listopad 2017,101.535468825
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",říjen 2017,107.7208546833
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",září 2017,106.3896699008
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",srpen 2017,106.2140319346
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červenec 2017,105.5197630345
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červen 2017,109.0422555307
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",květen 2017,124.3139257238
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",duben 2017,118.6594909703
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",březen 2017,105.6656305608
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",únor 2017,108.5136543659
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",leden 2017,105.0075044498
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",prosinec 2016,99.9767659445
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",listopad 2016,109.2676742498
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",říjen 2016,99.833178089
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",září 2016,105.6971780595
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",srpen 2016,117.1144536918
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červenec 2016,89.1695785165
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červen 2016,96.6727424449
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",květen 2016,103.5192133094
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",duben 2016,99.3646563245
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",březen 2016,97.4729447647
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",únor 2016,95.8510894731
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",leden 2016,99.3193373558
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",prosinec 2015,105.7507862907
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",listopad 2015,96.2940392864
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",říjen 2015,104.0671789741
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",září 2015,103.100528875
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",srpen 2015,87.8032137775
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červenec 2015,105.1625757027
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červen 2015,106.071664404
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",květen 2015,95.6881526548
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",duben 2015,108.290581735
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",březen 2015,113.3966763336
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",únor 2015,93.9296785712
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",leden 2015,105.9116423326
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",prosinec 2014,118.8803352572
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",listopad 2014,123.5514575113
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",říjen 2014,116.4253315927
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",září 2014,115.5611487261
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",srpen 2014,114.0726712735
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červenec 2014,112.6267101626
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",červen 2014,121.5603355138
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",květen 2014,118.5476928621
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",duben 2014,112.6828367953
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",březen 2014,113.4383774085
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",únor 2014,128.2431951489
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",leden 2014,111.2888445193
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,"26 Výroba počítačů, elektronických a optických přístrojů a zařízení",prosinec 2013,123.5811146558
