Území,Ukazatel,Očištění,Typ indexu,Typ tržeb,Vybraná průmyslová činnost,Čtvrtletí,value
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,3. čtvrtletí 2008,148.083242316
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2. čtvrtletí 2008,133.1844538201
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,1. čtvrtletí 2008,127.6598114504
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,4. čtvrtletí 2007,132.8593254929
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,3. čtvrtletí 2007,122.4952751299
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2. čtvrtletí 2007,141.7506963005
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,1. čtvrtletí 2007,152.8132818571
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,4. čtvrtletí 2006,96.3024854084
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,3. čtvrtletí 2006,107.640474473
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2. čtvrtletí 2006,108.5587827117
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,1. čtvrtletí 2006,97.6313532696
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,4. čtvrtletí 2005,103.5151238208
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,3. čtvrtletí 2005,116.8961243724
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2. čtvrtletí 2005,127.007372163
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,1. čtvrtletí 2005,116.7268073123
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,4. čtvrtletí 2004,133.6470816729
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,3. čtvrtletí 2004,120.4663091566
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2. čtvrtletí 2004,107.9424047167
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,1. čtvrtletí 2004,91.6768710909
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,4. čtvrtletí 2003,101.2083618884
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,3. čtvrtletí 2003,99.9402637309
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2. čtvrtletí 2003,99.3564743219
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,1. čtvrtletí 2003,131.6323202734
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,4. čtvrtletí 2002,98.6762535522
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,3. čtvrtletí 2002,91.7384891955
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2. čtvrtletí 2002,74.2285259672
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,1. čtvrtletí 2002,86.5514655022
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,4. čtvrtletí 2001,71.3762434442
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,3. čtvrtletí 2001,86.2594613415
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2. čtvrtletí 2001,102.461004672
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,1. čtvrtletí 2001,101.125190813
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,4. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,3. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,2. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,19 Výroba koksu a rafinovaných ropných produktů,1. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2025,89.6378366131
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2025,97.7083599081
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,4. čtvrtletí 2024,101.5312829304
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,3. čtvrtletí 2024,103.9735673284
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2024,106.5285372638
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2024,97.0421357766
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,4. čtvrtletí 2023,83.8449270381
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,3. čtvrtletí 2023,78.9735989948
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2023,73.6503984871
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2023,87.0444313799
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,4. čtvrtletí 2022,104.3650354921
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,3. čtvrtletí 2022,121.0740123819
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2022,133.1723732209
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2022,138.0635925374
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,4. čtvrtletí 2021,138.3729713452
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,3. čtvrtletí 2021,136.2160096719
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2021,153.4061863282
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2021,108.499498157
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,4. čtvrtletí 2020,104.9327095334
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,3. čtvrtletí 2020,85.4568550656
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2020,75.3618219989
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2020,95.7363745025
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,4. čtvrtletí 2019,87.372564702
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,3. čtvrtletí 2019,100.6711710172
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2019,96.5562533199
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2019,99.2079839187
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,4. čtvrtletí 2018,102.6693311172
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,3. čtvrtletí 2018,103.2111297329
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2018,102.5411655404
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2018,100.1986668013
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,4. čtvrtletí 2017,118.0702302903
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,3. čtvrtletí 2017,119.5095824746
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2017,128.1897882516
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2017,127.6088298971
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,4. čtvrtletí 2016,107.9215064963
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,3. čtvrtletí 2016,85.127240641
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2016,76.2920893663
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2016,82.6177340798
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,4. čtvrtletí 2015,75.4923353419
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,3. čtvrtletí 2015,83.2351160766
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2015,98.181378589
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2015,90.8271961586
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,4. čtvrtletí 2014,103.7949338821
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,3. čtvrtletí 2014,121.7276198262
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2014,111.9468171222
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2014,109.3502274486
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,4. čtvrtletí 2013,101.8143153462
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,3. čtvrtletí 2013,92.5693272653
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2013,97.6299348134
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2013,97.0896886272
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,4. čtvrtletí 2012,115.8547551447
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,3. čtvrtletí 2012,113.6607609373
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2012,105.7525395116
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2012,109.0998388211
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,4. čtvrtletí 2011,99.8857949751
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,3. čtvrtletí 2011,102.6222816972
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2011,104.0851601889
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2011,116.7523162298
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,4. čtvrtletí 2010,125.4853661734
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,3. čtvrtletí 2010,122.3794769494
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2010,120.6456163655
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2010,112.8487115678
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,4. čtvrtletí 2009,95.5360948368
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,3. čtvrtletí 2009,71.6173384019
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2009,78.1569778304
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2009,77.23475097
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,4. čtvrtletí 2008,96.2883668452
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,3. čtvrtletí 2008,115.5763116016
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2008,103.0406684456
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2008,103.830989112
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,4. čtvrtletí 2007,88.5454022831
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,3. čtvrtletí 2007,94.9435125769
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2007,108.2613972024
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2007,108.8068192405
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,4. čtvrtletí 2006,99.3400306054
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,3. čtvrtletí 2006,107.2077132763
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2006,100.0343770483
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2006,103.1954354387
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,4. čtvrtletí 2005,101.0364016772
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,3. čtvrtletí 2005,105.5502637757
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2005,109.206919653
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2005,110.6412391862
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,4. čtvrtletí 2004,146.3540901637
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,3. čtvrtletí 2004,136.6859498537
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2004,128.4207743048
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2004,114.4318417351
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,4. čtvrtletí 2003,99.9991441839
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,3. čtvrtletí 2003,103.3809631886
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2003,102.8269567095
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2003,110.8629004018
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,4. čtvrtletí 2002,96.9463036673
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,3. čtvrtletí 2002,92.6878644496
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2002,85.4092857052
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2002,82.7607437579
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,4. čtvrtletí 2001,82.4166939214
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,3. čtvrtletí 2001,101.8565472255
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2001,101.722287531
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2001,113.934124554
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,4. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,3. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,2. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,20 Výroba chemických látek a chemických přípravků,1. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2. čtvrtletí 2025,100.2241742463
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,1. čtvrtletí 2025,102.5065689147
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,4. čtvrtletí 2024,98.9165533734
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,3. čtvrtletí 2024,113.2796915075
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2. čtvrtletí 2024,107.3752867731
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,1. čtvrtletí 2024,105.2190494412
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,4. čtvrtletí 2023,102.9045293841
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,3. čtvrtletí 2023,96.4462855319
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2. čtvrtletí 2023,117.1368501991
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,1. čtvrtletí 2023,106.0498448936
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,4. čtvrtletí 2022,108.5733747641
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,3. čtvrtletí 2022,121.0797031388
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2. čtvrtletí 2022,115.09048012
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,1. čtvrtletí 2022,109.7798113394
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,4. čtvrtletí 2021,101.245848643
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,3. čtvrtletí 2021,103.9390489963
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2. čtvrtletí 2021,96.1934337836
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,1. čtvrtletí 2021,102.9789485322
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,4. čtvrtletí 2020,103.0466561191
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,3. čtvrtletí 2020,95.6998072502
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,2. čtvrtletí 2020,104.7617576958
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,1. čtvrtletí 2020,108.5552831287
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,21 Výroba základních farmaceutických výrobků a farmaceutických přípravků,4. čtvrtletí 2019,119.7176985037
