Území,Ukazatel,Očištění,Typ indexu,Typ tržeb,Vybraná průmyslová činnost,Čtvrtletí,value
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,3. čtvrtletí 2006,119.2138229196
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,2. čtvrtletí 2006,104.6762187149
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,1. čtvrtletí 2006,111.9242420408
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,4. čtvrtletí 2005,100.6904273215
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,3. čtvrtletí 2005,94.7450237979
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,2. čtvrtletí 2005,100.0840070301
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,1. čtvrtletí 2005,101.4059222989
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,4. čtvrtletí 2004,110.0088142667
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,3. čtvrtletí 2004,118.1442555658
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,2. čtvrtletí 2004,119.3566805211
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,1. čtvrtletí 2004,109.7563251248
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,4. čtvrtletí 2003,99.4488575737
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,3. čtvrtletí 2003,96.8005295336
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,2. čtvrtletí 2003,97.7741142695
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,1. čtvrtletí 2003,89.9290267677
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,4. čtvrtletí 2002,99.3564190956
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,3. čtvrtletí 2002,95.0740204276
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,2. čtvrtletí 2002,89.4170528878
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,1. čtvrtletí 2002,97.2815453357
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,4. čtvrtletí 2001,102.5113028743
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,3. čtvrtletí 2001,101.9311209018
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,2. čtvrtletí 2001,108.3584722614
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,1. čtvrtletí 2001,109.0896072198
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,4. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,3. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,2. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,B Těžba a dobývání,1. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,2. čtvrtletí 2025,100.9675800222
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,1. čtvrtletí 2025,100.7979741589
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,4. čtvrtletí 2024,100.3060546808
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,3. čtvrtletí 2024,107.5271768392
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,2. čtvrtletí 2024,101.9447796599
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,1. čtvrtletí 2024,99.8164811723
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,4. čtvrtletí 2023,101.8303204164
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,3. čtvrtletí 2023,96.238881125
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,2. čtvrtletí 2023,101.5508606018
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,1. čtvrtletí 2023,111.5647936183
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,4. čtvrtletí 2022,114.4478361778
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,3. čtvrtletí 2022,120.0130719323
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,2. čtvrtletí 2022,113.35890487
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,1. čtvrtletí 2022,109.6351517703
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,4. čtvrtletí 2021,103.9213929112
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,3. čtvrtletí 2021,103.4986451113
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,2. čtvrtletí 2021,137.9598688728
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,1. čtvrtletí 2021,106.3950179816
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,4. čtvrtletí 2020,104.6057454543
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,3. čtvrtletí 2020,97.230818034
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,2. čtvrtletí 2020,75.8554179724
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,1. čtvrtletí 2020,96.2372163608
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,4. čtvrtletí 2019,95.8422362318
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,3. čtvrtletí 2019,103.0311152724
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,2. čtvrtletí 2019,102.1585847156
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,1. čtvrtletí 2019,102.649814939
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,4. čtvrtletí 2018,106.898588927
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,3. čtvrtletí 2018,105.2073784358
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,2. čtvrtletí 2018,102.4652460325
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,1. čtvrtletí 2018,100.3504720981
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,4. čtvrtletí 2017,106.0530350028
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,3. čtvrtletí 2017,105.3961394883
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,2. čtvrtletí 2017,106.5836450034
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,1. čtvrtletí 2017,111.2790800966
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,4. čtvrtletí 2016,103.3262637612
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,3. čtvrtletí 2016,98.8092589938
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,2. čtvrtletí 2016,102.9467141223
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,1. čtvrtletí 2016,100.8119256837
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,4. čtvrtletí 2015,100.667585008
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,3. čtvrtletí 2015,100.4302177202
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,2. čtvrtletí 2015,104.3632178624
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,1. čtvrtletí 2015,104.0179261044
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,4. čtvrtletí 2014,107.7849100766
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,3. čtvrtletí 2014,110.650077153
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,2. čtvrtletí 2014,111.7943716719
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,1. čtvrtletí 2014,113.5600595196
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,4. čtvrtletí 2013,107.341990207
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,3. čtvrtletí 2013,105.5323524646
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,2. čtvrtletí 2013,98.7549172056
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,1. čtvrtletí 2013,94.7021059523
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,4. čtvrtletí 2012,97.6289231346
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,3. čtvrtletí 2012,101.6438482839
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,2. čtvrtletí 2012,101.3824275981
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,1. čtvrtletí 2012,107.0470515745
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,4. čtvrtletí 2011,105.7403699903
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,3. čtvrtletí 2011,105.107995879
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,2. čtvrtletí 2011,109.4934495925
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,1. čtvrtletí 2011,114.9278417439
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,4. čtvrtletí 2010,114.0403624899
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,3. čtvrtletí 2010,112.3974209425
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,2. čtvrtletí 2010,113.1808505142
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,1. čtvrtletí 2010,104.966402542
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,4. čtvrtletí 2009,94.7176265539
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,3. čtvrtletí 2009,82.8641148388
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,2. čtvrtletí 2009,78.9608856346
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,1. čtvrtletí 2009,78.8277691585
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,4. čtvrtletí 2008,85.8070372819
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,3. čtvrtletí 2008,100.8485293246
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,2. čtvrtletí 2008,102.7657508085
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,1. čtvrtletí 2008,102.1478680401
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,4. čtvrtletí 2007,110.3432328794
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,3. čtvrtletí 2007,112.98209095
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,2. čtvrtletí 2007,115.20420225
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,1. čtvrtletí 2007,119.0599141046
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,4. čtvrtletí 2006,110.472138594
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,3. čtvrtletí 2006,107.8953638127
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,2. čtvrtletí 2006,106.8370181181
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,1. čtvrtletí 2006,112.034835927
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,4. čtvrtletí 2005,104.5628781925
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,3. čtvrtletí 2005,104.5935520207
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,2. čtvrtletí 2005,105.8064944159
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,1. čtvrtletí 2005,105.5060994037
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,4. čtvrtletí 2004,118.8762199821
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,C Zpracovatelský průmysl,3. čtvrtletí 2004,116.7108568711
