Ukazatel;Území;Typ indexu;Klasifikace produkce;Měsíce;value
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden 2022;109.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;únor 2022;110.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;březen 2022;112.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;duben 2022;116.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;květen 2022;116.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;červen 2022;116.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;červenec 2022;117.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;srpen 2022;117.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;září 2022;117.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;říjen 2022;119.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;listopad 2022;119.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;prosinec 2022;119.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden 2023;124.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;únor 2023;124.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;březen 2023;125.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;duben 2023;125.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;květen 2023;125.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;červen 2023;125.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;červenec 2023;124.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;srpen 2023;124.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;září 2023;124.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;říjen 2023;124.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;listopad 2023;124.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;prosinec 2023;124.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden 2024;127.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;únor 2024;127.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;březen 2024;127.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;duben 2024;127.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;květen 2024;127.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;červen 2024;127.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;červenec 2024;127.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;srpen 2024;127.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;září 2024;127.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;říjen 2024;127.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;listopad 2024;127.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;prosinec 2024;127.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden 2025;129.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;únor 2025;130.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;březen 2025;132.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;duben 2025;132.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden 2015;100.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;únor 2015;100.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;březen 2015;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;duben 2015;100.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;květen 2015;100.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;červen 2015;100.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;červenec 2015;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;srpen 2015;99.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;září 2015;99.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;říjen 2015;99.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;listopad 2015;99.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;prosinec 2015;99.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden 2016;99.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;únor 2016;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;březen 2016;99.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;duben 2016;99.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;květen 2016;99.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;červen 2016;99.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;červenec 2016;99.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;srpen 2016;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;září 2016;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;říjen 2016;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;listopad 2016;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;prosinec 2016;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden 2017;99.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;únor 2017;99.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;březen 2017;99.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;duben 2017;99.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;květen 2017;99.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;červen 2017;98.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;červenec 2017;98.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;srpen 2017;98.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;září 2017;98.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;říjen 2017;98.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;listopad 2017;98.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;prosinec 2017;98.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden 2018;98.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;únor 2018;98.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;březen 2018;98.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;duben 2018;99.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;květen 2018;99.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;červen 2018;99.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;červenec 2018;99.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;srpen 2018;99.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;září 2018;99.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;říjen 2018;100.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;listopad 2018;100.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;prosinec 2018;100.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden 2019;100.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;únor 2019;101.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;březen 2019;100.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;duben 2019;101.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;květen 2019;101.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;červen 2019;101.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;červenec 2019;101.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;srpen 2019;101.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;září 2019;101.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;říjen 2019;101.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;listopad 2019;101.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;prosinec 2019;101.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden 2020;101.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;únor 2020;101.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;březen 2020;101.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;duben 2020;102.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;květen 2020;102.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;červen 2020;103.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;červenec 2020;103.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;srpen 2020;103.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;září 2020;104.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;říjen 2020;104.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;listopad 2020;104.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;prosinec 2020;105.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden 2021;105.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;únor 2021;105.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;březen 2021;106.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;duben 2021;107.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;květen 2021;107.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;červen 2021;109.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;červenec 2021;110.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;srpen 2021;111.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;září 2021;112.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;říjen 2021;113.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;listopad 2021;113.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;prosinec 2021;113.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden 2022;117.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;únor 2022;119.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;březen 2022;120.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;duben 2022;121.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;květen 2022;122.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;červen 2022;123.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;červenec 2022;124.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;srpen 2022;124.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;září 2022;126.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;říjen 2022;127.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;listopad 2022;127.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;prosinec 2022;127.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden 2023;130.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;únor 2023;130.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;březen 2023;130.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;duben 2023;130.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;květen 2023;130.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;červen 2023;129.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;červenec 2023;129.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;srpen 2023;129.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;září 2023;129.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;říjen 2023;129.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;listopad 2023;129.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;prosinec 2023;130.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden 2024;132.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;únor 2024;132.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;březen 2024;133.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;duben 2024;133.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;květen 2024;132.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;červen 2024;131.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;červenec 2024;131.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;srpen 2024;131.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;září 2024;131.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;říjen 2024;131.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;listopad 2024;132.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;prosinec 2024;132.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden 2025;133.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;únor 2025;134.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;březen 2025;135.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;duben 2025;135.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden 2015;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;únor 2015;100.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;březen 2015;100.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;duben 2015;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;květen 2015;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;červen 2015;100.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;červenec 2015;100.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;srpen 2015;100.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;září 2015;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;říjen 2015;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;listopad 2015;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;prosinec 2015;99.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden 2016;100.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;únor 2016;100.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;březen 2016;101.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;duben 2016;101.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;květen 2016;101.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;červen 2016;101.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;červenec 2016;101.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;srpen 2016;101.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;září 2016;101.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;říjen 2016;100.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;listopad 2016;100.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;prosinec 2016;100.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden 2017;102.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;únor 2017;101.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;březen 2017;102.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;duben 2017;102.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;květen 2017;102.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;červen 2017;101.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;červenec 2017;101.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;srpen 2017;102.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;září 2017;101.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;říjen 2017;101.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;listopad 2017;101.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;prosinec 2017;101.9
