Ukazatel;Území;Typ indexu;Klasifikace produkce;Měsíce;value
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden 2018;102.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;únor 2018;102.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;březen 2018;102.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;duben 2018;102.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;květen 2018;103.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;červen 2018;102.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;červenec 2018;103.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;srpen 2018;102.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;září 2018;103.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;říjen 2018;103.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;listopad 2018;102.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;prosinec 2018;103.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden 2019;104.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;únor 2019;104.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;březen 2019;104.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;duben 2019;104.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;květen 2019;104.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;červen 2019;104.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;červenec 2019;105.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;srpen 2019;104.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;září 2019;105.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;říjen 2019;104.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;listopad 2019;104.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;prosinec 2019;104.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden 2020;106.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;únor 2020;106.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;březen 2020;106.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;duben 2020;106.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;květen 2020;106.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;červen 2020;106.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;červenec 2020;106.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;srpen 2020;106.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;září 2020;106.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;říjen 2020;107.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;listopad 2020;107.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;prosinec 2020;107.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden 2021;108.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;únor 2021;108.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;březen 2021;108.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;duben 2021;108.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;květen 2021;108.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;červen 2021;108.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;červenec 2021;109.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;srpen 2021;109.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;září 2021;109.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;říjen 2021;110.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;listopad 2021;111.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;prosinec 2021;111.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden 2022;113.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;únor 2022;114.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;březen 2022;115.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;duben 2022;115.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;květen 2022;116.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;červen 2022;117.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;červenec 2022;117.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;srpen 2022;118.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;září 2022;119.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;říjen 2022;120.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;listopad 2022;120.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;prosinec 2022;117.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden 2023;118.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;únor 2023;117.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;březen 2023;119.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;duben 2023;119.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;květen 2023;119.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;červen 2023;119.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;červenec 2023;119.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;srpen 2023;120.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;září 2023;120.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;říjen 2023;120.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;listopad 2023;121.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;prosinec 2023;120.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden 2024;121.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;únor 2024;122.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;březen 2024;122.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;duben 2024;122.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;květen 2024;121.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;červen 2024;121.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;červenec 2024;122.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;srpen 2024;122.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;září 2024;122.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;říjen 2024;122.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;listopad 2024;121.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;prosinec 2024;122.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden 2025;123.5
