Stát,Kumulace měsíců,Ukazatel,value
Česko,říjen 2009,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,září 2009,Počet stavebních povolení v ČR,85167.0
Česko,září 2009,Počet vydaných stavebních povolení - budovy,49229.0
Česko,září 2009,Počet vydaných stavebních povolení - budovy bytové,32726.0
Česko,září 2009,Počet vydaných stavebních povolení - budovy nebytové,16503.0
Česko,září 2009,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,září 2009,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",306853.0
Česko,září 2009,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",176685.0
Česko,září 2009,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",87725.0
Česko,září 2009,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",88960.0
Česko,září 2009,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,srpen 2009,Počet stavebních povolení v ČR,74884.0
Česko,srpen 2009,Počet vydaných stavebních povolení - budovy,43335.0
Česko,srpen 2009,Počet vydaných stavebních povolení - budovy bytové,28864.0
Česko,srpen 2009,Počet vydaných stavebních povolení - budovy nebytové,14471.0
Česko,srpen 2009,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,srpen 2009,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",263494.0
Česko,srpen 2009,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",156357.0
Česko,srpen 2009,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",77016.0
Česko,srpen 2009,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",79341.0
Česko,srpen 2009,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,červenec 2009,Počet stavebních povolení v ČR,64511.0
Česko,červenec 2009,Počet vydaných stavebních povolení - budovy,37454.0
Česko,červenec 2009,Počet vydaných stavebních povolení - budovy bytové,24933.0
Česko,červenec 2009,Počet vydaných stavebních povolení - budovy nebytové,12521.0
Česko,červenec 2009,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,červenec 2009,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",228685.0
Česko,červenec 2009,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",138732.0
Česko,červenec 2009,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",66346.0
Česko,červenec 2009,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",72386.0
Česko,červenec 2009,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,červen 2009,Počet stavebních povolení v ČR,54610.0
Česko,červen 2009,Počet vydaných stavebních povolení - budovy,31554.0
Česko,červen 2009,Počet vydaných stavebních povolení - budovy bytové,20992.0
Česko,červen 2009,Počet vydaných stavebních povolení - budovy nebytové,10562.0
Česko,červen 2009,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,červen 2009,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",188102.0
Česko,červen 2009,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",115847.0
Česko,červen 2009,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",53416.0
Česko,červen 2009,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",62431.0
Česko,červen 2009,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,květen 2009,Počet stavebních povolení v ČR,44542.0
Česko,květen 2009,Počet vydaných stavebních povolení - budovy,25544.0
Česko,květen 2009,Počet vydaných stavebních povolení - budovy bytové,17006.0
Česko,květen 2009,Počet vydaných stavebních povolení - budovy nebytové,8538.0
Česko,květen 2009,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,květen 2009,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",148557.0
Česko,květen 2009,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",87624.0
Česko,květen 2009,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",42933.0
Česko,květen 2009,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",44691.0
Česko,květen 2009,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,duben 2009,Počet stavebních povolení v ČR,34439.0
Česko,duben 2009,Počet vydaných stavebních povolení - budovy,19733.0
Česko,duben 2009,Počet vydaných stavebních povolení - budovy bytové,13019.0
Česko,duben 2009,Počet vydaných stavebních povolení - budovy nebytové,6714.0
Česko,duben 2009,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,duben 2009,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",113393.0
Česko,duben 2009,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",67359.0
Česko,duben 2009,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",32745.0
Česko,duben 2009,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",34614.0
Česko,duben 2009,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,březen 2009,Počet stavebních povolení v ČR,24972.0
Česko,březen 2009,Počet vydaných stavebních povolení - budovy,14206.0
Česko,březen 2009,Počet vydaných stavebních povolení - budovy bytové,9280.0
Česko,březen 2009,Počet vydaných stavebních povolení - budovy nebytové,4926.0
Česko,březen 2009,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,březen 2009,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",87741.0
Česko,březen 2009,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",50792.0
Česko,březen 2009,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",23894.0
Česko,březen 2009,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",26898.0
Česko,březen 2009,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,únor 2009,Počet stavebních povolení v ČR,15542.0
Česko,únor 2009,Počet vydaných stavebních povolení - budovy,8811.0
Česko,únor 2009,Počet vydaných stavebních povolení - budovy bytové,5732.0
Česko,únor 2009,Počet vydaných stavebních povolení - budovy nebytové,3079.0
Česko,únor 2009,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,únor 2009,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",53770.0
Česko,únor 2009,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",32799.0
Česko,únor 2009,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",15069.0
Česko,únor 2009,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",17730.0
Česko,únor 2009,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,leden 2009,Počet stavebních povolení v ČR,8254.0
Česko,leden 2009,Počet vydaných stavebních povolení - budovy,4428.0
Česko,leden 2009,Počet vydaných stavebních povolení - budovy bytové,3014.0
Česko,leden 2009,Počet vydaných stavebních povolení - budovy nebytové,1414.0
Česko,leden 2009,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,leden 2009,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",24869.0
Česko,leden 2009,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",15762.0
Česko,leden 2009,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",8362.0
Česko,leden 2009,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",7400.0
Česko,leden 2009,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,prosinec 2008,Počet stavebních povolení v ČR,122242.0
Česko,prosinec 2008,Počet vydaných stavebních povolení - budovy,69793.0
Česko,prosinec 2008,Počet vydaných stavebních povolení - budovy bytové,47389.0
Česko,prosinec 2008,Počet vydaných stavebních povolení - budovy nebytové,22404.0
Česko,prosinec 2008,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,prosinec 2008,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",390836.0
Česko,prosinec 2008,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",254248.0
Česko,prosinec 2008,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",121822.0
Česko,prosinec 2008,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",132426.0
Česko,prosinec 2008,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,listopad 2008,Počet stavebních povolení v ČR,113138.0
Česko,listopad 2008,Počet vydaných stavebních povolení - budovy,64738.0
Česko,listopad 2008,Počet vydaných stavebních povolení - budovy bytové,44042.0
Česko,listopad 2008,Počet vydaných stavebních povolení - budovy nebytové,20696.0
Česko,listopad 2008,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,listopad 2008,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",364854.0
Česko,listopad 2008,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",237573.0
Česko,listopad 2008,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",113631.0
Česko,listopad 2008,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",123942.0
Česko,listopad 2008,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,říjen 2008,Počet stavebních povolení v ČR,103813.0
Česko,říjen 2008,Počet vydaných stavebních povolení - budovy,59541.0
Česko,říjen 2008,Počet vydaných stavebních povolení - budovy bytové,40729.0
Česko,říjen 2008,Počet vydaných stavebních povolení - budovy nebytové,18812.0
Česko,říjen 2008,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,říjen 2008,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",338589.0
Česko,říjen 2008,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",221568.0
Česko,říjen 2008,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",104943.0
Česko,říjen 2008,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",116625.0
Česko,říjen 2008,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,září 2008,Počet stavebních povolení v ČR,92973.0
Česko,září 2008,Počet vydaných stavebních povolení - budovy,53578.0
Česko,září 2008,Počet vydaných stavebních povolení - budovy bytové,36730.0
Česko,září 2008,Počet vydaných stavebních povolení - budovy nebytové,16848.0
Česko,září 2008,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,září 2008,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",303492.0
Česko,září 2008,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",197976.0
Česko,září 2008,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",93685.0
Česko,září 2008,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",104291.0
Česko,září 2008,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,srpen 2008,Počet stavebních povolení v ČR,81970.0
Česko,srpen 2008,Počet vydaných stavebních povolení - budovy,47354.0
Česko,srpen 2008,Počet vydaných stavebních povolení - budovy bytové,32447.0
Česko,srpen 2008,Počet vydaných stavebních povolení - budovy nebytové,14907.0
Česko,srpen 2008,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,srpen 2008,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",268939.0
Česko,srpen 2008,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",176028.0
Česko,srpen 2008,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",82150.0
Česko,srpen 2008,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",93878.0
Česko,srpen 2008,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,červenec 2008,Počet stavebních povolení v ČR,70208.0
Česko,červenec 2008,Počet vydaných stavebních povolení - budovy,40935.0
Česko,červenec 2008,Počet vydaných stavebních povolení - budovy bytové,28129.0
Česko,červenec 2008,Počet vydaných stavebních povolení - budovy nebytové,12806.0
Česko,červenec 2008,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,červenec 2008,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",232741.0
Česko,červenec 2008,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",150290.0
Česko,červenec 2008,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",70668.0
Česko,červenec 2008,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",79622.0
Česko,červenec 2008,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,červen 2008,Počet stavebních povolení v ČR,59153.0
Česko,červen 2008,Počet vydaných stavebních povolení - budovy,34571.0
Česko,červen 2008,Počet vydaných stavebních povolení - budovy bytové,23719.0
Česko,červen 2008,Počet vydaných stavebních povolení - budovy nebytové,10852.0
Česko,červen 2008,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,červen 2008,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",197695.0
Česko,červen 2008,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",129909.0
Česko,červen 2008,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",59161.0
Česko,červen 2008,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",70748.0
Česko,červen 2008,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,květen 2008,Počet stavebních povolení v ČR,48070.0
Česko,květen 2008,Počet vydaných stavebních povolení - budovy,27868.0
Česko,květen 2008,Počet vydaných stavebních povolení - budovy bytové,19077.0
Česko,květen 2008,Počet vydaných stavebních povolení - budovy nebytové,8791.0
Česko,květen 2008,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,květen 2008,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",157081.0
Česko,květen 2008,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",103118.0
Česko,květen 2008,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",46506.0
Česko,květen 2008,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",56612.0
Česko,květen 2008,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,duben 2008,Počet stavebních povolení v ČR,36691.0
Česko,duben 2008,Počet vydaných stavebních povolení - budovy,21142.0
Česko,duben 2008,Počet vydaných stavebních povolení - budovy bytové,14391.0
Česko,duben 2008,Počet vydaných stavebních povolení - budovy nebytové,6751.0
Česko,duben 2008,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,duben 2008,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",122263.0
Česko,duben 2008,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",78958.0
Česko,duben 2008,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",34746.0
Česko,duben 2008,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",44212.0
Česko,duben 2008,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,březen 2008,Počet stavebních povolení v ČR,26329.0
Česko,březen 2008,Počet vydaných stavebních povolení - budovy,15111.0
Česko,březen 2008,Počet vydaných stavebních povolení - budovy bytové,10174.0
Česko,březen 2008,Počet vydaných stavebních povolení - budovy nebytové,4937.0
Česko,březen 2008,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,březen 2008,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",90886.0
Česko,březen 2008,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",58024.0
Česko,březen 2008,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",24868.0
Česko,březen 2008,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",33156.0
Česko,březen 2008,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,únor 2008,Počet stavebních povolení v ČR,16496.0
Česko,únor 2008,Počet vydaných stavebních povolení - budovy,9305.0
Česko,únor 2008,Počet vydaných stavebních povolení - budovy bytové,6229.0
Česko,únor 2008,Počet vydaných stavebních povolení - budovy nebytové,3076.0
Česko,únor 2008,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,únor 2008,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",57709.0
Česko,únor 2008,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",40103.0
Česko,únor 2008,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",16361.0
Česko,únor 2008,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",23742.0
Česko,únor 2008,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,leden 2008,Počet stavebních povolení v ČR,7888.0
Česko,leden 2008,Počet vydaných stavebních povolení - budovy,4507.0
Česko,leden 2008,Počet vydaných stavebních povolení - budovy bytové,3001.0
Česko,leden 2008,Počet vydaných stavebních povolení - budovy nebytové,1506.0
Česko,leden 2008,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,leden 2008,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",28411.0
Česko,leden 2008,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",19786.0
Česko,leden 2008,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",8035.0
Česko,leden 2008,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",11751.0
Česko,leden 2008,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,prosinec 2007,Počet stavebních povolení v ČR,117384.0
Česko,prosinec 2007,Počet vydaných stavebních povolení - budovy,67876.0
Česko,prosinec 2007,Počet vydaných stavebních povolení - budovy bytové,47298.0
Česko,prosinec 2007,Počet vydaných stavebních povolení - budovy nebytové,20578.0
Česko,prosinec 2007,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,prosinec 2007,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",357708.0
Česko,prosinec 2007,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",239834.0
Česko,prosinec 2007,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",116032.0
Česko,prosinec 2007,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",123802.0
Česko,prosinec 2007,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,listopad 2007,Počet stavebních povolení v ČR,108531.0
Česko,listopad 2007,Počet vydaných stavebních povolení - budovy,63228.0
Česko,listopad 2007,Počet vydaných stavebních povolení - budovy bytové,44217.0
Česko,listopad 2007,Počet vydaných stavebních povolení - budovy nebytové,19011.0
Česko,listopad 2007,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,listopad 2007,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",321316.0
Česko,listopad 2007,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",218419.0
Česko,listopad 2007,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",105593.0
Česko,listopad 2007,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",112826.0
Česko,listopad 2007,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,říjen 2007,Počet stavebních povolení v ČR,98405.0
Česko,říjen 2007,Počet vydaných stavebních povolení - budovy,57774.0
Česko,říjen 2007,Počet vydaných stavebních povolení - budovy bytové,40616.0
Česko,říjen 2007,Počet vydaných stavebních povolení - budovy nebytové,17158.0
Česko,říjen 2007,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,říjen 2007,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",291210.0
Česko,říjen 2007,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",197992.0
Česko,říjen 2007,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",97804.0
Česko,říjen 2007,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",100188.0
Česko,říjen 2007,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,září 2007,Počet stavebních povolení v ČR,87188.0
Česko,září 2007,Počet vydaných stavebních povolení - budovy,51572.0
Česko,září 2007,Počet vydaných stavebních povolení - budovy bytové,36383.0
Česko,září 2007,Počet vydaných stavebních povolení - budovy nebytové,15189.0
Česko,září 2007,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,září 2007,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",258427.0
Česko,září 2007,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",174325.0
Česko,září 2007,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",85408.0
Česko,září 2007,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",88917.0
Česko,září 2007,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,srpen 2007,Počet stavebních povolení v ČR,75723.0
Česko,srpen 2007,Počet vydaných stavebních povolení - budovy,45528.0
Česko,srpen 2007,Počet vydaných stavebních povolení - budovy bytové,32161.0
Česko,srpen 2007,Počet vydaných stavebních povolení - budovy nebytové,13367.0
Česko,srpen 2007,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,srpen 2007,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",233186.0
Česko,srpen 2007,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",156249.0
Česko,srpen 2007,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",74059.0
Česko,srpen 2007,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",82190.0
Česko,srpen 2007,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,červenec 2007,Počet stavebních povolení v ČR,64438.0
Česko,červenec 2007,Počet vydaných stavebních povolení - budovy,38809.0
Česko,červenec 2007,Počet vydaných stavebních povolení - budovy bytové,27404.0
Česko,červenec 2007,Počet vydaných stavebních povolení - budovy nebytové,11405.0
Česko,červenec 2007,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,červenec 2007,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",197965.0
Česko,červenec 2007,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",135503.0
Česko,červenec 2007,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",61134.0
Česko,červenec 2007,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",74369.0
Česko,červenec 2007,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,červen 2007,Počet stavebních povolení v ČR,54702.0
Česko,červen 2007,Počet vydaných stavebních povolení - budovy,32697.0
Česko,červen 2007,Počet vydaných stavebních povolení - budovy bytové,23136.0
Česko,červen 2007,Počet vydaných stavebních povolení - budovy nebytové,9561.0
Česko,červen 2007,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,červen 2007,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",167808.0
Česko,červen 2007,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",115955.0
Česko,červen 2007,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",51468.0
Česko,červen 2007,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",64487.0
Česko,červen 2007,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,květen 2007,Počet stavebních povolení v ČR,45142.0
Česko,květen 2007,Počet vydaných stavebních povolení - budovy,26911.0
Česko,květen 2007,Počet vydaných stavebních povolení - budovy bytové,19123.0
Česko,květen 2007,Počet vydaných stavebních povolení - budovy nebytové,7788.0
Česko,květen 2007,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,květen 2007,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",139469.0
Česko,květen 2007,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",95819.0
Česko,květen 2007,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",42521.0
Česko,květen 2007,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",53298.0
Česko,květen 2007,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,duben 2007,Počet stavebních povolení v ČR,34939.0
Česko,duben 2007,Počet vydaných stavebních povolení - budovy,20516.0
Česko,duben 2007,Počet vydaných stavebních povolení - budovy bytové,14468.0
Česko,duben 2007,Počet vydaných stavebních povolení - budovy nebytové,6048.0
Česko,duben 2007,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,duben 2007,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",113854.0
Česko,duben 2007,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",76151.0
Česko,duben 2007,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",32414.0
Česko,duben 2007,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",43737.0
Česko,duben 2007,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,březen 2007,Počet stavebních povolení v ČR,26020.0
Česko,březen 2007,Počet vydaných stavebních povolení - budovy,15127.0
Česko,březen 2007,Počet vydaných stavebních povolení - budovy bytové,10573.0
Česko,březen 2007,Počet vydaných stavebních povolení - budovy nebytové,4554.0
Česko,březen 2007,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,březen 2007,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",81114.0
Česko,březen 2007,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",53257.0
Česko,březen 2007,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",23339.0
Česko,březen 2007,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",29918.0
Česko,březen 2007,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,únor 2007,Počet stavebních povolení v ČR,16571.0
Česko,únor 2007,Počet vydaných stavebních povolení - budovy,9461.0
Česko,únor 2007,Počet vydaných stavebních povolení - budovy bytové,6554.0
Česko,únor 2007,Počet vydaných stavebních povolení - budovy nebytové,2907.0
Česko,únor 2007,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,únor 2007,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",44914.0
Česko,únor 2007,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",26843.0
Česko,únor 2007,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",14115.0
Česko,únor 2007,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",12728.0
Česko,únor 2007,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,leden 2007,Počet stavebních povolení v ČR,8410.0
Česko,leden 2007,Počet vydaných stavebních povolení - budovy,4738.0
Česko,leden 2007,Počet vydaných stavebních povolení - budovy bytové,3236.0
Česko,leden 2007,Počet vydaných stavebních povolení - budovy nebytové,1502.0
Česko,leden 2007,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,leden 2007,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",19769.0
Česko,leden 2007,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",11693.0
Česko,leden 2007,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",7091.0
Česko,leden 2007,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",4602.0
Česko,leden 2007,"Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.)",
Česko,prosinec 2006,Počet stavebních povolení v ČR,135391.0
Česko,prosinec 2006,Počet vydaných stavebních povolení - budovy,74280.0
Česko,prosinec 2006,Počet vydaných stavebních povolení - budovy bytové,49777.0
Česko,prosinec 2006,Počet vydaných stavebních povolení - budovy nebytové,24503.0
Česko,prosinec 2006,Počet vydaných stavebních povolení - inženýrské stavby,
Česko,prosinec 2006,"Orientační hodnota stavebních povolení (mil. Kč, b.c.)",360945.0
Česko,prosinec 2006,"Orientační hodnota stavby - budovy (mil. Kč, b.c.)",238887.0
Česko,prosinec 2006,"Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.)",111444.0
Česko,prosinec 2006,"Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.)",127443.0
