Kategorie,Ukazatel,Měsíce,Území,value
Hotely a penziony,Čisté využití lůžek (%),duben 2020,Středočeský kraj,12.0205583781
Hotely a penziony,Čisté využití lůžek (%),duben 2020,Jihočeský kraj,2.9899522438
Hotely a penziony,Čisté využití lůžek (%),duben 2020,Plzeňský kraj,9.6861125224
Hotely a penziony,Čisté využití lůžek (%),duben 2020,Karlovarský kraj,2.2290431207
Hotely a penziony,Čisté využití lůžek (%),duben 2020,Ústecký kraj,6.0285879058
Hotely a penziony,Čisté využití lůžek (%),duben 2020,Liberecký kraj,3.8910505837
Hotely a penziony,Čisté využití lůžek (%),duben 2020,Královéhradecký kraj,24.7333368021
Hotely a penziony,Čisté využití lůžek (%),duben 2020,Pardubický kraj,4.9996127333
Hotely a penziony,Čisté využití lůžek (%),duben 2020,Kraj Vysočina,5.7588424437
Hotely a penziony,Čisté využití lůžek (%),duben 2020,Jihomoravský kraj,3.5706154155
Hotely a penziony,Čisté využití lůžek (%),duben 2020,Olomoucký kraj,2.8931637032
Hotely a penziony,Čisté využití lůžek (%),duben 2020,Zlínský kraj,2.7804222434
Hotely a penziony,Čisté využití lůžek (%),duben 2020,Moravskoslezský kraj,3.8968667592
Hotely a penziony,Čisté využití lůžek (%),březen 2020,Česko,25.3339969036
Hotely a penziony,Čisté využití lůžek (%),březen 2020,Hlavní město Praha,26.6021197494
Hotely a penziony,Čisté využití lůžek (%),březen 2020,Středočeský kraj,20.2692673507
Hotely a penziony,Čisté využití lůžek (%),březen 2020,Jihočeský kraj,21.3468126532
Hotely a penziony,Čisté využití lůžek (%),březen 2020,Plzeňský kraj,21.3886190501
Hotely a penziony,Čisté využití lůžek (%),březen 2020,Karlovarský kraj,36.7067444589
Hotely a penziony,Čisté využití lůžek (%),březen 2020,Ústecký kraj,17.5998783342
Hotely a penziony,Čisté využití lůžek (%),březen 2020,Liberecký kraj,31.76802345
Hotely a penziony,Čisté využití lůžek (%),březen 2020,Královéhradecký kraj,30.7706427876
Hotely a penziony,Čisté využití lůžek (%),březen 2020,Pardubický kraj,24.4198436572
Hotely a penziony,Čisté využití lůžek (%),březen 2020,Kraj Vysočina,17.5091655668
Hotely a penziony,Čisté využití lůžek (%),březen 2020,Jihomoravský kraj,15.7713251055
Hotely a penziony,Čisté využití lůžek (%),březen 2020,Olomoucký kraj,23.9296783642
Hotely a penziony,Čisté využití lůžek (%),březen 2020,Zlínský kraj,24.1927604671
Hotely a penziony,Čisté využití lůžek (%),březen 2020,Moravskoslezský kraj,22.3626915632
Hotely a penziony,Čisté využití lůžek (%),únor 2020,Česko,37.0689184006
Hotely a penziony,Čisté využití lůžek (%),únor 2020,Hlavní město Praha,43.8883353513
Hotely a penziony,Čisté využití lůžek (%),únor 2020,Středočeský kraj,22.2290786154
Hotely a penziony,Čisté využití lůžek (%),únor 2020,Jihočeský kraj,26.7969315868
Hotely a penziony,Čisté využití lůžek (%),únor 2020,Plzeňský kraj,33.8448538013
Hotely a penziony,Čisté využití lůžek (%),únor 2020,Karlovarský kraj,51.0998514479
Hotely a penziony,Čisté využití lůžek (%),únor 2020,Ústecký kraj,21.9713508687
Hotely a penziony,Čisté využití lůžek (%),únor 2020,Liberecký kraj,50.8482448105
Hotely a penziony,Čisté využití lůžek (%),únor 2020,Královéhradecký kraj,52.2103762907
Hotely a penziony,Čisté využití lůžek (%),únor 2020,Pardubický kraj,29.5103362137
Hotely a penziony,Čisté využití lůžek (%),únor 2020,Kraj Vysočina,19.8328567108
Hotely a penziony,Čisté využití lůžek (%),únor 2020,Jihomoravský kraj,19.6115499709
Hotely a penziony,Čisté využití lůžek (%),únor 2020,Olomoucký kraj,33.6233272597
Hotely a penziony,Čisté využití lůžek (%),únor 2020,Zlínský kraj,29.5957786338
Hotely a penziony,Čisté využití lůžek (%),únor 2020,Moravskoslezský kraj,30.5184283839
Hotely a penziony,Čisté využití lůžek (%),leden 2020,Česko,32.032237634
Hotely a penziony,Čisté využití lůžek (%),leden 2020,Hlavní město Praha,45.1422398511
Hotely a penziony,Čisté využití lůžek (%),leden 2020,Středočeský kraj,18.9129672808
Hotely a penziony,Čisté využití lůžek (%),leden 2020,Jihočeský kraj,20.4521068806
Hotely a penziony,Čisté využití lůžek (%),leden 2020,Plzeňský kraj,27.0442329961
Hotely a penziony,Čisté využití lůžek (%),leden 2020,Karlovarský kraj,41.867369353
Hotely a penziony,Čisté využití lůžek (%),leden 2020,Ústecký kraj,17.0688710039
Hotely a penziony,Čisté využití lůžek (%),leden 2020,Liberecký kraj,35.6818312241
Hotely a penziony,Čisté využití lůžek (%),leden 2020,Královéhradecký kraj,37.8261657327
Hotely a penziony,Čisté využití lůžek (%),leden 2020,Pardubický kraj,25.3179908327
Hotely a penziony,Čisté využití lůžek (%),leden 2020,Kraj Vysočina,17.5976610434
Hotely a penziony,Čisté využití lůžek (%),leden 2020,Jihomoravský kraj,18.1073892838
Hotely a penziony,Čisté využití lůžek (%),leden 2020,Olomoucký kraj,26.5293020193
Hotely a penziony,Čisté využití lůžek (%),leden 2020,Zlínský kraj,20.8310484466
Hotely a penziony,Čisté využití lůžek (%),leden 2020,Moravskoslezský kraj,25.9609610527
Hotely a penziony,Čisté využití lůžek (%),prosinec 2019,Česko,36.1489898573
Hotely a penziony,Čisté využití lůžek (%),prosinec 2019,Hlavní město Praha,64.362440231
Hotely a penziony,Čisté využití lůžek (%),prosinec 2019,Středočeský kraj,23.6826027647
Hotely a penziony,Čisté využití lůžek (%),prosinec 2019,Jihočeský kraj,23.6882096488
Hotely a penziony,Čisté využití lůžek (%),prosinec 2019,Plzeňský kraj,24.8589187497
Hotely a penziony,Čisté využití lůžek (%),prosinec 2019,Karlovarský kraj,40.8069713741
Hotely a penziony,Čisté využití lůžek (%),prosinec 2019,Ústecký kraj,20.9324061964
Hotely a penziony,Čisté využití lůžek (%),prosinec 2019,Liberecký kraj,22.9367785517
Hotely a penziony,Čisté využití lůžek (%),prosinec 2019,Královéhradecký kraj,24.3048883543
Hotely a penziony,Čisté využití lůžek (%),prosinec 2019,Pardubický kraj,20.4717834528
Hotely a penziony,Čisté využití lůžek (%),prosinec 2019,Kraj Vysočina,16.2885342945
Hotely a penziony,Čisté využití lůžek (%),prosinec 2019,Jihomoravský kraj,22.7428065025
Hotely a penziony,Čisté využití lůžek (%),prosinec 2019,Olomoucký kraj,21.0374239519
Hotely a penziony,Čisté využití lůžek (%),prosinec 2019,Zlínský kraj,19.7105284539
Hotely a penziony,Čisté využití lůžek (%),prosinec 2019,Moravskoslezský kraj,23.9569413168
Hotely a penziony,Čisté využití lůžek (%),listopad 2019,Česko,36.4392034081
Hotely a penziony,Čisté využití lůžek (%),listopad 2019,Hlavní město Praha,56.3689091501
Hotely a penziony,Čisté využití lůžek (%),listopad 2019,Středočeský kraj,28.795316009
Hotely a penziony,Čisté využití lůžek (%),listopad 2019,Jihočeský kraj,27.8871652621
Hotely a penziony,Čisté využití lůžek (%),listopad 2019,Plzeňský kraj,27.6576441789
Hotely a penziony,Čisté využití lůžek (%),listopad 2019,Karlovarský kraj,48.2726671648
Hotely a penziony,Čisté využití lůžek (%),listopad 2019,Ústecký kraj,20.865306691
Hotely a penziony,Čisté využití lůžek (%),listopad 2019,Liberecký kraj,19.4729807857
Hotely a penziony,Čisté využití lůžek (%),listopad 2019,Královéhradecký kraj,19.3381759483
Hotely a penziony,Čisté využití lůžek (%),listopad 2019,Pardubický kraj,23.1735605272
Hotely a penziony,Čisté využití lůžek (%),listopad 2019,Kraj Vysočina,21.5137938787
Hotely a penziony,Čisté využití lůžek (%),listopad 2019,Jihomoravský kraj,30.0084026632
Hotely a penziony,Čisté využití lůžek (%),listopad 2019,Olomoucký kraj,23.5659088225
Hotely a penziony,Čisté využití lůžek (%),listopad 2019,Zlínský kraj,30.5391436932
Hotely a penziony,Čisté využití lůžek (%),listopad 2019,Moravskoslezský kraj,25.1315648408
Hotely a penziony,Čisté využití lůžek (%),říjen 2019,Česko,45.0523428391
Hotely a penziony,Čisté využití lůžek (%),říjen 2019,Hlavní město Praha,66.7399312084
Hotely a penziony,Čisté využití lůžek (%),říjen 2019,Středočeský kraj,34.0963934399
Hotely a penziony,Čisté využití lůžek (%),říjen 2019,Jihočeský kraj,37.7028673806
Hotely a penziony,Čisté využití lůžek (%),říjen 2019,Plzeňský kraj,37.8650178095
Hotely a penziony,Čisté využití lůžek (%),říjen 2019,Karlovarský kraj,57.8187727012
Hotely a penziony,Čisté využití lůžek (%),říjen 2019,Ústecký kraj,29.0023107031
Hotely a penziony,Čisté využití lůžek (%),říjen 2019,Liberecký kraj,31.2180853701
Hotely a penziony,Čisté využití lůžek (%),říjen 2019,Královéhradecký kraj,31.8671578962
Hotely a penziony,Čisté využití lůžek (%),říjen 2019,Pardubický kraj,28.2774175359
Hotely a penziony,Čisté využití lůžek (%),říjen 2019,Kraj Vysočina,26.8308597551
Hotely a penziony,Čisté využití lůžek (%),říjen 2019,Jihomoravský kraj,37.4429445929
Hotely a penziony,Čisté využití lůžek (%),říjen 2019,Olomoucký kraj,28.7834802603
Hotely a penziony,Čisté využití lůžek (%),říjen 2019,Zlínský kraj,37.4425149475
Hotely a penziony,Čisté využití lůžek (%),říjen 2019,Moravskoslezský kraj,28.4415025293
Hotely a penziony,Čisté využití lůžek (%),září 2019,Česko,43.0265806516
Hotely a penziony,Čisté využití lůžek (%),září 2019,Hlavní město Praha,65.041818874
Hotely a penziony,Čisté využití lůžek (%),září 2019,Středočeský kraj,32.2759184837
Hotely a penziony,Čisté využití lůžek (%),září 2019,Jihočeský kraj,35.8201147985
Hotely a penziony,Čisté využití lůžek (%),září 2019,Plzeňský kraj,36.0074180759
Hotely a penziony,Čisté využití lůžek (%),září 2019,Karlovarský kraj,54.2084193013
Hotely a penziony,Čisté využití lůžek (%),září 2019,Ústecký kraj,31.7809709601
Hotely a penziony,Čisté využití lůžek (%),září 2019,Liberecký kraj,24.8777624616
Hotely a penziony,Čisté využití lůžek (%),září 2019,Královéhradecký kraj,31.0738190049
Hotely a penziony,Čisté využití lůžek (%),září 2019,Pardubický kraj,28.3721653935
Hotely a penziony,Čisté využití lůžek (%),září 2019,Kraj Vysočina,27.4976015292
Hotely a penziony,Čisté využití lůžek (%),září 2019,Jihomoravský kraj,38.0554530825
Hotely a penziony,Čisté využití lůžek (%),září 2019,Olomoucký kraj,28.9809556953
Hotely a penziony,Čisté využití lůžek (%),září 2019,Zlínský kraj,39.1677901424
Hotely a penziony,Čisté využití lůžek (%),září 2019,Moravskoslezský kraj,30.2688943829
Hotely a penziony,Čisté využití lůžek (%),srpen 2019,Česko,53.7281607194
Hotely a penziony,Čisté využití lůžek (%),srpen 2019,Hlavní město Praha,73.3758538773
Hotely a penziony,Čisté využití lůžek (%),srpen 2019,Středočeský kraj,41.9573741631
Hotely a penziony,Čisté využití lůžek (%),srpen 2019,Jihočeský kraj,53.9906419264
Hotely a penziony,Čisté využití lůžek (%),srpen 2019,Plzeňský kraj,47.9438914672
Hotely a penziony,Čisté využití lůžek (%),srpen 2019,Karlovarský kraj,55.774548588
Hotely a penziony,Čisté využití lůžek (%),srpen 2019,Ústecký kraj,40.8192872117
Hotely a penziony,Čisté využití lůžek (%),srpen 2019,Liberecký kraj,43.3721349565
Hotely a penziony,Čisté využití lůžek (%),srpen 2019,Královéhradecký kraj,47.370149478
Hotely a penziony,Čisté využití lůžek (%),srpen 2019,Pardubický kraj,41.0447279633
Hotely a penziony,Čisté využití lůžek (%),srpen 2019,Kraj Vysočina,41.4828477849
Hotely a penziony,Čisté využití lůžek (%),srpen 2019,Jihomoravský kraj,49.0701970302
Hotely a penziony,Čisté využití lůžek (%),srpen 2019,Olomoucký kraj,40.0730365768
Hotely a penziony,Čisté využití lůžek (%),srpen 2019,Zlínský kraj,50.8892322498
Hotely a penziony,Čisté využití lůžek (%),srpen 2019,Moravskoslezský kraj,39.0739071797
Hotely a penziony,Čisté využití lůžek (%),červenec 2019,Česko,51.414757883
Hotely a penziony,Čisté využití lůžek (%),červenec 2019,Hlavní město Praha,70.7053406418
Hotely a penziony,Čisté využití lůžek (%),červenec 2019,Středočeský kraj,41.4942804604
Hotely a penziony,Čisté využití lůžek (%),červenec 2019,Jihočeský kraj,51.7189577823
Hotely a penziony,Čisté využití lůžek (%),červenec 2019,Plzeňský kraj,43.6211315655
Hotely a penziony,Čisté využití lůžek (%),červenec 2019,Karlovarský kraj,53.4474441396
Hotely a penziony,Čisté využití lůžek (%),červenec 2019,Ústecký kraj,39.5834208088
Hotely a penziony,Čisté využití lůžek (%),červenec 2019,Liberecký kraj,40.4533087372
Hotely a penziony,Čisté využití lůžek (%),červenec 2019,Královéhradecký kraj,44.671085681
Hotely a penziony,Čisté využití lůžek (%),červenec 2019,Pardubický kraj,41.0494680753
Hotely a penziony,Čisté využití lůžek (%),červenec 2019,Kraj Vysočina,37.4276385157
Hotely a penziony,Čisté využití lůžek (%),červenec 2019,Jihomoravský kraj,45.7643682583
Hotely a penziony,Čisté využití lůžek (%),červenec 2019,Olomoucký kraj,38.2545896902
Hotely a penziony,Čisté využití lůžek (%),červenec 2019,Zlínský kraj,49.6474876385
Hotely a penziony,Čisté využití lůžek (%),červenec 2019,Moravskoslezský kraj,39.3489532998
Hotely a penziony,Čisté využití lůžek (%),červen 2019,Česko,45.7917331571
Hotely a penziony,Čisté využití lůžek (%),červen 2019,Hlavní město Praha,67.0611019606
Hotely a penziony,Čisté využití lůžek (%),červen 2019,Středočeský kraj,35.8285191539
Hotely a penziony,Čisté využití lůžek (%),červen 2019,Jihočeský kraj,41.8577575475
Hotely a penziony,Čisté využití lůžek (%),červen 2019,Plzeňský kraj,37.9989671868
Hotely a penziony,Čisté využití lůžek (%),červen 2019,Karlovarský kraj,50.9246623228
Hotely a penziony,Čisté využití lůžek (%),červen 2019,Ústecký kraj,34.832203971
Hotely a penziony,Čisté využití lůžek (%),červen 2019,Liberecký kraj,33.7840615747
Hotely a penziony,Čisté využití lůžek (%),červen 2019,Královéhradecký kraj,35.503773831
Hotely a penziony,Čisté využití lůžek (%),červen 2019,Pardubický kraj,32.1493592621
Hotely a penziony,Čisté využití lůžek (%),červen 2019,Kraj Vysočina,28.9269367689
Hotely a penziony,Čisté využití lůžek (%),červen 2019,Jihomoravský kraj,38.7984656516
Hotely a penziony,Čisté využití lůžek (%),červen 2019,Olomoucký kraj,32.7189744903
Hotely a penziony,Čisté využití lůžek (%),červen 2019,Zlínský kraj,39.6518763931
Hotely a penziony,Čisté využití lůžek (%),červen 2019,Moravskoslezský kraj,31.923668849
Hotely a penziony,Čisté využití lůžek (%),květen 2019,Česko,43.9563787783
Hotely a penziony,Čisté využití lůžek (%),květen 2019,Hlavní město Praha,65.0785871885
Hotely a penziony,Čisté využití lůžek (%),květen 2019,Středočeský kraj,33.8162119858
Hotely a penziony,Čisté využití lůžek (%),květen 2019,Jihočeský kraj,37.9053015802
Hotely a penziony,Čisté využití lůžek (%),květen 2019,Plzeňský kraj,36.7547506959
Hotely a penziony,Čisté využití lůžek (%),květen 2019,Karlovarský kraj,51.372092866
Hotely a penziony,Čisté využití lůžek (%),květen 2019,Ústecký kraj,31.6892754241
Hotely a penziony,Čisté využití lůžek (%),květen 2019,Liberecký kraj,30.0193322245
Hotely a penziony,Čisté využití lůžek (%),květen 2019,Královéhradecký kraj,32.5118336928
Hotely a penziony,Čisté využití lůžek (%),květen 2019,Pardubický kraj,28.4351345013
Hotely a penziony,Čisté využití lůžek (%),květen 2019,Kraj Vysočina,30.2680829923
Hotely a penziony,Čisté využití lůžek (%),květen 2019,Jihomoravský kraj,37.6222975718
Hotely a penziony,Čisté využití lůžek (%),květen 2019,Olomoucký kraj,28.6942519237
Hotely a penziony,Čisté využití lůžek (%),květen 2019,Zlínský kraj,39.0429512848
Hotely a penziony,Čisté využití lůžek (%),květen 2019,Moravskoslezský kraj,29.074477214
Hotely a penziony,Čisté využití lůžek (%),duben 2019,Česko,41.9727360945
Hotely a penziony,Čisté využití lůžek (%),duben 2019,Hlavní město Praha,67.5367793686
Hotely a penziony,Čisté využití lůžek (%),duben 2019,Středočeský kraj,32.0130080515
Hotely a penziony,Čisté využití lůžek (%),duben 2019,Jihočeský kraj,31.7826005663
Hotely a penziony,Čisté využití lůžek (%),duben 2019,Plzeňský kraj,31.9215630891
Hotely a penziony,Čisté využití lůžek (%),duben 2019,Karlovarský kraj,53.1910799701
Hotely a penziony,Čisté využití lůžek (%),duben 2019,Ústecký kraj,27.349147751
Hotely a penziony,Čisté využití lůžek (%),duben 2019,Liberecký kraj,23.8522484631
Hotely a penziony,Čisté využití lůžek (%),duben 2019,Královéhradecký kraj,25.699492448
Hotely a penziony,Čisté využití lůžek (%),duben 2019,Pardubický kraj,25.4005394199
Hotely a penziony,Čisté využití lůžek (%),duben 2019,Kraj Vysočina,24.0594706502
Hotely a penziony,Čisté využití lůžek (%),duben 2019,Jihomoravský kraj,31.3958629718
Hotely a penziony,Čisté využití lůžek (%),duben 2019,Olomoucký kraj,24.5828711645
Hotely a penziony,Čisté využití lůžek (%),duben 2019,Zlínský kraj,32.735919433
Hotely a penziony,Čisté využití lůžek (%),duben 2019,Moravskoslezský kraj,28.9195645552
Hotely a penziony,Čisté využití lůžek (%),březen 2019,Česko,36.4081654962
Hotely a penziony,Čisté využití lůžek (%),březen 2019,Hlavní město Praha,56.4248204251
Hotely a penziony,Čisté využití lůžek (%),březen 2019,Středočeský kraj,26.4565288075
Hotely a penziony,Čisté využití lůžek (%),březen 2019,Jihočeský kraj,26.4460682428
Hotely a penziony,Čisté využití lůžek (%),březen 2019,Plzeňský kraj,27.3866038324
Hotely a penziony,Čisté využití lůžek (%),březen 2019,Karlovarský kraj,47.9644085946
Hotely a penziony,Čisté využití lůžek (%),březen 2019,Ústecký kraj,21.1018789777
Hotely a penziony,Čisté využití lůžek (%),březen 2019,Liberecký kraj,27.8939663684
Hotely a penziony,Čisté využití lůžek (%),březen 2019,Královéhradecký kraj,32.0676510702
Hotely a penziony,Čisté využití lůžek (%),březen 2019,Pardubický kraj,24.2141757304
Hotely a penziony,Čisté využití lůžek (%),březen 2019,Kraj Vysočina,19.5971884721
Hotely a penziony,Čisté využití lůžek (%),březen 2019,Jihomoravský kraj,24.7015842963
Hotely a penziony,Čisté využití lůžek (%),březen 2019,Olomoucký kraj,23.6846941162
Hotely a penziony,Čisté využití lůžek (%),březen 2019,Zlínský kraj,25.8080281759
Hotely a penziony,Čisté využití lůžek (%),březen 2019,Moravskoslezský kraj,26.6486177528
Hotely a penziony,Čisté využití lůžek (%),únor 2019,Česko,38.8384824021
Hotely a penziony,Čisté využití lůžek (%),únor 2019,Hlavní město Praha,46.8956542314
Hotely a penziony,Čisté využití lůžek (%),únor 2019,Středočeský kraj,23.7060517944
Hotely a penziony,Čisté využití lůžek (%),únor 2019,Jihočeský kraj,30.1173962544
Hotely a penziony,Čisté využití lůžek (%),únor 2019,Plzeňský kraj,32.0125392238
Hotely a penziony,Čisté využití lůžek (%),únor 2019,Karlovarský kraj,46.2206233379
Hotely a penziony,Čisté využití lůžek (%),únor 2019,Ústecký kraj,24.977461891
Hotely a penziony,Čisté využití lůžek (%),únor 2019,Liberecký kraj,53.4921592645
Hotely a penziony,Čisté využití lůžek (%),únor 2019,Královéhradecký kraj,56.2829443404
Hotely a penziony,Čisté využití lůžek (%),únor 2019,Pardubický kraj,30.8259434655
Hotely a penziony,Čisté využití lůžek (%),únor 2019,Kraj Vysočina,24.5775375461
Hotely a penziony,Čisté využití lůžek (%),únor 2019,Jihomoravský kraj,21.5240571771
Hotely a penziony,Čisté využití lůžek (%),únor 2019,Olomoucký kraj,32.8766745094
Hotely a penziony,Čisté využití lůžek (%),únor 2019,Zlínský kraj,30.1209839476
Hotely a penziony,Čisté využití lůžek (%),únor 2019,Moravskoslezský kraj,32.9693406132
Hotely a penziony,Čisté využití lůžek (%),leden 2019,Česko,31.5174092253
Hotely a penziony,Čisté využití lůžek (%),leden 2019,Hlavní město Praha,41.6794514352
Hotely a penziony,Čisté využití lůžek (%),leden 2019,Středočeský kraj,20.6389311269
Hotely a penziony,Čisté využití lůžek (%),leden 2019,Jihočeský kraj,21.3584429552
Hotely a penziony,Čisté využití lůžek (%),leden 2019,Plzeňský kraj,25.1018974825
Hotely a penziony,Čisté využití lůžek (%),leden 2019,Karlovarský kraj,37.7577381305
Hotely a penziony,Čisté využití lůžek (%),leden 2019,Ústecký kraj,21.0612631291
Hotely a penziony,Čisté využití lůžek (%),leden 2019,Liberecký kraj,38.2266658468
Hotely a penziony,Čisté využití lůžek (%),leden 2019,Královéhradecký kraj,42.9647689772
Hotely a penziony,Čisté využití lůžek (%),leden 2019,Pardubický kraj,25.4151464353
Hotely a penziony,Čisté využití lůžek (%),leden 2019,Kraj Vysočina,18.6521884344
Hotely a penziony,Čisté využití lůžek (%),leden 2019,Jihomoravský kraj,18.1812796459
Hotely a penziony,Čisté využití lůžek (%),leden 2019,Olomoucký kraj,23.776755006
Hotely a penziony,Čisté využití lůžek (%),leden 2019,Zlínský kraj,20.8138017819
Hotely a penziony,Čisté využití lůžek (%),leden 2019,Moravskoslezský kraj,23.8953580421
