Roky,Ukazatel,"ČR, kraje",value
2023,Nepřímé náklady - sociální požitky,Středočeský kraj,518.1204817892
2023,Nepřímé náklady - sociální požitky,Jihočeský kraj,530.3416404272
2023,Nepřímé náklady - sociální požitky,Plzeňský kraj,552.1683472664
2023,Nepřímé náklady - sociální požitky,Karlovarský kraj,409.8305809312
2023,Nepřímé náklady - sociální požitky,Ústecký kraj,601.0661667825
2023,Nepřímé náklady - sociální požitky,Liberecký kraj,485.1668737213
2023,Nepřímé náklady - sociální požitky,Královéhradecký kraj,575.6576972251
2023,Nepřímé náklady - sociální požitky,Pardubický kraj,573.3350834552
2023,Nepřímé náklady - sociální požitky,Kraj Vysočina,592.0675243315
2023,Nepřímé náklady - sociální požitky,Jihomoravský kraj,551.8345301008
2023,Nepřímé náklady - sociální požitky,Olomoucký kraj,501.5440243776
2023,Nepřímé náklady - sociální požitky,Zlínský kraj,511.1747501656
2023,Nepřímé náklady - sociální požitky,Moravskoslezský kraj,556.7477772251
2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,Česko,1.9763207162
2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,Hlavní město Praha,0.2502794974
2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,Středočeský kraj,2.2640780835
2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,Jihočeský kraj,0.4110861332
2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,Plzeňský kraj,2.9501202751
2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,Karlovarský kraj,0.1474920896
2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,Ústecký kraj,0.1339256976
2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,Liberecký kraj,0.3876145258
2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,Královéhradecký kraj,3.1312002044
2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,Pardubický kraj,0.1727955139
2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,Kraj Vysočina,0.9471623172
2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,Jihomoravský kraj,0.596394603
2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,Olomoucký kraj,0.1712635034
2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,Zlínský kraj,26.9142434332
2023,Nepřímé náklady - sociální požitky - výrobky firmy se slevou,Moravskoslezský kraj,0.3717549897
2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,Česko,34.4330521169
2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,Hlavní město Praha,88.096341021
2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,Středočeský kraj,10.0546587505
2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,Jihočeský kraj,14.0350415272
2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,Plzeňský kraj,13.9462880743
2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,Karlovarský kraj,5.7311253362
2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,Ústecký kraj,4.282638233
2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,Liberecký kraj,1.9992599028
2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,Královéhradecký kraj,3.3333250826
2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,Pardubický kraj,21.610976136
2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,Kraj Vysočina,6.0382479429
2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,Jihomoravský kraj,11.2557141669
2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,Olomoucký kraj,6.4546493799
2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,Zlínský kraj,12.1532227246
2023,Nepřímé náklady - sociální požitky - příspěvky na bydlení,Moravskoslezský kraj,15.8784026193
2023,Nepřímé náklady - sociální požitky - služební vozy k soukromým účelům,Česko,94.5666052742
2023,Nepřímé náklady - sociální požitky - služební vozy k soukromým účelům,Hlavní město Praha,121.7066996242
2023,Nepřímé náklady - sociální požitky - služební vozy k soukromým účelům,Středočeský kraj,117.4250806533
2023,Nepřímé náklady - sociální požitky - služební vozy k soukromým účelům,Jihočeský kraj,74.7439666793
2023,Nepřímé náklady - sociální požitky - služební vozy k soukromým účelům,Plzeňský kraj,60.3625963667
2023,Nepřímé náklady - sociální požitky - služební vozy k soukromým účelům,Karlovarský kraj,65.0148559255
2023,Nepřímé náklady - sociální požitky - služební vozy k soukromým účelům,Ústecký kraj,77.4295719582
2023,Nepřímé náklady - sociální požitky - služební vozy k soukromým účelům,Liberecký kraj,68.5119099946
2023,Nepřímé náklady - sociální požitky - služební vozy k soukromým účelům,Královéhradecký kraj,103.1223741354
2023,Nepřímé náklady - sociální požitky - služební vozy k soukromým účelům,Pardubický kraj,82.3451374839
2023,Nepřímé náklady - sociální požitky - služební vozy k soukromým účelům,Kraj Vysočina,84.5000461585
2023,Nepřímé náklady - sociální požitky - služební vozy k soukromým účelům,Jihomoravský kraj,91.2373336095
2023,Nepřímé náklady - sociální požitky - služební vozy k soukromým účelům,Olomoucký kraj,57.6998684309
2023,Nepřímé náklady - sociální požitky - služební vozy k soukromým účelům,Zlínský kraj,68.776062136
2023,Nepřímé náklady - sociální požitky - služební vozy k soukromým účelům,Moravskoslezský kraj,70.9744439687
2023,Nepřímé náklady - sociální požitky - příspěvky na stravování,Česko,430.05630116
2023,Nepřímé náklady - sociální požitky - příspěvky na stravování,Hlavní město Praha,560.9834154434
2023,Nepřímé náklady - sociální požitky - příspěvky na stravování,Středočeský kraj,329.6973608904
2023,Nepřímé náklady - sociální požitky - příspěvky na stravování,Jihočeský kraj,380.1314520589
2023,Nepřímé náklady - sociální požitky - příspěvky na stravování,Plzeňský kraj,378.3578735184
2023,Nepřímé náklady - sociální požitky - příspěvky na stravování,Karlovarský kraj,303.5957502883
2023,Nepřímé náklady - sociální požitky - příspěvky na stravování,Ústecký kraj,386.3447828
2023,Nepřímé náklady - sociální požitky - příspěvky na stravování,Liberecký kraj,360.2592107044
2023,Nepřímé náklady - sociální požitky - příspěvky na stravování,Královéhradecký kraj,357.7009537277
2023,Nepřímé náklady - sociální požitky - příspěvky na stravování,Pardubický kraj,405.7614932378
2023,Nepřímé náklady - sociální požitky - příspěvky na stravování,Kraj Vysočina,438.1503829954
2023,Nepřímé náklady - sociální požitky - příspěvky na stravování,Jihomoravský kraj,384.9909876657
2023,Nepřímé náklady - sociální požitky - příspěvky na stravování,Olomoucký kraj,346.276087395
2023,Nepřímé náklady - sociální požitky - příspěvky na stravování,Zlínský kraj,355.1525311872
2023,Nepřímé náklady - sociální požitky - příspěvky na stravování,Moravskoslezský kraj,388.3811924243
2023,"Nepřímé náklady - sociální požitky - příspěvky ve formě spoření, prodej akcií",Česko,11.3024544163
2023,"Nepřímé náklady - sociální požitky - příspěvky ve formě spoření, prodej akcií",Hlavní město Praha,31.7307464158
2023,"Nepřímé náklady - sociální požitky - příspěvky ve formě spoření, prodej akcií",Středočeský kraj,0.8100649544
2023,"Nepřímé náklady - sociální požitky - příspěvky ve formě spoření, prodej akcií",Jihočeský kraj,2.9734620154
2023,"Nepřímé náklady - sociální požitky - příspěvky ve formě spoření, prodej akcií",Plzeňský kraj,2.1997860354
2023,"Nepřímé náklady - sociální požitky - příspěvky ve formě spoření, prodej akcií",Karlovarský kraj,2.0679937852
2023,"Nepřímé náklady - sociální požitky - příspěvky ve formě spoření, prodej akcií",Ústecký kraj,5.0901005101
2023,"Nepřímé náklady - sociální požitky - příspěvky ve formě spoření, prodej akcií",Liberecký kraj,5.2685860681
2023,"Nepřímé náklady - sociální požitky - příspěvky ve formě spoření, prodej akcií",Královéhradecký kraj,2.9240069583
2023,"Nepřímé náklady - sociální požitky - příspěvky ve formě spoření, prodej akcií",Pardubický kraj,4.6649899239
2023,"Nepřímé náklady - sociální požitky - příspěvky ve formě spoření, prodej akcií",Kraj Vysočina,0.264642638
2023,"Nepřímé náklady - sociální požitky - příspěvky ve formě spoření, prodej akcií",Jihomoravský kraj,1.232516657
2023,"Nepřímé náklady - sociální požitky - příspěvky ve formě spoření, prodej akcií",Olomoucký kraj,0.9826717423
2023,"Nepřímé náklady - sociální požitky - příspěvky ve formě spoření, prodej akcií",Zlínský kraj,0.891601656
2023,"Nepřímé náklady - sociální požitky - příspěvky ve formě spoření, prodej akcií",Moravskoslezský kraj,2.5961206313
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,Česko,105.0110358277
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,Hlavní město Praha,178.2755954305
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,Středočeský kraj,57.869238457
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,Jihočeský kraj,58.0466320132
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,Plzeňský kraj,94.3516829963
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,Karlovarský kraj,33.2733635065
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,Ústecký kraj,127.7851475836
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,Liberecký kraj,48.7402925255
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,Královéhradecký kraj,105.4458371166
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,Pardubický kraj,58.7796911596
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,Kraj Vysočina,62.1670422794
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,Jihomoravský kraj,62.5215833986
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,Olomoucký kraj,89.9594839261
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,Zlínský kraj,47.2870890286
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu,Moravskoslezský kraj,78.5458625918
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,Česko,6.5387396872
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,Hlavní město Praha,8.3293472254
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,Středočeský kraj,6.8477306355
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,Jihočeský kraj,8.965305918
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,Plzeňský kraj,4.3115393888
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,Karlovarský kraj,6.3907270721
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,Ústecký kraj,6.2349435905
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,Liberecký kraj,6.823940414
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,Královéhradecký kraj,6.2232766842
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,Pardubický kraj,3.4260497401
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,Kraj Vysočina,5.6086306551
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,Jihomoravský kraj,4.9533854855
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,Olomoucký kraj,3.3754037696
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,Zlínský kraj,4.0768417509
2023,Nepřímé náklady - sociální požitky - výdaje ze sociálního fondu - příspěvky odborům,Moravskoslezský kraj,6.6820346384
2023,Nepřímé náklady - sociální náklady/výdaje,Česko,15500.0056688745
2023,Nepřímé náklady - sociální náklady/výdaje,Hlavní město Praha,18022.6243989747
2023,Nepřímé náklady - sociální náklady/výdaje,Středočeský kraj,15954.7506116135
2023,Nepřímé náklady - sociální náklady/výdaje,Jihočeský kraj,13774.4232263101
2023,Nepřímé náklady - sociální náklady/výdaje,Plzeňský kraj,14648.6356319602
2023,Nepřímé náklady - sociální náklady/výdaje,Karlovarský kraj,13108.6205783109
2023,Nepřímé náklady - sociální náklady/výdaje,Ústecký kraj,14609.2990057792
2023,Nepřímé náklady - sociální náklady/výdaje,Liberecký kraj,13974.2139754794
2023,Nepřímé náklady - sociální náklady/výdaje,Královéhradecký kraj,14061.8580334027
2023,Nepřímé náklady - sociální náklady/výdaje,Pardubický kraj,13577.9872756913
2023,Nepřímé náklady - sociální náklady/výdaje,Kraj Vysočina,13979.8496184443
2023,Nepřímé náklady - sociální náklady/výdaje,Jihomoravský kraj,14806.5006651733
2023,Nepřímé náklady - sociální náklady/výdaje,Olomoucký kraj,13659.5181897789
2023,Nepřímé náklady - sociální náklady/výdaje,Zlínský kraj,13921.6027568788
2023,Nepřímé náklady - sociální náklady/výdaje,Moravskoslezský kraj,13862.6383441063
2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,Česko,14650.873383429
2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,Hlavní město Praha,16952.3941204225
2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,Středočeský kraj,15001.8405122452
2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,Jihočeský kraj,13164.041433931
2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,Plzeňský kraj,13944.3798372373
2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,Karlovarský kraj,12548.3658611538
2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,Ústecký kraj,13825.2688033581
2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,Liberecký kraj,13280.7628725856
2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,Královéhradecký kraj,13370.0860769919
2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,Pardubický kraj,12868.5731063465
2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,Kraj Vysočina,13290.8069588615
2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,Jihomoravský kraj,14129.5062843368
2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,Olomoucký kraj,12823.8265648937
2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,Zlínský kraj,13196.9569921248
2023,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,Moravskoslezský kraj,13065.9056762892
2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,Česko,294.0725032655
2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,Hlavní město Praha,389.8944466533
2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,Středočeský kraj,336.9473108096
2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,Jihočeský kraj,189.8476465442
2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,Plzeňský kraj,237.4813938423
2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,Karlovarský kraj,135.7248548013
2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,Ústecký kraj,283.1577503576
2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,Liberecký kraj,216.1155632945
2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,Královéhradecký kraj,221.7053367471
2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,Pardubický kraj,244.4572830348
2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,Kraj Vysočina,267.262981466
2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,Jihomoravský kraj,226.1414727148
2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,Olomoucký kraj,193.1601790107
2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,Zlínský kraj,276.7913644781
2023,Nepřímé náklady - sociální náklady/výdaje - nadstandardní programy sociálního zabezpečení,Moravskoslezský kraj,270.8257372258
2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,Česko,329.0655654138
2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,Hlavní město Praha,306.2500069889
2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,Středočeský kraj,368.7436373672
2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,Jihočeský kraj,315.4144286676
2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,Plzeňský kraj,338.2627434992
2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,Karlovarský kraj,290.816918869
2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,Ústecký kraj,319.054108179
2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,Liberecký kraj,357.2454220153
2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,Královéhradecký kraj,339.7274099125
2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,Pardubický kraj,310.4457616843
2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,Kraj Vysočina,321.3754415943
2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,Jihomoravský kraj,301.6308335708
2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,Olomoucký kraj,509.498559561
2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,Zlínský kraj,324.9827001979
2023,Nepřímé náklady - sociální náklady/výdaje - vyrovnání za nemoc placené zaměstnavatelem,Moravskoslezský kraj,321.8628462511
2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,Česko,191.2149367855
2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,Hlavní město Praha,323.7185774112
2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,Středočeský kraj,146.8979380996
2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,Jihočeský kraj,98.3575421378
2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,Plzeňský kraj,122.2444587216
2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,Karlovarský kraj,85.405406018
2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,Ústecký kraj,136.2032924794
2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,Liberecký kraj,111.6557233939
2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,Královéhradecký kraj,113.9652301584
2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,Pardubický kraj,151.2943354606
2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,Kraj Vysočina,88.7569940071
2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,Jihomoravský kraj,140.0106095743
2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,Olomoucký kraj,123.4215532034
2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,Zlínský kraj,114.4001084823
2023,Nepřímé náklady - sociální náklady/výdaje - odstupné,Moravskoslezský kraj,175.2595041574
2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,Česko,34.7792799808
2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,Hlavní město Praha,50.3672474987
2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,Středočeský kraj,100.3212130919
2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,Jihočeský kraj,6.7621750295
2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,Plzeňský kraj,6.2671986598
2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,Karlovarský kraj,48.3075374688
2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,Ústecký kraj,45.6150514051
2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,Liberecký kraj,8.4343941901
2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,Královéhradecký kraj,16.3739795929
2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,Pardubický kraj,3.2167891652
2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,Kraj Vysočina,11.6472425154
2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,Jihomoravský kraj,9.2114649766
2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,Olomoucký kraj,9.61133311
2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,Zlínský kraj,8.4715915957
2023,Nepřímé náklady - sociální náklady/výdaje - ostatní sociální dávky,Moravskoslezský kraj,28.7845801827
2023,Nepřímé náklady - personální náklady/výdaje,Česko,573.2934581778
2023,Nepřímé náklady - personální náklady/výdaje,Hlavní město Praha,782.58941588
2023,Nepřímé náklady - personální náklady/výdaje,Středočeský kraj,629.7829844835
2023,Nepřímé náklady - personální náklady/výdaje,Jihočeský kraj,452.1375306716
2023,Nepřímé náklady - personální náklady/výdaje,Plzeňský kraj,520.0311466489
2023,Nepřímé náklady - personální náklady/výdaje,Karlovarský kraj,347.8884560549
2023,Nepřímé náklady - personální náklady/výdaje,Ústecký kraj,502.4129773516
2023,Nepřímé náklady - personální náklady/výdaje,Liberecký kraj,454.7156128063
2023,Nepřímé náklady - personální náklady/výdaje,Královéhradecký kraj,491.8064756443
2023,Nepřímé náklady - personální náklady/výdaje,Pardubický kraj,538.0631936698
2023,Nepřímé náklady - personální náklady/výdaje,Kraj Vysočina,448.7729729151
2023,Nepřímé náklady - personální náklady/výdaje,Jihomoravský kraj,417.9875905818
2023,Nepřímé náklady - personální náklady/výdaje,Olomoucký kraj,431.8665954253
2023,Nepřímé náklady - personální náklady/výdaje,Zlínský kraj,408.9243189131
2023,Nepřímé náklady - personální náklady/výdaje,Moravskoslezský kraj,449.8512727402
2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,Česko,124.985605967
2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,Hlavní město Praha,254.1900635473
2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,Středočeský kraj,56.2023668644
2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,Jihočeský kraj,62.7829043327
2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,Plzeňský kraj,92.5194853376
2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,Karlovarský kraj,51.2633353212
2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,Ústecký kraj,82.1719123507
2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,Liberecký kraj,50.5239213059
2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,Královéhradecký kraj,52.3016700329
2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,Pardubický kraj,92.1624506374
2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,Kraj Vysočina,53.8967363486
2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,Jihomoravský kraj,78.7314471107
2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,Olomoucký kraj,55.9357130932
2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,Zlínský kraj,58.6773469823
2023,Nepřímé náklady - personální náklady/výdaje - na nábor zaměstnanců,Moravskoslezský kraj,68.542048216
2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,Česko,3.470796635
2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,Hlavní město Praha,3.3087463649
2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,Středočeský kraj,9.6429134565
2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,Jihočeský kraj,9.4999046555
2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,Plzeňský kraj,2.1581117613
2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,Karlovarský kraj,4.6068099412
2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,Ústecký kraj,1.5857032932
2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,Liberecký kraj,1.9115636218
2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,Královéhradecký kraj,2.2816159972
2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,Pardubický kraj,2.3993408617
2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,Kraj Vysočina,1.4395255495
2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,Jihomoravský kraj,0.9380840124
2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,Olomoucký kraj,1.7701795698
2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,Zlínský kraj,3.3433953325
2023,Nepřímé náklady - personální náklady/výdaje - na výchovu a zapracování učňů,Moravskoslezský kraj,2.1466831365
2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,Česko,169.8101386744
2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,Hlavní město Praha,220.313582191
2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,Středočeský kraj,171.6880969505
2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,Jihočeský kraj,149.7731451246
2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,Plzeňský kraj,141.2560897797
2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,Karlovarský kraj,123.0145015878
2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,Ústecký kraj,149.7108791612
2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,Liberecký kraj,138.8345944793
2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,Královéhradecký kraj,132.4339469053
2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,Pardubický kraj,142.1806792566
2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,Kraj Vysočina,142.4893268258
2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,Jihomoravský kraj,148.8624042236
2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,Olomoucký kraj,133.118421879
2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,Zlínský kraj,132.5641869469
2023,Nepřímé náklady - personální náklady/výdaje - na školení zaměstnanců pro povolání,Moravskoslezský kraj,153.4531147091
2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",Česko,194.6551405629
2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",Hlavní město Praha,205.6892835577
2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",Středočeský kraj,203.7621612198
2023,"Nepřímé náklady - personální náklady/výdaje - na pracovní oděv, uniformy, ""ošatné""",Jihočeský kraj,193.4705954421
