Ukazatel;Roky;Území;Kategorie ubytovacího zařízení;value
Počet hromadných ubytovacích zařízení;2023;Hradec Králové;Kemp;3.0
Počet hromadných ubytovacích zařízení;2023;Hradec Králové;Chatová osada;
Počet hromadných ubytovacích zařízení;2023;Hradec Králové;Turistická ubytovna;4.0
Počet hromadných ubytovacích zařízení;2023;Hradec Králové;Ostatní HUZ;6.0
Počet hromadných ubytovacích zařízení;2023;Jičín;HUZ celkem;104.0
Počet hromadných ubytovacích zařízení;2023;Jičín;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Jičín;Hotel, motel, botel ****;5.0
Počet hromadných ubytovacích zařízení;2023;Jičín;Hotel, motel, botel ***;19.0
Počet hromadných ubytovacích zařízení;2023;Jičín;Hotel, motel, botel **;2.0
Počet hromadných ubytovacích zařízení;2023;Jičín;Hotel, motel, botel *;2.0
Počet hromadných ubytovacích zařízení;2023;Jičín;Hotel garni;
Počet hromadných ubytovacích zařízení;2023;Jičín;Penzion;35.0
Počet hromadných ubytovacích zařízení;2023;Jičín;Kemp;18.0
Počet hromadných ubytovacích zařízení;2023;Jičín;Chatová osada;8.0
Počet hromadných ubytovacích zařízení;2023;Jičín;Turistická ubytovna;7.0
Počet hromadných ubytovacích zařízení;2023;Jičín;Ostatní HUZ;8.0
Počet hromadných ubytovacích zařízení;2023;Náchod;HUZ celkem;139.0
Počet hromadných ubytovacích zařízení;2023;Náchod;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Náchod;Hotel, motel, botel ****;7.0
Počet hromadných ubytovacích zařízení;2023;Náchod;Hotel, motel, botel ***;17.0
Počet hromadných ubytovacích zařízení;2023;Náchod;Hotel, motel, botel **;3.0
Počet hromadných ubytovacích zařízení;2023;Náchod;Hotel, motel, botel *;1.0
Počet hromadných ubytovacích zařízení;2023;Náchod;Hotel garni;
Počet hromadných ubytovacích zařízení;2023;Náchod;Penzion;75.0
Počet hromadných ubytovacích zařízení;2023;Náchod;Kemp;13.0
Počet hromadných ubytovacích zařízení;2023;Náchod;Chatová osada;6.0
Počet hromadných ubytovacích zařízení;2023;Náchod;Turistická ubytovna;6.0
Počet hromadných ubytovacích zařízení;2023;Náchod;Ostatní HUZ;11.0
Počet hromadných ubytovacích zařízení;2023;Rychnov nad Kněžnou;HUZ celkem;159.0
Počet hromadných ubytovacích zařízení;2023;Rychnov nad Kněžnou;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Rychnov nad Kněžnou;Hotel, motel, botel ****;7.0
Počet hromadných ubytovacích zařízení;2023;Rychnov nad Kněžnou;Hotel, motel, botel ***;19.0
Počet hromadných ubytovacích zařízení;2023;Rychnov nad Kněžnou;Hotel, motel, botel **;6.0
Počet hromadných ubytovacích zařízení;2023;Rychnov nad Kněžnou;Hotel, motel, botel *;7.0
Počet hromadných ubytovacích zařízení;2023;Rychnov nad Kněžnou;Hotel garni;
Počet hromadných ubytovacích zařízení;2023;Rychnov nad Kněžnou;Penzion;68.0
Počet hromadných ubytovacích zařízení;2023;Rychnov nad Kněžnou;Kemp;4.0
Počet hromadných ubytovacích zařízení;2023;Rychnov nad Kněžnou;Chatová osada;2.0
Počet hromadných ubytovacích zařízení;2023;Rychnov nad Kněžnou;Turistická ubytovna;20.0
Počet hromadných ubytovacích zařízení;2023;Rychnov nad Kněžnou;Ostatní HUZ;26.0
Počet hromadných ubytovacích zařízení;2023;Trutnov;HUZ celkem;704.0
Počet hromadných ubytovacích zařízení;2023;Trutnov;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Trutnov;Hotel, motel, botel ****;31.0
Počet hromadných ubytovacích zařízení;2023;Trutnov;Hotel, motel, botel ***;89.0
Počet hromadných ubytovacích zařízení;2023;Trutnov;Hotel, motel, botel **;14.0
Počet hromadných ubytovacích zařízení;2023;Trutnov;Hotel, motel, botel *;3.0
Počet hromadných ubytovacích zařízení;2023;Trutnov;Hotel garni;5.0
Počet hromadných ubytovacích zařízení;2023;Trutnov;Penzion;342.0
Počet hromadných ubytovacích zařízení;2023;Trutnov;Kemp;15.0
Počet hromadných ubytovacích zařízení;2023;Trutnov;Chatová osada;2.0
Počet hromadných ubytovacích zařízení;2023;Trutnov;Turistická ubytovna;41.0
Počet hromadných ubytovacích zařízení;2023;Trutnov;Ostatní HUZ;162.0
Počet hromadných ubytovacích zařízení;2023;Chrudim;HUZ celkem;83.0
Počet hromadných ubytovacích zařízení;2023;Chrudim;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Chrudim;Hotel, motel, botel ****;3.0
Počet hromadných ubytovacích zařízení;2023;Chrudim;Hotel, motel, botel ***;7.0
Počet hromadných ubytovacích zařízení;2023;Chrudim;Hotel, motel, botel **;8.0
Počet hromadných ubytovacích zařízení;2023;Chrudim;Hotel, motel, botel *;
Počet hromadných ubytovacích zařízení;2023;Chrudim;Hotel garni;
Počet hromadných ubytovacích zařízení;2023;Chrudim;Penzion;36.0
Počet hromadných ubytovacích zařízení;2023;Chrudim;Kemp;5.0
Počet hromadných ubytovacích zařízení;2023;Chrudim;Chatová osada;9.0
Počet hromadných ubytovacích zařízení;2023;Chrudim;Turistická ubytovna;3.0
Počet hromadných ubytovacích zařízení;2023;Chrudim;Ostatní HUZ;12.0
Počet hromadných ubytovacích zařízení;2023;Pardubice;HUZ celkem;65.0
Počet hromadných ubytovacích zařízení;2023;Pardubice;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Pardubice;Hotel, motel, botel ****;3.0
Počet hromadných ubytovacích zařízení;2023;Pardubice;Hotel, motel, botel ***;8.0
Počet hromadných ubytovacích zařízení;2023;Pardubice;Hotel, motel, botel **;5.0
Počet hromadných ubytovacích zařízení;2023;Pardubice;Hotel, motel, botel *;
Počet hromadných ubytovacích zařízení;2023;Pardubice;Hotel garni;2.0
Počet hromadných ubytovacích zařízení;2023;Pardubice;Penzion;32.0
Počet hromadných ubytovacích zařízení;2023;Pardubice;Kemp;5.0
Počet hromadných ubytovacích zařízení;2023;Pardubice;Chatová osada;
Počet hromadných ubytovacích zařízení;2023;Pardubice;Turistická ubytovna;5.0
Počet hromadných ubytovacích zařízení;2023;Pardubice;Ostatní HUZ;5.0
Počet hromadných ubytovacích zařízení;2023;Svitavy;HUZ celkem;80.0
Počet hromadných ubytovacích zařízení;2023;Svitavy;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Svitavy;Hotel, motel, botel ****;2.0
Počet hromadných ubytovacích zařízení;2023;Svitavy;Hotel, motel, botel ***;12.0
Počet hromadných ubytovacích zařízení;2023;Svitavy;Hotel, motel, botel **;3.0
Počet hromadných ubytovacích zařízení;2023;Svitavy;Hotel, motel, botel *;3.0
Počet hromadných ubytovacích zařízení;2023;Svitavy;Hotel garni;2.0
Počet hromadných ubytovacích zařízení;2023;Svitavy;Penzion;32.0
Počet hromadných ubytovacích zařízení;2023;Svitavy;Kemp;5.0
Počet hromadných ubytovacích zařízení;2023;Svitavy;Chatová osada;4.0
Počet hromadných ubytovacích zařízení;2023;Svitavy;Turistická ubytovna;5.0
Počet hromadných ubytovacích zařízení;2023;Svitavy;Ostatní HUZ;12.0
Počet hromadných ubytovacích zařízení;2023;Ústí nad Orlicí;HUZ celkem;149.0
Počet hromadných ubytovacích zařízení;2023;Ústí nad Orlicí;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Ústí nad Orlicí;Hotel, motel, botel ****;3.0
Počet hromadných ubytovacích zařízení;2023;Ústí nad Orlicí;Hotel, motel, botel ***;20.0
Počet hromadných ubytovacích zařízení;2023;Ústí nad Orlicí;Hotel, motel, botel **;2.0
Počet hromadných ubytovacích zařízení;2023;Ústí nad Orlicí;Hotel, motel, botel *;3.0
Počet hromadných ubytovacích zařízení;2023;Ústí nad Orlicí;Hotel garni;4.0
Počet hromadných ubytovacích zařízení;2023;Ústí nad Orlicí;Penzion;67.0
Počet hromadných ubytovacích zařízení;2023;Ústí nad Orlicí;Kemp;8.0
Počet hromadných ubytovacích zařízení;2023;Ústí nad Orlicí;Chatová osada;7.0
Počet hromadných ubytovacích zařízení;2023;Ústí nad Orlicí;Turistická ubytovna;15.0
Počet hromadných ubytovacích zařízení;2023;Ústí nad Orlicí;Ostatní HUZ;20.0
Počet hromadných ubytovacích zařízení;2023;Havlíčkův Brod;HUZ celkem;66.0
Počet hromadných ubytovacích zařízení;2023;Havlíčkův Brod;Hotel *****;1.0
Počet hromadných ubytovacích zařízení;2023;Havlíčkův Brod;Hotel, motel, botel ****;1.0
Počet hromadných ubytovacích zařízení;2023;Havlíčkův Brod;Hotel, motel, botel ***;12.0
Počet hromadných ubytovacích zařízení;2023;Havlíčkův Brod;Hotel, motel, botel **;1.0
Počet hromadných ubytovacích zařízení;2023;Havlíčkův Brod;Hotel, motel, botel *;
Počet hromadných ubytovacích zařízení;2023;Havlíčkův Brod;Hotel garni;1.0
Počet hromadných ubytovacích zařízení;2023;Havlíčkův Brod;Penzion;24.0
Počet hromadných ubytovacích zařízení;2023;Havlíčkův Brod;Kemp;5.0
Počet hromadných ubytovacích zařízení;2023;Havlíčkův Brod;Chatová osada;6.0
Počet hromadných ubytovacích zařízení;2023;Havlíčkův Brod;Turistická ubytovna;5.0
Počet hromadných ubytovacích zařízení;2023;Havlíčkův Brod;Ostatní HUZ;10.0
Počet hromadných ubytovacích zařízení;2023;Jihlava;HUZ celkem;86.0
Počet hromadných ubytovacích zařízení;2023;Jihlava;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Jihlava;Hotel, motel, botel ****;5.0
Počet hromadných ubytovacích zařízení;2023;Jihlava;Hotel, motel, botel ***;13.0
Počet hromadných ubytovacích zařízení;2023;Jihlava;Hotel, motel, botel **;1.0
Počet hromadných ubytovacích zařízení;2023;Jihlava;Hotel, motel, botel *;2.0
Počet hromadných ubytovacích zařízení;2023;Jihlava;Hotel garni;1.0
Počet hromadných ubytovacích zařízení;2023;Jihlava;Penzion;33.0
Počet hromadných ubytovacích zařízení;2023;Jihlava;Kemp;3.0
Počet hromadných ubytovacích zařízení;2023;Jihlava;Chatová osada;3.0
Počet hromadných ubytovacích zařízení;2023;Jihlava;Turistická ubytovna;12.0
Počet hromadných ubytovacích zařízení;2023;Jihlava;Ostatní HUZ;13.0
Počet hromadných ubytovacích zařízení;2023;Pelhřimov;HUZ celkem;80.0
Počet hromadných ubytovacích zařízení;2023;Pelhřimov;Hotel *****;1.0
Počet hromadných ubytovacích zařízení;2023;Pelhřimov;Hotel, motel, botel ****;7.0
Počet hromadných ubytovacích zařízení;2023;Pelhřimov;Hotel, motel, botel ***;4.0
Počet hromadných ubytovacích zařízení;2023;Pelhřimov;Hotel, motel, botel **;5.0
Počet hromadných ubytovacích zařízení;2023;Pelhřimov;Hotel, motel, botel *;1.0
Počet hromadných ubytovacích zařízení;2023;Pelhřimov;Hotel garni;
Počet hromadných ubytovacích zařízení;2023;Pelhřimov;Penzion;22.0
Počet hromadných ubytovacích zařízení;2023;Pelhřimov;Kemp;5.0
Počet hromadných ubytovacích zařízení;2023;Pelhřimov;Chatová osada;5.0
Počet hromadných ubytovacích zařízení;2023;Pelhřimov;Turistická ubytovna;8.0
Počet hromadných ubytovacích zařízení;2023;Pelhřimov;Ostatní HUZ;22.0
Počet hromadných ubytovacích zařízení;2023;Třebíč;HUZ celkem;72.0
Počet hromadných ubytovacích zařízení;2023;Třebíč;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Třebíč;Hotel, motel, botel ****;5.0
Počet hromadných ubytovacích zařízení;2023;Třebíč;Hotel, motel, botel ***;8.0
Počet hromadných ubytovacích zařízení;2023;Třebíč;Hotel, motel, botel **;1.0
Počet hromadných ubytovacích zařízení;2023;Třebíč;Hotel, motel, botel *;1.0
Počet hromadných ubytovacích zařízení;2023;Třebíč;Hotel garni;2.0
Počet hromadných ubytovacích zařízení;2023;Třebíč;Penzion;24.0
Počet hromadných ubytovacích zařízení;2023;Třebíč;Kemp;9.0
Počet hromadných ubytovacích zařízení;2023;Třebíč;Chatová osada;2.0
Počet hromadných ubytovacích zařízení;2023;Třebíč;Turistická ubytovna;8.0
Počet hromadných ubytovacích zařízení;2023;Třebíč;Ostatní HUZ;12.0
Počet hromadných ubytovacích zařízení;2023;Žďár nad Sázavou;HUZ celkem;150.0
Počet hromadných ubytovacích zařízení;2023;Žďár nad Sázavou;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Žďár nad Sázavou;Hotel, motel, botel ****;5.0
Počet hromadných ubytovacích zařízení;2023;Žďár nad Sázavou;Hotel, motel, botel ***;21.0
Počet hromadných ubytovacích zařízení;2023;Žďár nad Sázavou;Hotel, motel, botel **;3.0
Počet hromadných ubytovacích zařízení;2023;Žďár nad Sázavou;Hotel, motel, botel *;2.0
Počet hromadných ubytovacích zařízení;2023;Žďár nad Sázavou;Hotel garni;5.0
Počet hromadných ubytovacích zařízení;2023;Žďár nad Sázavou;Penzion;61.0
Počet hromadných ubytovacích zařízení;2023;Žďár nad Sázavou;Kemp;7.0
Počet hromadných ubytovacích zařízení;2023;Žďár nad Sázavou;Chatová osada;9.0
Počet hromadných ubytovacích zařízení;2023;Žďár nad Sázavou;Turistická ubytovna;15.0
Počet hromadných ubytovacích zařízení;2023;Žďár nad Sázavou;Ostatní HUZ;22.0
Počet hromadných ubytovacích zařízení;2023;Blansko;HUZ celkem;76.0
Počet hromadných ubytovacích zařízení;2023;Blansko;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Blansko;Hotel, motel, botel ****;4.0
Počet hromadných ubytovacích zařízení;2023;Blansko;Hotel, motel, botel ***;15.0
Počet hromadných ubytovacích zařízení;2023;Blansko;Hotel, motel, botel **;1.0
Počet hromadných ubytovacích zařízení;2023;Blansko;Hotel, motel, botel *;1.0
Počet hromadných ubytovacích zařízení;2023;Blansko;Hotel garni;
Počet hromadných ubytovacích zařízení;2023;Blansko;Penzion;33.0
Počet hromadných ubytovacích zařízení;2023;Blansko;Kemp;6.0
Počet hromadných ubytovacích zařízení;2023;Blansko;Chatová osada;4.0
Počet hromadných ubytovacích zařízení;2023;Blansko;Turistická ubytovna;3.0
Počet hromadných ubytovacích zařízení;2023;Blansko;Ostatní HUZ;9.0
Počet hromadných ubytovacích zařízení;2023;Brno-město;HUZ celkem;134.0
Počet hromadných ubytovacích zařízení;2023;Brno-město;Hotel *****;1.0
Počet hromadných ubytovacích zařízení;2023;Brno-město;Hotel, motel, botel ****;20.0
Počet hromadných ubytovacích zařízení;2023;Brno-město;Hotel, motel, botel ***;27.0
Počet hromadných ubytovacích zařízení;2023;Brno-město;Hotel, motel, botel **;2.0
Počet hromadných ubytovacích zařízení;2023;Brno-město;Hotel, motel, botel *;
Počet hromadných ubytovacích zařízení;2023;Brno-město;Hotel garni;7.0
Počet hromadných ubytovacích zařízení;2023;Brno-město;Penzion;47.0
Počet hromadných ubytovacích zařízení;2023;Brno-město;Kemp;1.0
Počet hromadných ubytovacích zařízení;2023;Brno-město;Chatová osada;1.0
Počet hromadných ubytovacích zařízení;2023;Brno-město;Turistická ubytovna;4.0
Počet hromadných ubytovacích zařízení;2023;Brno-město;Ostatní HUZ;24.0
Počet hromadných ubytovacích zařízení;2023;Brno-venkov;HUZ celkem;118.0
Počet hromadných ubytovacích zařízení;2023;Brno-venkov;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Brno-venkov;Hotel, motel, botel ****;6.0
Počet hromadných ubytovacích zařízení;2023;Brno-venkov;Hotel, motel, botel ***;20.0
Počet hromadných ubytovacích zařízení;2023;Brno-venkov;Hotel, motel, botel **;1.0
Počet hromadných ubytovacích zařízení;2023;Brno-venkov;Hotel, motel, botel *;2.0
Počet hromadných ubytovacích zařízení;2023;Brno-venkov;Hotel garni;
Počet hromadných ubytovacích zařízení;2023;Brno-venkov;Penzion;58.0
Počet hromadných ubytovacích zařízení;2023;Brno-venkov;Kemp;9.0
Počet hromadných ubytovacích zařízení;2023;Brno-venkov;Chatová osada;8.0
Počet hromadných ubytovacích zařízení;2023;Brno-venkov;Turistická ubytovna;4.0
Počet hromadných ubytovacích zařízení;2023;Brno-venkov;Ostatní HUZ;10.0
Počet hromadných ubytovacích zařízení;2023;Břeclav;HUZ celkem;346.0
Počet hromadných ubytovacích zařízení;2023;Břeclav;Hotel *****;1.0
Počet hromadných ubytovacích zařízení;2023;Břeclav;Hotel, motel, botel ****;10.0
Počet hromadných ubytovacích zařízení;2023;Břeclav;Hotel, motel, botel ***;28.0
Počet hromadných ubytovacích zařízení;2023;Břeclav;Hotel, motel, botel **;1.0
Počet hromadných ubytovacích zařízení;2023;Břeclav;Hotel, motel, botel *;1.0
Počet hromadných ubytovacích zařízení;2023;Břeclav;Hotel garni;1.0
Počet hromadných ubytovacích zařízení;2023;Břeclav;Penzion;245.0
Počet hromadných ubytovacích zařízení;2023;Břeclav;Kemp;8.0
Počet hromadných ubytovacích zařízení;2023;Břeclav;Chatová osada;
Počet hromadných ubytovacích zařízení;2023;Břeclav;Turistická ubytovna;14.0
Počet hromadných ubytovacích zařízení;2023;Břeclav;Ostatní HUZ;37.0
Počet hromadných ubytovacích zařízení;2023;Hodonín;HUZ celkem;118.0
Počet hromadných ubytovacích zařízení;2023;Hodonín;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Hodonín;Hotel, motel, botel ****;1.0
Počet hromadných ubytovacích zařízení;2023;Hodonín;Hotel, motel, botel ***;14.0
Počet hromadných ubytovacích zařízení;2023;Hodonín;Hotel, motel, botel **;4.0
Počet hromadných ubytovacích zařízení;2023;Hodonín;Hotel, motel, botel *;1.0
Počet hromadných ubytovacích zařízení;2023;Hodonín;Hotel garni;1.0
Počet hromadných ubytovacích zařízení;2023;Hodonín;Penzion;68.0
Počet hromadných ubytovacích zařízení;2023;Hodonín;Kemp;4.0
Počet hromadných ubytovacích zařízení;2023;Hodonín;Chatová osada;1.0
Počet hromadných ubytovacích zařízení;2023;Hodonín;Turistická ubytovna;13.0
Počet hromadných ubytovacích zařízení;2023;Hodonín;Ostatní HUZ;11.0
Počet hromadných ubytovacích zařízení;2023;Vyškov;HUZ celkem;32.0
Počet hromadných ubytovacích zařízení;2023;Vyškov;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Vyškov;Hotel, motel, botel ****;
Počet hromadných ubytovacích zařízení;2023;Vyškov;Hotel, motel, botel ***;10.0
Počet hromadných ubytovacích zařízení;2023;Vyškov;Hotel, motel, botel **;
Počet hromadných ubytovacích zařízení;2023;Vyškov;Hotel, motel, botel *;
Počet hromadných ubytovacích zařízení;2023;Vyškov;Hotel garni;
Počet hromadných ubytovacích zařízení;2023;Vyškov;Penzion;12.0
Počet hromadných ubytovacích zařízení;2023;Vyškov;Kemp;
Počet hromadných ubytovacích zařízení;2023;Vyškov;Chatová osada;1.0
Počet hromadných ubytovacích zařízení;2023;Vyškov;Turistická ubytovna;2.0
Počet hromadných ubytovacích zařízení;2023;Vyškov;Ostatní HUZ;7.0
Počet hromadných ubytovacích zařízení;2023;Znojmo;HUZ celkem;177.0
Počet hromadných ubytovacích zařízení;2023;Znojmo;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Znojmo;Hotel, motel, botel ****;7.0
Počet hromadných ubytovacích zařízení;2023;Znojmo;Hotel, motel, botel ***;23.0
Počet hromadných ubytovacích zařízení;2023;Znojmo;Hotel, motel, botel **;2.0
Počet hromadných ubytovacích zařízení;2023;Znojmo;Hotel, motel, botel *;
Počet hromadných ubytovacích zařízení;2023;Znojmo;Hotel garni;1.0
Počet hromadných ubytovacích zařízení;2023;Znojmo;Penzion;96.0
Počet hromadných ubytovacích zařízení;2023;Znojmo;Kemp;11.0
Počet hromadných ubytovacích zařízení;2023;Znojmo;Chatová osada;17.0
Počet hromadných ubytovacích zařízení;2023;Znojmo;Turistická ubytovna;3.0
Počet hromadných ubytovacích zařízení;2023;Znojmo;Ostatní HUZ;17.0
Počet hromadných ubytovacích zařízení;2023;Jeseník;HUZ celkem;167.0
Počet hromadných ubytovacích zařízení;2023;Jeseník;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Jeseník;Hotel, motel, botel ****;6.0
Počet hromadných ubytovacích zařízení;2023;Jeseník;Hotel, motel, botel ***;18.0
Počet hromadných ubytovacích zařízení;2023;Jeseník;Hotel, motel, botel **;1.0
Počet hromadných ubytovacích zařízení;2023;Jeseník;Hotel, motel, botel *;4.0
Počet hromadných ubytovacích zařízení;2023;Jeseník;Hotel garni;1.0
Počet hromadných ubytovacích zařízení;2023;Jeseník;Penzion;94.0
Počet hromadných ubytovacích zařízení;2023;Jeseník;Kemp;4.0
Počet hromadných ubytovacích zařízení;2023;Jeseník;Chatová osada;1.0
Počet hromadných ubytovacích zařízení;2023;Jeseník;Turistická ubytovna;16.0
Počet hromadných ubytovacích zařízení;2023;Jeseník;Ostatní HUZ;22.0
Počet hromadných ubytovacích zařízení;2023;Olomouc;HUZ celkem;118.0
Počet hromadných ubytovacích zařízení;2023;Olomouc;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Olomouc;Hotel, motel, botel ****;13.0
Počet hromadných ubytovacích zařízení;2023;Olomouc;Hotel, motel, botel ***;20.0
Počet hromadných ubytovacích zařízení;2023;Olomouc;Hotel, motel, botel **;2.0
Počet hromadných ubytovacích zařízení;2023;Olomouc;Hotel, motel, botel *;1.0
Počet hromadných ubytovacích zařízení;2023;Olomouc;Hotel garni;4.0
Počet hromadných ubytovacích zařízení;2023;Olomouc;Penzion;47.0
Počet hromadných ubytovacích zařízení;2023;Olomouc;Kemp;3.0
Počet hromadných ubytovacích zařízení;2023;Olomouc;Chatová osada;1.0
Počet hromadných ubytovacích zařízení;2023;Olomouc;Turistická ubytovna;11.0
Počet hromadných ubytovacích zařízení;2023;Olomouc;Ostatní HUZ;16.0
Počet hromadných ubytovacích zařízení;2023;Prostějov;HUZ celkem;42.0
Počet hromadných ubytovacích zařízení;2023;Prostějov;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Prostějov;Hotel, motel, botel ****;
Počet hromadných ubytovacích zařízení;2023;Prostějov;Hotel, motel, botel ***;4.0
Počet hromadných ubytovacích zařízení;2023;Prostějov;Hotel, motel, botel **;
Počet hromadných ubytovacích zařízení;2023;Prostějov;Hotel, motel, botel *;
Počet hromadných ubytovacích zařízení;2023;Prostějov;Hotel garni;
Počet hromadných ubytovacích zařízení;2023;Prostějov;Penzion;20.0
Počet hromadných ubytovacích zařízení;2023;Prostějov;Kemp;3.0
Počet hromadných ubytovacích zařízení;2023;Prostějov;Chatová osada;2.0
Počet hromadných ubytovacích zařízení;2023;Prostějov;Turistická ubytovna;8.0
Počet hromadných ubytovacích zařízení;2023;Prostějov;Ostatní HUZ;5.0
Počet hromadných ubytovacích zařízení;2023;Přerov;HUZ celkem;37.0
Počet hromadných ubytovacích zařízení;2023;Přerov;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Přerov;Hotel, motel, botel ****;1.0
Počet hromadných ubytovacích zařízení;2023;Přerov;Hotel, motel, botel ***;6.0
Počet hromadných ubytovacích zařízení;2023;Přerov;Hotel, motel, botel **;
Počet hromadných ubytovacích zařízení;2023;Přerov;Hotel, motel, botel *;
Počet hromadných ubytovacích zařízení;2023;Přerov;Hotel garni;
Počet hromadných ubytovacích zařízení;2023;Přerov;Penzion;19.0
Počet hromadných ubytovacích zařízení;2023;Přerov;Kemp;1.0
Počet hromadných ubytovacích zařízení;2023;Přerov;Chatová osada;3.0
Počet hromadných ubytovacích zařízení;2023;Přerov;Turistická ubytovna;2.0
Počet hromadných ubytovacích zařízení;2023;Přerov;Ostatní HUZ;5.0
Počet hromadných ubytovacích zařízení;2023;Šumperk;HUZ celkem;177.0
Počet hromadných ubytovacích zařízení;2023;Šumperk;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Šumperk;Hotel, motel, botel ****;3.0
Počet hromadných ubytovacích zařízení;2023;Šumperk;Hotel, motel, botel ***;20.0
Počet hromadných ubytovacích zařízení;2023;Šumperk;Hotel, motel, botel **;5.0
Počet hromadných ubytovacích zařízení;2023;Šumperk;Hotel, motel, botel *;5.0
Počet hromadných ubytovacích zařízení;2023;Šumperk;Hotel garni;2.0
Počet hromadných ubytovacích zařízení;2023;Šumperk;Penzion;85.0
Počet hromadných ubytovacích zařízení;2023;Šumperk;Kemp;2.0
Počet hromadných ubytovacích zařízení;2023;Šumperk;Chatová osada;3.0
Počet hromadných ubytovacích zařízení;2023;Šumperk;Turistická ubytovna;16.0
Počet hromadných ubytovacích zařízení;2023;Šumperk;Ostatní HUZ;36.0
Počet hromadných ubytovacích zařízení;2023;Kroměříž;HUZ celkem;69.0
Počet hromadných ubytovacích zařízení;2023;Kroměříž;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Kroměříž;Hotel, motel, botel ****;8.0
Počet hromadných ubytovacích zařízení;2023;Kroměříž;Hotel, motel, botel ***;9.0
Počet hromadných ubytovacích zařízení;2023;Kroměříž;Hotel, motel, botel **;1.0
Počet hromadných ubytovacích zařízení;2023;Kroměříž;Hotel, motel, botel *;1.0
Počet hromadných ubytovacích zařízení;2023;Kroměříž;Hotel garni;
Počet hromadných ubytovacích zařízení;2023;Kroměříž;Penzion;24.0
Počet hromadných ubytovacích zařízení;2023;Kroměříž;Kemp;3.0
Počet hromadných ubytovacích zařízení;2023;Kroměříž;Chatová osada;2.0
Počet hromadných ubytovacích zařízení;2023;Kroměříž;Turistická ubytovna;9.0
Počet hromadných ubytovacích zařízení;2023;Kroměříž;Ostatní HUZ;12.0
Počet hromadných ubytovacích zařízení;2023;Uherské Hradiště;HUZ celkem;101.0
Počet hromadných ubytovacích zařízení;2023;Uherské Hradiště;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Uherské Hradiště;Hotel, motel, botel ****;4.0
Počet hromadných ubytovacích zařízení;2023;Uherské Hradiště;Hotel, motel, botel ***;18.0
Počet hromadných ubytovacích zařízení;2023;Uherské Hradiště;Hotel, motel, botel **;
Počet hromadných ubytovacích zařízení;2023;Uherské Hradiště;Hotel, motel, botel *;1.0
Počet hromadných ubytovacích zařízení;2023;Uherské Hradiště;Hotel garni;2.0
Počet hromadných ubytovacích zařízení;2023;Uherské Hradiště;Penzion;47.0
Počet hromadných ubytovacích zařízení;2023;Uherské Hradiště;Kemp;8.0
Počet hromadných ubytovacích zařízení;2023;Uherské Hradiště;Chatová osada;1.0
Počet hromadných ubytovacích zařízení;2023;Uherské Hradiště;Turistická ubytovna;6.0
Počet hromadných ubytovacích zařízení;2023;Uherské Hradiště;Ostatní HUZ;14.0
Počet hromadných ubytovacích zařízení;2023;Vsetín;HUZ celkem;189.0
Počet hromadných ubytovacích zařízení;2023;Vsetín;Hotel *****;
Počet hromadných ubytovacích zařízení;2023;Vsetín;Hotel, motel, botel ****;14.0
Počet hromadných ubytovacích zařízení;2023;Vsetín;Hotel, motel, botel ***;29.0
Počet hromadných ubytovacích zařízení;2023;Vsetín;Hotel, motel, botel **;5.0
Počet hromadných ubytovacích zařízení;2023;Vsetín;Hotel, motel, botel *;3.0
Počet hromadných ubytovacích zařízení;2023;Vsetín;Hotel garni;2.0
Počet hromadných ubytovacích zařízení;2023;Vsetín;Penzion;72.0
Počet hromadných ubytovacích zařízení;2023;Vsetín;Kemp;9.0
Počet hromadných ubytovacích zařízení;2023;Vsetín;Chatová osada;4.0
Počet hromadných ubytovacích zařízení;2023;Vsetín;Turistická ubytovna;20.0
Počet hromadných ubytovacích zařízení;2023;Vsetín;Ostatní HUZ;31.0
Počet hromadných ubytovacích zařízení;2023;Zlín;HUZ celkem;166.0
Počet hromadných ubytovacích zařízení;2023;Zlín;Hotel *****;1.0
Počet hromadných ubytovacích zařízení;2023;Zlín;Hotel, motel, botel ****;23.0
