Území;Ukazatel;Typ indexu;Očištění;CZ-NACE;Měsíce;value
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;leden 2010;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;prosinec 2009;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;listopad 2009;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;říjen 2009;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;září 2009;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;srpen 2009;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;červenec 2009;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;červen 2009;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;květen 2009;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;duben 2009;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;březen 2009;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;únor 2009;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;leden 2009;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;prosinec 2008;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;listopad 2008;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;říjen 2008;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;září 2008;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;srpen 2008;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;červenec 2008;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;červen 2008;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;květen 2008;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;duben 2008;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;březen 2008;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;únor 2008;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;leden 2008;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;prosinec 2007;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;listopad 2007;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;říjen 2007;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;září 2007;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;srpen 2007;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;červenec 2007;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;červen 2007;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;květen 2007;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;duben 2007;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;březen 2007;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;únor 2007;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;leden 2007;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;prosinec 2006;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;listopad 2006;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;říjen 2006;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;září 2006;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;srpen 2006;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;červenec 2006;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;červen 2006;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;květen 2006;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;duben 2006;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;březen 2006;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;únor 2006;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;leden 2006;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;prosinec 2005;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;listopad 2005;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;říjen 2005;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;září 2005;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;srpen 2005;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;červenec 2005;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;červen 2005;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;květen 2005;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;duben 2005;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;březen 2005;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;únor 2005;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;leden 2005;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;prosinec 2004;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;listopad 2004;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;říjen 2004;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;září 2004;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;srpen 2004;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;červenec 2004;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;červen 2004;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;květen 2004;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;duben 2004;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;březen 2004;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;únor 2004;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;leden 2004;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;prosinec 2003;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;listopad 2003;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;říjen 2003;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;září 2003;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;srpen 2003;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;červenec 2003;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;červen 2003;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;květen 2003;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;duben 2003;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;březen 2003;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;únor 2003;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;leden 2003;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;prosinec 2002;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;listopad 2002;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;říjen 2002;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;září 2002;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;srpen 2002;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;červenec 2002;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;červen 2002;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;květen 2002;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;duben 2002;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;březen 2002;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;únor 2002;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;leden 2002;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;prosinec 2001;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;listopad 2001;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;říjen 2001;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;září 2001;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;srpen 2001;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;červenec 2001;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;červen 2001;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;květen 2001;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;duben 2001;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;březen 2001;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;únor 2001;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;leden 2001;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;prosinec 2000;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;listopad 2000;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;říjen 2000;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;září 2000;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;srpen 2000;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;červenec 2000;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;červen 2000;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;květen 2000;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;duben 2000;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;březen 2000;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;únor 2000;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba ropy a zemního plynu;leden 2000;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;březen 2025;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;únor 2025;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;leden 2025;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;prosinec 2024;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;listopad 2024;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;říjen 2024;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;září 2024;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;srpen 2024;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;červenec 2024;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;červen 2024;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;květen 2024;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;duben 2024;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;březen 2024;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;únor 2024;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;leden 2024;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;prosinec 2023;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;listopad 2023;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;říjen 2023;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;září 2023;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;srpen 2023;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;červenec 2023;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;červen 2023;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;květen 2023;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;duben 2023;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;březen 2023;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;únor 2023;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;leden 2023;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;prosinec 2022;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;listopad 2022;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;říjen 2022;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;září 2022;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;srpen 2022;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;červenec 2022;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;červen 2022;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;květen 2022;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;duben 2022;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;březen 2022;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;únor 2022;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;leden 2022;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;prosinec 2021;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;listopad 2021;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;říjen 2021;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;září 2021;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;srpen 2021;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;červenec 2021;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;červen 2021;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;květen 2021;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;duben 2021;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;březen 2021;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;únor 2021;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;leden 2021;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;prosinec 2020;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;listopad 2020;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;říjen 2020;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;září 2020;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;srpen 2020;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;červenec 2020;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;červen 2020;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;květen 2020;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;duben 2020;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;březen 2020;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;únor 2020;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;leden 2020;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;prosinec 2019;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;listopad 2019;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;říjen 2019;
Česko;Index průmyslové produkce;Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Těžba a úprava rud;září 2019;
