Území;Ukazatel;Typ indexu;Typ tržeb;Vybraná průmyslová činnost;Roky;value
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;08 Ostatní těžba a dobývání;2010;118.3623840951
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;08 Ostatní těžba a dobývání;2009;88.5152195296
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;08 Ostatní těžba a dobývání;2008;104.5422356166
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;08 Ostatní těžba a dobývání;2007;95.5750960531
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;08 Ostatní těžba a dobývání;2006;111.2283200345
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;08 Ostatní těžba a dobývání;2005;105.9303113294
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;08 Ostatní těžba a dobývání;2004;103.2919964715
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;08 Ostatní těžba a dobývání;2003;118.5996605917
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;08 Ostatní těžba a dobývání;2002;100.5210222966
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;08 Ostatní těžba a dobývání;2001;112.9726103981
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;08 Ostatní těžba a dobývání;2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;09 Podpůrné činnosti při těžbě;2024;108.9718350437
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;09 Podpůrné činnosti při těžbě;2023;117.6771109325
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;09 Podpůrné činnosti při těžbě;2022;120.7205449773
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;09 Podpůrné činnosti při těžbě;2021;97.4462913159
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;09 Podpůrné činnosti při těžbě;2020;96.1031006778
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;09 Podpůrné činnosti při těžbě;2019;102.6506498044
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;09 Podpůrné činnosti při těžbě;2018;102.6516372331
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;09 Podpůrné činnosti při těžbě;2017;111.3562468854
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;09 Podpůrné činnosti při těžbě;2016;76.8602232702
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;09 Podpůrné činnosti při těžbě;2015;85.8211554584
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;09 Podpůrné činnosti při těžbě;2014;85.4559702282
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;09 Podpůrné činnosti při těžbě;2013;95.251186031
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;09 Podpůrné činnosti při těžbě;2012;125.4812676276
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;09 Podpůrné činnosti při těžbě;2011;131.854474233
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;09 Podpůrné činnosti při těžbě;2010;84.9711336589
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;09 Podpůrné činnosti při těžbě;2009;95.2499518303
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;09 Podpůrné činnosti při těžbě;2008;98.2926548388
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;09 Podpůrné činnosti při těžbě;2007;111.0580127269
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;09 Podpůrné činnosti při těžbě;2006;69.6609695114
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;09 Podpůrné činnosti při těžbě;2005;67.8182672695
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;09 Podpůrné činnosti při těžbě;2004;114.6107947306
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;09 Podpůrné činnosti při těžbě;2003;100.6613852219
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;09 Podpůrné činnosti při těžbě;2002;89.7841061399
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;09 Podpůrné činnosti při těžbě;2001;105.5969681378
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;09 Podpůrné činnosti při těžbě;2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;10 Výroba potravinářských výrobků;2024;102.2809037814
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;10 Výroba potravinářských výrobků;2023;106.3267482583
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;10 Výroba potravinářských výrobků;2022;119.255386684
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;10 Výroba potravinářských výrobků;2021;105.1865485246
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;10 Výroba potravinářských výrobků;2020;102.7821775184
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;10 Výroba potravinářských výrobků;2019;104.7488462101
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;10 Výroba potravinářských výrobků;2018;102.2637057904
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;10 Výroba potravinářských výrobků;2017;104.907366243
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;10 Výroba potravinářských výrobků;2016;97.9304333784
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;10 Výroba potravinářských výrobků;2015;100.324842777
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;10 Výroba potravinářských výrobků;2014;103.9950761355
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;10 Výroba potravinářských výrobků;2013;102.6317518641
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;10 Výroba potravinářských výrobků;2012;102.5515462496
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;10 Výroba potravinářských výrobků;2011;105.9398438184
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;10 Výroba potravinářských výrobků;2010;98.4948663549
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;10 Výroba potravinářských výrobků;2009;96.1477443344
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;10 Výroba potravinářských výrobků;2008;93.3890033467
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;10 Výroba potravinářských výrobků;2007;108.9810568597
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;10 Výroba potravinářských výrobků;2006;99.2151057833
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;10 Výroba potravinářských výrobků;2005;95.797438934
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;10 Výroba potravinářských výrobků;2004;110.408181058
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;10 Výroba potravinářských výrobků;2003;96.864144486
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;10 Výroba potravinářských výrobků;2002;97.2206808084
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;10 Výroba potravinářských výrobků;2001;113.8173977626
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;10 Výroba potravinářských výrobků;2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;11 Výroba nápojů;2024;107.0739254648
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;11 Výroba nápojů;2023;109.0806864782
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;11 Výroba nápojů;2022;115.8178321839
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;11 Výroba nápojů;2021;103.1263392025
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;11 Výroba nápojů;2020;91.6402554961
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;11 Výroba nápojů;2019;101.7021176446
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;11 Výroba nápojů;2018;106.6824199635
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;11 Výroba nápojů;2017;103.0588941981
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;11 Výroba nápojů;2016;96.8787858813
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;11 Výroba nápojů;2015;103.3380849337
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;11 Výroba nápojů;2014;103.1864620751
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;11 Výroba nápojů;2013;102.7344116927
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;11 Výroba nápojů;2012;101.3362705972
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;11 Výroba nápojů;2011;102.5744094211
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;11 Výroba nápojů;2010;87.374896825
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;11 Výroba nápojů;2009;82.1716774866
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;11 Výroba nápojů;2008;102.5314512399
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;11 Výroba nápojů;2007;108.867308048
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;11 Výroba nápojů;2006;110.6240635837
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;11 Výroba nápojů;2005;96.5510880534
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;11 Výroba nápojů;2004;103.0401423148
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;11 Výroba nápojů;2003;102.7571830313
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;11 Výroba nápojů;2002;94.975405739
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;11 Výroba nápojů;2001;112.2833682592
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;11 Výroba nápojů;2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;2024;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;2023;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;2022;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;2021;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;2013;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;2012;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;2011;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;2010;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;2009;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;2008;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;2003;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;2002;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;12 Výroba tabákových výrobků;2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2024;97.6737287996
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2023;92.5115741128
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2022;115.0011032893
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2021;109.4626263935
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2020;94.4281982883
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2019;100.06774886
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2018;94.9560073582
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2017;103.6353051311
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2016;102.5093211563
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2015;103.0562605093
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2014;107.8546721422
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2013;102.7538755494
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2012;101.8099661698
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2011;110.2801111913
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2010;102.3317740764
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2009;89.5335681608
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2008;81.3900744534
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2007;108.6759518544
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2006;104.0666004994
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2005;96.3536924353
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2004;104.3852056428
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2003;95.3317416948
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2002;88.5212341505
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2001;106.9465449975
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;13 Výroba textilií;2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2024;102.5503498124
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2023;99.0494804739
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2022;118.3312339558
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2021;99.3263913253
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2020;98.679331768
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2019;108.3042786574
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2018;101.953136447
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2017;107.196155596
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2016;102.513422216
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2015;118.2367159813
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2014;96.3743540111
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2013;95.015193683
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2012;99.524678525
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2011;97.5213252077
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2010;91.2974620364
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2009;82.0173324688
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2008;96.1550741088
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2007;92.3722474149
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2006;86.4137697206
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2005;102.2814212753
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2004;81.3939935241
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2003;83.6199285234
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2002;80.0834158826
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2001;104.5315406625
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;14 Výroba oděvů;2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;2024;105.6729227603
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;2023;109.4077967936
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;2022;115.2516167465
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;2021;107.2968671016
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;2020;92.8993568284
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;2019;101.3988399165
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;2018;78.8309458072
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;2017;99.0276501604
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;2016;103.5993169618
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;2015;92.7108955578
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;2014;112.1747445956
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;2013;97.0448949164
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;2012;100.5775067139
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;2011;113.8459211685
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;2010;115.0829175593
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;2009;76.5306194307
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;2008;90.8489376277
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;2007;106.4557452439
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;2006;104.8640740142
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;2005;94.0808785693
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;2004;109.0753007832
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;2003;78.3277372066
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;2002;74.9435632184
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;2001;101.8666000589
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;15 Výroba usní a souvisejících výrobků;2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2024;100.2595688051
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2023;81.7608667122
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2022;110.1955644783
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2021;128.4052190742
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2020;98.1546146411
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2019;96.8366300997
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2018;104.0642069126
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;16 Zpracování dřeva, výroba dřevěných, korkových, proutěných a slaměných výrobků, kromě nábytku;2017;104.5172535922
