Území;Ukazatel;Typ indexu;Typ tržeb;Vybraná průmyslová činnost;Roky;value
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2002;102.7942439994
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2001;117.8663840407
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2024;102.2088319711
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2023;134.5623928488
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2022;107.1051978817
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2021;117.7009631171
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2020;95.5967457781
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2019;100.9088385091
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2018;112.8567133635
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2017;89.8754822893
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2016;101.5131888826
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2015;107.3021636738
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2014;104.1047254021
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2013;108.7862568281
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2012;104.72355468
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2011;117.0923191176
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2010;108.1418551094
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2009;104.2737986681
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2008;103.7527788896
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2007;144.197365116
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2006;123.8419821749
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2005;101.9971320938
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2004;91.076483131
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2003;117.2766707395
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2002;87.4363818639
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2001;132.9751728834
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;30 Výroba ostatních dopravních prostředků a zařízení;2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;31 Výroba nábytku;2024;104.7404253406
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;31 Výroba nábytku;2023;91.7981891584
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;31 Výroba nábytku;2022;109.1046115542
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;31 Výroba nábytku;2021;113.3447513688
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;31 Výroba nábytku;2020;94.5207252077
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;31 Výroba nábytku;2019;101.1291696716
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;31 Výroba nábytku;2018;102.5830072819
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;31 Výroba nábytku;2017;102.436065827
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;31 Výroba nábytku;2016;105.3757678853
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;31 Výroba nábytku;2015;105.2330532337
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;31 Výroba nábytku;2014;110.2067303108
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;31 Výroba nábytku;2013;105.9738856304
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;31 Výroba nábytku;2012;97.8355053384
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;31 Výroba nábytku;2011;102.1954852141
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;31 Výroba nábytku;2010;91.0109883035
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;31 Výroba nábytku;2009;87.5829899005
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;31 Výroba nábytku;2008;93.3177584879
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;31 Výroba nábytku;2007;111.2107988079
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;31 Výroba nábytku;2006;105.9961972461
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;31 Výroba nábytku;2005;102.7930667623
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;31 Výroba nábytku;2004;107.3505015829
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;31 Výroba nábytku;2003;92.3371964089
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;31 Výroba nábytku;2002;90.6353775674
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;31 Výroba nábytku;2001;111.1691580899
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;31 Výroba nábytku;2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;32 Ostatní zpracovatelský průmysl;2024;107.1908566962
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;32 Ostatní zpracovatelský průmysl;2023;98.1808412846
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;32 Ostatní zpracovatelský průmysl;2022;107.5580164275
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;32 Ostatní zpracovatelský průmysl;2021;107.5881284307
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;32 Ostatní zpracovatelský průmysl;2020;105.0016329641
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;32 Ostatní zpracovatelský průmysl;2019;102.4702739528
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;32 Ostatní zpracovatelský průmysl;2018;108.8984493883
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;32 Ostatní zpracovatelský průmysl;2017;100.848828275
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;32 Ostatní zpracovatelský průmysl;2016;99.4824677791
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;32 Ostatní zpracovatelský průmysl;2015;113.7678691774
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;32 Ostatní zpracovatelský průmysl;2014;108.6782239296
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;32 Ostatní zpracovatelský průmysl;2013;109.1660518723
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;32 Ostatní zpracovatelský průmysl;2012;102.5274489146
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;32 Ostatní zpracovatelský průmysl;2011;104.9047036628
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;32 Ostatní zpracovatelský průmysl;2010;107.2651609292
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;32 Ostatní zpracovatelský průmysl;2009;82.8157259607
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;32 Ostatní zpracovatelský průmysl;2008;101.2958337097
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;32 Ostatní zpracovatelský průmysl;2007;106.0385301023
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;32 Ostatní zpracovatelský průmysl;2006;108.0793508239
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;32 Ostatní zpracovatelský průmysl;2005;101.1041350049
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;32 Ostatní zpracovatelský průmysl;2004;121.4352269097
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;32 Ostatní zpracovatelský průmysl;2003;101.2688202691
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;32 Ostatní zpracovatelský průmysl;2002;95.3755565801
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;32 Ostatní zpracovatelský průmysl;2001;111.2997802716
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;32 Ostatní zpracovatelský průmysl;2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;2024;102.5680166701
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;2023;115.8266909241
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;2022;113.5599151058
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;2021;105.4851624275
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;2020;98.965659585
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;2019;108.7229219013
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;2018;109.7358435845
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;2017;99.6370622436
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;2016;102.742208425
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;2015;95.6675385626
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;2014;107.6824940324
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;2013;103.6105515893
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;2012;96.2809014042
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;2011;111.917906671
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;2010;97.6079043757
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;2009;119.6366191704
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;2008;109.390878521
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;2007;113.3829815034
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;2006;110.6446526256
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;2005;96.5048309573
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;2004;118.9390618508
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;2003;103.4793977123
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;2002;113.6191205252
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;2001;108.4269066061
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2024;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2023;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2022;136.3362721864
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2021;102.3610665941
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2020;105.2880712686
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2019;108.7827414101
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2018;100.4433817068
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2017;104.5314516017
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2016;102.3385450601
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2015;99.9855758555
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2014;89.5172345354
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2013;105.4836683866
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2012;104.243167324
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2011;95.8235716156
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2010;93.3286780668
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2009;89.3942607781
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2008;113.2836941783
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2007;115.7125610698
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2006;101.1316368019
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2005;127.9077172925
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2004;97.4333231319
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2003;100.7412369441
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2002;97.4870171809
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2001;108.2744990162
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2000;
