Území;Ukazatel;Typ indexu;Typ tržeb;Vybraná průmyslová činnost;Čtvrtletí;value
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;1. čtvrtletí 2007;95.8999815362
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;4. čtvrtletí 2006;106.0694477058
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;3. čtvrtletí 2006;110.7757691051
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;2. čtvrtletí 2006;109.9564686952
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;1. čtvrtletí 2006;121.4366585082
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;4. čtvrtletí 2005;109.1908029011
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;3. čtvrtletí 2005;107.1484376529
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;2. čtvrtletí 2005;106.5406986487
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;1. čtvrtletí 2005;102.4897590488
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;4. čtvrtletí 2004;110.8840648295
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;3. čtvrtletí 2004;119.3564801763
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;2. čtvrtletí 2004;117.1148164038
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;1. čtvrtletí 2004;107.9811261461
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;4. čtvrtletí 2003;101.9136267794
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;3. čtvrtletí 2003;98.4316481631
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;2. čtvrtletí 2003;99.7211180655
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;1. čtvrtletí 2003;95.7140956459
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;4. čtvrtletí 2002;104.0604345133
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;3. čtvrtletí 2002;98.0406530851
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;2. čtvrtletí 2002;91.9711407675
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;1. čtvrtletí 2002;99.144423136
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;4. čtvrtletí 2001;100.2673873773
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;3. čtvrtletí 2001;102.3396958919
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;2. čtvrtletí 2001;108.5092977417
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;1. čtvrtletí 2001;107.2028283491
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;4. čtvrtletí 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;3. čtvrtletí 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;2. čtvrtletí 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;B Těžba a dobývání;1. čtvrtletí 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;1. čtvrtletí 2025;100.7891983535
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;4. čtvrtletí 2024;100.2967913524
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;3. čtvrtletí 2024;104.1220795512
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;2. čtvrtletí 2024;100.9769282628
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;1. čtvrtletí 2024;102.2829052053
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;4. čtvrtletí 2023;101.5727302162
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;3. čtvrtletí 2023;97.3704667931
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;2. čtvrtletí 2023;103.7816913953
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;1. čtvrtletí 2023;110.4905591773
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;4. čtvrtletí 2022;115.7472477252
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;3. čtvrtletí 2022;119.8706410602
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;2. čtvrtletí 2022;113.2536069323
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;1. čtvrtletí 2022;108.4563674895
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;4. čtvrtletí 2021;102.7565893379
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;3. čtvrtletí 2021;104.709467574
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;2. čtvrtletí 2021;134.8265765769
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;1. čtvrtletí 2021;107.3491518782
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;4. čtvrtletí 2020;104.8975907509
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;3. čtvrtletí 2020;98.3117527437
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;2. čtvrtletí 2020;75.9063451837
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;1. čtvrtletí 2020;95.0869823554
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;4. čtvrtletí 2019;97.0024723576
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;3. čtvrtletí 2019;99.4624726616
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;2. čtvrtletí 2019;103.2770985586
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;1. čtvrtletí 2019;102.7636698325
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;4. čtvrtletí 2018;105.4865227038
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;3. čtvrtletí 2018;105.3782319072
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;2. čtvrtletí 2018;101.4826420476
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;1. čtvrtletí 2018;102.878023523
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;4. čtvrtletí 2017;105.8812419664
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;3. čtvrtletí 2017;106.7328597181
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;2. čtvrtletí 2017;111.4048211992
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;1. čtvrtletí 2017;106.6564403216
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;4. čtvrtletí 2016;103.3357551433
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;3. čtvrtletí 2016;99.97395079
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;2. čtvrtletí 2016;98.7467053574
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;1. čtvrtletí 2016;102.1779327714
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;4. čtvrtletí 2015;99.6040708743
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;3. čtvrtletí 2015;102.8222300377
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;2. čtvrtletí 2015;104.2913521043
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;1. čtvrtletí 2015;103.8980057085
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;4. čtvrtletí 2014;109.1250480465
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;3. čtvrtletí 2014;109.3724293591
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;2. čtvrtletí 2014;111.804344161
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;1. čtvrtletí 2014;113.6593318122
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;4. čtvrtletí 2013;108.8288667688
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;3. čtvrtletí 2013;102.1670466409
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;2. čtvrtletí 2013;99.0057677647
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;1. čtvrtletí 2013;95.9784919325
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;4. čtvrtletí 2012;96.3310803918
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;3. čtvrtletí 2012;102.7193773189
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;2. čtvrtletí 2012;103.3367406626
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;1. čtvrtletí 2012;107.0145745369
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;4. čtvrtletí 2011;106.5740947612
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;3. čtvrtletí 2011;105.0988382329
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;2. čtvrtletí 2011;109.2993555083
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;1. čtvrtletí 2011;113.8326371381
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;4. čtvrtletí 2010;113.1116442171
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;3. čtvrtletí 2010;113.555616886
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;2. čtvrtletí 2010;111.4576750862
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;1. čtvrtletí 2010;104.9400061263
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;4. čtvrtletí 2009;94.6954796937
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;3. čtvrtletí 2009;85.3075421071
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;2. čtvrtletí 2009;80.5693844192
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;1. čtvrtletí 2009;79.2317216144
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;4. čtvrtletí 2008;87.4343988956
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;3. čtvrtletí 2008;96.5965148
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;C Zpracovatelský průmysl;2. čtvrtletí 2008;101.236903605
