Území;Ukazatel;Typ indexu;Typ tržeb;Vybraná průmyslová činnost;Čtvrtletí;value
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2011;91.9508967959
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2011;99.9629898937
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2011;98.9442711978
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2010;95.5644714472
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2010;100.2195731644
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2010;93.4236057166
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2010;87.5588987267
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2009;89.9021448724
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2009;79.5673334606
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2009;82.5126804784
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2009;100.7022148005
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2008;99.4614002394
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2008;113.6477041291
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2008;121.9605668737
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2008;123.3519216277
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2007;137.0566990657
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2007;119.4885115182
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2007;108.288007084
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2007;99.6042604903
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2006;96.9103823949
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2006;99.9739974351
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2006;100.0294569441
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2006;106.792952824
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2005;129.7866213586
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2005;124.2162620513
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2005;126.35004793
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2005;129.8217081535
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2004;95.954927131
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2004;100.3494660259
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2004;99.3650859143
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2004;95.5415431302
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2003;98.4784168948
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2003;100.1910492171
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2003;102.5148898545
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2003;102.1176447553
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2002;96.9681312008
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2002;99.5897170654
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2002;96.9644314666
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2002;96.9900348025
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2001;106.6526648145
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2001;106.4713294412
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2001;108.6152794726
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2001;110.956641008
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;D Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2025;102.4542006026
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;4. čtvrtletí 2024;87.0931807161
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;3. čtvrtletí 2024;71.2094458353
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;2. čtvrtletí 2024;76.0885214237
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2024;68.9802934386
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;4. čtvrtletí 2023;107.7540926325
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;3. čtvrtletí 2023;119.3181635218
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;2. čtvrtletí 2023;112.4762150627
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2023;139.3195259399
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;4. čtvrtletí 2022;108.2271728392
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;3. čtvrtletí 2022;136.7323162081
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;2. čtvrtletí 2022;149.7385919636
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2022;136.2787579227
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;4. čtvrtletí 2021;127.0475406971
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;3. čtvrtletí 2021;125.0530871485
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;2. čtvrtletí 2021;100.8338394156
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2021;92.3710970366
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;4. čtvrtletí 2020;93.6994569156
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;3. čtvrtletí 2020;68.1382106368
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;2. čtvrtletí 2020;69.7888777613
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2020;82.385295733
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;4. čtvrtletí 2019;86.7817572472
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;3. čtvrtletí 2019;83.5135660227
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;2. čtvrtletí 2019;90.891930239
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2019;85.8488929713
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;4. čtvrtletí 2018;89.9898596016
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;3. čtvrtletí 2018;106.6106305502
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;2. čtvrtletí 2018;104.0895690425
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2018;94.1434292601
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;4. čtvrtletí 2017;107.7342617712
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;3. čtvrtletí 2017;106.8030337872
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;2. čtvrtletí 2017;100.7298369728
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2017;115.4663398519
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;4. čtvrtletí 2016;88.0265777314
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;3. čtvrtletí 2016;85.1704977718
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;2. čtvrtletí 2016;91.3284097367
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2016;98.8255500037
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;4. čtvrtletí 2015;99.5273523895
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;3. čtvrtletí 2015;97.0184845586
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;2. čtvrtletí 2015;93.3435755409
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2015;87.5055551194
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;4. čtvrtletí 2014;84.6635729534
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;3. čtvrtletí 2014;87.1591403546
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;2. čtvrtletí 2014;85.9314218466
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2014;91.9127124932
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;4. čtvrtletí 2013;102.9629994581
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;3. čtvrtletí 2013;85.4592571676
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;2. čtvrtletí 2013;83.5222576635
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2013;84.2243024285
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;4. čtvrtletí 2012;81.1641731136
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;3. čtvrtletí 2012;86.6393572586
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;2. čtvrtletí 2012;85.8539003338
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2012;96.6972142349
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;4. čtvrtletí 2011;99.6211384735
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;3. čtvrtletí 2011;101.280048625
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;2. čtvrtletí 2011;116.4655490145
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2011;108.2206114094
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;4. čtvrtletí 2010;101.3781515818
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;3. čtvrtletí 2010;114.3177285497
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;2. čtvrtletí 2010;110.9696179224
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2010;96.6301776798
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;4. čtvrtletí 2009;82.9965999894
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;3. čtvrtletí 2009;80.2607030385
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;2. čtvrtletí 2009;73.6600910331
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2009;75.4824729004
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;4. čtvrtletí 2008;118.8489196448
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;3. čtvrtletí 2008;115.3101847794
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;2. čtvrtletí 2008;119.2355634727
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2008;124.5946231503
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;4. čtvrtletí 2007;102.9893132687
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;3. čtvrtletí 2007;101.0167649751
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;2. čtvrtletí 2007;115.4758772317
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2007;99.3116759967
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;4. čtvrtletí 2006;107.1804782756
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;3. čtvrtletí 2006;121.9717619379
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;2. čtvrtletí 2006;117.1026914384
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2006;141.5690782218
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;4. čtvrtletí 2005;120.9497214168
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;3. čtvrtletí 2005;105.8890518539
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;2. čtvrtletí 2005;100.4203094593
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2005;94.4136731888
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;4. čtvrtletí 2004;103.7485767107
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;3. čtvrtletí 2004;132.9931593667
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;2. čtvrtletí 2004;125.9249634169
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2004;114.4238888814
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;4. čtvrtletí 2003;95.5103626985
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;3. čtvrtletí 2003;81.8204234729
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;2. čtvrtletí 2003;87.9389033192
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2003;87.2214752848
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;4. čtvrtletí 2002;101.4423226431
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;3. čtvrtletí 2002;94.6536750308
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;2. čtvrtletí 2002;91.0626355064
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2002;97.9438415265
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;4. čtvrtletí 2001;104.3153344067
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;3. čtvrtletí 2001;104.4079398251
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;2. čtvrtletí 2001;103.2712581193
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2001;105.7456657185
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;4. čtvrtletí 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;3. čtvrtletí 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;2. čtvrtletí 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;05 Těžba a úprava černého a hnědého uhlí;1. čtvrtletí 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;06 Těžba ropy a zemního plynu;1. čtvrtletí 2025;
