Ukazatel,Typ indexu,Území,Klasifikace stavebních děl,Čtvrtletí,value
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",2. čtvrtletí 2016,100.7
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",3. čtvrtletí 2016,100.8
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",4. čtvrtletí 2016,101.0
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",1. čtvrtletí 2017,101.4
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",2. čtvrtletí 2017,101.8
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",3. čtvrtletí 2017,101.8
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",4. čtvrtletí 2017,102.1
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",1. čtvrtletí 2018,102.2
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",2. čtvrtletí 2018,102.5
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",3. čtvrtletí 2018,103.5
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",4. čtvrtletí 2018,103.8
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",1. čtvrtletí 2019,104.2
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",2. čtvrtletí 2019,104.8
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",3. čtvrtletí 2019,104.2
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",4. čtvrtletí 2019,104.4
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",1. čtvrtletí 2020,104.7
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",2. čtvrtletí 2020,103.8
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",3. čtvrtletí 2020,104.0
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",4. čtvrtletí 2020,103.4
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",1. čtvrtletí 2021,102.3
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",2. čtvrtletí 2021,103.8
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",3. čtvrtletí 2021,105.4
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",4. čtvrtletí 2021,106.9
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",1. čtvrtletí 2022,110.2
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",2. čtvrtletí 2022,112.3
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",3. čtvrtletí 2022,112.4
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",4. čtvrtletí 2022,112.2
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",1. čtvrtletí 2023,110.0
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",2. čtvrtletí 2023,106.5
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",3. čtvrtletí 2023,104.5
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",4. čtvrtletí 2023,103.5
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",1. čtvrtletí 2024,102.6
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",2. čtvrtletí 2024,102.8
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",3. čtvrtletí 2024,102.7
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",4. čtvrtletí 2024,102.7
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",1. čtvrtletí 2025,103.7
Index cen stavebních děl,Meziroční index,Česko,"221 Vedení dálková trubní, telekomunikační a elektrická",2. čtvrtletí 2025,103.5
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",1. čtvrtletí 2004,102.6
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",2. čtvrtletí 2004,103.3
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",3. čtvrtletí 2004,103.8
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",4. čtvrtletí 2004,103.9
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",1. čtvrtletí 2005,103.8
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",2. čtvrtletí 2005,103.3
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",3. čtvrtletí 2005,103.2
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",4. čtvrtletí 2005,103.2
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",1. čtvrtletí 2006,102.9
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",2. čtvrtletí 2006,103.1
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",3. čtvrtletí 2006,103.3
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",4. čtvrtletí 2006,103.2
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",1. čtvrtletí 2007,104.0
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",2. čtvrtletí 2007,104.1
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",3. čtvrtletí 2007,104.1
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",4. čtvrtletí 2007,104.5
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",1. čtvrtletí 2008,105.1
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",2. čtvrtletí 2008,105.5
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",3. čtvrtletí 2008,105.1
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",4. čtvrtletí 2008,104.4
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",1. čtvrtletí 2009,102.9
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",2. čtvrtletí 2009,101.5
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",3. čtvrtletí 2009,100.8
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",4. čtvrtletí 2009,100.4
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",1. čtvrtletí 2010,99.9
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",2. čtvrtletí 2010,100.1
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",3. čtvrtletí 2010,100.0
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",4. čtvrtletí 2010,100.1
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",1. čtvrtletí 2011,100.0
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",2. čtvrtletí 2011,99.7
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",3. čtvrtletí 2011,99.7
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",4. čtvrtletí 2011,99.6
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",1. čtvrtletí 2012,99.6
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",2. čtvrtletí 2012,99.7
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",3. čtvrtletí 2012,99.7
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",4. čtvrtletí 2012,99.3
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",1. čtvrtletí 2013,99.2
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",2. čtvrtletí 2013,98.8
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",3. čtvrtletí 2013,98.8
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",4. čtvrtletí 2013,99.3
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",1. čtvrtletí 2014,100.0
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",2. čtvrtletí 2014,100.5
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",3. čtvrtletí 2014,101.0
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",4. čtvrtletí 2014,101.1
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",1. čtvrtletí 2015,101.1
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",2. čtvrtletí 2015,101.5
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",3. čtvrtletí 2015,101.6
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",4. čtvrtletí 2015,101.7
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",1. čtvrtletí 2016,101.7
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",2. čtvrtletí 2016,101.2
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",3. čtvrtletí 2016,101.1
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",4. čtvrtletí 2016,101.1
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",1. čtvrtletí 2017,101.5
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",2. čtvrtletí 2017,102.4
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",3. čtvrtletí 2017,102.6
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",4. čtvrtletí 2017,103.0
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",1. čtvrtletí 2018,102.9
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",2. čtvrtletí 2018,102.9
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",3. čtvrtletí 2018,103.4
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",4. čtvrtletí 2018,103.8
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",1. čtvrtletí 2019,104.2
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",2. čtvrtletí 2019,104.5
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",3. čtvrtletí 2019,104.5
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",4. čtvrtletí 2019,104.4
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",1. čtvrtletí 2020,104.4
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",2. čtvrtletí 2020,103.7
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",3. čtvrtletí 2020,103.1
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",4. čtvrtletí 2020,102.4
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",1. čtvrtletí 2021,101.8
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",2. čtvrtletí 2021,103.3
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",3. čtvrtletí 2021,105.7
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",4. čtvrtletí 2021,107.7
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",1. čtvrtletí 2022,110.7
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",2. čtvrtletí 2022,112.7
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",3. čtvrtletí 2022,112.5
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",4. čtvrtletí 2022,111.9
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",1. čtvrtletí 2023,110.1
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",2. čtvrtletí 2023,106.7
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",3. čtvrtletí 2023,104.3
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",4. čtvrtletí 2023,103.1
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",1. čtvrtletí 2024,102.2
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",2. čtvrtletí 2024,102.0
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",3. čtvrtletí 2024,102.2
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",4. čtvrtletí 2024,102.3
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",1. čtvrtletí 2025,103.0
Index cen stavebních děl,Meziroční index,Česko,"2211 Vedení plynu, ropy a ostatních produktů dálková trubní ",2. čtvrtletí 2025,103.4
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,1. čtvrtletí 2004,102.2
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,2. čtvrtletí 2004,103.6
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,3. čtvrtletí 2004,104.0
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,4. čtvrtletí 2004,104.0
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,1. čtvrtletí 2005,104.2
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,2. čtvrtletí 2005,102.9
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,3. čtvrtletí 2005,102.7
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,4. čtvrtletí 2005,102.7
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,1. čtvrtletí 2006,102.4
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,2. čtvrtletí 2006,103.2
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,3. čtvrtletí 2006,103.6
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,4. čtvrtletí 2006,103.4
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,1. čtvrtletí 2007,104.0
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,2. čtvrtletí 2007,102.8
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,3. čtvrtletí 2007,102.8
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,4. čtvrtletí 2007,103.2
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,1. čtvrtletí 2008,103.2
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,2. čtvrtletí 2008,103.4
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,3. čtvrtletí 2008,103.3
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,4. čtvrtletí 2008,102.6
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,1. čtvrtletí 2009,102.2
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,2. čtvrtletí 2009,101.0
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,3. čtvrtletí 2009,100.7
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,4. čtvrtletí 2009,101.0
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,1. čtvrtletí 2010,100.7
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,2. čtvrtletí 2010,101.2
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,3. čtvrtletí 2010,101.1
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,4. čtvrtletí 2010,100.6
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,1. čtvrtletí 2011,100.9
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,2. čtvrtletí 2011,100.5
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,3. čtvrtletí 2011,100.1
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,4. čtvrtletí 2011,100.1
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,1. čtvrtletí 2012,99.6
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,2. čtvrtletí 2012,99.6
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,3. čtvrtletí 2012,99.6
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,4. čtvrtletí 2012,99.6
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,1. čtvrtletí 2013,99.3
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,2. čtvrtletí 2013,98.9
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,3. čtvrtletí 2013,98.9
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,4. čtvrtletí 2013,99.3
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,1. čtvrtletí 2014,99.6
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,2. čtvrtletí 2014,100.3
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,3. čtvrtletí 2014,100.7
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,4. čtvrtletí 2014,100.6
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,1. čtvrtletí 2015,100.9
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,2. čtvrtletí 2015,100.8
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,3. čtvrtletí 2015,100.7
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,4. čtvrtletí 2015,100.5
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,1. čtvrtletí 2016,100.5
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,2. čtvrtletí 2016,100.4
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,3. čtvrtletí 2016,100.5
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,4. čtvrtletí 2016,100.8
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,1. čtvrtletí 2017,101.6
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,2. čtvrtletí 2017,101.8
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,3. čtvrtletí 2017,101.7
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,4. čtvrtletí 2017,102.1
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,1. čtvrtletí 2018,101.8
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,2. čtvrtletí 2018,102.4
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,3. čtvrtletí 2018,103.4
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,4. čtvrtletí 2018,103.3
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,1. čtvrtletí 2019,103.9
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,2. čtvrtletí 2019,104.6
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,3. čtvrtletí 2019,103.7
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,4. čtvrtletí 2019,104.1
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,1. čtvrtletí 2020,104.5
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,2. čtvrtletí 2020,103.5
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,3. čtvrtletí 2020,104.1
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,4. čtvrtletí 2020,103.5
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,1. čtvrtletí 2021,102.1
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,2. čtvrtletí 2021,104.0
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,3. čtvrtletí 2021,105.0
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,4. čtvrtletí 2021,106.6
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,1. čtvrtletí 2022,110.1
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,2. čtvrtletí 2022,111.9
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,3. čtvrtletí 2022,111.9
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,4. čtvrtletí 2022,111.3
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,1. čtvrtletí 2023,109.0
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,2. čtvrtletí 2023,105.6
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,3. čtvrtletí 2023,104.2
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,4. čtvrtletí 2023,103.7
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,1. čtvrtletí 2024,102.9
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,2. čtvrtletí 2024,103.4
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,3. čtvrtletí 2024,103.1
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,4. čtvrtletí 2024,103.0
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,1. čtvrtletí 2025,104.2
Index cen stavebních děl,Meziroční index,Česko,2214 Vedení dálková elektrická,2. čtvrtletí 2025,103.6
Index cen stavebních děl,Meziroční index,Česko,"222 Vedení místní trubní, elektrická a telekomunikační",1. čtvrtletí 2004,102.4
Index cen stavebních děl,Meziroční index,Česko,"222 Vedení místní trubní, elektrická a telekomunikační",2. čtvrtletí 2004,103.5
Index cen stavebních děl,Meziroční index,Česko,"222 Vedení místní trubní, elektrická a telekomunikační",3. čtvrtletí 2004,104.0
Index cen stavebních děl,Meziroční index,Česko,"222 Vedení místní trubní, elektrická a telekomunikační",4. čtvrtletí 2004,104.0
Index cen stavebních děl,Meziroční index,Česko,"222 Vedení místní trubní, elektrická a telekomunikační",1. čtvrtletí 2005,104.0
Index cen stavebních děl,Meziroční index,Česko,"222 Vedení místní trubní, elektrická a telekomunikační",2. čtvrtletí 2005,103.1
Index cen stavebních děl,Meziroční index,Česko,"222 Vedení místní trubní, elektrická a telekomunikační",3. čtvrtletí 2005,102.9
Index cen stavebních děl,Meziroční index,Česko,"222 Vedení místní trubní, elektrická a telekomunikační",4. čtvrtletí 2005,102.9
Index cen stavebních děl,Meziroční index,Česko,"222 Vedení místní trubní, elektrická a telekomunikační",1. čtvrtletí 2006,102.6
Index cen stavebních děl,Meziroční index,Česko,"222 Vedení místní trubní, elektrická a telekomunikační",2. čtvrtletí 2006,103.1
Index cen stavebních děl,Meziroční index,Česko,"222 Vedení místní trubní, elektrická a telekomunikační",3. čtvrtletí 2006,103.4
Index cen stavebních děl,Meziroční index,Česko,"222 Vedení místní trubní, elektrická a telekomunikační",4. čtvrtletí 2006,103.3
Index cen stavebních děl,Meziroční index,Česko,"222 Vedení místní trubní, elektrická a telekomunikační",1. čtvrtletí 2007,103.8
