Roky;Ukazatel;Oblasti destinačního managementu členěné;Kategorie ubytovacího zařízení;value
2023;Počet hromadných ubytovacích zařízení;Opavské Slezsko;HUZ celkem;68.0
2023;Počet hromadných ubytovacích zařízení;Opavské Slezsko;Hotel *****;
2023;Počet hromadných ubytovacích zařízení;Opavské Slezsko;Hotel, motel, botel ****;4.0
2023;Počet hromadných ubytovacích zařízení;Opavské Slezsko;Hotel, motel, botel ***;9.0
2023;Počet hromadných ubytovacích zařízení;Opavské Slezsko;Hotel, motel, botel **;1.0
2023;Počet hromadných ubytovacích zařízení;Opavské Slezsko;Hotel, motel, botel *;
2023;Počet hromadných ubytovacích zařízení;Opavské Slezsko;Hotel garni;
2023;Počet hromadných ubytovacích zařízení;Opavské Slezsko;Penzion;31.0
2023;Počet hromadných ubytovacích zařízení;Opavské Slezsko;Kemp;7.0
2023;Počet hromadných ubytovacích zařízení;Opavské Slezsko;Chatová osada;
2023;Počet hromadných ubytovacích zařízení;Opavské Slezsko;Turistická ubytovna;7.0
2023;Počet hromadných ubytovacích zařízení;Opavské Slezsko;Ostatní HUZ;9.0
2023;Počet hromadných ubytovacích zařízení;Ostrava a okolí;HUZ celkem;81.0
2023;Počet hromadných ubytovacích zařízení;Ostrava a okolí;Hotel *****;
2023;Počet hromadných ubytovacích zařízení;Ostrava a okolí;Hotel, motel, botel ****;11.0
2023;Počet hromadných ubytovacích zařízení;Ostrava a okolí;Hotel, motel, botel ***;25.0
2023;Počet hromadných ubytovacích zařízení;Ostrava a okolí;Hotel, motel, botel **;1.0
2023;Počet hromadných ubytovacích zařízení;Ostrava a okolí;Hotel, motel, botel *;1.0
2023;Počet hromadných ubytovacích zařízení;Ostrava a okolí;Hotel garni;1.0
2023;Počet hromadných ubytovacích zařízení;Ostrava a okolí;Penzion;23.0
2023;Počet hromadných ubytovacích zařízení;Ostrava a okolí;Kemp;1.0
2023;Počet hromadných ubytovacích zařízení;Ostrava a okolí;Chatová osada;
2023;Počet hromadných ubytovacích zařízení;Ostrava a okolí;Turistická ubytovna;6.0
2023;Počet hromadných ubytovacích zařízení;Ostrava a okolí;Ostatní HUZ;12.0
2023;Počet hromadných ubytovacích zařízení;Poodří;HUZ celkem;38.0
2023;Počet hromadných ubytovacích zařízení;Poodří;Hotel *****;
2023;Počet hromadných ubytovacích zařízení;Poodří;Hotel, motel, botel ****;1.0
2023;Počet hromadných ubytovacích zařízení;Poodří;Hotel, motel, botel ***;9.0
2023;Počet hromadných ubytovacích zařízení;Poodří;Hotel, motel, botel **;
2023;Počet hromadných ubytovacích zařízení;Poodří;Hotel, motel, botel *;1.0
2023;Počet hromadných ubytovacích zařízení;Poodří;Hotel garni;
2023;Počet hromadných ubytovacích zařízení;Poodří;Penzion;13.0
2023;Počet hromadných ubytovacích zařízení;Poodří;Kemp;1.0
2023;Počet hromadných ubytovacích zařízení;Poodří;Chatová osada;
2023;Počet hromadných ubytovacích zařízení;Poodří;Turistická ubytovna;9.0
2023;Počet hromadných ubytovacích zařízení;Poodří;Ostatní HUZ;4.0
2023;Počet hromadných ubytovacích zařízení;Těšínské Slezsko;HUZ celkem;114.0
2023;Počet hromadných ubytovacích zařízení;Těšínské Slezsko;Hotel *****;
2023;Počet hromadných ubytovacích zařízení;Těšínské Slezsko;Hotel, motel, botel ****;3.0
2023;Počet hromadných ubytovacích zařízení;Těšínské Slezsko;Hotel, motel, botel ***;29.0
2023;Počet hromadných ubytovacích zařízení;Těšínské Slezsko;Hotel, motel, botel **;4.0
2023;Počet hromadných ubytovacích zařízení;Těšínské Slezsko;Hotel, motel, botel *;
2023;Počet hromadných ubytovacích zařízení;Těšínské Slezsko;Hotel garni;2.0
2023;Počet hromadných ubytovacích zařízení;Těšínské Slezsko;Penzion;53.0
2023;Počet hromadných ubytovacích zařízení;Těšínské Slezsko;Kemp;2.0
2023;Počet hromadných ubytovacích zařízení;Těšínské Slezsko;Chatová osada;3.0
2023;Počet hromadných ubytovacích zařízení;Těšínské Slezsko;Turistická ubytovna;8.0
2023;Počet hromadných ubytovacích zařízení;Těšínské Slezsko;Ostatní HUZ;10.0
