Území;Ukazatel;Typ indexu;Typ zakázek;Vybraná odvětví průmyslu;Čtvrtletí;value
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2024;100.1502975548
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2024;105.4716072466
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2024;96.2938547881
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2023;82.2982442796
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2023;79.3898728774
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2023;75.7309937378
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2023;89.9787734325
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2022;100.4070427927
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2022;119.7395413521
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2022;133.7605421014
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2022;132.7413667694
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2021;143.2887959681
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2021;137.1782806875
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2021;144.4817817428
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2021;111.3448146724
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2020;107.7883166847
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2020;87.1168984096
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2020;79.5510080675
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2020;91.1134829223
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2019;88.4907155201
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2019;99.8071117271
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2019;96.3300408877
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2019;97.6220803032
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2018;102.6093449956
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2018;101.4345667074
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2018;103.3426648846
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2018;100.0045724755
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2017;117.5022402812
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2017;116.486402795
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2017;126.018608741
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2017;122.3616455666
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2016;108.0235665081
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2016;90.894330912
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2016;76.4773445543
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2016;80.5206811453
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2015;73.4517409099
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2015;83.7813601541
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2015;103.3978521827
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2015;92.6024967951
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2014;103.1875792316
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2014;122.6910445813
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2014;110.0577529861
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2014;110.4122514295
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2013;104.98000036
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2013;88.6804221315
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2013;99.064890954
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2013;96.3338088644
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2012;108.0089519021
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2012;117.1297702598
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2012;107.4882613647
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2012;121.6111317077
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2011;103.9609398598
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2011;96.4306162127
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2011;97.6945630143
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2011;109.9086326831
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2010;113.7023881742
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2010;119.1976165
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2010;116.0158573548
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2010;114.5981934413
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2009;102.6784912489
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2009;75.5019901
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2009;81.034678098
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2009;79.9486312366
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2008;92.1776224737
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2008;118.6994881171
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2008;108.2137392818
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2008;104.321676388
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2007;97.6764112835
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2007;96.9195897272
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2007;107.1624766879
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2007;106.9867955151
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2006;109.9078588141
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2006;114.8982619215
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2006;115.9085213082
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2006;125.3368257044
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2005;99.8970355994
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2005;98.184447193
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2005;104.7454699974
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2005;107.2657260958
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2004;119.6539541064
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2004;143.0914507335
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2004;119.3730505738
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2004;86.5081680566
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2003;92.3494379344
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2003;84.1318281745
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2003;87.0009175749
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2003;104.5422746167
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2002;101.7652792058
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2002;88.9199712469
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2002;84.6662211257
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2002;91.1310136764
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2001;110.4406542366
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2001;140.9154089208
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2001;141.837611476
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2001;156.7195451245
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;4. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;3. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;2. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;20 Výroba chemických látek a chemických přípravků;1. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;1. čtvrtletí 2025;101.0528526771
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;4. čtvrtletí 2024;101.2137127693
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;3. čtvrtletí 2024;110.4727146589
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2. čtvrtletí 2024;109.8034759894
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;1. čtvrtletí 2024;103.5341563453
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;4. čtvrtletí 2023;99.4698167404
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;3. čtvrtletí 2023;99.557895417
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2. čtvrtletí 2023;117.2816411621
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;1. čtvrtletí 2023;114.1568154679
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;4. čtvrtletí 2022;115.3154081452
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;3. čtvrtletí 2022;115.192558256
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2. čtvrtletí 2022;110.4416737365
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;1. čtvrtletí 2022;103.8095558799
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;4. čtvrtletí 2021;96.8256429774
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;3. čtvrtletí 2021;111.2581777938
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2. čtvrtletí 2021;99.044001977
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;1. čtvrtletí 2021;92.9993206052
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;4. čtvrtletí 2020;101.9497891125
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;3. čtvrtletí 2020;94.8280652629
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2. čtvrtletí 2020;104.7908465025
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;1. čtvrtletí 2020;115.6979624428
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;4. čtvrtletí 2019;115.8236181923
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;3. čtvrtletí 2019;110.2742060992
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2. čtvrtletí 2019;113.2775295975
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;1. čtvrtletí 2019;111.0461050144
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;4. čtvrtletí 2018;113.9257683204
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;3. čtvrtletí 2018;111.6199467578
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2. čtvrtletí 2018;97.6542772575
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;1. čtvrtletí 2018;107.6825083203
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;4. čtvrtletí 2017;103.935808615
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;3. čtvrtletí 2017;101.1884366104
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2. čtvrtletí 2017;113.1218076308
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;1. čtvrtletí 2017;116.4627521353
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;4. čtvrtletí 2016;90.0570551161
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;3. čtvrtletí 2016;105.4710617822
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2. čtvrtletí 2016;102.0769385266
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;1. čtvrtletí 2016;92.9777894016
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;4. čtvrtletí 2015;116.1915629719
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;3. čtvrtletí 2015;103.9573268376
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2. čtvrtletí 2015;108.544380878
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;1. čtvrtletí 2015;101.9723888218
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;4. čtvrtletí 2014;100.4228559897
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;3. čtvrtletí 2014;94.4394608034
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2. čtvrtletí 2014;98.7952006244
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;1. čtvrtletí 2014;108.7598828675
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;4. čtvrtletí 2013;102.2400461072
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;3. čtvrtletí 2013;109.2969532301
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2. čtvrtletí 2013;102.7429123315
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;1. čtvrtletí 2013;95.826304543
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;4. čtvrtletí 2012;100.0694057836
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;3. čtvrtletí 2012;103.3718334519
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2. čtvrtletí 2012;88.5914288109
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;1. čtvrtletí 2012;104.9063900996
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;4. čtvrtletí 2011;93.3804339771
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;3. čtvrtletí 2011;91.5838617831
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;2. čtvrtletí 2011;106.7346338482
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;1. čtvrtletí 2011;95.5934824342
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index, kalendářní očištění;Celkem;21 Výroba základních farmaceutických výrobků a farmaceutických přípravků;4. čtvrtletí 2010;107.687991647
