Ukazatel,Území,Roky,Způsob vyplacení důchodu,value
Průměrný vdovský důchod (Kč),Zlínský kraj,2018,Kombinace,12942.0
Průměrný vdovský důchod (Kč),Zlínský kraj,2017,Sólo,7551.0
Průměrný vdovský důchod (Kč),Zlínský kraj,2017,Kombinace,12392.0
Průměrný vdovský důchod (Kč),Zlínský kraj,2016,Sólo,7321.0
Průměrný vdovský důchod (Kč),Zlínský kraj,2016,Kombinace,12028.0
Průměrný vdovský důchod (Kč),Zlínský kraj,2015,Sólo,7275.0
Průměrný vdovský důchod (Kč),Zlínský kraj,2015,Kombinace,11956.0
Průměrný vdovský důchod (Kč),Zlínský kraj,2014,Sólo,7140.0
Průměrný vdovský důchod (Kč),Zlínský kraj,2014,Kombinace,11698.0
Průměrný vdovský důchod (Kč),Zlínský kraj,2013,Sólo,7085.0
Průměrný vdovský důchod (Kč),Zlínský kraj,2013,Kombinace,11615.0
Průměrný vdovský důchod (Kč),Zlínský kraj,2012,Sólo,6967.0
Průměrný vdovský důchod (Kč),Zlínský kraj,2012,Kombinace,11437.0
Průměrný vdovský důchod (Kč),Zlínský kraj,2011,Sólo,6874.0
Průměrný vdovský důchod (Kč),Zlínský kraj,2011,Kombinace,11220.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2023,Sólo,13342.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2023,Kombinace,21782.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2022,Sólo,12255.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2022,Kombinace,18920.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2021,Sólo,10528.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2021,Kombinace,16198.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2020,Sólo,10031.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2020,Kombinace,15223.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2019,Sólo,9343.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2019,Kombinace,14218.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2018,Sólo,8465.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2018,Kombinace,13039.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2017,Sólo,8104.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2017,Kombinace,12496.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2016,Sólo,7882.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2016,Kombinace,12128.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2015,Sólo,7837.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2015,Kombinace,12045.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2014,Sólo,7680.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2014,Kombinace,11790.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2013,Sólo,7661.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2013,Kombinace,11703.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2012,Sólo,7550.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2012,Kombinace,11526.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2011,Sólo,7443.0
Průměrný vdovský důchod (Kč),Moravskoslezský kraj,2011,Kombinace,11306.0
Průměrný vdovský důchod (Kč),Hlavní město Praha,2023,Sólo,12884.0
Průměrný vdovský důchod (Kč),Hlavní město Praha,2023,Kombinace,23879.0
Průměrný vdovský důchod (Kč),Hlavní město Praha,2022,Sólo,11774.0
Průměrný vdovský důchod (Kč),Hlavní město Praha,2022,Kombinace,21038.0
Průměrný vdovský důchod (Kč),Hlavní město Praha,2021,Sólo,10185.0
Průměrný vdovský důchod (Kč),Hlavní město Praha,2021,Kombinace,18010.0
Průměrný vdovský důchod (Kč),Hlavní město Praha,2020,Sólo,9679.0
Průměrný vdovský důchod (Kč),Hlavní město Praha,2020,Kombinace,16874.0
Průměrný vdovský důchod (Kč),Hlavní město Praha,2019,Sólo,8948.0
Průměrný vdovský důchod (Kč),Hlavní město Praha,2019,Kombinace,15762.0
Průměrný vdovský důchod (Kč),Hlavní město Praha,2018,Sólo,8117.0
Průměrný vdovský důchod (Kč),Hlavní město Praha,2018,Kombinace,14432.0
Průměrný vdovský důchod (Kč),Hlavní město Praha,2017,Sólo,7759.0
Průměrný vdovský důchod (Kč),Hlavní město Praha,2017,Kombinace,13804.0
Průměrný vdovský důchod (Kč),Hlavní město Praha,2016,Sólo,7521.0
Průměrný vdovský důchod (Kč),Hlavní město Praha,2016,Kombinace,13370.0
Průměrný vdovský důchod (Kč),Hlavní město Praha,2015,Sólo,7459.0
Průměrný vdovský důchod (Kč),Hlavní město Praha,2015,Kombinace,13260.0
Průměrný vdovský důchod (Kč),Hlavní město Praha,2014,Sólo,
Průměrný vdovský důchod (Kč),Hlavní město Praha,2014,Kombinace,
Průměrný vdovský důchod (Kč),Hlavní město Praha,2013,Sólo,
Průměrný vdovský důchod (Kč),Hlavní město Praha,2013,Kombinace,
Průměrný vdovský důchod (Kč),Hlavní město Praha,2012,Sólo,
Průměrný vdovský důchod (Kč),Hlavní město Praha,2012,Kombinace,
Průměrný vdovský důchod (Kč),Hlavní město Praha,2011,Sólo,
Průměrný vdovský důchod (Kč),Hlavní město Praha,2011,Kombinace,
Průměrný vdovský důchod (Kč),Benešov,2023,Sólo,12585.0
Průměrný vdovský důchod (Kč),Benešov,2023,Kombinace,21858.0
Průměrný vdovský důchod (Kč),Benešov,2022,Sólo,11482.0
Průměrný vdovský důchod (Kč),Benešov,2022,Kombinace,19033.0
Průměrný vdovský důchod (Kč),Benešov,2021,Sólo,9795.0
Průměrný vdovský důchod (Kč),Benešov,2021,Kombinace,16298.0
Průměrný vdovský důchod (Kč),Benešov,2020,Sólo,9303.0
Průměrný vdovský důchod (Kč),Benešov,2020,Kombinace,15304.0
Průměrný vdovský důchod (Kč),Benešov,2019,Sólo,8693.0
Průměrný vdovský důchod (Kč),Benešov,2019,Kombinace,14278.0
Průměrný vdovský důchod (Kč),Benešov,2018,Sólo,7870.0
Průměrný vdovský důchod (Kč),Benešov,2018,Kombinace,13075.0
Průměrný vdovský důchod (Kč),Benešov,2017,Sólo,7496.0
Průměrný vdovský důchod (Kč),Benešov,2017,Kombinace,12518.0
Průměrný vdovský důchod (Kč),Benešov,2016,Sólo,7242.0
Průměrný vdovský důchod (Kč),Benešov,2016,Kombinace,12143.0
Průměrný vdovský důchod (Kč),Benešov,2015,Sólo,7163.0
Průměrný vdovský důchod (Kč),Benešov,2015,Kombinace,12042.0
Průměrný vdovský důchod (Kč),Benešov,2014,Sólo,7071.0
Průměrný vdovský důchod (Kč),Benešov,2014,Kombinace,11784.0
Průměrný vdovský důchod (Kč),Benešov,2013,Sólo,6985.0
Průměrný vdovský důchod (Kč),Benešov,2013,Kombinace,11695.0
Průměrný vdovský důchod (Kč),Benešov,2012,Sólo,6921.0
Průměrný vdovský důchod (Kč),Benešov,2012,Kombinace,11527.0
Průměrný vdovský důchod (Kč),Benešov,2011,Sólo,6777.0
Průměrný vdovský důchod (Kč),Benešov,2011,Kombinace,11304.0
Průměrný vdovský důchod (Kč),Beroun,2023,Sólo,12944.0
Průměrný vdovský důchod (Kč),Beroun,2023,Kombinace,21919.0
Průměrný vdovský důchod (Kč),Beroun,2022,Sólo,11927.0
Průměrný vdovský důchod (Kč),Beroun,2022,Kombinace,19123.0
Průměrný vdovský důchod (Kč),Beroun,2021,Sólo,10137.0
Průměrný vdovský důchod (Kč),Beroun,2021,Kombinace,16350.0
Průměrný vdovský důchod (Kč),Beroun,2020,Sólo,9675.0
Průměrný vdovský důchod (Kč),Beroun,2020,Kombinace,15355.0
Průměrný vdovský důchod (Kč),Beroun,2019,Sólo,8879.0
Průměrný vdovský důchod (Kč),Beroun,2019,Kombinace,14328.0
Průměrný vdovský důchod (Kč),Beroun,2018,Sólo,8091.0
Průměrný vdovský důchod (Kč),Beroun,2018,Kombinace,13119.0
Průměrný vdovský důchod (Kč),Beroun,2017,Sólo,7690.0
Průměrný vdovský důchod (Kč),Beroun,2017,Kombinace,12586.0
Průměrný vdovský důchod (Kč),Beroun,2016,Sólo,7470.0
Průměrný vdovský důchod (Kč),Beroun,2016,Kombinace,12203.0
Průměrný vdovský důchod (Kč),Beroun,2015,Sólo,7329.0
Průměrný vdovský důchod (Kč),Beroun,2015,Kombinace,12117.0
Průměrný vdovský důchod (Kč),Beroun,2014,Sólo,7207.0
Průměrný vdovský důchod (Kč),Beroun,2014,Kombinace,11846.0
Průměrný vdovský důchod (Kč),Beroun,2013,Sólo,7195.0
Průměrný vdovský důchod (Kč),Beroun,2013,Kombinace,11755.0
Průměrný vdovský důchod (Kč),Beroun,2012,Sólo,7065.0
Průměrný vdovský důchod (Kč),Beroun,2012,Kombinace,11569.0
Průměrný vdovský důchod (Kč),Beroun,2011,Sólo,6936.0
Průměrný vdovský důchod (Kč),Beroun,2011,Kombinace,11326.0
Průměrný vdovský důchod (Kč),Kladno,2023,Sólo,12917.0
Průměrný vdovský důchod (Kč),Kladno,2023,Kombinace,22186.0
Průměrný vdovský důchod (Kč),Kladno,2022,Sólo,11746.0
Průměrný vdovský důchod (Kč),Kladno,2022,Kombinace,19394.0
Průměrný vdovský důchod (Kč),Kladno,2021,Sólo,10189.0
Průměrný vdovský důchod (Kč),Kladno,2021,Kombinace,16597.0
Průměrný vdovský důchod (Kč),Kladno,2020,Sólo,9842.0
Průměrný vdovský důchod (Kč),Kladno,2020,Kombinace,15566.0
Průměrný vdovský důchod (Kč),Kladno,2019,Sólo,9216.0
Průměrný vdovský důchod (Kč),Kladno,2019,Kombinace,14502.0
Průměrný vdovský důchod (Kč),Kladno,2018,Sólo,8335.0
Průměrný vdovský důchod (Kč),Kladno,2018,Kombinace,13296.0
Průměrný vdovský důchod (Kč),Kladno,2017,Sólo,7976.0
Průměrný vdovský důchod (Kč),Kladno,2017,Kombinace,12718.0
Průměrný vdovský důchod (Kč),Kladno,2016,Sólo,7738.0
Průměrný vdovský důchod (Kč),Kladno,2016,Kombinace,12330.0
Průměrný vdovský důchod (Kč),Kladno,2015,Sólo,7695.0
Průměrný vdovský důchod (Kč),Kladno,2015,Kombinace,12227.0
Průměrný vdovský důchod (Kč),Kladno,2014,Sólo,7580.0
Průměrný vdovský důchod (Kč),Kladno,2014,Kombinace,11957.0
Průměrný vdovský důchod (Kč),Kladno,2013,Sólo,7521.0
Průměrný vdovský důchod (Kč),Kladno,2013,Kombinace,11868.0
Průměrný vdovský důchod (Kč),Kladno,2012,Sólo,7406.0
Průměrný vdovský důchod (Kč),Kladno,2012,Kombinace,11679.0
Průměrný vdovský důchod (Kč),Kladno,2011,Sólo,7280.0
Průměrný vdovský důchod (Kč),Kladno,2011,Kombinace,11442.0
Průměrný vdovský důchod (Kč),Kolín,2023,Sólo,12770.0
Průměrný vdovský důchod (Kč),Kolín,2023,Kombinace,21983.0
Průměrný vdovský důchod (Kč),Kolín,2022,Sólo,11864.0
Průměrný vdovský důchod (Kč),Kolín,2022,Kombinace,19138.0
Průměrný vdovský důchod (Kč),Kolín,2021,Sólo,10146.0
Průměrný vdovský důchod (Kč),Kolín,2021,Kombinace,16387.0
Průměrný vdovský důchod (Kč),Kolín,2020,Sólo,9538.0
Průměrný vdovský důchod (Kč),Kolín,2020,Kombinace,15391.0
Průměrný vdovský důchod (Kč),Kolín,2019,Sólo,8615.0
Průměrný vdovský důchod (Kč),Kolín,2019,Kombinace,14376.0
Průměrný vdovský důchod (Kč),Kolín,2018,Sólo,7710.0
Průměrný vdovský důchod (Kč),Kolín,2018,Kombinace,13135.0
Průměrný vdovský důchod (Kč),Kolín,2017,Sólo,7386.0
Průměrný vdovský důchod (Kč),Kolín,2017,Kombinace,12573.0
Průměrný vdovský důchod (Kč),Kolín,2016,Sólo,7183.0
Průměrný vdovský důchod (Kč),Kolín,2016,Kombinace,12196.0
Průměrný vdovský důchod (Kč),Kolín,2015,Sólo,7147.0
Průměrný vdovský důchod (Kč),Kolín,2015,Kombinace,12091.0
Průměrný vdovský důchod (Kč),Kolín,2014,Sólo,7060.0
Průměrný vdovský důchod (Kč),Kolín,2014,Kombinace,11834.0
Průměrný vdovský důchod (Kč),Kolín,2013,Sólo,7101.0
Průměrný vdovský důchod (Kč),Kolín,2013,Kombinace,11754.0
Průměrný vdovský důchod (Kč),Kolín,2012,Sólo,6937.0
Průměrný vdovský důchod (Kč),Kolín,2012,Kombinace,11567.0
Průměrný vdovský důchod (Kč),Kolín,2011,Sólo,6796.0
Průměrný vdovský důchod (Kč),Kolín,2011,Kombinace,11348.0
Průměrný vdovský důchod (Kč),Kutná Hora,2023,Sólo,12611.0
Průměrný vdovský důchod (Kč),Kutná Hora,2023,Kombinace,21868.0
Průměrný vdovský důchod (Kč),Kutná Hora,2022,Sólo,11558.0
Průměrný vdovský důchod (Kč),Kutná Hora,2022,Kombinace,19039.0
Průměrný vdovský důchod (Kč),Kutná Hora,2021,Sólo,9988.0
Průměrný vdovský důchod (Kč),Kutná Hora,2021,Kombinace,16300.0
Průměrný vdovský důchod (Kč),Kutná Hora,2020,Sólo,9525.0
Průměrný vdovský důchod (Kč),Kutná Hora,2020,Kombinace,15302.0
Průměrný vdovský důchod (Kč),Kutná Hora,2019,Sólo,8798.0
Průměrný vdovský důchod (Kč),Kutná Hora,2019,Kombinace,14272.0
Průměrný vdovský důchod (Kč),Kutná Hora,2018,Sólo,7903.0
Průměrný vdovský důchod (Kč),Kutná Hora,2018,Kombinace,13064.0
Průměrný vdovský důchod (Kč),Kutná Hora,2017,Sólo,7552.0
Průměrný vdovský důchod (Kč),Kutná Hora,2017,Kombinace,12510.0
Průměrný vdovský důchod (Kč),Kutná Hora,2016,Sólo,7362.0
Průměrný vdovský důchod (Kč),Kutná Hora,2016,Kombinace,12156.0
Průměrný vdovský důchod (Kč),Kutná Hora,2015,Sólo,7297.0
Průměrný vdovský důchod (Kč),Kutná Hora,2015,Kombinace,12064.0
Průměrný vdovský důchod (Kč),Kutná Hora,2014,Sólo,7182.0
Průměrný vdovský důchod (Kč),Kutná Hora,2014,Kombinace,11803.0
Průměrný vdovský důchod (Kč),Kutná Hora,2013,Sólo,7190.0
Průměrný vdovský důchod (Kč),Kutná Hora,2013,Kombinace,11711.0
Průměrný vdovský důchod (Kč),Kutná Hora,2012,Sólo,6964.0
Průměrný vdovský důchod (Kč),Kutná Hora,2012,Kombinace,11539.0
Průměrný vdovský důchod (Kč),Kutná Hora,2011,Sólo,6862.0
Průměrný vdovský důchod (Kč),Kutná Hora,2011,Kombinace,11296.0
Průměrný vdovský důchod (Kč),Mělník,2023,Sólo,12962.0
Průměrný vdovský důchod (Kč),Mělník,2023,Kombinace,22026.0
Průměrný vdovský důchod (Kč),Mělník,2022,Sólo,11845.0
Průměrný vdovský důchod (Kč),Mělník,2022,Kombinace,19203.0
Průměrný vdovský důchod (Kč),Mělník,2021,Sólo,10086.0
Průměrný vdovský důchod (Kč),Mělník,2021,Kombinace,16397.0
Průměrný vdovský důchod (Kč),Mělník,2020,Sólo,9485.0
Průměrný vdovský důchod (Kč),Mělník,2020,Kombinace,15397.0
Průměrný vdovský důchod (Kč),Mělník,2019,Sólo,8820.0
Průměrný vdovský důchod (Kč),Mělník,2019,Kombinace,14371.0
Průměrný vdovský důchod (Kč),Mělník,2018,Sólo,8055.0
Průměrný vdovský důchod (Kč),Mělník,2018,Kombinace,13163.0
Průměrný vdovský důchod (Kč),Mělník,2017,Sólo,7646.0
Průměrný vdovský důchod (Kč),Mělník,2017,Kombinace,12604.0
Průměrný vdovský důchod (Kč),Mělník,2016,Sólo,7381.0
Průměrný vdovský důchod (Kč),Mělník,2016,Kombinace,12205.0
Průměrný vdovský důchod (Kč),Mělník,2015,Sólo,7305.0
Průměrný vdovský důchod (Kč),Mělník,2015,Kombinace,12126.0
Průměrný vdovský důchod (Kč),Mělník,2014,Sólo,7166.0
Průměrný vdovský důchod (Kč),Mělník,2014,Kombinace,11856.0
Průměrný vdovský důchod (Kč),Mělník,2013,Sólo,7116.0
Průměrný vdovský důchod (Kč),Mělník,2013,Kombinace,11763.0
Průměrný vdovský důchod (Kč),Mělník,2012,Sólo,7038.0
Průměrný vdovský důchod (Kč),Mělník,2012,Kombinace,11590.0
Průměrný vdovský důchod (Kč),Mělník,2011,Sólo,6880.0
Průměrný vdovský důchod (Kč),Mělník,2011,Kombinace,11373.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2023,Sólo,13347.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2023,Kombinace,22521.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2022,Sólo,12326.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2022,Kombinace,19597.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2021,Sólo,10446.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2021,Kombinace,16726.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2020,Sólo,9908.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2020,Kombinace,15656.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2019,Sólo,9217.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2019,Kombinace,14601.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2018,Sólo,8266.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2018,Kombinace,13353.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2017,Sólo,7799.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2017,Kombinace,12768.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2016,Sólo,7510.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2016,Kombinace,12362.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2015,Sólo,7435.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2015,Kombinace,12269.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2014,Sólo,7200.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2014,Kombinace,11998.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2013,Sólo,7153.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2013,Kombinace,11894.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2012,Sólo,6989.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2012,Kombinace,11699.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2011,Sólo,6873.0
Průměrný vdovský důchod (Kč),Mladá Boleslav,2011,Kombinace,11464.0
Průměrný vdovský důchod (Kč),Nymburk,2023,Sólo,12408.0
Průměrný vdovský důchod (Kč),Nymburk,2023,Kombinace,22055.0
Průměrný vdovský důchod (Kč),Nymburk,2022,Sólo,11495.0
Průměrný vdovský důchod (Kč),Nymburk,2022,Kombinace,19190.0
Průměrný vdovský důchod (Kč),Nymburk,2021,Sólo,9702.0
Průměrný vdovský důchod (Kč),Nymburk,2021,Kombinace,16417.0
Průměrný vdovský důchod (Kč),Nymburk,2020,Sólo,9135.0
Průměrný vdovský důchod (Kč),Nymburk,2020,Kombinace,15414.0
Průměrný vdovský důchod (Kč),Nymburk,2019,Sólo,8568.0
Průměrný vdovský důchod (Kč),Nymburk,2019,Kombinace,14387.0
Průměrný vdovský důchod (Kč),Nymburk,2018,Sólo,7778.0
Průměrný vdovský důchod (Kč),Nymburk,2018,Kombinace,13168.0
Průměrný vdovský důchod (Kč),Nymburk,2017,Sólo,7503.0
Průměrný vdovský důchod (Kč),Nymburk,2017,Kombinace,12594.0
Průměrný vdovský důchod (Kč),Nymburk,2016,Sólo,7292.0
Průměrný vdovský důchod (Kč),Nymburk,2016,Kombinace,12214.0
Průměrný vdovský důchod (Kč),Nymburk,2015,Sólo,7156.0
Průměrný vdovský důchod (Kč),Nymburk,2015,Kombinace,12110.0
Průměrný vdovský důchod (Kč),Nymburk,2014,Sólo,7066.0
Průměrný vdovský důchod (Kč),Nymburk,2014,Kombinace,11844.0
Průměrný vdovský důchod (Kč),Nymburk,2013,Sólo,7045.0
Průměrný vdovský důchod (Kč),Nymburk,2013,Kombinace,11754.0
Průměrný vdovský důchod (Kč),Nymburk,2012,Sólo,6925.0
Průměrný vdovský důchod (Kč),Nymburk,2012,Kombinace,11553.0
Průměrný vdovský důchod (Kč),Nymburk,2011,Sólo,6804.0
Průměrný vdovský důchod (Kč),Nymburk,2011,Kombinace,11325.0
Průměrný vdovský důchod (Kč),Praha-východ,2023,Sólo,13091.0
Průměrný vdovský důchod (Kč),Praha-východ,2023,Kombinace,22508.0
Průměrný vdovský důchod (Kč),Praha-východ,2022,Sólo,12067.0
Průměrný vdovský důchod (Kč),Praha-východ,2022,Kombinace,19676.0
Průměrný vdovský důchod (Kč),Praha-východ,2021,Sólo,10273.0
Průměrný vdovský důchod (Kč),Praha-východ,2021,Kombinace,16829.0
Průměrný vdovský důchod (Kč),Praha-východ,2020,Sólo,9569.0
Průměrný vdovský důchod (Kč),Praha-východ,2020,Kombinace,15778.0
Průměrný vdovský důchod (Kč),Praha-východ,2019,Sólo,8921.0
Průměrný vdovský důchod (Kč),Praha-východ,2019,Kombinace,14728.0
Průměrný vdovský důchod (Kč),Praha-východ,2018,Sólo,8076.0
Průměrný vdovský důchod (Kč),Praha-východ,2018,Kombinace,13512.0
Průměrný vdovský důchod (Kč),Praha-východ,2017,Sólo,7625.0
Průměrný vdovský důchod (Kč),Praha-východ,2017,Kombinace,12913.0
Průměrný vdovský důchod (Kč),Praha-východ,2016,Sólo,7422.0
Průměrný vdovský důchod (Kč),Praha-východ,2016,Kombinace,12495.0
Průměrný vdovský důchod (Kč),Praha-východ,2015,Sólo,7291.0
Průměrný vdovský důchod (Kč),Praha-východ,2015,Kombinace,12403.0
Průměrný vdovský důchod (Kč),Praha-východ,2014,Sólo,7192.0
Průměrný vdovský důchod (Kč),Praha-východ,2014,Kombinace,12093.0
Průměrný vdovský důchod (Kč),Praha-východ,2013,Sólo,7133.0
Průměrný vdovský důchod (Kč),Praha-východ,2013,Kombinace,11989.0
Průměrný vdovský důchod (Kč),Praha-východ,2012,Sólo,7019.0
Průměrný vdovský důchod (Kč),Praha-východ,2012,Kombinace,11775.0
Průměrný vdovský důchod (Kč),Praha-východ,2011,Sólo,6860.0
Průměrný vdovský důchod (Kč),Praha-východ,2011,Kombinace,11531.0
Průměrný vdovský důchod (Kč),Praha-západ,2023,Sólo,13165.0
Průměrný vdovský důchod (Kč),Praha-západ,2023,Kombinace,22852.0
Průměrný vdovský důchod (Kč),Praha-západ,2022,Sólo,11995.0
Průměrný vdovský důchod (Kč),Praha-západ,2022,Kombinace,19976.0
Průměrný vdovský důchod (Kč),Praha-západ,2021,Sólo,10182.0
Průměrný vdovský důchod (Kč),Praha-západ,2021,Kombinace,17111.0
Průměrný vdovský důchod (Kč),Praha-západ,2020,Sólo,9745.0
Průměrný vdovský důchod (Kč),Praha-západ,2020,Kombinace,16050.0
Průměrný vdovský důchod (Kč),Praha-západ,2019,Sólo,9082.0
Průměrný vdovský důchod (Kč),Praha-západ,2019,Kombinace,14990.0
Průměrný vdovský důchod (Kč),Praha-západ,2018,Sólo,8300.0
Průměrný vdovský důchod (Kč),Praha-západ,2018,Kombinace,13740.0
Průměrný vdovský důchod (Kč),Praha-západ,2017,Sólo,7774.0
Průměrný vdovský důchod (Kč),Praha-západ,2017,Kombinace,13129.0
Průměrný vdovský důchod (Kč),Praha-západ,2016,Sólo,7572.0
Průměrný vdovský důchod (Kč),Praha-západ,2016,Kombinace,12712.0
Průměrný vdovský důchod (Kč),Praha-západ,2015,Sólo,7564.0
Průměrný vdovský důchod (Kč),Praha-západ,2015,Kombinace,12588.0
Průměrný vdovský důchod (Kč),Praha-západ,2014,Sólo,7344.0
Průměrný vdovský důchod (Kč),Praha-západ,2014,Kombinace,12287.0
Průměrný vdovský důchod (Kč),Praha-západ,2013,Sólo,7193.0
Průměrný vdovský důchod (Kč),Praha-západ,2013,Kombinace,12152.0
Průměrný vdovský důchod (Kč),Praha-západ,2012,Sólo,7087.0
Průměrný vdovský důchod (Kč),Praha-západ,2012,Kombinace,11939.0
Průměrný vdovský důchod (Kč),Praha-západ,2011,Sólo,6930.0
Průměrný vdovský důchod (Kč),Praha-západ,2011,Kombinace,11673.0
Průměrný vdovský důchod (Kč),Příbram,2023,Sólo,12920.0
Průměrný vdovský důchod (Kč),Příbram,2023,Kombinace,22008.0
Průměrný vdovský důchod (Kč),Příbram,2022,Sólo,11845.0
Průměrný vdovský důchod (Kč),Příbram,2022,Kombinace,19126.0
Průměrný vdovský důchod (Kč),Příbram,2021,Sólo,10163.0
Průměrný vdovský důchod (Kč),Příbram,2021,Kombinace,16375.0
Průměrný vdovský důchod (Kč),Příbram,2020,Sólo,9723.0
Průměrný vdovský důchod (Kč),Příbram,2020,Kombinace,15385.0
Průměrný vdovský důchod (Kč),Příbram,2019,Sólo,9051.0
Průměrný vdovský důchod (Kč),Příbram,2019,Kombinace,14360.0
Průměrný vdovský důchod (Kč),Příbram,2018,Sólo,8154.0
Průměrný vdovský důchod (Kč),Příbram,2018,Kombinace,13160.0
Průměrný vdovský důchod (Kč),Příbram,2017,Sólo,7888.0
Průměrný vdovský důchod (Kč),Příbram,2017,Kombinace,12601.0
Průměrný vdovský důchod (Kč),Příbram,2016,Sólo,7606.0
Průměrný vdovský důchod (Kč),Příbram,2016,Kombinace,12229.0
Průměrný vdovský důchod (Kč),Příbram,2015,Sólo,7528.0
Průměrný vdovský důchod (Kč),Příbram,2015,Kombinace,12158.0
Průměrný vdovský důchod (Kč),Příbram,2014,Sólo,7342.0
Průměrný vdovský důchod (Kč),Příbram,2014,Kombinace,11895.0
Průměrný vdovský důchod (Kč),Příbram,2013,Sólo,7336.0
Průměrný vdovský důchod (Kč),Příbram,2013,Kombinace,11797.0
Průměrný vdovský důchod (Kč),Příbram,2012,Sólo,7208.0
Průměrný vdovský důchod (Kč),Příbram,2012,Kombinace,11633.0
Průměrný vdovský důchod (Kč),Příbram,2011,Sólo,7142.0
Průměrný vdovský důchod (Kč),Příbram,2011,Kombinace,11396.0
Průměrný vdovský důchod (Kč),Rakovník,2023,Sólo,13118.0
Průměrný vdovský důchod (Kč),Rakovník,2023,Kombinace,21857.0
Průměrný vdovský důchod (Kč),Rakovník,2022,Sólo,11869.0
Průměrný vdovský důchod (Kč),Rakovník,2022,Kombinace,19012.0
Průměrný vdovský důchod (Kč),Rakovník,2021,Sólo,10301.0
Průměrný vdovský důchod (Kč),Rakovník,2021,Kombinace,16244.0
Průměrný vdovský důchod (Kč),Rakovník,2020,Sólo,9761.0
Průměrný vdovský důchod (Kč),Rakovník,2020,Kombinace,15230.0
Průměrný vdovský důchod (Kč),Rakovník,2019,Sólo,9117.0
Průměrný vdovský důchod (Kč),Rakovník,2019,Kombinace,14217.0
Průměrný vdovský důchod (Kč),Rakovník,2018,Sólo,8143.0
Průměrný vdovský důchod (Kč),Rakovník,2018,Kombinace,13029.0
Průměrný vdovský důchod (Kč),Rakovník,2017,Sólo,7716.0
Průměrný vdovský důchod (Kč),Rakovník,2017,Kombinace,12491.0
Průměrný vdovský důchod (Kč),Rakovník,2016,Sólo,7558.0
Průměrný vdovský důchod (Kč),Rakovník,2016,Kombinace,12101.0
Průměrný vdovský důchod (Kč),Rakovník,2015,Sólo,7513.0
Průměrný vdovský důchod (Kč),Rakovník,2015,Kombinace,12011.0
Průměrný vdovský důchod (Kč),Rakovník,2014,Sólo,7286.0
Průměrný vdovský důchod (Kč),Rakovník,2014,Kombinace,11762.0
