Ukazatel,Území,Roky,Způsob vyplacení důchodu,value
Průměrný vdovský důchod (Kč),Hradec Králové,2014,Sólo,7154.0
Průměrný vdovský důchod (Kč),Hradec Králové,2014,Kombinace,12134.0
Průměrný vdovský důchod (Kč),Hradec Králové,2013,Sólo,7054.0
Průměrný vdovský důchod (Kč),Hradec Králové,2013,Kombinace,12031.0
Průměrný vdovský důchod (Kč),Hradec Králové,2012,Sólo,6941.0
Průměrný vdovský důchod (Kč),Hradec Králové,2012,Kombinace,11847.0
Průměrný vdovský důchod (Kč),Hradec Králové,2011,Sólo,6874.0
Průměrný vdovský důchod (Kč),Hradec Králové,2011,Kombinace,11611.0
Průměrný vdovský důchod (Kč),Jičín,2023,Sólo,12812.0
Průměrný vdovský důchod (Kč),Jičín,2023,Kombinace,21753.0
Průměrný vdovský důchod (Kč),Jičín,2022,Sólo,11734.0
Průměrný vdovský důchod (Kč),Jičín,2022,Kombinace,18899.0
Průměrný vdovský důchod (Kč),Jičín,2021,Sólo,9968.0
Průměrný vdovský důchod (Kč),Jičín,2021,Kombinace,16183.0
Průměrný vdovský důchod (Kč),Jičín,2020,Sólo,9524.0
Průměrný vdovský důchod (Kč),Jičín,2020,Kombinace,15203.0
Průměrný vdovský důchod (Kč),Jičín,2019,Sólo,8835.0
Průměrný vdovský důchod (Kč),Jičín,2019,Kombinace,14209.0
Průměrný vdovský důchod (Kč),Jičín,2018,Sólo,8045.0
Průměrný vdovský důchod (Kč),Jičín,2018,Kombinace,13004.0
Průměrný vdovský důchod (Kč),Jičín,2017,Sólo,7544.0
Průměrný vdovský důchod (Kč),Jičín,2017,Kombinace,12451.0
Průměrný vdovský důchod (Kč),Jičín,2016,Sólo,7300.0
Průměrný vdovský důchod (Kč),Jičín,2016,Kombinace,12082.0
Průměrný vdovský důchod (Kč),Jičín,2015,Sólo,7251.0
Průměrný vdovský důchod (Kč),Jičín,2015,Kombinace,12004.0
Průměrný vdovský důchod (Kč),Jičín,2014,Sólo,7113.0
Průměrný vdovský důchod (Kč),Jičín,2014,Kombinace,11749.0
Průměrný vdovský důchod (Kč),Jičín,2013,Sólo,7097.0
Průměrný vdovský důchod (Kč),Jičín,2013,Kombinace,11672.0
Průměrný vdovský důchod (Kč),Jičín,2012,Sólo,6962.0
Průměrný vdovský důchod (Kč),Jičín,2012,Kombinace,11492.0
Průměrný vdovský důchod (Kč),Jičín,2011,Sólo,6816.0
Průměrný vdovský důchod (Kč),Jičín,2011,Kombinace,11278.0
Průměrný vdovský důchod (Kč),Náchod,2023,Sólo,12284.0
Průměrný vdovský důchod (Kč),Náchod,2023,Kombinace,21612.0
Průměrný vdovský důchod (Kč),Náchod,2022,Sólo,11401.0
Průměrný vdovský důchod (Kč),Náchod,2022,Kombinace,18799.0
Průměrný vdovský důchod (Kč),Náchod,2021,Sólo,9818.0
Průměrný vdovský důchod (Kč),Náchod,2021,Kombinace,16121.0
Průměrný vdovský důchod (Kč),Náchod,2020,Sólo,9307.0
Průměrný vdovský důchod (Kč),Náchod,2020,Kombinace,15167.0
Průměrný vdovský důchod (Kč),Náchod,2019,Sólo,8530.0
Průměrný vdovský důchod (Kč),Náchod,2019,Kombinace,14172.0
Průměrný vdovský důchod (Kč),Náchod,2018,Sólo,7759.0
Průměrný vdovský důchod (Kč),Náchod,2018,Kombinace,12964.0
Průměrný vdovský důchod (Kč),Náchod,2017,Sólo,7412.0
Průměrný vdovský důchod (Kč),Náchod,2017,Kombinace,12414.0
Průměrný vdovský důchod (Kč),Náchod,2016,Sólo,7161.0
Průměrný vdovský důchod (Kč),Náchod,2016,Kombinace,12062.0
Průměrný vdovský důchod (Kč),Náchod,2015,Sólo,7108.0
Průměrný vdovský důchod (Kč),Náchod,2015,Kombinace,11986.0
Průměrný vdovský důchod (Kč),Náchod,2014,Sólo,6981.0
Průměrný vdovský důchod (Kč),Náchod,2014,Kombinace,11729.0
Průměrný vdovský důchod (Kč),Náchod,2013,Sólo,7004.0
Průměrný vdovský důchod (Kč),Náchod,2013,Kombinace,11645.0
Průměrný vdovský důchod (Kč),Náchod,2012,Sólo,6870.0
Průměrný vdovský důchod (Kč),Náchod,2012,Kombinace,11458.0
Průměrný vdovský důchod (Kč),Náchod,2011,Sólo,6825.0
Průměrný vdovský důchod (Kč),Náchod,2011,Kombinace,11255.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2023,Sólo,13060.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2023,Kombinace,21923.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2022,Sólo,11960.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2022,Kombinace,19036.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2021,Sólo,10152.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2021,Kombinace,16307.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2020,Sólo,9719.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2020,Kombinace,15319.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2019,Sólo,8920.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2019,Kombinace,14306.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2018,Sólo,8202.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2018,Kombinace,13062.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2017,Sólo,7662.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2017,Kombinace,12516.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2016,Sólo,7372.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2016,Kombinace,12144.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2015,Sólo,7335.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2015,Kombinace,12059.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2014,Sólo,7196.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2014,Kombinace,11789.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2013,Sólo,7109.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2013,Kombinace,11703.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2012,Sólo,7010.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2012,Kombinace,11531.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2011,Sólo,6833.0
Průměrný vdovský důchod (Kč),Rychnov nad Kněžnou,2011,Kombinace,11310.0
Průměrný vdovský důchod (Kč),Trutnov,2023,Sólo,12272.0
Průměrný vdovský důchod (Kč),Trutnov,2023,Kombinace,21953.0
Průměrný vdovský důchod (Kč),Trutnov,2022,Sólo,11255.0
Průměrný vdovský důchod (Kč),Trutnov,2022,Kombinace,19124.0
Průměrný vdovský důchod (Kč),Trutnov,2021,Sólo,9699.0
Průměrný vdovský důchod (Kč),Trutnov,2021,Kombinace,16387.0
Průměrný vdovský důchod (Kč),Trutnov,2020,Sólo,9140.0
Průměrný vdovský důchod (Kč),Trutnov,2020,Kombinace,15385.0
Průměrný vdovský důchod (Kč),Trutnov,2019,Sólo,8497.0
Průměrný vdovský důchod (Kč),Trutnov,2019,Kombinace,14372.0
Průměrný vdovský důchod (Kč),Trutnov,2018,Sólo,7781.0
Průměrný vdovský důchod (Kč),Trutnov,2018,Kombinace,13171.0
Průměrný vdovský důchod (Kč),Trutnov,2017,Sólo,7428.0
Průměrný vdovský důchod (Kč),Trutnov,2017,Kombinace,12630.0
Průměrný vdovský důchod (Kč),Trutnov,2016,Sólo,7215.0
Průměrný vdovský důchod (Kč),Trutnov,2016,Kombinace,12251.0
Průměrný vdovský důchod (Kč),Trutnov,2015,Sólo,7109.0
Průměrný vdovský důchod (Kč),Trutnov,2015,Kombinace,12169.0
Průměrný vdovský důchod (Kč),Trutnov,2014,Sólo,6944.0
Průměrný vdovský důchod (Kč),Trutnov,2014,Kombinace,11920.0
Průměrný vdovský důchod (Kč),Trutnov,2013,Sólo,6876.0
Průměrný vdovský důchod (Kč),Trutnov,2013,Kombinace,11832.0
Průměrný vdovský důchod (Kč),Trutnov,2012,Sólo,6791.0
Průměrný vdovský důchod (Kč),Trutnov,2012,Kombinace,11654.0
Průměrný vdovský důchod (Kč),Trutnov,2011,Sólo,6673.0
Průměrný vdovský důchod (Kč),Trutnov,2011,Kombinace,11422.0
Průměrný vdovský důchod (Kč),Chrudim,2023,Sólo,12088.0
Průměrný vdovský důchod (Kč),Chrudim,2023,Kombinace,21737.0
Průměrný vdovský důchod (Kč),Chrudim,2022,Sólo,11149.0
Průměrný vdovský důchod (Kč),Chrudim,2022,Kombinace,18850.0
Průměrný vdovský důchod (Kč),Chrudim,2021,Sólo,9588.0
Průměrný vdovský důchod (Kč),Chrudim,2021,Kombinace,16130.0
Průměrný vdovský důchod (Kč),Chrudim,2020,Sólo,9166.0
Průměrný vdovský důchod (Kč),Chrudim,2020,Kombinace,15167.0
Průměrný vdovský důchod (Kč),Chrudim,2019,Sólo,8517.0
Průměrný vdovský důchod (Kč),Chrudim,2019,Kombinace,14150.0
Průměrný vdovský důchod (Kč),Chrudim,2018,Sólo,7787.0
Průměrný vdovský důchod (Kč),Chrudim,2018,Kombinace,12933.0
Průměrný vdovský důchod (Kč),Chrudim,2017,Sólo,7469.0
Průměrný vdovský důchod (Kč),Chrudim,2017,Kombinace,12392.0
Průměrný vdovský důchod (Kč),Chrudim,2016,Sólo,7358.0
Průměrný vdovský důchod (Kč),Chrudim,2016,Kombinace,12009.0
Průměrný vdovský důchod (Kč),Chrudim,2015,Sólo,7269.0
Průměrný vdovský důchod (Kč),Chrudim,2015,Kombinace,11929.0
Průměrný vdovský důchod (Kč),Chrudim,2014,Sólo,7054.0
Průměrný vdovský důchod (Kč),Chrudim,2014,Kombinace,11668.0
Průměrný vdovský důchod (Kč),Chrudim,2013,Sólo,7042.0
Průměrný vdovský důchod (Kč),Chrudim,2013,Kombinace,11584.0
Průměrný vdovský důchod (Kč),Chrudim,2012,Sólo,6914.0
Průměrný vdovský důchod (Kč),Chrudim,2012,Kombinace,11401.0
Průměrný vdovský důchod (Kč),Chrudim,2011,Sólo,6810.0
Průměrný vdovský důchod (Kč),Chrudim,2011,Kombinace,11184.0
Průměrný vdovský důchod (Kč),Pardubice,2023,Sólo,12850.0
Průměrný vdovský důchod (Kč),Pardubice,2023,Kombinace,22095.0
Průměrný vdovský důchod (Kč),Pardubice,2022,Sólo,11841.0
Průměrný vdovský důchod (Kč),Pardubice,2022,Kombinace,19281.0
Průměrný vdovský důchod (Kč),Pardubice,2021,Sólo,10100.0
Průměrný vdovský důchod (Kč),Pardubice,2021,Kombinace,16496.0
Průměrný vdovský důchod (Kč),Pardubice,2020,Sólo,9525.0
Průměrný vdovský důchod (Kč),Pardubice,2020,Kombinace,15505.0
Průměrný vdovský důchod (Kč),Pardubice,2019,Sólo,8927.0
Průměrný vdovský důchod (Kč),Pardubice,2019,Kombinace,14477.0
Průměrný vdovský důchod (Kč),Pardubice,2018,Sólo,7986.0
Průměrný vdovský důchod (Kč),Pardubice,2018,Kombinace,13241.0
Průměrný vdovský důchod (Kč),Pardubice,2017,Sólo,7615.0
Průměrný vdovský důchod (Kč),Pardubice,2017,Kombinace,12687.0
Průměrný vdovský důchod (Kč),Pardubice,2016,Sólo,7377.0
Průměrný vdovský důchod (Kč),Pardubice,2016,Kombinace,12309.0
Průměrný vdovský důchod (Kč),Pardubice,2015,Sólo,7307.0
Průměrný vdovský důchod (Kč),Pardubice,2015,Kombinace,12219.0
Průměrný vdovský důchod (Kč),Pardubice,2014,Sólo,7126.0
Průměrný vdovský důchod (Kč),Pardubice,2014,Kombinace,11956.0
Průměrný vdovský důchod (Kč),Pardubice,2013,Sólo,7061.0
Průměrný vdovský důchod (Kč),Pardubice,2013,Kombinace,11860.0
Průměrný vdovský důchod (Kč),Pardubice,2012,Sólo,6978.0
Průměrný vdovský důchod (Kč),Pardubice,2012,Kombinace,11678.0
Průměrný vdovský důchod (Kč),Pardubice,2011,Sólo,6879.0
Průměrný vdovský důchod (Kč),Pardubice,2011,Kombinace,11454.0
Průměrný vdovský důchod (Kč),Svitavy,2023,Sólo,12316.0
Průměrný vdovský důchod (Kč),Svitavy,2023,Kombinace,21641.0
Průměrný vdovský důchod (Kč),Svitavy,2022,Sólo,11314.0
Průměrný vdovský důchod (Kč),Svitavy,2022,Kombinace,18775.0
Průměrný vdovský důchod (Kč),Svitavy,2021,Sólo,9669.0
Průměrný vdovský důchod (Kč),Svitavy,2021,Kombinace,16076.0
Průměrný vdovský důchod (Kč),Svitavy,2020,Sólo,9243.0
Průměrný vdovský důchod (Kč),Svitavy,2020,Kombinace,15130.0
Průměrný vdovský důchod (Kč),Svitavy,2019,Sólo,8730.0
Průměrný vdovský důchod (Kč),Svitavy,2019,Kombinace,14141.0
Průměrný vdovský důchod (Kč),Svitavy,2018,Sólo,7819.0
Průměrný vdovský důchod (Kč),Svitavy,2018,Kombinace,12964.0
Průměrný vdovský důchod (Kč),Svitavy,2017,Sólo,7431.0
Průměrný vdovský důchod (Kč),Svitavy,2017,Kombinace,12422.0
Průměrný vdovský důchod (Kč),Svitavy,2016,Sólo,7234.0
Průměrný vdovský důchod (Kč),Svitavy,2016,Kombinace,12042.0
Průměrný vdovský důchod (Kč),Svitavy,2015,Sólo,7157.0
Průměrný vdovský důchod (Kč),Svitavy,2015,Kombinace,11971.0
Průměrný vdovský důchod (Kč),Svitavy,2014,Sólo,7029.0
Průměrný vdovský důchod (Kč),Svitavy,2014,Kombinace,11714.0
Průměrný vdovský důchod (Kč),Svitavy,2013,Sólo,7025.0
Průměrný vdovský důchod (Kč),Svitavy,2013,Kombinace,11639.0
Průměrný vdovský důchod (Kč),Svitavy,2012,Sólo,6925.0
Průměrný vdovský důchod (Kč),Svitavy,2012,Kombinace,11472.0
Průměrný vdovský důchod (Kč),Svitavy,2011,Sólo,6786.0
Průměrný vdovský důchod (Kč),Svitavy,2011,Kombinace,11251.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2023,Sólo,12495.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2023,Kombinace,21727.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2022,Sólo,11479.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2022,Kombinace,18807.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2021,Sólo,9848.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2021,Kombinace,16097.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2020,Sólo,9316.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2020,Kombinace,15151.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2019,Sólo,8561.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2019,Kombinace,14153.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2018,Sólo,7707.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2018,Kombinace,12958.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2017,Sólo,7431.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2017,Kombinace,12416.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2016,Sólo,7249.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2016,Kombinace,12042.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2015,Sólo,7179.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2015,Kombinace,11959.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2014,Sólo,7043.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2014,Kombinace,11714.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2013,Sólo,7009.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2013,Kombinace,11620.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2012,Sólo,6889.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2012,Kombinace,11450.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2011,Sólo,6822.0
Průměrný vdovský důchod (Kč),Ústí nad Orlicí,2011,Kombinace,11237.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2023,Sólo,12583.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2023,Kombinace,21847.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2022,Sólo,11678.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2022,Kombinace,18903.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2021,Sólo,9722.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2021,Kombinace,16185.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2020,Sólo,9232.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2020,Kombinace,15228.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2019,Sólo,8368.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2019,Kombinace,14223.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2018,Sólo,7640.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2018,Kombinace,13017.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2017,Sólo,7460.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2017,Kombinace,12461.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2016,Sólo,7259.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2016,Kombinace,12078.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2015,Sólo,7132.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2015,Kombinace,11998.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2014,Sólo,7046.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2014,Kombinace,11731.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2013,Sólo,7051.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2013,Kombinace,11643.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2012,Sólo,6910.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2012,Kombinace,11461.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2011,Sólo,6779.0
Průměrný vdovský důchod (Kč),Havlíčkův Brod,2011,Kombinace,11238.0
Průměrný vdovský důchod (Kč),Jihlava,2023,Sólo,12689.0
Průměrný vdovský důchod (Kč),Jihlava,2023,Kombinace,21680.0
Průměrný vdovský důchod (Kč),Jihlava,2022,Sólo,11608.0
Průměrný vdovský důchod (Kč),Jihlava,2022,Kombinace,18786.0
Průměrný vdovský důchod (Kč),Jihlava,2021,Sólo,9894.0
Průměrný vdovský důchod (Kč),Jihlava,2021,Kombinace,16091.0
Průměrný vdovský důchod (Kč),Jihlava,2020,Sólo,9277.0
Průměrný vdovský důchod (Kč),Jihlava,2020,Kombinace,15130.0
Průměrný vdovský důchod (Kč),Jihlava,2019,Sólo,8734.0
Průměrný vdovský důchod (Kč),Jihlava,2019,Kombinace,14136.0
Průměrný vdovský důchod (Kč),Jihlava,2018,Sólo,7937.0
Průměrný vdovský důchod (Kč),Jihlava,2018,Kombinace,12922.0
Průměrný vdovský důchod (Kč),Jihlava,2017,Sólo,7505.0
Průměrný vdovský důchod (Kč),Jihlava,2017,Kombinace,12373.0
Průměrný vdovský důchod (Kč),Jihlava,2016,Sólo,7288.0
Průměrný vdovský důchod (Kč),Jihlava,2016,Kombinace,12021.0
Průměrný vdovský důchod (Kč),Jihlava,2015,Sólo,7246.0
Průměrný vdovský důchod (Kč),Jihlava,2015,Kombinace,11935.0
Průměrný vdovský důchod (Kč),Jihlava,2014,Sólo,7077.0
Průměrný vdovský důchod (Kč),Jihlava,2014,Kombinace,11695.0
Průměrný vdovský důchod (Kč),Jihlava,2013,Sólo,7023.0
Průměrný vdovský důchod (Kč),Jihlava,2013,Kombinace,11621.0
Průměrný vdovský důchod (Kč),Jihlava,2012,Sólo,6940.0
Průměrný vdovský důchod (Kč),Jihlava,2012,Kombinace,11454.0
Průměrný vdovský důchod (Kč),Jihlava,2011,Sólo,6797.0
Průměrný vdovský důchod (Kč),Jihlava,2011,Kombinace,11237.0
Průměrný vdovský důchod (Kč),Pelhřimov,2023,Sólo,12503.0
Průměrný vdovský důchod (Kč),Pelhřimov,2023,Kombinace,21943.0
Průměrný vdovský důchod (Kč),Pelhřimov,2022,Sólo,11656.0
Průměrný vdovský důchod (Kč),Pelhřimov,2022,Kombinace,19056.0
Průměrný vdovský důchod (Kč),Pelhřimov,2021,Sólo,9928.0
Průměrný vdovský důchod (Kč),Pelhřimov,2021,Kombinace,16280.0
Průměrný vdovský důchod (Kč),Pelhřimov,2020,Sólo,9567.0
Průměrný vdovský důchod (Kč),Pelhřimov,2020,Kombinace,15300.0
Průměrný vdovský důchod (Kč),Pelhřimov,2019,Sólo,8771.0
Průměrný vdovský důchod (Kč),Pelhřimov,2019,Kombinace,14279.0
Průměrný vdovský důchod (Kč),Pelhřimov,2018,Sólo,7883.0
Průměrný vdovský důchod (Kč),Pelhřimov,2018,Kombinace,13069.0
Průměrný vdovský důchod (Kč),Pelhřimov,2017,Sólo,7596.0
Průměrný vdovský důchod (Kč),Pelhřimov,2017,Kombinace,12519.0
Průměrný vdovský důchod (Kč),Pelhřimov,2016,Sólo,7354.0
Průměrný vdovský důchod (Kč),Pelhřimov,2016,Kombinace,12145.0
Průměrný vdovský důchod (Kč),Pelhřimov,2015,Sólo,7320.0
Průměrný vdovský důchod (Kč),Pelhřimov,2015,Kombinace,12046.0
Průměrný vdovský důchod (Kč),Pelhřimov,2014,Sólo,7073.0
Průměrný vdovský důchod (Kč),Pelhřimov,2014,Kombinace,11795.0
Průměrný vdovský důchod (Kč),Pelhřimov,2013,Sólo,7099.0
Průměrný vdovský důchod (Kč),Pelhřimov,2013,Kombinace,11686.0
Průměrný vdovský důchod (Kč),Pelhřimov,2012,Sólo,6940.0
Průměrný vdovský důchod (Kč),Pelhřimov,2012,Kombinace,11511.0
Průměrný vdovský důchod (Kč),Pelhřimov,2011,Sólo,6802.0
Průměrný vdovský důchod (Kč),Pelhřimov,2011,Kombinace,11282.0
Průměrný vdovský důchod (Kč),Třebíč,2023,Sólo,12552.0
Průměrný vdovský důchod (Kč),Třebíč,2023,Kombinace,21376.0
Průměrný vdovský důchod (Kč),Třebíč,2022,Sólo,11548.0
Průměrný vdovský důchod (Kč),Třebíč,2022,Kombinace,18504.0
Průměrný vdovský důchod (Kč),Třebíč,2021,Sólo,9841.0
Průměrný vdovský důchod (Kč),Třebíč,2021,Kombinace,15856.0
Průměrný vdovský důchod (Kč),Třebíč,2020,Sólo,9283.0
Průměrný vdovský důchod (Kč),Třebíč,2020,Kombinace,14959.0
Průměrný vdovský důchod (Kč),Třebíč,2019,Sólo,8741.0
Průměrný vdovský důchod (Kč),Třebíč,2019,Kombinace,13989.0
Průměrný vdovský důchod (Kč),Třebíč,2018,Sólo,7867.0
Průměrný vdovský důchod (Kč),Třebíč,2018,Kombinace,12773.0
Průměrný vdovský důchod (Kč),Třebíč,2017,Sólo,7459.0
Průměrný vdovský důchod (Kč),Třebíč,2017,Kombinace,12258.0
Průměrný vdovský důchod (Kč),Třebíč,2016,Sólo,7224.0
Průměrný vdovský důchod (Kč),Třebíč,2016,Kombinace,11906.0
Průměrný vdovský důchod (Kč),Třebíč,2015,Sólo,7228.0
Průměrný vdovský důchod (Kč),Třebíč,2015,Kombinace,11840.0
Průměrný vdovský důchod (Kč),Třebíč,2014,Sólo,7058.0
Průměrný vdovský důchod (Kč),Třebíč,2014,Kombinace,11601.0
Průměrný vdovský důchod (Kč),Třebíč,2013,Sólo,7044.0
Průměrný vdovský důchod (Kč),Třebíč,2013,Kombinace,11526.0
Průměrný vdovský důchod (Kč),Třebíč,2012,Sólo,6901.0
Průměrný vdovský důchod (Kč),Třebíč,2012,Kombinace,11356.0
Průměrný vdovský důchod (Kč),Třebíč,2011,Sólo,6794.0
Průměrný vdovský důchod (Kč),Třebíč,2011,Kombinace,11143.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2023,Sólo,13171.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2023,Kombinace,21992.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2022,Sólo,12026.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2022,Kombinace,18969.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2021,Sólo,10222.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2021,Kombinace,16225.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2020,Sólo,9720.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2020,Kombinace,15250.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2019,Sólo,9041.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2019,Kombinace,14238.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2018,Sólo,8182.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2018,Kombinace,13033.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2017,Sólo,7864.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2017,Kombinace,12478.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2016,Sólo,7646.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2016,Kombinace,12112.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2015,Sólo,7583.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2015,Kombinace,12021.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2014,Sólo,7414.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2014,Kombinace,11764.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2013,Sólo,7337.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2013,Kombinace,11681.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2012,Sólo,7209.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2012,Kombinace,11507.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2011,Sólo,7101.0
Průměrný vdovský důchod (Kč),Žďár nad Sázavou,2011,Kombinace,11281.0
Průměrný vdovský důchod (Kč),Blansko,2023,Sólo,12906.0
Průměrný vdovský důchod (Kč),Blansko,2023,Kombinace,21690.0
Průměrný vdovský důchod (Kč),Blansko,2022,Sólo,11670.0
Průměrný vdovský důchod (Kč),Blansko,2022,Kombinace,18816.0
Průměrný vdovský důchod (Kč),Blansko,2021,Sólo,9801.0
Průměrný vdovský důchod (Kč),Blansko,2021,Kombinace,16100.0
Průměrný vdovský důchod (Kč),Blansko,2020,Sólo,9397.0
Průměrný vdovský důchod (Kč),Blansko,2020,Kombinace,15115.0
Průměrný vdovský důchod (Kč),Blansko,2019,Sólo,8760.0
Průměrný vdovský důchod (Kč),Blansko,2019,Kombinace,14122.0
Průměrný vdovský důchod (Kč),Blansko,2018,Sólo,7928.0
Průměrný vdovský důchod (Kč),Blansko,2018,Kombinace,12903.0
Průměrný vdovský důchod (Kč),Blansko,2017,Sólo,7688.0
Průměrný vdovský důchod (Kč),Blansko,2017,Kombinace,12362.0
Průměrný vdovský důchod (Kč),Blansko,2016,Sólo,7385.0
Průměrný vdovský důchod (Kč),Blansko,2016,Kombinace,11984.0
Průměrný vdovský důchod (Kč),Blansko,2015,Sólo,7302.0
Průměrný vdovský důchod (Kč),Blansko,2015,Kombinace,11900.0
Průměrný vdovský důchod (Kč),Blansko,2014,Sólo,7104.0
