Ukazatel;Plocha bytu;ČR, kraje, okresy;Roky;value
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jihomoravský kraj;2008;76.4095394736842
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jihomoravský kraj;2007;67.8039278815196
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Jihomoravský kraj;2006;68.0596658711217
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Olomoucký kraj;2022;71.5667259786477
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Olomoucký kraj;2021;72.3295819935691
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Olomoucký kraj;2020;59.3128054740958
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Olomoucký kraj;2019;64.0139470013947
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Olomoucký kraj;2018;68.237037037037
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Olomoucký kraj;2017;60.636036036036
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Olomoucký kraj;2016;57.1567695961995
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Olomoucký kraj;2015;59.0430622009569
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Olomoucký kraj;2014;63.5891089108911
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Olomoucký kraj;2013;47.4074074074074
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Olomoucký kraj;2012;67.8775510204082
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Olomoucký kraj;2011;57.3730158730159
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Olomoucký kraj;2010;62.1644444444444
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Olomoucký kraj;2009;56.0107671601615
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Olomoucký kraj;2008;65.4487179487179
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Olomoucký kraj;2007;79.2318104906937
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Olomoucký kraj;2006;74.5574572127139
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Zlínský kraj;2022;62.652
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Zlínský kraj;2021;60.2880886426593
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Zlínský kraj;2020;68.0187165775401
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Zlínský kraj;2019;67.2589285714286
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Zlínský kraj;2018;81.1171875
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Zlínský kraj;2017;61.6
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Zlínský kraj;2016;70.0728476821192
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Zlínský kraj;2015;70.4444444444444
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Zlínský kraj;2014;67.3513513513514
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Zlínský kraj;2013;53.012987012987
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Zlínský kraj;2012;53.7628865979381
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Zlínský kraj;2011;84.9338842975207
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Zlínský kraj;2010;71.8741258741259
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Zlínský kraj;2009;81.8543046357616
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Zlínský kraj;2008;71.5859030837004
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Zlínský kraj;2007;81.4194915254237
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Zlínský kraj;2006;63.1333333333333
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Moravskoslezský kraj;2022;56.1910569105691
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Moravskoslezský kraj;2021;76.0822784810127
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Moravskoslezský kraj;2020;56.9020618556701
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Moravskoslezský kraj;2019;69.6028037383178
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Moravskoslezský kraj;2018;62.2058823529412
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Moravskoslezský kraj;2017;52.8
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Moravskoslezský kraj;2016;52.7578947368421
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Moravskoslezský kraj;2015;56.4652777777778
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Moravskoslezský kraj;2014;62.1428571428571
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Moravskoslezský kraj;2013;64.511961722488
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Moravskoslezský kraj;2012;62.8765432098765
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Moravskoslezský kraj;2011;68.9594594594595
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Moravskoslezský kraj;2010;79.2758620689655
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Moravskoslezský kraj;2009;61.8763197586727
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Moravskoslezský kraj;2008;66.6296296296296
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Moravskoslezský kraj;2007;60.2012987012987
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Moravskoslezský kraj;2006;91.8461538461538
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hlavní město Praha;2022;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hlavní město Praha;2021;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hlavní město Praha;2020;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hlavní město Praha;2019;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hlavní město Praha;2018;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hlavní město Praha;2017;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hlavní město Praha;2016;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hlavní město Praha;2015;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hlavní město Praha;2014;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hlavní město Praha;2013;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hlavní město Praha;2012;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hlavní město Praha;2011;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hlavní město Praha;2010;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hlavní město Praha;2009;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hlavní město Praha;2008;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hlavní město Praha;2007;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Hlavní město Praha;2006;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Benešov;2022;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Benešov;2021;54.125
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Benešov;2020;86.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Benešov;2019;68.1692307692308
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Benešov;2018;56.3392857142857
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Benešov;2017;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Benešov;2016;62.2777777777778
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Benešov;2015;91.71875
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Benešov;2014;
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Benešov;2013;68.125
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Benešov;2012;79.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Benešov;2011;71.6822429906542
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Benešov;2010;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Benešov;2009;75.3648648648649
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Benešov;2008;60.6086956521739
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Benešov;2007;61.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Benešov;2006;87.4632587859425
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Beroun;2022;71.377245508982
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Beroun;2021;55.7142857142857
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Beroun;2020;69.7560975609756
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Beroun;2019;70.4699453551913
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Beroun;2018;68.9692307692308
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Beroun;2017;46.7741935483871
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Beroun;2016;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Beroun;2015;51.962962962963
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Beroun;2014;56.0869565217391
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Beroun;2013;89.5384615384615
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Beroun;2012;51.7906976744186
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Beroun;2011;98.9285714285714
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Beroun;2010;80.1966292134831
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Beroun;2009;61.5118483412322
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Beroun;2008;59.8358208955224
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Beroun;2007;63.5
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Beroun;2006;60.025641025641
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Kladno;2022;72.0097087378641
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Kladno;2021;52.9868421052632
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Kladno;2020;57.09375
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Kladno;2019;63.8958333333333
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Kladno;2018;42.9233870967742
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Kladno;2017;44.9528301886792
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Kladno;2016;55.3617021276596
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Kladno;2015;56.1705426356589
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Kladno;2014;56.8
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Kladno;2013;0.0
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Kladno;2012;43.551724137931
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Kladno;2011;56.36875
Průměrná plocha 1 dokončeného bytu (m2) - Byty v bytových domech - nová výstavba;Užitná plocha;Kladno;2010;38.4705882352941
