Ukazatel,Pohlaví,Kraje,Věk (roky),Roky,value
Počet obyvatel - celkem,Celkem,Hlavní město Praha,22,2078,17329.1214583796
Počet obyvatel - celkem,Celkem,Hlavní město Praha,22,2079,17209.2110140187
Počet obyvatel - celkem,Celkem,Hlavní město Praha,22,2080,17108.4581063666
Počet obyvatel - celkem,Celkem,Hlavní město Praha,22,2081,17034.4870615019
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2025,13919.7464053554
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2026,14402.1162887788
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2027,15286.396950922
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2028,16039.9083996955
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2029,16584.4966367028
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2030,16734.0965318739
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2031,16969.368632409
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2032,17871.2996988831
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2033,17997.6770781751
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2034,18094.7284664231
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2035,17443.3635823064
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2036,17750.7277550686
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2037,17336.2173693275
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2038,17679.4002667548
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2039,17781.0059972855
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2040,17710.8311240194
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2041,17731.957519989
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2042,17473.6375559991
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2043,16941.0045164116
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2044,16570.151415848
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2045,17987.0051653964
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2046,16035.9851183482
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2047,14990.4206691951
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2048,13927.685077196
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2049,14098.0707525448
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2050,14279.509169427
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2051,14480.9192663399
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2052,14730.9109912395
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2053,15037.6420259685
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2054,15388.5309525094
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2055,15556.4608859533
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2056,15761.2291922577
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2057,15992.1380794745
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2058,16242.9750682221
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2059,16506.8558973584
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2060,16776.2782010413
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2061,17044.2527114675
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2062,17303.5684395621
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2063,17547.908390459
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2064,17771.1942358664
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2065,17967.505871728
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2066,18133.4127566534
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2067,18267.4287211416
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2068,18370.0420317855
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2069,18443.2049531767
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2070,18489.630859529
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2071,18511.4572440554
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2072,18509.7786343106
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2073,18485.1989894287
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2074,18439.0245571378
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2075,18357.32251842
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2076,18255.5909720369
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2077,18136.6296580462
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2078,18006.5311919714
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2079,17875.165996438
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2080,17753.7334872586
Počet obyvatel - celkem,Celkem,Hlavní město Praha,23,2081,17651.6970355448
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2025,14058.1283269646
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2026,14487.8247452536
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2027,14970.7546480416
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2028,15825.0037488657
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2029,16765.7643344725
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2030,17316.0075113762
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2031,17463.1510058989
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2032,17695.9315195201
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2033,18597.0547199373
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2034,18717.4341745781
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2035,18800.8241909032
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2036,18134.0142976536
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2037,18429.3998392064
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2038,18006.1642823352
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2039,18344.6233817385
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2040,18444.0012606667
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2041,18371.0732633006
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2042,18389.497999039
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2043,18126.5839305694
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2044,17587.1612323027
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2045,17216.3298579504
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2046,18635.6511912987
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2047,16672.3008022397
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2048,15606.9275723943
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2049,14532.4538982732
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2050,14700.5545335612
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2051,14885.120235443
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2052,15090.0544864006
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2053,15344.2327811434
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2054,15655.9553475793
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2055,16011.7642307955
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2056,16183.5276400955
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2057,16391.7274360492
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2058,16626.4938025896
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2059,16881.500436391
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2060,17149.7567524636
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2061,17423.6482556424
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2062,17695.8219379291
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2063,17959.2092352979
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2064,18207.3928888353
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2065,18434.1993329763
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2066,18633.6242625339
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2067,18802.1797444185
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2068,18938.3549496769
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2069,19042.6423765403
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2070,19117.0210443326
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2071,19164.2411768564
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2072,19186.4721845824
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2073,19184.8282348473
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2074,19159.9273560654
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2075,19113.0383834726
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2076,19030.181422647
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2077,18926.9251267587
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2078,18806.178321777
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2079,18674.1282037514
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2080,18540.7876984985
Počet obyvatel - celkem,Celkem,Hlavní město Praha,24,2081,18417.5190699067
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2025,13995.4859071262
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2026,14715.4504383894
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2027,15149.5168530254
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2028,15633.232496764
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2029,16632.2978213189
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2030,17587.4669777029
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2031,18143.4333815582
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2032,18287.8511496465
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2033,18518.340343132
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2034,19419.5227905279
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2035,19535.0943620764
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2036,19606.1081810548
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2037,18925.488035131
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2038,19210.9598451788
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2039,18781.1938040599
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2040,19117.2056138281
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2041,19216.3015405825
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2042,19141.8667807594
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2043,19158.2625770628
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2044,18890.6305616598
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2045,18343.6507775361
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2046,17973.1180049936
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2047,19395.2506001259
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2048,17417.2719157639
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2049,16328.7649646918
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2050,15240.5541992847
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2051,15405.995742293
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2052,15594.1588762735
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2053,15803.1868361609
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2054,16062.2375643048
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2055,16379.7723867281
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2056,16741.2941280631
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2057,16917.5012334162
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2058,17129.6888015731
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2059,17368.9363904864
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2060,17628.7896309142
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2061,17902.1330987877
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2062,18180.9667218781
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2063,18458.0567045842
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2064,18726.2100318057
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2065,18978.8919205734
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2066,19209.8171806388
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2067,19412.8830198011
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2068,19584.5345382639
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2069,19723.2322250757
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2070,19829.473718872
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2071,19905.2694822491
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2072,19953.4128914635
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2073,19976.1106573135
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2074,19974.4999243431
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2075,19949.2150996774
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2076,19901.4803995369
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2077,19817.262129448
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2078,19712.2125017758
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2079,19589.3672488967
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2080,19455.0252098038
Počet obyvatel - celkem,Celkem,Hlavní město Praha,25,2081,19319.3665577079
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2025,14485.6897374316
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2026,14712.3856741523
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2027,15439.5805782968
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2028,15877.8767107622
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2029,16498.0010286173
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2030,17513.184226798
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2031,18482.6612559673
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2032,19043.89390865
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2033,19185.0329421064
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2034,19413.2538823186
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2035,20315.170977247
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2036,20427.0370069411
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2037,20486.9918801305
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2038,19794.1942816295
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2039,20071.5169617599
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2040,19636.8932100456
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2041,19972.1240997229
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2042,20072.0849057288
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2043,19996.8565950958
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2044,20011.5280672743
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2045,19738.8949034493
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2046,19183.7736098535
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2047,18814.059137601
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2048,20238.8184089433
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2049,18244.1696053626
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2050,17130.5531837964
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2051,16027.5549952797
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2052,16190.3322634613
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2053,16382.3775528111
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2054,16595.8683098494
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2055,16860.2437041889
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2056,17184.1267686689
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2057,17551.82801741
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2058,17732.8287115463
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2059,17949.3632408079
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2060,18193.4896414905
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2061,18458.6191062202
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2062,18737.2631341274
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2063,19021.5084248515
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2064,19303.9787984604
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2065,19577.3449399502
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2066,19834.9434087142
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2067,20070.3667629277
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2068,20277.4049970467
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2069,20452.4309567133
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2070,20593.8746258575
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2071,20702.2400288995
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2072,20779.5724966689
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2073,20828.7126180929
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2074,20851.9075325632
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2075,20850.3192275669
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2076,20824.5999076647
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2077,20775.92152448
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2078,20690.195496713
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2079,20583.1694432813
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2080,20458.015554462
Počet obyvatel - celkem,Celkem,Hlavní město Praha,26,2081,20321.1571069559
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2025,15567.0073713904
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2026,15229.1701418195
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2027,15461.3619018997
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2028,16195.2405229881
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2029,16775.0242810749
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2030,17407.1677340757
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2031,18437.6886065966
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2032,19420.5237603545
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2033,19986.2067660155
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2034,20123.8667594102
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2035,20350.4098395865
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2036,21254.1897380578
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2037,21364.0225001834
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2038,21414.9064955748
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2039,20711.9052537064
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2040,20982.8398018851
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2041,20544.7736307404
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2042,20880.3276452217
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2043,20981.9113237358
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2044,20906.3494849465
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2045,20919.5036912086
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2046,20641.7965122153
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2047,20078.3448006009
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2048,19709.5446745826
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2049,21136.8297134277
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2050,19124.8318733586
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2051,17985.362238584
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2052,16867.1013646771
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2053,17027.1214549321
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2054,17223.1209920282
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2055,17441.1985515008
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2056,17711.052804529
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2057,18041.4668889037
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2058,18415.513697331
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2059,18601.4359866154
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2060,18822.4402841159
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2061,19071.5802796387
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2062,19341.926189162
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2063,19626.0506670098
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2064,19915.890976475
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2065,20203.9237000221
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2066,20482.6785669545
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2067,20745.3590972863
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2068,20985.4314798147
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2069,21196.575053617
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2070,21375.0881573839
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2071,21519.3693218381
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2072,21629.9292163917
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2073,21708.8492033548
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2074,21759.0185965788
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2075,21782.726229792
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2076,21781.1597558835
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2077,21754.9895318201
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2078,21705.3330861227
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2079,21618.046411105
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2080,21508.9760711825
Počet obyvatel - celkem,Celkem,Hlavní město Praha,27,2081,21381.4346519019
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2025,16070.5385948644
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2026,16296.2008410055
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2027,15961.024404239
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2028,16198.9571418516
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2029,17085.3197698268
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2030,17676.8946231973
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2031,18321.114055555
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2032,19367.0996978069
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2033,20363.8683333326
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2034,20935.67145769
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2035,21072.694147107
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2036,21300.9480591793
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2037,22210.106170362
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2038,22321.5017052097
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2039,22366.6473224296
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2040,21656.1740806459
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2041,21922.7107820548
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2042,21482.5860813174
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2043,21819.4019842409
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2044,21923.1759601041
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2045,21847.5912963055
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2046,21859.3345093174
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2047,21576.5030564623
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2048,21004.6416184792
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2049,20636.7856653402
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2050,22066.452093009
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2051,20036.7513392246
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2052,18871.075180121
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2053,17737.307521607
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2054,17894.5069161347
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2055,18094.4718562919
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2056,18317.1904123782
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2057,18592.5942863497
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2058,18929.6216717408
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2059,19310.0847271204
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2060,19500.985251917
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2061,19726.5152780147
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2062,19980.5543318445
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2063,20256.2122445812
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2064,20545.9166500841
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2065,20841.4528267773
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2066,21135.1476081866
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2067,21419.3873591086
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2068,21687.2402779061
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2069,21932.0440414824
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2070,22147.3655892131
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2071,22329.427631872
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2072,22476.5968110357
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2073,22589.3906458555
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2074,22669.9271699285
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2075,22721.1451916497
Počet obyvatel - celkem,Celkem,Hlavní město Praha,28,2076,22745.3758679358
