Území;Ukazatel;Očištění;Typ indexu;Typ tržeb;Vybraná průmyslová činnost;Kumulace měsíců;value
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden 2007;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – prosinec 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – listopad 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – říjen 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – září 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – srpen 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – červenec 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – červen 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – květen 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – duben 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – březen 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – únor 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden 2006;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – prosinec 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – listopad 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – říjen 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – září 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – srpen 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – červenec 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – červen 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – květen 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – duben 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – březen 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – únor 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden 2005;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – prosinec 2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – listopad 2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – říjen 2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – září 2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – srpen 2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – červenec 2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – červen 2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – květen 2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – duben 2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – březen 2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – únor 2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden 2004;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – prosinec 2003;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – listopad 2003;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – říjen 2003;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – září 2003;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – srpen 2003;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – červenec 2003;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – červen 2003;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – květen 2003;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – duben 2003;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – březen 2003;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – únor 2003;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden 2003;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – prosinec 2002;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – listopad 2002;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – říjen 2002;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – září 2002;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – srpen 2002;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – červenec 2002;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – červen 2002;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – květen 2002;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – duben 2002;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – březen 2002;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – únor 2002;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden 2002;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – prosinec 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – listopad 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – říjen 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – září 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – srpen 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – červenec 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – červen 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – květen 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – duben 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – březen 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – únor 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – prosinec 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – listopad 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – říjen 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – září 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – srpen 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – červenec 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – červen 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – květen 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – duben 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – březen 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden – únor 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;07 Těžba a úprava rud;leden 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – březen 2025;96.8010739058
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – únor 2025;98.8442811767
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden 2025;118.7353970432
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – prosinec 2024;105.8155250952
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – listopad 2024;104.510312183
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – říjen 2024;103.2119766697
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – září 2024;102.3846460319
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – srpen 2024;102.5979553647
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – červenec 2024;102.6861517538
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – červen 2024;100.6154409982
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – květen 2024;103.3169962548
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – duben 2024;103.9905203239
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – březen 2024;95.4813824017
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – únor 2024;94.1167572616
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden 2024;83.0430483751
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – prosinec 2023;101.442916201
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – listopad 2023;102.2747370641
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – říjen 2023;103.0847085972
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – září 2023;102.214556689
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – srpen 2023;102.7292463815
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – červenec 2023;102.4100825561
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – červen 2023;102.50859246
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – květen 2023;102.7834319241
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – duben 2023;104.8179584169
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – březen 2023;108.5374616063
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – únor 2023;117.1262069643
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden 2023;127.4751449819
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – prosinec 2022;115.745041226
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – listopad 2022;116.8322241205
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – říjen 2022;117.3296506894
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – září 2022;118.0627204332
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – srpen 2022;119.1824607897
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – červenec 2022;118.9546162831
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – červen 2022;121.8488528954
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – květen 2022;123.4523754985
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – duben 2022;122.5130665632
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – březen 2022;131.0958386972
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – únor 2022;137.1976064961
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden 2022;127.923303615
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – prosinec 2021;115.7857439671
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – listopad 2021;115.3171076792
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – říjen 2021;114.7313572959
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – září 2021;114.4143188481
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – srpen 2021;113.5237723445
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – červenec 2021;112.5682345495
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – červen 2021;112.6510663755
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – květen 2021;108.5341128042
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – duben 2021;103.9726608826
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – březen 2021;101.17710645
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – únor 2021;92.0012867129
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden 2021;90.7884391838
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – prosinec 2020;96.6432024061
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – listopad 2020;96.1057698353
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – říjen 2020;95.4013264677
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – září 2020;96.166792399
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – srpen 2020;96.5975704882
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – červenec 2020;97.7556771137
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – červen 2020;98.0449412278
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – květen 2020;98.2795069722
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – duben 2020;101.2942738912
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – březen 2020;102.0258596643
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – únor 2020;103.3048177603
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden 2020;106.3251860141
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – prosinec 2019;105.4748500459
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – listopad 2019;105.4728971728
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – říjen 2019;106.2167318936
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – září 2019;107.5678957981
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – srpen 2019;106.8026029794
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – červenec 2019;108.4543635743
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – červen 2019;108.35055943
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – květen 2019;112.6257813158
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – duben 2019;117.7599447589
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – březen 2019;119.9656149695
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – únor 2019;112.4179181065
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden 2019;104.8098087276
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – prosinec 2018;109.9507413783
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – listopad 2018;110.4643586719
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – říjen 2018;110.4580599287
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – září 2018;109.5346552973
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – srpen 2018;109.5243064953
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – červenec 2018;109.5229882282
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – červen 2018;107.702203211
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – květen 2018;107.2308458902
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – duben 2018;106.3579132134
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – březen 2018;101.6722963648
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – únor 2018;114.7096644998
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden 2018;121.8577403657
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – prosinec 2017;106.2365190603
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – listopad 2017;106.3200435889
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – říjen 2017;106.2762428928
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – září 2017;104.4718717753
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – srpen 2017;105.5014968878
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – červenec 2017;105.3272682553
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – červen 2017;105.2863783826
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – květen 2017;104.8833760767
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – duben 2017;102.5261600452
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – březen 2017;105.9840530022
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – únor 2017;95.7343201885
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden 2017;100.499653329
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – prosinec 2016;95.1387762489
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – listopad 2016;95.2919361231
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – říjen 2016;94.6130052394
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – září 2016;95.4099781169
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – srpen 2016;95.47018727
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;08 Ostatní těžba a dobývání;leden – červenec 2016;93.4930346246
