Území;Ukazatel;Týdny;Věkové skupiny (roky);value
Česko;Zemřelí - absolutní údaje; 27. týden 2014;65-74;453
Česko;Zemřelí - absolutní údaje; 27. týden 2014;75-84;575
Česko;Zemřelí - absolutní údaje; 27. týden 2014;85 a více;529
Česko;Zemřelí - absolutní údaje; 26. týden 2014;celkem;1903
Česko;Zemřelí - absolutní údaje; 26. týden 2014;0-14;9
Česko;Zemřelí - absolutní údaje; 26. týden 2014;15-44;65
Česko;Zemřelí - absolutní údaje; 26. týden 2014;45-64;343
Česko;Zemřelí - absolutní údaje; 26. týden 2014;65-74;453
Česko;Zemřelí - absolutní údaje; 26. týden 2014;75-84;547
Česko;Zemřelí - absolutní údaje; 26. týden 2014;85 a více;486
Česko;Zemřelí - absolutní údaje; 25. týden 2014;celkem;1796
Česko;Zemřelí - absolutní údaje; 25. týden 2014;0-14;6
Česko;Zemřelí - absolutní údaje; 25. týden 2014;15-44;67
Česko;Zemřelí - absolutní údaje; 25. týden 2014;45-64;302
Česko;Zemřelí - absolutní údaje; 25. týden 2014;65-74;427
Česko;Zemřelí - absolutní údaje; 25. týden 2014;75-84;512
Česko;Zemřelí - absolutní údaje; 25. týden 2014;85 a více;482
Česko;Zemřelí - absolutní údaje; 24. týden 2014;celkem;2089
Česko;Zemřelí - absolutní údaje; 24. týden 2014;0-14;10
Česko;Zemřelí - absolutní údaje; 24. týden 2014;15-44;72
Česko;Zemřelí - absolutní údaje; 24. týden 2014;45-64;379
Česko;Zemřelí - absolutní údaje; 24. týden 2014;65-74;475
Česko;Zemřelí - absolutní údaje; 24. týden 2014;75-84;551
Česko;Zemřelí - absolutní údaje; 24. týden 2014;85 a více;602
Česko;Zemřelí - absolutní údaje; 23. týden 2014;celkem;1927
Česko;Zemřelí - absolutní údaje; 23. týden 2014;0-14;9
Česko;Zemřelí - absolutní údaje; 23. týden 2014;15-44;67
Česko;Zemřelí - absolutní údaje; 23. týden 2014;45-64;346
Česko;Zemřelí - absolutní údaje; 23. týden 2014;65-74;462
Česko;Zemřelí - absolutní údaje; 23. týden 2014;75-84;536
Česko;Zemřelí - absolutní údaje; 23. týden 2014;85 a více;507
Česko;Zemřelí - absolutní údaje; 22. týden 2014;celkem;1886
Česko;Zemřelí - absolutní údaje; 22. týden 2014;0-14;6
Česko;Zemřelí - absolutní údaje; 22. týden 2014;15-44;53
Česko;Zemřelí - absolutní údaje; 22. týden 2014;45-64;288
Česko;Zemřelí - absolutní údaje; 22. týden 2014;65-74;426
Česko;Zemřelí - absolutní údaje; 22. týden 2014;75-84;571
Česko;Zemřelí - absolutní údaje; 22. týden 2014;85 a více;542
Česko;Zemřelí - absolutní údaje; 21. týden 2014;celkem;2069
Česko;Zemřelí - absolutní údaje; 21. týden 2014;0-14;9
Česko;Zemřelí - absolutní údaje; 21. týden 2014;15-44;69
Česko;Zemřelí - absolutní údaje; 21. týden 2014;45-64;322
Česko;Zemřelí - absolutní údaje; 21. týden 2014;65-74;448
Česko;Zemřelí - absolutní údaje; 21. týden 2014;75-84;616
Česko;Zemřelí - absolutní údaje; 21. týden 2014;85 a více;605
Česko;Zemřelí - absolutní údaje; 20. týden 2014;celkem;1903
Česko;Zemřelí - absolutní údaje; 20. týden 2014;0-14;18
Česko;Zemřelí - absolutní údaje; 20. týden 2014;15-44;58
Česko;Zemřelí - absolutní údaje; 20. týden 2014;45-64;339
Česko;Zemřelí - absolutní údaje; 20. týden 2014;65-74;399
Česko;Zemřelí - absolutní údaje; 20. týden 2014;75-84;572
Česko;Zemřelí - absolutní údaje; 20. týden 2014;85 a více;517
Česko;Zemřelí - absolutní údaje; 19. týden 2014;celkem;1906
Česko;Zemřelí - absolutní údaje; 19. týden 2014;0-14;11
Česko;Zemřelí - absolutní údaje; 19. týden 2014;15-44;48
Česko;Zemřelí - absolutní údaje; 19. týden 2014;45-64;313
Česko;Zemřelí - absolutní údaje; 19. týden 2014;65-74;431
Česko;Zemřelí - absolutní údaje; 19. týden 2014;75-84;577
Česko;Zemřelí - absolutní údaje; 19. týden 2014;85 a více;526
Česko;Zemřelí - absolutní údaje; 18. týden 2014;celkem;1984
Česko;Zemřelí - absolutní údaje; 18. týden 2014;0-14;8
Česko;Zemřelí - absolutní údaje; 18. týden 2014;15-44;58
Česko;Zemřelí - absolutní údaje; 18. týden 2014;45-64;336
Česko;Zemřelí - absolutní údaje; 18. týden 2014;65-74;453
Česko;Zemřelí - absolutní údaje; 18. týden 2014;75-84;560
Česko;Zemřelí - absolutní údaje; 18. týden 2014;85 a více;569
Česko;Zemřelí - absolutní údaje; 17. týden 2014;celkem;2039
Česko;Zemřelí - absolutní údaje; 17. týden 2014;0-14;6
Česko;Zemřelí - absolutní údaje; 17. týden 2014;15-44;59
Česko;Zemřelí - absolutní údaje; 17. týden 2014;45-64;320
Česko;Zemřelí - absolutní údaje; 17. týden 2014;65-74;478
Česko;Zemřelí - absolutní údaje; 17. týden 2014;75-84;611
Česko;Zemřelí - absolutní údaje; 17. týden 2014;85 a více;565
Česko;Zemřelí - absolutní údaje; 16. týden 2014;celkem;2027
Česko;Zemřelí - absolutní údaje; 16. týden 2014;0-14;12
Česko;Zemřelí - absolutní údaje; 16. týden 2014;15-44;64
Česko;Zemřelí - absolutní údaje; 16. týden 2014;45-64;349
Česko;Zemřelí - absolutní údaje; 16. týden 2014;65-74;497
Česko;Zemřelí - absolutní údaje; 16. týden 2014;75-84;581
Česko;Zemřelí - absolutní údaje; 16. týden 2014;85 a více;524
Česko;Zemřelí - absolutní údaje; 15. týden 2014;celkem;1970
Česko;Zemřelí - absolutní údaje; 15. týden 2014;0-14;6
Česko;Zemřelí - absolutní údaje; 15. týden 2014;15-44;61
Česko;Zemřelí - absolutní údaje; 15. týden 2014;45-64;321
Česko;Zemřelí - absolutní údaje; 15. týden 2014;65-74;442
Česko;Zemřelí - absolutní údaje; 15. týden 2014;75-84;587
Česko;Zemřelí - absolutní údaje; 15. týden 2014;85 a více;553
Česko;Zemřelí - absolutní údaje; 14. týden 2014;celkem;2023
Česko;Zemřelí - absolutní údaje; 14. týden 2014;0-14;15
Česko;Zemřelí - absolutní údaje; 14. týden 2014;15-44;63
Česko;Zemřelí - absolutní údaje; 14. týden 2014;45-64;310
Česko;Zemřelí - absolutní údaje; 14. týden 2014;65-74;453
Česko;Zemřelí - absolutní údaje; 14. týden 2014;75-84;605
Česko;Zemřelí - absolutní údaje; 14. týden 2014;85 a více;577
Česko;Zemřelí - absolutní údaje; 13. týden 2014;celkem;2122
Česko;Zemřelí - absolutní údaje; 13. týden 2014;0-14;7
Česko;Zemřelí - absolutní údaje; 13. týden 2014;15-44;58
Česko;Zemřelí - absolutní údaje; 13. týden 2014;45-64;323
Česko;Zemřelí - absolutní údaje; 13. týden 2014;65-74;486
Česko;Zemřelí - absolutní údaje; 13. týden 2014;75-84;671
Česko;Zemřelí - absolutní údaje; 13. týden 2014;85 a více;577
Česko;Zemřelí - absolutní údaje; 12. týden 2014;celkem;2194
Česko;Zemřelí - absolutní údaje; 12. týden 2014;0-14;7
Česko;Zemřelí - absolutní údaje; 12. týden 2014;15-44;68
Česko;Zemřelí - absolutní údaje; 12. týden 2014;45-64;384
Česko;Zemřelí - absolutní údaje; 12. týden 2014;65-74;495
Česko;Zemřelí - absolutní údaje; 12. týden 2014;75-84;641
Česko;Zemřelí - absolutní údaje; 12. týden 2014;85 a více;599
Česko;Zemřelí - absolutní údaje; 11. týden 2014;celkem;2088
Česko;Zemřelí - absolutní údaje; 11. týden 2014;0-14;6
Česko;Zemřelí - absolutní údaje; 11. týden 2014;15-44;57
Česko;Zemřelí - absolutní údaje; 11. týden 2014;45-64;347
Česko;Zemřelí - absolutní údaje; 11. týden 2014;65-74;457
Česko;Zemřelí - absolutní údaje; 11. týden 2014;75-84;632
Česko;Zemřelí - absolutní údaje; 11. týden 2014;85 a více;589
Česko;Zemřelí - absolutní údaje; 10. týden 2014;celkem;2032
Česko;Zemřelí - absolutní údaje; 10. týden 2014;0-14;7
Česko;Zemřelí - absolutní údaje; 10. týden 2014;15-44;66
Česko;Zemřelí - absolutní údaje; 10. týden 2014;45-64;341
Česko;Zemřelí - absolutní údaje; 10. týden 2014;65-74;458
Česko;Zemřelí - absolutní údaje; 10. týden 2014;75-84;596
Česko;Zemřelí - absolutní údaje; 10. týden 2014;85 a více;564
Česko;Zemřelí - absolutní údaje; 09. týden 2014;celkem;2011
Česko;Zemřelí - absolutní údaje; 09. týden 2014;0-14;10
Česko;Zemřelí - absolutní údaje; 09. týden 2014;15-44;63
Česko;Zemřelí - absolutní údaje; 09. týden 2014;45-64;328
Česko;Zemřelí - absolutní údaje; 09. týden 2014;65-74;432
Česko;Zemřelí - absolutní údaje; 09. týden 2014;75-84;613
Česko;Zemřelí - absolutní údaje; 09. týden 2014;85 a více;565
Česko;Zemřelí - absolutní údaje; 08. týden 2014;celkem;2109
Česko;Zemřelí - absolutní údaje; 08. týden 2014;0-14;6
Česko;Zemřelí - absolutní údaje; 08. týden 2014;15-44;74
Česko;Zemřelí - absolutní údaje; 08. týden 2014;45-64;313
Česko;Zemřelí - absolutní údaje; 08. týden 2014;65-74;491
Česko;Zemřelí - absolutní údaje; 08. týden 2014;75-84;617
Česko;Zemřelí - absolutní údaje; 08. týden 2014;85 a více;608
Česko;Zemřelí - absolutní údaje; 07. týden 2014;celkem;2066
Česko;Zemřelí - absolutní údaje; 07. týden 2014;0-14;8
Česko;Zemřelí - absolutní údaje; 07. týden 2014;15-44;63
Česko;Zemřelí - absolutní údaje; 07. týden 2014;45-64;364
Česko;Zemřelí - absolutní údaje; 07. týden 2014;65-74;479
Česko;Zemřelí - absolutní údaje; 07. týden 2014;75-84;582
Česko;Zemřelí - absolutní údaje; 07. týden 2014;85 a více;570
Česko;Zemřelí - absolutní údaje; 06. týden 2014;celkem;2093
Česko;Zemřelí - absolutní údaje; 06. týden 2014;0-14;6
Česko;Zemřelí - absolutní údaje; 06. týden 2014;15-44;62
Česko;Zemřelí - absolutní údaje; 06. týden 2014;45-64;354
Česko;Zemřelí - absolutní údaje; 06. týden 2014;65-74;449
Česko;Zemřelí - absolutní údaje; 06. týden 2014;75-84;626
Česko;Zemřelí - absolutní údaje; 06. týden 2014;85 a více;596
Česko;Zemřelí - absolutní údaje; 05. týden 2014;celkem;2118
Česko;Zemřelí - absolutní údaje; 05. týden 2014;0-14;11
Česko;Zemřelí - absolutní údaje; 05. týden 2014;15-44;64
Česko;Zemřelí - absolutní údaje; 05. týden 2014;45-64;358
Česko;Zemřelí - absolutní údaje; 05. týden 2014;65-74;452
Česko;Zemřelí - absolutní údaje; 05. týden 2014;75-84;631
Česko;Zemřelí - absolutní údaje; 05. týden 2014;85 a více;602
Česko;Zemřelí - absolutní údaje; 04. týden 2014;celkem;2117
Česko;Zemřelí - absolutní údaje; 04. týden 2014;0-14;9
Česko;Zemřelí - absolutní údaje; 04. týden 2014;15-44;67
Česko;Zemřelí - absolutní údaje; 04. týden 2014;45-64;379
Česko;Zemřelí - absolutní údaje; 04. týden 2014;65-74;436
Česko;Zemřelí - absolutní údaje; 04. týden 2014;75-84;640
Česko;Zemřelí - absolutní údaje; 04. týden 2014;85 a více;586
Česko;Zemřelí - absolutní údaje; 03. týden 2014;celkem;1997
Česko;Zemřelí - absolutní údaje; 03. týden 2014;0-14;10
Česko;Zemřelí - absolutní údaje; 03. týden 2014;15-44;72
Česko;Zemřelí - absolutní údaje; 03. týden 2014;45-64;337
Česko;Zemřelí - absolutní údaje; 03. týden 2014;65-74;469
Česko;Zemřelí - absolutní údaje; 03. týden 2014;75-84;563
Česko;Zemřelí - absolutní údaje; 03. týden 2014;85 a více;546
Česko;Zemřelí - absolutní údaje; 02. týden 2014;celkem;1978
Česko;Zemřelí - absolutní údaje; 02. týden 2014;0-14;6
Česko;Zemřelí - absolutní údaje; 02. týden 2014;15-44;59
Česko;Zemřelí - absolutní údaje; 02. týden 2014;45-64;309
Česko;Zemřelí - absolutní údaje; 02. týden 2014;65-74;461
Česko;Zemřelí - absolutní údaje; 02. týden 2014;75-84;597
Česko;Zemřelí - absolutní údaje; 02. týden 2014;85 a více;546
Česko;Zemřelí - absolutní údaje; 01. týden 2014;celkem;2099
Česko;Zemřelí - absolutní údaje; 01. týden 2014;0-14;10
Česko;Zemřelí - absolutní údaje; 01. týden 2014;15-44;75
Česko;Zemřelí - absolutní údaje; 01. týden 2014;45-64;358
Česko;Zemřelí - absolutní údaje; 01. týden 2014;65-74;463
Česko;Zemřelí - absolutní údaje; 01. týden 2014;75-84;584
Česko;Zemřelí - absolutní údaje; 01. týden 2014;85 a více;609
Česko;Zemřelí - absolutní údaje; 52. týden 2013;celkem;2121
Česko;Zemřelí - absolutní údaje; 52. týden 2013;0-14;10
Česko;Zemřelí - absolutní údaje; 52. týden 2013;15-44;59
Česko;Zemřelí - absolutní údaje; 52. týden 2013;45-64;335
Česko;Zemřelí - absolutní údaje; 52. týden 2013;65-74;469
Česko;Zemřelí - absolutní údaje; 52. týden 2013;75-84;629
Česko;Zemřelí - absolutní údaje; 52. týden 2013;85 a více;619
Česko;Zemřelí - absolutní údaje; 51. týden 2013;celkem;2085
Česko;Zemřelí - absolutní údaje; 51. týden 2013;0-14;10
Česko;Zemřelí - absolutní údaje; 51. týden 2013;15-44;57
Česko;Zemřelí - absolutní údaje; 51. týden 2013;45-64;362
Česko;Zemřelí - absolutní údaje; 51. týden 2013;65-74;486
Česko;Zemřelí - absolutní údaje; 51. týden 2013;75-84;607
Česko;Zemřelí - absolutní údaje; 51. týden 2013;85 a více;563
Česko;Zemřelí - absolutní údaje; 50. týden 2013;celkem;2050
Česko;Zemřelí - absolutní údaje; 50. týden 2013;0-14;5
Česko;Zemřelí - absolutní údaje; 50. týden 2013;15-44;50
Česko;Zemřelí - absolutní údaje; 50. týden 2013;45-64;378
Česko;Zemřelí - absolutní údaje; 50. týden 2013;65-74;453
Česko;Zemřelí - absolutní údaje; 50. týden 2013;75-84;589
Česko;Zemřelí - absolutní údaje; 50. týden 2013;85 a více;575
Česko;Zemřelí - absolutní údaje; 49. týden 2013;celkem;2049
Česko;Zemřelí - absolutní údaje; 49. týden 2013;0-14;9
Česko;Zemřelí - absolutní údaje; 49. týden 2013;15-44;64
Česko;Zemřelí - absolutní údaje; 49. týden 2013;45-64;328
Česko;Zemřelí - absolutní údaje; 49. týden 2013;65-74;455
Česko;Zemřelí - absolutní údaje; 49. týden 2013;75-84;584
Česko;Zemřelí - absolutní údaje; 49. týden 2013;85 a více;609
Česko;Zemřelí - absolutní údaje; 48. týden 2013;celkem;2074
Česko;Zemřelí - absolutní údaje; 48. týden 2013;0-14;11
Česko;Zemřelí - absolutní údaje; 48. týden 2013;15-44;71
Česko;Zemřelí - absolutní údaje; 48. týden 2013;45-64;341
Česko;Zemřelí - absolutní údaje; 48. týden 2013;65-74;491
Česko;Zemřelí - absolutní údaje; 48. týden 2013;75-84;615
Česko;Zemřelí - absolutní údaje; 48. týden 2013;85 a více;545
Česko;Zemřelí - absolutní údaje; 47. týden 2013;celkem;1965
Česko;Zemřelí - absolutní údaje; 47. týden 2013;0-14;7
Česko;Zemřelí - absolutní údaje; 47. týden 2013;15-44;58
Česko;Zemřelí - absolutní údaje; 47. týden 2013;45-64;324
Česko;Zemřelí - absolutní údaje; 47. týden 2013;65-74;473
Česko;Zemřelí - absolutní údaje; 47. týden 2013;75-84;588
Česko;Zemřelí - absolutní údaje; 47. týden 2013;85 a více;515
Česko;Zemřelí - absolutní údaje; 46. týden 2013;celkem;1911
Česko;Zemřelí - absolutní údaje; 46. týden 2013;0-14;8
Česko;Zemřelí - absolutní údaje; 46. týden 2013;15-44;71
Česko;Zemřelí - absolutní údaje; 46. týden 2013;45-64;304
Česko;Zemřelí - absolutní údaje; 46. týden 2013;65-74;421
Česko;Zemřelí - absolutní údaje; 46. týden 2013;75-84;573
Česko;Zemřelí - absolutní údaje; 46. týden 2013;85 a více;534
Česko;Zemřelí - absolutní údaje; 45. týden 2013;celkem;1997
Česko;Zemřelí - absolutní údaje; 45. týden 2013;0-14;10
Česko;Zemřelí - absolutní údaje; 45. týden 2013;15-44;58
Česko;Zemřelí - absolutní údaje; 45. týden 2013;45-64;319
Česko;Zemřelí - absolutní údaje; 45. týden 2013;65-74;462
Česko;Zemřelí - absolutní údaje; 45. týden 2013;75-84;598
Česko;Zemřelí - absolutní údaje; 45. týden 2013;85 a více;550
Česko;Zemřelí - absolutní údaje; 44. týden 2013;celkem;1862
Česko;Zemřelí - absolutní údaje; 44. týden 2013;0-14;6
Česko;Zemřelí - absolutní údaje; 44. týden 2013;15-44;49
Česko;Zemřelí - absolutní údaje; 44. týden 2013;45-64;317
Česko;Zemřelí - absolutní údaje; 44. týden 2013;65-74;419
Česko;Zemřelí - absolutní údaje; 44. týden 2013;75-84;555
Česko;Zemřelí - absolutní údaje; 44. týden 2013;85 a více;516
Česko;Zemřelí - absolutní údaje; 43. týden 2013;celkem;1996
Česko;Zemřelí - absolutní údaje; 43. týden 2013;0-14;10
Česko;Zemřelí - absolutní údaje; 43. týden 2013;15-44;65
Česko;Zemřelí - absolutní údaje; 43. týden 2013;45-64;311
Česko;Zemřelí - absolutní údaje; 43. týden 2013;65-74;439
Česko;Zemřelí - absolutní údaje; 43. týden 2013;75-84;600
Česko;Zemřelí - absolutní údaje; 43. týden 2013;85 a více;571
Česko;Zemřelí - absolutní údaje; 42. týden 2013;celkem;1967
Česko;Zemřelí - absolutní údaje; 42. týden 2013;0-14;10
Česko;Zemřelí - absolutní údaje; 42. týden 2013;15-44;57
Česko;Zemřelí - absolutní údaje; 42. týden 2013;45-64;344
Česko;Zemřelí - absolutní údaje; 42. týden 2013;65-74;451
Česko;Zemřelí - absolutní údaje; 42. týden 2013;75-84;575
Česko;Zemřelí - absolutní údaje; 42. týden 2013;85 a více;530
Česko;Zemřelí - absolutní údaje; 41. týden 2013;celkem;2035
Česko;Zemřelí - absolutní údaje; 41. týden 2013;0-14;7
Česko;Zemřelí - absolutní údaje; 41. týden 2013;15-44;58
Česko;Zemřelí - absolutní údaje; 41. týden 2013;45-64;364
Česko;Zemřelí - absolutní údaje; 41. týden 2013;65-74;464
Česko;Zemřelí - absolutní údaje; 41. týden 2013;75-84;579
Česko;Zemřelí - absolutní údaje; 41. týden 2013;85 a více;563
Česko;Zemřelí - absolutní údaje; 40. týden 2013;celkem;2065
Česko;Zemřelí - absolutní údaje; 40. týden 2013;0-14;6
Česko;Zemřelí - absolutní údaje; 40. týden 2013;15-44;60
Česko;Zemřelí - absolutní údaje; 40. týden 2013;45-64;332
Česko;Zemřelí - absolutní údaje; 40. týden 2013;65-74;495
Česko;Zemřelí - absolutní údaje; 40. týden 2013;75-84;584
Česko;Zemřelí - absolutní údaje; 40. týden 2013;85 a více;588
Česko;Zemřelí - absolutní údaje; 39. týden 2013;celkem;1970
Česko;Zemřelí - absolutní údaje; 39. týden 2013;0-14;9
Česko;Zemřelí - absolutní údaje; 39. týden 2013;15-44;66
Česko;Zemřelí - absolutní údaje; 39. týden 2013;45-64;322
Česko;Zemřelí - absolutní údaje; 39. týden 2013;65-74;434
Česko;Zemřelí - absolutní údaje; 39. týden 2013;75-84;574
Česko;Zemřelí - absolutní údaje; 39. týden 2013;85 a více;565
Česko;Zemřelí - absolutní údaje; 38. týden 2013;celkem;1989
Česko;Zemřelí - absolutní údaje; 38. týden 2013;0-14;5
Česko;Zemřelí - absolutní údaje; 38. týden 2013;15-44;68
Česko;Zemřelí - absolutní údaje; 38. týden 2013;45-64;385
Česko;Zemřelí - absolutní údaje; 38. týden 2013;65-74;438
Česko;Zemřelí - absolutní údaje; 38. týden 2013;75-84;590
Česko;Zemřelí - absolutní údaje; 38. týden 2013;85 a více;503
Česko;Zemřelí - absolutní údaje; 37. týden 2013;celkem;1877
Česko;Zemřelí - absolutní údaje; 37. týden 2013;0-14;9
Česko;Zemřelí - absolutní údaje; 37. týden 2013;15-44;64
Česko;Zemřelí - absolutní údaje; 37. týden 2013;45-64;336
Česko;Zemřelí - absolutní údaje; 37. týden 2013;65-74;428
Česko;Zemřelí - absolutní údaje; 37. týden 2013;75-84;570
Česko;Zemřelí - absolutní údaje; 37. týden 2013;85 a více;470
Česko;Zemřelí - absolutní údaje; 36. týden 2013;celkem;1856
Česko;Zemřelí - absolutní údaje; 36. týden 2013;0-14;9
Česko;Zemřelí - absolutní údaje; 36. týden 2013;15-44;74
Česko;Zemřelí - absolutní údaje; 36. týden 2013;45-64;315
Česko;Zemřelí - absolutní údaje; 36. týden 2013;65-74;439
Česko;Zemřelí - absolutní údaje; 36. týden 2013;75-84;562
Česko;Zemřelí - absolutní údaje; 36. týden 2013;85 a více;457
Česko;Zemřelí - absolutní údaje; 35. týden 2013;celkem;1855
Česko;Zemřelí - absolutní údaje; 35. týden 2013;0-14;4
Česko;Zemřelí - absolutní údaje; 35. týden 2013;15-44;66
Česko;Zemřelí - absolutní údaje; 35. týden 2013;45-64;346
Česko;Zemřelí - absolutní údaje; 35. týden 2013;65-74;421
Česko;Zemřelí - absolutní údaje; 35. týden 2013;75-84;562
Česko;Zemřelí - absolutní údaje; 35. týden 2013;85 a více;456
Česko;Zemřelí - absolutní údaje; 34. týden 2013;celkem;1860
Česko;Zemřelí - absolutní údaje; 34. týden 2013;0-14;8
Česko;Zemřelí - absolutní údaje; 34. týden 2013;15-44;81
Česko;Zemřelí - absolutní údaje; 34. týden 2013;45-64;355
Česko;Zemřelí - absolutní údaje; 34. týden 2013;65-74;384
Česko;Zemřelí - absolutní údaje; 34. týden 2013;75-84;556
Česko;Zemřelí - absolutní údaje; 34. týden 2013;85 a více;476
Česko;Zemřelí - absolutní údaje; 33. týden 2013;celkem;1757
Česko;Zemřelí - absolutní údaje; 33. týden 2013;0-14;8
Česko;Zemřelí - absolutní údaje; 33. týden 2013;15-44;71
Česko;Zemřelí - absolutní údaje; 33. týden 2013;45-64;327
Česko;Zemřelí - absolutní údaje; 33. týden 2013;65-74;369
Česko;Zemřelí - absolutní údaje; 33. týden 2013;75-84;536
Česko;Zemřelí - absolutní údaje; 33. týden 2013;85 a více;446
Česko;Zemřelí - absolutní údaje; 32. týden 2013;celkem;2022
Česko;Zemřelí - absolutní údaje; 32. týden 2013;0-14;13
Česko;Zemřelí - absolutní údaje; 32. týden 2013;15-44;75
Česko;Zemřelí - absolutní údaje; 32. týden 2013;45-64;328
Česko;Zemřelí - absolutní údaje; 32. týden 2013;65-74;446
Česko;Zemřelí - absolutní údaje; 32. týden 2013;75-84;589
Česko;Zemřelí - absolutní údaje; 32. týden 2013;85 a více;571
Česko;Zemřelí - absolutní údaje; 31. týden 2013;celkem;2052
Česko;Zemřelí - absolutní údaje; 31. týden 2013;0-14;5
Česko;Zemřelí - absolutní údaje; 31. týden 2013;15-44;71
Česko;Zemřelí - absolutní údaje; 31. týden 2013;45-64;351
Česko;Zemřelí - absolutní údaje; 31. týden 2013;65-74;454
Česko;Zemřelí - absolutní údaje; 31. týden 2013;75-84;611
Česko;Zemřelí - absolutní údaje; 31. týden 2013;85 a více;560
Česko;Zemřelí - absolutní údaje; 30. týden 2013;celkem;2141
Česko;Zemřelí - absolutní údaje; 30. týden 2013;0-14;9
Česko;Zemřelí - absolutní údaje; 30. týden 2013;15-44;87
Česko;Zemřelí - absolutní údaje; 30. týden 2013;45-64;407
Česko;Zemřelí - absolutní údaje; 30. týden 2013;65-74;449
Česko;Zemřelí - absolutní údaje; 30. týden 2013;75-84;638
Česko;Zemřelí - absolutní údaje; 30. týden 2013;85 a více;551
Česko;Zemřelí - absolutní údaje; 29. týden 2013;celkem;1943
Česko;Zemřelí - absolutní údaje; 29. týden 2013;0-14;5
Česko;Zemřelí - absolutní údaje; 29. týden 2013;15-44;77
Česko;Zemřelí - absolutní údaje; 29. týden 2013;45-64;326
Česko;Zemřelí - absolutní údaje; 29. týden 2013;65-74;434
Česko;Zemřelí - absolutní údaje; 29. týden 2013;75-84;601
Česko;Zemřelí - absolutní údaje; 29. týden 2013;85 a více;500
Česko;Zemřelí - absolutní údaje; 28. týden 2013;celkem;1953
Česko;Zemřelí - absolutní údaje; 28. týden 2013;0-14;5
Česko;Zemřelí - absolutní údaje; 28. týden 2013;15-44;58
Česko;Zemřelí - absolutní údaje; 28. týden 2013;45-64;351
Česko;Zemřelí - absolutní údaje; 28. týden 2013;65-74;413
Česko;Zemřelí - absolutní údaje; 28. týden 2013;75-84;568
Česko;Zemřelí - absolutní údaje; 28. týden 2013;85 a více;558
Česko;Zemřelí - absolutní údaje; 27. týden 2013;celkem;1999
Česko;Zemřelí - absolutní údaje; 27. týden 2013;0-14;4
Česko;Zemřelí - absolutní údaje; 27. týden 2013;15-44;59
Česko;Zemřelí - absolutní údaje; 27. týden 2013;45-64;349
Česko;Zemřelí - absolutní údaje; 27. týden 2013;65-74;472
Česko;Zemřelí - absolutní údaje; 27. týden 2013;75-84;583
Česko;Zemřelí - absolutní údaje; 27. týden 2013;85 a více;532
Česko;Zemřelí - absolutní údaje; 26. týden 2013;celkem;1856
Česko;Zemřelí - absolutní údaje; 26. týden 2013;0-14;4
Česko;Zemřelí - absolutní údaje; 26. týden 2013;15-44;82
Česko;Zemřelí - absolutní údaje; 26. týden 2013;45-64;312
Česko;Zemřelí - absolutní údaje; 26. týden 2013;65-74;375
Česko;Zemřelí - absolutní údaje; 26. týden 2013;75-84;603
Česko;Zemřelí - absolutní údaje; 26. týden 2013;85 a více;480
Česko;Zemřelí - absolutní údaje; 25. týden 2013;celkem;2338
Česko;Zemřelí - absolutní údaje; 25. týden 2013;0-14;5
Česko;Zemřelí - absolutní údaje; 25. týden 2013;15-44;61
Česko;Zemřelí - absolutní údaje; 25. týden 2013;45-64;389
Česko;Zemřelí - absolutní údaje; 25. týden 2013;65-74;489
Česko;Zemřelí - absolutní údaje; 25. týden 2013;75-84;693
Česko;Zemřelí - absolutní údaje; 25. týden 2013;85 a více;701
Česko;Zemřelí - absolutní údaje; 24. týden 2013;celkem;1908
Česko;Zemřelí - absolutní údaje; 24. týden 2013;0-14;3
Česko;Zemřelí - absolutní údaje; 24. týden 2013;15-44;56
Česko;Zemřelí - absolutní údaje; 24. týden 2013;45-64;327
Česko;Zemřelí - absolutní údaje; 24. týden 2013;65-74;450
Česko;Zemřelí - absolutní údaje; 24. týden 2013;75-84;554
Česko;Zemřelí - absolutní údaje; 24. týden 2013;85 a více;518
Česko;Zemřelí - absolutní údaje; 23. týden 2013;celkem;1949
Česko;Zemřelí - absolutní údaje; 23. týden 2013;0-14;2
Česko;Zemřelí - absolutní údaje; 23. týden 2013;15-44;53
Česko;Zemřelí - absolutní údaje; 23. týden 2013;45-64;333
Česko;Zemřelí - absolutní údaje; 23. týden 2013;65-74;435
Česko;Zemřelí - absolutní údaje; 23. týden 2013;75-84;621
Česko;Zemřelí - absolutní údaje; 23. týden 2013;85 a více;505
Česko;Zemřelí - absolutní údaje; 22. týden 2013;celkem;2005
Česko;Zemřelí - absolutní údaje; 22. týden 2013;0-14;10
Česko;Zemřelí - absolutní údaje; 22. týden 2013;15-44;67
Česko;Zemřelí - absolutní údaje; 22. týden 2013;45-64;334
Česko;Zemřelí - absolutní údaje; 22. týden 2013;65-74;444
Česko;Zemřelí - absolutní údaje; 22. týden 2013;75-84;627
Česko;Zemřelí - absolutní údaje; 22. týden 2013;85 a více;523
Česko;Zemřelí - absolutní údaje; 21. týden 2013;celkem;1975
Česko;Zemřelí - absolutní údaje; 21. týden 2013;0-14;7
Česko;Zemřelí - absolutní údaje; 21. týden 2013;15-44;54
Česko;Zemřelí - absolutní údaje; 21. týden 2013;45-64;388
Česko;Zemřelí - absolutní údaje; 21. týden 2013;65-74;453
