Území;Ukazatel;Týdny;Věkové skupiny (roky);value
Česko;Zemřelí - absolutní údaje; 07. týden 2022;15-44;53
Česko;Zemřelí - absolutní údaje; 07. týden 2022;45-64;324
Česko;Zemřelí - absolutní údaje; 07. týden 2022;65-74;563
Česko;Zemřelí - absolutní údaje; 07. týden 2022;75-84;849
Česko;Zemřelí - absolutní údaje; 07. týden 2022;85 a více;819
Česko;Zemřelí - absolutní údaje; 06. týden 2022;celkem;2676
Česko;Zemřelí - absolutní údaje; 06. týden 2022;0-14;12
Česko;Zemřelí - absolutní údaje; 06. týden 2022;15-44;55
Česko;Zemřelí - absolutní údaje; 06. týden 2022;45-64;308
Česko;Zemřelí - absolutní údaje; 06. týden 2022;65-74;598
Česko;Zemřelí - absolutní údaje; 06. týden 2022;75-84;900
Česko;Zemřelí - absolutní údaje; 06. týden 2022;85 a více;803
Česko;Zemřelí - absolutní údaje; 05. týden 2022;celkem;2627
Česko;Zemřelí - absolutní údaje; 05. týden 2022;0-14;9
Česko;Zemřelí - absolutní údaje; 05. týden 2022;15-44;57
Česko;Zemřelí - absolutní údaje; 05. týden 2022;45-64;347
Česko;Zemřelí - absolutní údaje; 05. týden 2022;65-74;637
Česko;Zemřelí - absolutní údaje; 05. týden 2022;75-84;782
Česko;Zemřelí - absolutní údaje; 05. týden 2022;85 a více;795
Česko;Zemřelí - absolutní údaje; 04. týden 2022;celkem;2372
Česko;Zemřelí - absolutní údaje; 04. týden 2022;0-14;9
Česko;Zemřelí - absolutní údaje; 04. týden 2022;15-44;70
Česko;Zemřelí - absolutní údaje; 04. týden 2022;45-64;325
Česko;Zemřelí - absolutní údaje; 04. týden 2022;65-74;528
Česko;Zemřelí - absolutní údaje; 04. týden 2022;75-84;750
Česko;Zemřelí - absolutní údaje; 04. týden 2022;85 a více;690
Česko;Zemřelí - absolutní údaje; 03. týden 2022;celkem;2358
Česko;Zemřelí - absolutní údaje; 03. týden 2022;0-14;2
Česko;Zemřelí - absolutní údaje; 03. týden 2022;15-44;51
Česko;Zemřelí - absolutní údaje; 03. týden 2022;45-64;288
Česko;Zemřelí - absolutní údaje; 03. týden 2022;65-74;575
Česko;Zemřelí - absolutní údaje; 03. týden 2022;75-84;767
Česko;Zemřelí - absolutní údaje; 03. týden 2022;85 a více;675
Česko;Zemřelí - absolutní údaje; 02. týden 2022;celkem;2553
Česko;Zemřelí - absolutní údaje; 02. týden 2022;0-14;10
Česko;Zemřelí - absolutní údaje; 02. týden 2022;15-44;53
Česko;Zemřelí - absolutní údaje; 02. týden 2022;45-64;375
Česko;Zemřelí - absolutní údaje; 02. týden 2022;65-74;603
Česko;Zemřelí - absolutní údaje; 02. týden 2022;75-84;787
Česko;Zemřelí - absolutní údaje; 02. týden 2022;85 a více;725
Česko;Zemřelí - absolutní údaje; 01. týden 2022;celkem;2553
Česko;Zemřelí - absolutní údaje; 01. týden 2022;0-14;4
Česko;Zemřelí - absolutní údaje; 01. týden 2022;15-44;71
Česko;Zemřelí - absolutní údaje; 01. týden 2022;45-64;358
Česko;Zemřelí - absolutní údaje; 01. týden 2022;65-74;612
Česko;Zemřelí - absolutní údaje; 01. týden 2022;75-84;796
Česko;Zemřelí - absolutní údaje; 01. týden 2022;85 a více;712
Česko;Zemřelí - absolutní údaje; 52. týden 2021;celkem;2769
Česko;Zemřelí - absolutní údaje; 52. týden 2021;0-14;11
Česko;Zemřelí - absolutní údaje; 52. týden 2021;15-44;76
Česko;Zemřelí - absolutní údaje; 52. týden 2021;45-64;396
Česko;Zemřelí - absolutní údaje; 52. týden 2021;65-74;679
Česko;Zemřelí - absolutní údaje; 52. týden 2021;75-84;869
Česko;Zemřelí - absolutní údaje; 52. týden 2021;85 a více;738
Česko;Zemřelí - absolutní údaje; 51. týden 2021;celkem;2937
Česko;Zemřelí - absolutní údaje; 51. týden 2021;0-14;8
Česko;Zemřelí - absolutní údaje; 51. týden 2021;15-44;68
Česko;Zemřelí - absolutní údaje; 51. týden 2021;45-64;415
Česko;Zemřelí - absolutní údaje; 51. týden 2021;65-74;725
Česko;Zemřelí - absolutní údaje; 51. týden 2021;75-84;898
Česko;Zemřelí - absolutní údaje; 51. týden 2021;85 a více;823
Česko;Zemřelí - absolutní údaje; 50. týden 2021;celkem;3132
Česko;Zemřelí - absolutní údaje; 50. týden 2021;0-14;6
Česko;Zemřelí - absolutní údaje; 50. týden 2021;15-44;76
Česko;Zemřelí - absolutní údaje; 50. týden 2021;45-64;425
Česko;Zemřelí - absolutní údaje; 50. týden 2021;65-74;793
Česko;Zemřelí - absolutní údaje; 50. týden 2021;75-84;945
Česko;Zemřelí - absolutní údaje; 50. týden 2021;85 a více;887
Česko;Zemřelí - absolutní údaje; 49. týden 2021;celkem;3370
Česko;Zemřelí - absolutní údaje; 49. týden 2021;0-14;9
Česko;Zemřelí - absolutní údaje; 49. týden 2021;15-44;74
Česko;Zemřelí - absolutní údaje; 49. týden 2021;45-64;431
Česko;Zemřelí - absolutní údaje; 49. týden 2021;65-74;814
Česko;Zemřelí - absolutní údaje; 49. týden 2021;75-84;1070
Česko;Zemřelí - absolutní údaje; 49. týden 2021;85 a více;972
Česko;Zemřelí - absolutní údaje; 48. týden 2021;celkem;3388
Česko;Zemřelí - absolutní údaje; 48. týden 2021;0-14;11
Česko;Zemřelí - absolutní údaje; 48. týden 2021;15-44;64
Česko;Zemřelí - absolutní údaje; 48. týden 2021;45-64;425
Česko;Zemřelí - absolutní údaje; 48. týden 2021;65-74;823
Česko;Zemřelí - absolutní údaje; 48. týden 2021;75-84;1123
Česko;Zemřelí - absolutní údaje; 48. týden 2021;85 a více;942
Česko;Zemřelí - absolutní údaje; 47. týden 2021;celkem;3235
Česko;Zemřelí - absolutní údaje; 47. týden 2021;0-14;8
Česko;Zemřelí - absolutní údaje; 47. týden 2021;15-44;70
Česko;Zemřelí - absolutní údaje; 47. týden 2021;45-64;396
Česko;Zemřelí - absolutní údaje; 47. týden 2021;65-74;783
Česko;Zemřelí - absolutní údaje; 47. týden 2021;75-84;1040
Česko;Zemřelí - absolutní údaje; 47. týden 2021;85 a více;938
Česko;Zemřelí - absolutní údaje; 46. týden 2021;celkem;3047
Česko;Zemřelí - absolutní údaje; 46. týden 2021;0-14;16
Česko;Zemřelí - absolutní údaje; 46. týden 2021;15-44;65
Česko;Zemřelí - absolutní údaje; 46. týden 2021;45-64;370
Česko;Zemřelí - absolutní údaje; 46. týden 2021;65-74;716
Česko;Zemřelí - absolutní údaje; 46. týden 2021;75-84;1017
Česko;Zemřelí - absolutní údaje; 46. týden 2021;85 a více;863
Česko;Zemřelí - absolutní údaje; 45. týden 2021;celkem;2883
Česko;Zemřelí - absolutní údaje; 45. týden 2021;0-14;7
Česko;Zemřelí - absolutní údaje; 45. týden 2021;15-44;71
Česko;Zemřelí - absolutní údaje; 45. týden 2021;45-64;386
Česko;Zemřelí - absolutní údaje; 45. týden 2021;65-74;697
Česko;Zemřelí - absolutní údaje; 45. týden 2021;75-84;887
Česko;Zemřelí - absolutní údaje; 45. týden 2021;85 a více;835
Česko;Zemřelí - absolutní údaje; 44. týden 2021;celkem;2691
Česko;Zemřelí - absolutní údaje; 44. týden 2021;0-14;4
Česko;Zemřelí - absolutní údaje; 44. týden 2021;15-44;73
Česko;Zemřelí - absolutní údaje; 44. týden 2021;45-64;350
Česko;Zemřelí - absolutní údaje; 44. týden 2021;65-74;577
Česko;Zemřelí - absolutní údaje; 44. týden 2021;75-84;857
Česko;Zemřelí - absolutní údaje; 44. týden 2021;85 a více;830
Česko;Zemřelí - absolutní údaje; 43. týden 2021;celkem;2570
Česko;Zemřelí - absolutní údaje; 43. týden 2021;0-14;9
Česko;Zemřelí - absolutní údaje; 43. týden 2021;15-44;74
Česko;Zemřelí - absolutní údaje; 43. týden 2021;45-64;324
Česko;Zemřelí - absolutní údaje; 43. týden 2021;65-74;593
Česko;Zemřelí - absolutní údaje; 43. týden 2021;75-84;830
Česko;Zemřelí - absolutní údaje; 43. týden 2021;85 a více;740
Česko;Zemřelí - absolutní údaje; 42. týden 2021;celkem;2311
Česko;Zemřelí - absolutní údaje; 42. týden 2021;0-14;8
Česko;Zemřelí - absolutní údaje; 42. týden 2021;15-44;60
Česko;Zemřelí - absolutní údaje; 42. týden 2021;45-64;322
Česko;Zemřelí - absolutní údaje; 42. týden 2021;65-74;520
Česko;Zemřelí - absolutní údaje; 42. týden 2021;75-84;734
Česko;Zemřelí - absolutní údaje; 42. týden 2021;85 a více;667
Česko;Zemřelí - absolutní údaje; 41. týden 2021;celkem;2217
Česko;Zemřelí - absolutní údaje; 41. týden 2021;0-14;7
Česko;Zemřelí - absolutní údaje; 41. týden 2021;15-44;43
Česko;Zemřelí - absolutní údaje; 41. týden 2021;45-64;298
Česko;Zemřelí - absolutní údaje; 41. týden 2021;65-74;507
Česko;Zemřelí - absolutní údaje; 41. týden 2021;75-84;722
Česko;Zemřelí - absolutní údaje; 41. týden 2021;85 a více;640
Česko;Zemřelí - absolutní údaje; 40. týden 2021;celkem;2112
Česko;Zemřelí - absolutní údaje; 40. týden 2021;0-14;5
Česko;Zemřelí - absolutní údaje; 40. týden 2021;15-44;56
Česko;Zemřelí - absolutní údaje; 40. týden 2021;45-64;296
Česko;Zemřelí - absolutní údaje; 40. týden 2021;65-74;514
Česko;Zemřelí - absolutní údaje; 40. týden 2021;75-84;620
Česko;Zemřelí - absolutní údaje; 40. týden 2021;85 a více;621
Česko;Zemřelí - absolutní údaje; 39. týden 2021;celkem;2074
Česko;Zemřelí - absolutní údaje; 39. týden 2021;0-14;7
Česko;Zemřelí - absolutní údaje; 39. týden 2021;15-44;49
Česko;Zemřelí - absolutní údaje; 39. týden 2021;45-64;281
Česko;Zemřelí - absolutní údaje; 39. týden 2021;65-74;496
Česko;Zemřelí - absolutní údaje; 39. týden 2021;75-84;600
Česko;Zemřelí - absolutní údaje; 39. týden 2021;85 a více;641
Česko;Zemřelí - absolutní údaje; 38. týden 2021;celkem;2098
Česko;Zemřelí - absolutní údaje; 38. týden 2021;0-14;9
Česko;Zemřelí - absolutní údaje; 38. týden 2021;15-44;56
Česko;Zemřelí - absolutní údaje; 38. týden 2021;45-64;281
Česko;Zemřelí - absolutní údaje; 38. týden 2021;65-74;490
Česko;Zemřelí - absolutní údaje; 38. týden 2021;75-84;654
Česko;Zemřelí - absolutní údaje; 38. týden 2021;85 a více;608
Česko;Zemřelí - absolutní údaje; 37. týden 2021;celkem;2125
Česko;Zemřelí - absolutní údaje; 37. týden 2021;0-14;6
Česko;Zemřelí - absolutní údaje; 37. týden 2021;15-44;62
Česko;Zemřelí - absolutní údaje; 37. týden 2021;45-64;289
Česko;Zemřelí - absolutní údaje; 37. týden 2021;65-74;516
Česko;Zemřelí - absolutní údaje; 37. týden 2021;75-84;632
Česko;Zemřelí - absolutní údaje; 37. týden 2021;85 a více;620
Česko;Zemřelí - absolutní údaje; 36. týden 2021;celkem;2074
Česko;Zemřelí - absolutní údaje; 36. týden 2021;0-14;6
Česko;Zemřelí - absolutní údaje; 36. týden 2021;15-44;57
Česko;Zemřelí - absolutní údaje; 36. týden 2021;45-64;264
Česko;Zemřelí - absolutní údaje; 36. týden 2021;65-74;515
Česko;Zemřelí - absolutní údaje; 36. týden 2021;75-84;640
Česko;Zemřelí - absolutní údaje; 36. týden 2021;85 a více;592
Česko;Zemřelí - absolutní údaje; 35. týden 2021;celkem;1999
Česko;Zemřelí - absolutní údaje; 35. týden 2021;0-14;7
Česko;Zemřelí - absolutní údaje; 35. týden 2021;15-44;64
Česko;Zemřelí - absolutní údaje; 35. týden 2021;45-64;290
Česko;Zemřelí - absolutní údaje; 35. týden 2021;65-74;463
Česko;Zemřelí - absolutní údaje; 35. týden 2021;75-84;570
Česko;Zemřelí - absolutní údaje; 35. týden 2021;85 a více;605
Česko;Zemřelí - absolutní údaje; 34. týden 2021;celkem;1955
Česko;Zemřelí - absolutní údaje; 34. týden 2021;0-14;8
Česko;Zemřelí - absolutní údaje; 34. týden 2021;15-44;57
Česko;Zemřelí - absolutní údaje; 34. týden 2021;45-64;277
Česko;Zemřelí - absolutní údaje; 34. týden 2021;65-74;465
Česko;Zemřelí - absolutní údaje; 34. týden 2021;75-84;581
Česko;Zemřelí - absolutní údaje; 34. týden 2021;85 a více;567
Česko;Zemřelí - absolutní údaje; 33. týden 2021;celkem;1983
Česko;Zemřelí - absolutní údaje; 33. týden 2021;0-14;13
Česko;Zemřelí - absolutní údaje; 33. týden 2021;15-44;72
Česko;Zemřelí - absolutní údaje; 33. týden 2021;45-64;275
Česko;Zemřelí - absolutní údaje; 33. týden 2021;65-74;501
Česko;Zemřelí - absolutní údaje; 33. týden 2021;75-84;554
Česko;Zemřelí - absolutní údaje; 33. týden 2021;85 a více;568
Česko;Zemřelí - absolutní údaje; 32. týden 2021;celkem;2032
Česko;Zemřelí - absolutní údaje; 32. týden 2021;0-14;10
Česko;Zemřelí - absolutní údaje; 32. týden 2021;15-44;70
Česko;Zemřelí - absolutní údaje; 32. týden 2021;45-64;267
Česko;Zemřelí - absolutní údaje; 32. týden 2021;65-74;504
Česko;Zemřelí - absolutní údaje; 32. týden 2021;75-84;640
Česko;Zemřelí - absolutní údaje; 32. týden 2021;85 a více;541
Česko;Zemřelí - absolutní údaje; 31. týden 2021;celkem;1912
Česko;Zemřelí - absolutní údaje; 31. týden 2021;0-14;7
Česko;Zemřelí - absolutní údaje; 31. týden 2021;15-44;43
Česko;Zemřelí - absolutní údaje; 31. týden 2021;45-64;274
Česko;Zemřelí - absolutní údaje; 31. týden 2021;65-74;453
Česko;Zemřelí - absolutní údaje; 31. týden 2021;75-84;590
Česko;Zemřelí - absolutní údaje; 31. týden 2021;85 a více;545
Česko;Zemřelí - absolutní údaje; 30. týden 2021;celkem;2107
Česko;Zemřelí - absolutní údaje; 30. týden 2021;0-14;6
Česko;Zemřelí - absolutní údaje; 30. týden 2021;15-44;52
Česko;Zemřelí - absolutní údaje; 30. týden 2021;45-64;294
Česko;Zemřelí - absolutní údaje; 30. týden 2021;65-74;475
Česko;Zemřelí - absolutní údaje; 30. týden 2021;75-84;684
Česko;Zemřelí - absolutní údaje; 30. týden 2021;85 a více;596
Česko;Zemřelí - absolutní údaje; 29. týden 2021;celkem;1959
Česko;Zemřelí - absolutní údaje; 29. týden 2021;0-14;9
Česko;Zemřelí - absolutní údaje; 29. týden 2021;15-44;60
Česko;Zemřelí - absolutní údaje; 29. týden 2021;45-64;275
Česko;Zemřelí - absolutní údaje; 29. týden 2021;65-74;481
Česko;Zemřelí - absolutní údaje; 29. týden 2021;75-84;586
Česko;Zemřelí - absolutní údaje; 29. týden 2021;85 a více;548
Česko;Zemřelí - absolutní údaje; 28. týden 2021;celkem;2030
Česko;Zemřelí - absolutní údaje; 28. týden 2021;0-14;8
Česko;Zemřelí - absolutní údaje; 28. týden 2021;15-44;62
Česko;Zemřelí - absolutní údaje; 28. týden 2021;45-64;285
Česko;Zemřelí - absolutní údaje; 28. týden 2021;65-74;461
Česko;Zemřelí - absolutní údaje; 28. týden 2021;75-84;593
Česko;Zemřelí - absolutní údaje; 28. týden 2021;85 a více;621
Česko;Zemřelí - absolutní údaje; 27. týden 2021;celkem;1935
Česko;Zemřelí - absolutní údaje; 27. týden 2021;0-14;9
Česko;Zemřelí - absolutní údaje; 27. týden 2021;15-44;58
Česko;Zemřelí - absolutní údaje; 27. týden 2021;45-64;288
Česko;Zemřelí - absolutní údaje; 27. týden 2021;65-74;458
Česko;Zemřelí - absolutní údaje; 27. týden 2021;75-84;543
Česko;Zemřelí - absolutní údaje; 27. týden 2021;85 a více;579
Česko;Zemřelí - absolutní údaje; 26. týden 2021;celkem;1887
Česko;Zemřelí - absolutní údaje; 26. týden 2021;0-14;9
Česko;Zemřelí - absolutní údaje; 26. týden 2021;15-44;62
Česko;Zemřelí - absolutní údaje; 26. týden 2021;45-64;277
Česko;Zemřelí - absolutní údaje; 26. týden 2021;65-74;449
Česko;Zemřelí - absolutní údaje; 26. týden 2021;75-84;547
Česko;Zemřelí - absolutní údaje; 26. týden 2021;85 a více;543
Česko;Zemřelí - absolutní údaje; 25. týden 2021;celkem;2002
Česko;Zemřelí - absolutní údaje; 25. týden 2021;0-14;9
Česko;Zemřelí - absolutní údaje; 25. týden 2021;15-44;55
Česko;Zemřelí - absolutní údaje; 25. týden 2021;45-64;268
Česko;Zemřelí - absolutní údaje; 25. týden 2021;65-74;458
Česko;Zemřelí - absolutní údaje; 25. týden 2021;75-84;570
Česko;Zemřelí - absolutní údaje; 25. týden 2021;85 a více;642
Česko;Zemřelí - absolutní údaje; 24. týden 2021;celkem;2055
Česko;Zemřelí - absolutní údaje; 24. týden 2021;0-14;3
Česko;Zemřelí - absolutní údaje; 24. týden 2021;15-44;48
Česko;Zemřelí - absolutní údaje; 24. týden 2021;45-64;331
Česko;Zemřelí - absolutní údaje; 24. týden 2021;65-74;467
Česko;Zemřelí - absolutní údaje; 24. týden 2021;75-84;623
Česko;Zemřelí - absolutní údaje; 24. týden 2021;85 a více;583
Česko;Zemřelí - absolutní údaje; 23. týden 2021;celkem;1967
Česko;Zemřelí - absolutní údaje; 23. týden 2021;0-14;8
Česko;Zemřelí - absolutní údaje; 23. týden 2021;15-44;64
Česko;Zemřelí - absolutní údaje; 23. týden 2021;45-64;265
Česko;Zemřelí - absolutní údaje; 23. týden 2021;65-74;492
Česko;Zemřelí - absolutní údaje; 23. týden 2021;75-84;595
Česko;Zemřelí - absolutní údaje; 23. týden 2021;85 a více;543
Česko;Zemřelí - absolutní údaje; 22. týden 2021;celkem;2054
Česko;Zemřelí - absolutní údaje; 22. týden 2021;0-14;7
Česko;Zemřelí - absolutní údaje; 22. týden 2021;15-44;50
Česko;Zemřelí - absolutní údaje; 22. týden 2021;45-64;288
Česko;Zemřelí - absolutní údaje; 22. týden 2021;65-74;547
Česko;Zemřelí - absolutní údaje; 22. týden 2021;75-84;595
Česko;Zemřelí - absolutní údaje; 22. týden 2021;85 a více;567
Česko;Zemřelí - absolutní údaje; 21. týden 2021;celkem;1959
Česko;Zemřelí - absolutní údaje; 21. týden 2021;0-14;7
Česko;Zemřelí - absolutní údaje; 21. týden 2021;15-44;42
Česko;Zemřelí - absolutní údaje; 21. týden 2021;45-64;275
Česko;Zemřelí - absolutní údaje; 21. týden 2021;65-74;472
Česko;Zemřelí - absolutní údaje; 21. týden 2021;75-84;591
Česko;Zemřelí - absolutní údaje; 21. týden 2021;85 a více;572
Česko;Zemřelí - absolutní údaje; 20. týden 2021;celkem;2052
Česko;Zemřelí - absolutní údaje; 20. týden 2021;0-14;3
Česko;Zemřelí - absolutní údaje; 20. týden 2021;15-44;48
Česko;Zemřelí - absolutní údaje; 20. týden 2021;45-64;314
Česko;Zemřelí - absolutní údaje; 20. týden 2021;65-74;494
Česko;Zemřelí - absolutní údaje; 20. týden 2021;75-84;609
Česko;Zemřelí - absolutní údaje; 20. týden 2021;85 a více;584
Česko;Zemřelí - absolutní údaje; 19. týden 2021;celkem;2247
Česko;Zemřelí - absolutní údaje; 19. týden 2021;0-14;9
Česko;Zemřelí - absolutní údaje; 19. týden 2021;15-44;56
Česko;Zemřelí - absolutní údaje; 19. týden 2021;45-64;328
Česko;Zemřelí - absolutní údaje; 19. týden 2021;65-74;592
Česko;Zemřelí - absolutní údaje; 19. týden 2021;75-84;661
Česko;Zemřelí - absolutní údaje; 19. týden 2021;85 a více;601
Česko;Zemřelí - absolutní údaje; 18. týden 2021;celkem;2305
Česko;Zemřelí - absolutní údaje; 18. týden 2021;0-14;10
Česko;Zemřelí - absolutní údaje; 18. týden 2021;15-44;57
Česko;Zemřelí - absolutní údaje; 18. týden 2021;45-64;352
Česko;Zemřelí - absolutní údaje; 18. týden 2021;65-74;621
Česko;Zemřelí - absolutní údaje; 18. týden 2021;75-84;657
Česko;Zemřelí - absolutní údaje; 18. týden 2021;85 a více;608
Česko;Zemřelí - absolutní údaje; 17. týden 2021;celkem;2475
Česko;Zemřelí - absolutní údaje; 17. týden 2021;0-14;10
Česko;Zemřelí - absolutní údaje; 17. týden 2021;15-44;73
Česko;Zemřelí - absolutní údaje; 17. týden 2021;45-64;369
Česko;Zemřelí - absolutní údaje; 17. týden 2021;65-74;639
Česko;Zemřelí - absolutní údaje; 17. týden 2021;75-84;759
Česko;Zemřelí - absolutní údaje; 17. týden 2021;85 a více;625
Česko;Zemřelí - absolutní údaje; 16. týden 2021;celkem;2511
Česko;Zemřelí - absolutní údaje; 16. týden 2021;0-14;8
Česko;Zemřelí - absolutní údaje; 16. týden 2021;15-44;65
Česko;Zemřelí - absolutní údaje; 16. týden 2021;45-64;396
Česko;Zemřelí - absolutní údaje; 16. týden 2021;65-74;622
Česko;Zemřelí - absolutní údaje; 16. týden 2021;75-84;786
Česko;Zemřelí - absolutní údaje; 16. týden 2021;85 a více;634
Česko;Zemřelí - absolutní údaje; 15. týden 2021;celkem;2639
Česko;Zemřelí - absolutní údaje; 15. týden 2021;0-14;7
Česko;Zemřelí - absolutní údaje; 15. týden 2021;15-44;61
Česko;Zemřelí - absolutní údaje; 15. týden 2021;45-64;417
Česko;Zemřelí - absolutní údaje; 15. týden 2021;65-74;714
Česko;Zemřelí - absolutní údaje; 15. týden 2021;75-84;792
Česko;Zemřelí - absolutní údaje; 15. týden 2021;85 a více;648
Česko;Zemřelí - absolutní údaje; 14. týden 2021;celkem;2947
Česko;Zemřelí - absolutní údaje; 14. týden 2021;0-14;9
Česko;Zemřelí - absolutní údaje; 14. týden 2021;15-44;68
Česko;Zemřelí - absolutní údaje; 14. týden 2021;45-64;450
Česko;Zemřelí - absolutní údaje; 14. týden 2021;65-74;827
Česko;Zemřelí - absolutní údaje; 14. týden 2021;75-84;898
Česko;Zemřelí - absolutní údaje; 14. týden 2021;85 a více;695
Česko;Zemřelí - absolutní údaje; 13. týden 2021;celkem;3389
Česko;Zemřelí - absolutní údaje; 13. týden 2021;0-14;2
Česko;Zemřelí - absolutní údaje; 13. týden 2021;15-44;79
Česko;Zemřelí - absolutní údaje; 13. týden 2021;45-64;495
Česko;Zemřelí - absolutní údaje; 13. týden 2021;65-74;942
Česko;Zemřelí - absolutní údaje; 13. týden 2021;75-84;1061
Česko;Zemřelí - absolutní údaje; 13. týden 2021;85 a více;810
Česko;Zemřelí - absolutní údaje; 12. týden 2021;celkem;3470
Česko;Zemřelí - absolutní údaje; 12. týden 2021;0-14;4
Česko;Zemřelí - absolutní údaje; 12. týden 2021;15-44;77
Česko;Zemřelí - absolutní údaje; 12. týden 2021;45-64;519
Česko;Zemřelí - absolutní údaje; 12. týden 2021;65-74;968
Česko;Zemřelí - absolutní údaje; 12. týden 2021;75-84;1128
Česko;Zemřelí - absolutní údaje; 12. týden 2021;85 a více;774
Česko;Zemřelí - absolutní údaje; 11. týden 2021;celkem;3835
Česko;Zemřelí - absolutní údaje; 11. týden 2021;0-14;4
Česko;Zemřelí - absolutní údaje; 11. týden 2021;15-44;72
Česko;Zemřelí - absolutní údaje; 11. týden 2021;45-64;561
Česko;Zemřelí - absolutní údaje; 11. týden 2021;65-74;1050
Česko;Zemřelí - absolutní údaje; 11. týden 2021;75-84;1215
Česko;Zemřelí - absolutní údaje; 11. týden 2021;85 a více;933
Česko;Zemřelí - absolutní údaje; 10. týden 2021;celkem;4028
Česko;Zemřelí - absolutní údaje; 10. týden 2021;0-14;6
Česko;Zemřelí - absolutní údaje; 10. týden 2021;15-44;90
Česko;Zemřelí - absolutní údaje; 10. týden 2021;45-64;565
Česko;Zemřelí - absolutní údaje; 10. týden 2021;65-74;1067
Česko;Zemřelí - absolutní údaje; 10. týden 2021;75-84;1298
Česko;Zemřelí - absolutní údaje; 10. týden 2021;85 a více;1002
Česko;Zemřelí - absolutní údaje; 09. týden 2021;celkem;3919
Česko;Zemřelí - absolutní údaje; 09. týden 2021;0-14;8
Česko;Zemřelí - absolutní údaje; 09. týden 2021;15-44;83
Česko;Zemřelí - absolutní údaje; 09. týden 2021;45-64;517
Česko;Zemřelí - absolutní údaje; 09. týden 2021;65-74;1023
Česko;Zemřelí - absolutní údaje; 09. týden 2021;75-84;1317
Česko;Zemřelí - absolutní údaje; 09. týden 2021;85 a více;971
Česko;Zemřelí - absolutní údaje; 08. týden 2021;celkem;3631
Česko;Zemřelí - absolutní údaje; 08. týden 2021;0-14;7
Česko;Zemřelí - absolutní údaje; 08. týden 2021;15-44;77
Česko;Zemřelí - absolutní údaje; 08. týden 2021;45-64;499
Česko;Zemřelí - absolutní údaje; 08. týden 2021;65-74;920
Česko;Zemřelí - absolutní údaje; 08. týden 2021;75-84;1158
Česko;Zemřelí - absolutní údaje; 08. týden 2021;85 a více;970
Česko;Zemřelí - absolutní údaje; 07. týden 2021;celkem;3472
Česko;Zemřelí - absolutní údaje; 07. týden 2021;0-14;12
Česko;Zemřelí - absolutní údaje; 07. týden 2021;15-44;81
Česko;Zemřelí - absolutní údaje; 07. týden 2021;45-64;461
Česko;Zemřelí - absolutní údaje; 07. týden 2021;65-74;930
Česko;Zemřelí - absolutní údaje; 07. týden 2021;75-84;1063
Česko;Zemřelí - absolutní údaje; 07. týden 2021;85 a více;925
Česko;Zemřelí - absolutní údaje; 06. týden 2021;celkem;3443
Česko;Zemřelí - absolutní údaje; 06. týden 2021;0-14;10
Česko;Zemřelí - absolutní údaje; 06. týden 2021;15-44;84
Česko;Zemřelí - absolutní údaje; 06. týden 2021;45-64;438
Česko;Zemřelí - absolutní údaje; 06. týden 2021;65-74;877
Česko;Zemřelí - absolutní údaje; 06. týden 2021;75-84;1052
Česko;Zemřelí - absolutní údaje; 06. týden 2021;85 a více;982
Česko;Zemřelí - absolutní údaje; 05. týden 2021;celkem;3274
Česko;Zemřelí - absolutní údaje; 05. týden 2021;0-14;13
Česko;Zemřelí - absolutní údaje; 05. týden 2021;15-44;63
Česko;Zemřelí - absolutní údaje; 05. týden 2021;45-64;412
Česko;Zemřelí - absolutní údaje; 05. týden 2021;65-74;818
Česko;Zemřelí - absolutní údaje; 05. týden 2021;75-84;1033
Česko;Zemřelí - absolutní údaje; 05. týden 2021;85 a více;935
Česko;Zemřelí - absolutní údaje; 04. týden 2021;celkem;3449
Česko;Zemřelí - absolutní údaje; 04. týden 2021;0-14;8
Česko;Zemřelí - absolutní údaje; 04. týden 2021;15-44;72
Česko;Zemřelí - absolutní údaje; 04. týden 2021;45-64;423
Česko;Zemřelí - absolutní údaje; 04. týden 2021;65-74;837
Česko;Zemřelí - absolutní údaje; 04. týden 2021;75-84;1063
Česko;Zemřelí - absolutní údaje; 04. týden 2021;85 a více;1046
Česko;Zemřelí - absolutní údaje; 03. týden 2021;celkem;3598
Česko;Zemřelí - absolutní údaje; 03. týden 2021;0-14;6
Česko;Zemřelí - absolutní údaje; 03. týden 2021;15-44;64
Česko;Zemřelí - absolutní údaje; 03. týden 2021;45-64;450
Česko;Zemřelí - absolutní údaje; 03. týden 2021;65-74;872
Česko;Zemřelí - absolutní údaje; 03. týden 2021;75-84;1141
Česko;Zemřelí - absolutní údaje; 03. týden 2021;85 a více;1065
Česko;Zemřelí - absolutní údaje; 02. týden 2021;celkem;3751
Česko;Zemřelí - absolutní údaje; 02. týden 2021;0-14;4
Česko;Zemřelí - absolutní údaje; 02. týden 2021;15-44;75
Česko;Zemřelí - absolutní údaje; 02. týden 2021;45-64;441
Česko;Zemřelí - absolutní údaje; 02. týden 2021;65-74;912
Česko;Zemřelí - absolutní údaje; 02. týden 2021;75-84;1173
Česko;Zemřelí - absolutní údaje; 02. týden 2021;85 a více;1146
Česko;Zemřelí - absolutní údaje; 01. týden 2021;celkem;3846
Česko;Zemřelí - absolutní údaje; 01. týden 2021;0-14;6
