Ukazatel;Typ indexu;Území;Klasifikace CZ-CPA;Roky;value
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související se stavbami a úpravou krajiny;2021;123.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související se stavbami a úpravou krajiny;2022;127.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související se stavbami a úpravou krajiny;2023;144.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související se stavbami a úpravou krajiny;2024;153.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;2016;100.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;2017;99.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;2018;100.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;2019;102.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;2020;103.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;2021;102.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;2022;105.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;2023;115.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Administrativní, kancelářské a jiné podpůrné služby pro podnikání;2024;116.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Železniční nákladní doprava;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Železniční nákladní doprava;2016;91.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Železniční nákladní doprava;2017;90.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Železniční nákladní doprava;2018;93.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Železniční nákladní doprava;2019;99.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Železniční nákladní doprava;2020;103.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Železniční nákladní doprava;2021;110.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Železniční nákladní doprava;2022;114.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Železniční nákladní doprava;2023;137.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Železniční nákladní doprava;2024;143.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Silniční nákladní doprava a stěhovací služby;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Silniční nákladní doprava a stěhovací služby;2016;100.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Silniční nákladní doprava a stěhovací služby;2017;100.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Silniční nákladní doprava a stěhovací služby;2018;101.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Silniční nákladní doprava a stěhovací služby;2019;103.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Silniční nákladní doprava a stěhovací služby;2020;104.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Silniční nákladní doprava a stěhovací služby;2021;105.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Silniční nákladní doprava a stěhovací služby;2022;112.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Silniční nákladní doprava a stěhovací služby;2023;113.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Silniční nákladní doprava a stěhovací služby;2024;114.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Silniční nákladní doprava;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Silniční nákladní doprava;2016;100.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Silniční nákladní doprava;2017;100.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Silniční nákladní doprava;2018;101.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Silniční nákladní doprava;2019;103.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Silniční nákladní doprava;2020;104.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Silniční nákladní doprava;2021;105.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Silniční nákladní doprava;2022;112.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Silniční nákladní doprava;2023;113.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Silniční nákladní doprava;2024;114.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vnitrozemská vodní nákladní doprava, pronájem nákladních plavidel, vlečení a tlačení lodí;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vnitrozemská vodní nákladní doprava, pronájem nákladních plavidel, vlečení a tlačení lodí;2016;99.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vnitrozemská vodní nákladní doprava, pronájem nákladních plavidel, vlečení a tlačení lodí;2017;99.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vnitrozemská vodní nákladní doprava, pronájem nákladních plavidel, vlečení a tlačení lodí;2018;91.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vnitrozemská vodní nákladní doprava, pronájem nákladních plavidel, vlečení a tlačení lodí;2019;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vnitrozemská vodní nákladní doprava, pronájem nákladních plavidel, vlečení a tlačení lodí;2020;105.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vnitrozemská vodní nákladní doprava, pronájem nákladních plavidel, vlečení a tlačení lodí;2021;108.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vnitrozemská vodní nákladní doprava, pronájem nákladních plavidel, vlečení a tlačení lodí;2022;123.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vnitrozemská vodní nákladní doprava, pronájem nákladních plavidel, vlečení a tlačení lodí;2023;135.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vnitrozemská vodní nákladní doprava, pronájem nákladních plavidel, vlečení a tlačení lodí;2024;137.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vnitrozemská vodní nákladní doprava;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vnitrozemská vodní nákladní doprava;2016;99.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vnitrozemská vodní nákladní doprava;2017;99.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vnitrozemská vodní nákladní doprava;2018;91.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vnitrozemská vodní nákladní doprava;2019;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vnitrozemská vodní nákladní doprava;2020;105.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vnitrozemská vodní nákladní doprava;2021;108.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vnitrozemská vodní nákladní doprava;2022;123.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vnitrozemská vodní nákladní doprava;2023;135.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vnitrozemská vodní nákladní doprava;2024;137.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Skladování;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Skladování;2016;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Skladování;2017;106.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Skladování;2018;106.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Skladování;2019;106.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Skladování;2020;105.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Skladování;2021;105.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Skladování;2022;104.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Skladování;2023;104.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Skladování;2024;104.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Podpůrné služby v dopravě;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Podpůrné služby v dopravě;2016;98.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Podpůrné služby v dopravě;2017;96.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Podpůrné služby v dopravě;2018;93.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Podpůrné služby v dopravě;2019;91.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Podpůrné služby v dopravě;2020;98.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Podpůrné služby v dopravě;2021;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Podpůrné služby v dopravě;2022;120.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Podpůrné služby v dopravě;2023;126.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Podpůrné služby v dopravě;2024;126.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poštovní služby poskytované na základě poštovní licence;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poštovní služby poskytované na základě poštovní licence;2016;107.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poštovní služby poskytované na základě poštovní licence;2017;113.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poštovní služby poskytované na základě poštovní licence;2018;124.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poštovní služby poskytované na základě poštovní licence;2019;134.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poštovní služby poskytované na základě poštovní licence;2020;140.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poštovní služby poskytované na základě poštovní licence;2021;145.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poštovní služby poskytované na základě poštovní licence;2022;150.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poštovní služby poskytované na základě poštovní licence;2023;175.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poštovní služby poskytované na základě poštovní licence;2024;184.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;2016;100.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;2017;101.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;2018;103.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;2019;104.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;2020;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;2021;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;2022;105.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;2023;109.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Kurýrní a ostatní poštovní služby;2024;113.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;2016;100.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;2017;102.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;2018;105.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;2019;107.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;2020;108.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;2021;110.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;2022;116.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;2023;123.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Vydávání knih, periodických publikací a ostatní vydavatelské služby;2024;128.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s pevnými telekomunikačními sítěmi;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s pevnými telekomunikačními sítěmi;2016;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s pevnými telekomunikačními sítěmi;2017;99.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s pevnými telekomunikačními sítěmi;2018;99.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s pevnými telekomunikačními sítěmi;2019;99.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s pevnými telekomunikačními sítěmi;2020;99.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s pevnými telekomunikačními sítěmi;2021;98.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s pevnými telekomunikačními sítěmi;2022;97.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s pevnými telekomunikačními sítěmi;2023;98.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s pevnými telekomunikačními sítěmi;2024;100.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s bezdrátovými telekomunikačními sítěmi;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s bezdrátovými telekomunikačními sítěmi;2016;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s bezdrátovými telekomunikačními sítěmi;2017;99.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s bezdrátovými telekomunikačními sítěmi;2018;98.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s bezdrátovými telekomunikačními sítěmi;2019;98.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s bezdrátovými telekomunikačními sítěmi;2020;98.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s bezdrátovými telekomunikačními sítěmi;2021;98.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s bezdrátovými telekomunikačními sítěmi;2022;97.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s bezdrátovými telekomunikačními sítěmi;2023;98.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby související s bezdrátovými telekomunikačními sítěmi;2024;98.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti programování a poradenství a související služby;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti programování a poradenství a související služby;2016;101.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti programování a poradenství a související služby;2017;102.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti programování a poradenství a související služby;2018;103.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti programování a poradenství a související služby;2019;107.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti programování a poradenství a související služby;2020;111.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti programování a poradenství a související služby;2021;114.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti programování a poradenství a související služby;2022;120.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti programování a poradenství a související služby;2023;130.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti programování a poradenství a související služby;2024;135.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Programování;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Programování;2016;101.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Programování;2017;101.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Programování;2018;102.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Programování;2019;107.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Programování;2020;110.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Programování;2021;114.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Programování;2022;119.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Programování;2023;127.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Programování;2024;132.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poradenství v oblasti počítačů;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poradenství v oblasti počítačů;2016;101.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poradenství v oblasti počítačů;2017;103.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poradenství v oblasti počítačů;2018;104.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poradenství v oblasti počítačů;2019;107.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poradenství v oblasti počítačů;2020;113.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poradenství v oblasti počítačů;2021;115.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poradenství v oblasti počítačů;2022;122.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poradenství v oblasti počítačů;2023;134.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Poradenství v oblasti počítačů;2024;140.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Zpracování dat, hosting a související služby; obsah webových portálů";2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Zpracování dat, hosting a související služby; obsah webových portálů";2016;99.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Zpracování dat, hosting a související služby; obsah webových portálů";2017;99.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Zpracování dat, hosting a související služby; obsah webových portálů";2018;100.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Zpracování dat, hosting a související služby; obsah webových portálů";2019;103.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Zpracování dat, hosting a související služby; obsah webových portálů";2020;104.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Zpracování dat, hosting a související služby; obsah webových portálů";2021;101.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Zpracování dat, hosting a související služby; obsah webových portálů";2022;109.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Zpracování dat, hosting a související služby; obsah webových portálů";2023;122.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Zpracování dat, hosting a související služby; obsah webových portálů";2024;124.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zpracování dat, hosting a související služby;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zpracování dat, hosting a související služby;2016;99.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zpracování dat, hosting a související služby;2017;99.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zpracování dat, hosting a související služby;2018;100.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zpracování dat, hosting a související služby;2019;103.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zpracování dat, hosting a související služby;2020;104.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zpracování dat, hosting a související služby;2021;101.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zpracování dat, hosting a související služby;2022;109.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zpracování dat, hosting a související služby;2023;122.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Zpracování dat, hosting a související služby;2024;124.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění;2016;97.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění;2017;101.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění;2018;105.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění;2019;112.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění;2020;115.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění;2021;116.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění;2022;117.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění;2023;120.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění;2024;122.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Neživotní pojištění;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Neživotní pojištění;2016;97.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Neživotní pojištění;2017;101.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Neživotní pojištění;2018;105.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Neživotní pojištění;2019;112.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Neživotní pojištění;2020;115.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Neživotní pojištění;2021;116.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Neživotní pojištění;2022;117.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Neživotní pojištění;2023;120.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Neživotní pojištění;2024;122.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění motorových vozidel;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění motorových vozidel;2016;97.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění motorových vozidel;2017;102.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění motorových vozidel;2018;112.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění motorových vozidel;2019;124.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění motorových vozidel;2020;129.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění motorových vozidel;2021;130.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění motorových vozidel;2022;132.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění motorových vozidel;2023;136.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Pojištění motorových vozidel;2024;138.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Ostatní pojištění motorových vozidel;2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Ostatní pojištění motorových vozidel;2016;97.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Ostatní pojištění motorových vozidel;2017;102.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Ostatní pojištění motorových vozidel;2018;112.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Ostatní pojištění motorových vozidel;2019;124.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Ostatní pojištění motorových vozidel;2020;129.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Ostatní pojištění motorových vozidel;2021;130.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Ostatní pojištění motorových vozidel;2022;132.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Ostatní pojištění motorových vozidel;2023;136.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Ostatní pojištění motorových vozidel;2024;138.9
