Ukazatel,Typ indexu,Území,Klasifikace CZ-CPA,Čtvrtletí,value
Index vývozních cen (%),Mezičtvrtletní index,Česko,Potravinářské výrobky,4. čtvrtletí 2023,100.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Potravinářské výrobky,1. čtvrtletí 2024,102.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Potravinářské výrobky,2. čtvrtletí 2024,99.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Potravinářské výrobky,3. čtvrtletí 2024,101.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Potravinářské výrobky,4. čtvrtletí 2024,100.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Potravinářské výrobky,1. čtvrtletí 2025,100.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,Potravinářské výrobky,2. čtvrtletí 2025,101.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nápoje,4. čtvrtletí 2021,100.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nápoje,1. čtvrtletí 2022,102.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nápoje,2. čtvrtletí 2022,100.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nápoje,3. čtvrtletí 2022,103.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nápoje,4. čtvrtletí 2022,104.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nápoje,1. čtvrtletí 2023,110.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nápoje,2. čtvrtletí 2023,99.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nápoje,3. čtvrtletí 2023,100.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nápoje,4. čtvrtletí 2023,101.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nápoje,1. čtvrtletí 2024,100.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nápoje,2. čtvrtletí 2024,99.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nápoje,3. čtvrtletí 2024,100.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nápoje,4. čtvrtletí 2024,99.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nápoje,1. čtvrtletí 2025,100.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Nápoje,2. čtvrtletí 2025,98.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Textilie,4. čtvrtletí 2021,100.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Textilie,1. čtvrtletí 2022,103.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Textilie,2. čtvrtletí 2022,105.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,Textilie,3. čtvrtletí 2022,103.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Textilie,4. čtvrtletí 2022,99.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,Textilie,1. čtvrtletí 2023,103.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,Textilie,2. čtvrtletí 2023,98.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Textilie,3. čtvrtletí 2023,99.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,Textilie,4. čtvrtletí 2023,99.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,Textilie,1. čtvrtletí 2024,97.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Textilie,2. čtvrtletí 2024,100.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,Textilie,3. čtvrtletí 2024,102.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Textilie,4. čtvrtletí 2024,101.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Textilie,1. čtvrtletí 2025,99.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,Textilie,2. čtvrtletí 2025,98.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Oděvy,4. čtvrtletí 2021,101.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Oděvy,1. čtvrtletí 2022,98.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Oděvy,2. čtvrtletí 2022,102.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Oděvy,3. čtvrtletí 2022,103.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Oděvy,4. čtvrtletí 2022,100.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,Oděvy,1. čtvrtletí 2023,96.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Oděvy,2. čtvrtletí 2023,98.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,Oděvy,3. čtvrtletí 2023,102.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,Oděvy,4. čtvrtletí 2023,102.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,Oděvy,1. čtvrtletí 2024,99.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,Oděvy,2. čtvrtletí 2024,99.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,Oděvy,3. čtvrtletí 2024,99.4
Index vývozních cen (%),Mezičtvrtletní index,Česko,Oděvy,4. čtvrtletí 2024,102.4
Index vývozních cen (%),Mezičtvrtletní index,Česko,Oděvy,1. čtvrtletí 2025,101.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,Oděvy,2. čtvrtletí 2025,98.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,Usně a související výrobky,4. čtvrtletí 2021,105.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Usně a související výrobky,1. čtvrtletí 2022,91.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Usně a související výrobky,2. čtvrtletí 2022,94.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Usně a související výrobky,3. čtvrtletí 2022,113.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Usně a související výrobky,4. čtvrtletí 2022,98.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Usně a související výrobky,1. čtvrtletí 2023,103.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,Usně a související výrobky,2. čtvrtletí 2023,97.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Usně a související výrobky,3. čtvrtletí 2023,105.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Usně a související výrobky,4. čtvrtletí 2023,101.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Usně a související výrobky,1. čtvrtletí 2024,96.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Usně a související výrobky,2. čtvrtletí 2024,95.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,Usně a související výrobky,3. čtvrtletí 2024,99.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Usně a související výrobky,4. čtvrtletí 2024,101.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Usně a související výrobky,1. čtvrtletí 2025,105.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,Usně a související výrobky,2. čtvrtletí 2025,92.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",4. čtvrtletí 2021,86.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",1. čtvrtletí 2022,93.4
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",2. čtvrtletí 2022,114.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",3. čtvrtletí 2022,96.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",4. čtvrtletí 2022,90.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",1. čtvrtletí 2023,90.4
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",2. čtvrtletí 2023,96.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",3. čtvrtletí 2023,93.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",4. čtvrtletí 2023,97.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",1. čtvrtletí 2024,104.4
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",2. čtvrtletí 2024,103.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",3. čtvrtletí 2024,102.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",4. čtvrtletí 2024,100.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",1. čtvrtletí 2025,100.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Dřevo a dřevěné a korkové výrobky, kromě nábytku; proutěné a slaměné výrobky",2. čtvrtletí 2025,104.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,Papír a výrobky z papíru,4. čtvrtletí 2021,101.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Papír a výrobky z papíru,1. čtvrtletí 2022,100.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Papír a výrobky z papíru,2. čtvrtletí 2022,112.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Papír a výrobky z papíru,3. čtvrtletí 2022,108.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Papír a výrobky z papíru,4. čtvrtletí 2022,102.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Papír a výrobky z papíru,1. čtvrtletí 2023,92.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Papír a výrobky z papíru,2. čtvrtletí 2023,93.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,Papír a výrobky z papíru,3. čtvrtletí 2023,99.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Papír a výrobky z papíru,4. čtvrtletí 2023,99.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Papír a výrobky z papíru,1. čtvrtletí 2024,100.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Papír a výrobky z papíru,2. čtvrtletí 2024,100.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Papír a výrobky z papíru,3. čtvrtletí 2024,102.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Papír a výrobky z papíru,4. čtvrtletí 2024,100.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Papír a výrobky z papíru,1. čtvrtletí 2025,100.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Papír a výrobky z papíru,2. čtvrtletí 2025,98.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,Koks a rafinované ropné produkty,4. čtvrtletí 2021,118.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,Koks a rafinované ropné produkty,1. čtvrtletí 2022,115.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Koks a rafinované ropné produkty,2. čtvrtletí 2022,134.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,Koks a rafinované ropné produkty,3. čtvrtletí 2022,95.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Koks a rafinované ropné produkty,4. čtvrtletí 2022,89.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,Koks a rafinované ropné produkty,1. čtvrtletí 2023,85.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,Koks a rafinované ropné produkty,2. čtvrtletí 2023,89.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,Koks a rafinované ropné produkty,3. čtvrtletí 2023,112.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,Koks a rafinované ropné produkty,4. čtvrtletí 2023,98.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Koks a rafinované ropné produkty,1. čtvrtletí 2024,99.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,Koks a rafinované ropné produkty,2. čtvrtletí 2024,97.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,Koks a rafinované ropné produkty,3. čtvrtletí 2024,92.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,Koks a rafinované ropné produkty,4. čtvrtletí 2024,96.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Koks a rafinované ropné produkty,1. čtvrtletí 2025,101.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Koks a rafinované ropné produkty,2. čtvrtletí 2025,87.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,Chemické látky a chemické přípravky,4. čtvrtletí 2021,102.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,Chemické látky a chemické přípravky,1. čtvrtletí 2022,106.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Chemické látky a chemické přípravky,2. čtvrtletí 2022,112.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,Chemické látky a chemické přípravky,3. čtvrtletí 2022,102.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Chemické látky a chemické přípravky,4. čtvrtletí 2022,94.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Chemické látky a chemické přípravky,1. čtvrtletí 2023,92.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Chemické látky a chemické přípravky,2. čtvrtletí 2023,95.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,Chemické látky a chemické přípravky,3. čtvrtletí 2023,96.4
Index vývozních cen (%),Mezičtvrtletní index,Česko,Chemické látky a chemické přípravky,4. čtvrtletí 2023,102.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Chemické látky a chemické přípravky,1. čtvrtletí 2024,102.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,Chemické látky a chemické přípravky,2. čtvrtletí 2024,103.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,Chemické látky a chemické přípravky,3. čtvrtletí 2024,98.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Chemické látky a chemické přípravky,4. čtvrtletí 2024,98.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,Chemické látky a chemické přípravky,1. čtvrtletí 2025,100.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Chemické látky a chemické přípravky,2. čtvrtletí 2025,97.4
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,4. čtvrtletí 2021,102.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,1. čtvrtletí 2022,99.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,2. čtvrtletí 2022,104.4
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,3. čtvrtletí 2022,102.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,4. čtvrtletí 2022,98.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,1. čtvrtletí 2023,98.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,2. čtvrtletí 2023,98.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,3. čtvrtletí 2023,99.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,4. čtvrtletí 2023,101.4
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,1. čtvrtletí 2024,100.4
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,2. čtvrtletí 2024,102.4
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,3. čtvrtletí 2024,101.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,4. čtvrtletí 2024,100.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,1. čtvrtletí 2025,101.4
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní farmaceutické výrobky a farmaceutické přípravky,2. čtvrtletí 2025,99.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Pryžové a plastové výrobky,4. čtvrtletí 2021,101.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Pryžové a plastové výrobky,1. čtvrtletí 2022,101.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Pryžové a plastové výrobky,2. čtvrtletí 2022,103.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Pryžové a plastové výrobky,3. čtvrtletí 2022,103.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,Pryžové a plastové výrobky,4. čtvrtletí 2022,102.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Pryžové a plastové výrobky,1. čtvrtletí 2023,99.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Pryžové a plastové výrobky,2. čtvrtletí 2023,99.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,Pryžové a plastové výrobky,3. čtvrtletí 2023,101.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Pryžové a plastové výrobky,4. čtvrtletí 2023,100.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,Pryžové a plastové výrobky,1. čtvrtletí 2024,102.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,Pryžové a plastové výrobky,2. čtvrtletí 2024,100.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Pryžové a plastové výrobky,3. čtvrtletí 2024,101.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,Pryžové a plastové výrobky,4. čtvrtletí 2024,100.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,Pryžové a plastové výrobky,1. čtvrtletí 2025,98.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Pryžové a plastové výrobky,2. čtvrtletí 2025,99.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní nekovové minerální výrobky,4. čtvrtletí 2021,101.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní nekovové minerální výrobky,1. čtvrtletí 2022,104.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní nekovové minerální výrobky,2. čtvrtletí 2022,105.4
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní nekovové minerální výrobky,3. čtvrtletí 2022,102.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní nekovové minerální výrobky,4. čtvrtletí 2022,104.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní nekovové minerální výrobky,1. čtvrtletí 2023,105.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní nekovové minerální výrobky,2. čtvrtletí 2023,99.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní nekovové minerální výrobky,3. čtvrtletí 2023,100.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní nekovové minerální výrobky,4. čtvrtletí 2023,101.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní nekovové minerální výrobky,1. čtvrtletí 2024,99.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní nekovové minerální výrobky,2. čtvrtletí 2024,98.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní nekovové minerální výrobky,3. čtvrtletí 2024,101.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní nekovové minerální výrobky,4. čtvrtletí 2024,99.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní nekovové minerální výrobky,1. čtvrtletí 2025,99.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Ostatní nekovové minerální výrobky,2. čtvrtletí 2025,100.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní kovy,4. čtvrtletí 2021,106.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní kovy,1. čtvrtletí 2022,102.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní kovy,2. čtvrtletí 2022,113.4
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní kovy,3. čtvrtletí 2022,100.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní kovy,4. čtvrtletí 2022,94.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní kovy,1. čtvrtletí 2023,91.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní kovy,2. čtvrtletí 2023,97.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní kovy,3. čtvrtletí 2023,96.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní kovy,4. čtvrtletí 2023,97.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní kovy,1. čtvrtletí 2024,101.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní kovy,2. čtvrtletí 2024,102.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní kovy,3. čtvrtletí 2024,100.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní kovy,4. čtvrtletí 2024,97.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní kovy,1. čtvrtletí 2025,99.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Základní kovy,2. čtvrtletí 2025,99.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",4. čtvrtletí 2021,103.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",1. čtvrtletí 2022,103.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",2. čtvrtletí 2022,110.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",3. čtvrtletí 2022,102.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",4. čtvrtletí 2022,97.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",1. čtvrtletí 2023,96.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",2. čtvrtletí 2023,98.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",3. čtvrtletí 2023,100.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",4. čtvrtletí 2023,99.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",1. čtvrtletí 2024,99.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",2. čtvrtletí 2024,100.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",3. čtvrtletí 2024,100.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",4. čtvrtletí 2024,101.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",1. čtvrtletí 2025,98.9
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Kovodělné výrobky, kromě strojů a zařízení",2. čtvrtletí 2025,100.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",4. čtvrtletí 2021,100.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",1. čtvrtletí 2022,97.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",2. čtvrtletí 2022,102.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",3. čtvrtletí 2022,100.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",4. čtvrtletí 2022,98.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",1. čtvrtletí 2023,97.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",2. čtvrtletí 2023,96.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",3. čtvrtletí 2023,101.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",4. čtvrtletí 2023,101.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",1. čtvrtletí 2024,102.4
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",2. čtvrtletí 2024,100.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",3. čtvrtletí 2024,99.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",4. čtvrtletí 2024,101.8
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",1. čtvrtletí 2025,100.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,"Počítače, elektronické a optické přístroje a zařízenÍ",2. čtvrtletí 2025,96.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Elektrická zařízení,4. čtvrtletí 2021,102.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Elektrická zařízení,1. čtvrtletí 2022,102.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Elektrická zařízení,2. čtvrtletí 2022,101.3
Index vývozních cen (%),Mezičtvrtletní index,Česko,Elektrická zařízení,3. čtvrtletí 2022,99.4
Index vývozních cen (%),Mezičtvrtletní index,Česko,Elektrická zařízení,4. čtvrtletí 2022,101.4
Index vývozních cen (%),Mezičtvrtletní index,Česko,Elektrická zařízení,1. čtvrtletí 2023,102.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,Elektrická zařízení,2. čtvrtletí 2023,99.0
Index vývozních cen (%),Mezičtvrtletní index,Česko,Elektrická zařízení,3. čtvrtletí 2023,101.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,Elektrická zařízení,4. čtvrtletí 2023,100.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Elektrická zařízení,1. čtvrtletí 2024,102.4
Index vývozních cen (%),Mezičtvrtletní index,Česko,Elektrická zařízení,2. čtvrtletí 2024,102.1
Index vývozních cen (%),Mezičtvrtletní index,Česko,Elektrická zařízení,3. čtvrtletí 2024,100.5
Index vývozních cen (%),Mezičtvrtletní index,Česko,Elektrická zařízení,4. čtvrtletí 2024,99.7
Index vývozních cen (%),Mezičtvrtletní index,Česko,Elektrická zařízení,1. čtvrtletí 2025,99.6
Index vývozních cen (%),Mezičtvrtletní index,Česko,Elektrická zařízení,2. čtvrtletí 2025,98.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,Stroje a zařízení j. n.,4. čtvrtletí 2021,101.2
Index vývozních cen (%),Mezičtvrtletní index,Česko,Stroje a zařízení j. n.,1. čtvrtletí 2022,99.9
