Území;Ukazatel;Typ indexu;Očištění;CZ-NACE;Čtvrtletí;value
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;3. čtvrtletí 2016;101.4435118417
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;2. čtvrtletí 2016;106.7660616151
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;1. čtvrtletí 2016;104.5131495241
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;4. čtvrtletí 2015;104.998873113
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;3. čtvrtletí 2015;104.6486310801
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;2. čtvrtletí 2015;106.5681658165
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;1. čtvrtletí 2015;105.806648998
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;4. čtvrtletí 2014;104.5339146488
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;3. čtvrtletí 2014;105.3221375312
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;2. čtvrtletí 2014;107.5633938449
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;1. čtvrtletí 2014;109.6060250178
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;4. čtvrtletí 2013;105.554945313
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;3. čtvrtletí 2013;105.444623509
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;2. čtvrtletí 2013;98.428552632
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;1. čtvrtletí 2013;93.8388160456
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;4. čtvrtletí 2012;96.70542691
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;3. čtvrtletí 2012;99.1312317862
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;2. čtvrtletí 2012;98.453430708
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;1. čtvrtletí 2012;103.1653233762
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;4. čtvrtletí 2011;103.4282419984
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;3. čtvrtletí 2011;103.4901567284
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;2. čtvrtletí 2011;109.3043466104
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;1. čtvrtletí 2011;114.9462298725
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;4. čtvrtletí 2010;112.221309454
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;3. čtvrtletí 2010;110.287099787
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;2. čtvrtletí 2010;110.7588385973
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;1. čtvrtletí 2010;106.3923809364
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;4. čtvrtletí 2009;96.7985791582
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;3. čtvrtletí 2009;85.6734901177
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;2. čtvrtletí 2009;80.0345547599
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;1. čtvrtletí 2009;77.8864458889
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;4. čtvrtletí 2008;86.446873606
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;3. čtvrtletí 2008;101.8908742631
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;2. čtvrtletí 2008;104.4922353482
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;1. čtvrtletí 2008;102.0278679022
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;4. čtvrtletí 2007;109.2326831592
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;3. čtvrtletí 2007;110.6903050373
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;2. čtvrtletí 2007;112.202246358
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;1. čtvrtletí 2007;117.9821176014
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;4. čtvrtletí 2006;109.7138705332
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;3. čtvrtletí 2006;107.0809206303
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;2. čtvrtletí 2006;108.0412907095
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;1. čtvrtletí 2006;113.4602867887
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;4. čtvrtletí 2005;106.7479725387
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;3. čtvrtletí 2005;106.2039764472
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;2. čtvrtletí 2005;104.9255146788
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;1. čtvrtletí 2005;102.4926010519
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;4. čtvrtletí 2004;111.956350388
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;3. čtvrtletí 2004;109.471671046
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;2. čtvrtletí 2004;115.6828591671
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;1. čtvrtletí 2004;114.3428435349
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;4. čtvrtletí 2003;102.6290091028
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;3. čtvrtletí 2003;105.1454530454
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;2. čtvrtletí 2003;102.2220130591
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;1. čtvrtletí 2003;103.2019446081
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;4. čtvrtletí 2002;105.01158227
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;3. čtvrtletí 2002;104.1609645937
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;2. čtvrtletí 2002;101.4815040203
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;1. čtvrtletí 2002;98.494286501
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;4. čtvrtletí 2001;104.4238229042
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;3. čtvrtletí 2001;106.9569905776
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;2. čtvrtletí 2001;110.4134055304
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;1. čtvrtletí 2001;115.9054817955
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;4. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;3. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;2. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Zpracovatelský průmysl;1. čtvrtletí 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2025;110.381042108
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2024;98.33523378
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2024;102.3600721602
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2024;99.5830081264
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2024;95.0288657048
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2023;92.8133488462
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2023;85.6628522453
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2023;85.2912278656
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2023;90.4510956975
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2022;89.3055174173
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2022;103.2947992465
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2022;102.7987421503
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2022;98.3618571901
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2021;107.1868011156
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2021;100.1391187903
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2021;102.9629498037
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2021;104.5909774747
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2020;95.7356868217
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2020;97.3329584043
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2020;87.0451381687
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2020;93.2506670723
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2019;98.4223500201
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2019;96.0228541915
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2019;102.6000570358
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2019;101.4117534853
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2018;103.3831521675
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2018;107.7992140501
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2018;98.9973619679
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2018;96.8887399079
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2017;105.649745018
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2017;108.8791073449
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2017;99.3675051393
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2017;105.2292553055
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2016;107.1764493314
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2016;97.7870255489
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2016;103.633911879
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2016;95.7256308634
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2015;92.1041246423
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2015;95.3188018904
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2015;98.4970261066
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2015;102.607943834
