Ukazatel,Roky,"ČR, kraje",Věk (jednoleté skupiny),value
Míry plodnosti,2024,Zlínský kraj,34,86.99498673
Míry plodnosti,2024,Zlínský kraj,35,63.97208491
Míry plodnosti,2024,Zlínský kraj,36,60.41607296
Míry plodnosti,2024,Zlínský kraj,37,45.64907275
Míry plodnosti,2024,Zlínský kraj,38,36.69467787
Míry plodnosti,2024,Zlínský kraj,39,28.62647949
Míry plodnosti,2024,Zlínský kraj,40,24.54495312
Míry plodnosti,2024,Zlínský kraj,41,14.59251101
Míry plodnosti,2024,Zlínský kraj,42,9.638554217
Míry plodnosti,2024,Zlínský kraj,43,5.190760446
Míry plodnosti,2024,Zlínský kraj,44,1.448575567
Míry plodnosti,2024,Zlínský kraj,45,1.573033708
Míry plodnosti,2024,Zlínský kraj,46,0.647808249
Míry plodnosti,2024,Zlínský kraj,47,0.0
Míry plodnosti,2024,Zlínský kraj,48,0.411437976
Míry plodnosti,2024,Zlínský kraj,49,0.0
Míry plodnosti,2024,Moravskoslezský kraj,15,0.92506938
Míry plodnosti,2024,Moravskoslezský kraj,16,4.259850905
Míry plodnosti,2024,Moravskoslezský kraj,17,5.521375611
Míry plodnosti,2024,Moravskoslezský kraj,18,12.73990735
Míry plodnosti,2024,Moravskoslezský kraj,19,18.03641314
Míry plodnosti,2024,Moravskoslezský kraj,20,26.01908066
Míry plodnosti,2024,Moravskoslezský kraj,21,30.62117235
Míry plodnosti,2024,Moravskoslezský kraj,22,38.15694744
Míry plodnosti,2024,Moravskoslezský kraj,23,42.34947523
Míry plodnosti,2024,Moravskoslezský kraj,24,55.27915976
Míry plodnosti,2024,Moravskoslezský kraj,25,70.02546381
Míry plodnosti,2024,Moravskoslezský kraj,26,80.9929335
Míry plodnosti,2024,Moravskoslezský kraj,27,93.99525461
Míry plodnosti,2024,Moravskoslezský kraj,28,101.948755
Míry plodnosti,2024,Moravskoslezský kraj,29,93.91801075
Míry plodnosti,2024,Moravskoslezský kraj,30,105.0878256
Míry plodnosti,2024,Moravskoslezský kraj,31,93.79922669
Míry plodnosti,2024,Moravskoslezský kraj,32,83.34488975
Míry plodnosti,2024,Moravskoslezský kraj,33,79.82409382
Míry plodnosti,2024,Moravskoslezský kraj,34,65.47860132
Míry plodnosti,2024,Moravskoslezský kraj,35,57.68973364
Míry plodnosti,2024,Moravskoslezský kraj,36,48.61390117
Míry plodnosti,2024,Moravskoslezský kraj,37,39.71362961
Míry plodnosti,2024,Moravskoslezský kraj,38,24.92004264
Míry plodnosti,2024,Moravskoslezský kraj,39,20.01352265
Míry plodnosti,2024,Moravskoslezský kraj,40,19.15093076
Míry plodnosti,2024,Moravskoslezský kraj,41,9.80911983
Míry plodnosti,2024,Moravskoslezský kraj,42,7.666442502
Míry plodnosti,2024,Moravskoslezský kraj,43,3.983534723
Míry plodnosti,2024,Moravskoslezský kraj,44,3.021148036
Míry plodnosti,2024,Moravskoslezský kraj,45,1.779557335
Míry plodnosti,2024,Moravskoslezský kraj,46,0.650406504
Míry plodnosti,2024,Moravskoslezský kraj,47,0.423908436
Míry plodnosti,2024,Moravskoslezský kraj,48,0.622148486
Míry plodnosti,2024,Moravskoslezský kraj,49,0.200722601
