Území;Ukazatel;Očištění;Typ indexu;Typ tržeb;Vybraná průmyslová činnost;Úhrn 12 měsíců;value
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;listopad 2004;116.7277467109
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;říjen 2004;115.6791797514
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;září 2004;114.5743733004
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;srpen 2004;110.558041426
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;červenec 2004;107.2810136932
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;červen 2004;103.3097767995
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;květen 2004;100.7551278341
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;duben 2004;97.1895237106
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;březen 2004;94.9685255318
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;únor 2004;92.4089927525
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;leden 2004;90.497688625
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;prosinec 2003;88.4366543982
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;listopad 2003;89.054936879
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;říjen 2003;89.2871671785
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;září 2003;90.0595872672
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;srpen 2003;91.3985206038
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;červenec 2003;91.2055594097
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;červen 2003;93.2031807687
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;květen 2003;92.4317357723
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;duben 2003;93.4147661011
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;březen 2003;93.8225815586
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;únor 2003;94.500210796
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;leden 2003;95.0774077959
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;prosinec 2002;96.4606156437
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;listopad 2002;95.9233106018
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;říjen 2002;97.310903371
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;září 2002;97.5294082621
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;srpen 2002;97.4712304429
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;červenec 2002;99.3999161966
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;červen 2002;99.5072899816
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;květen 2002;100.9814290139
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;duben 2002;101.6436907048
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;březen 2002;102.4660950396
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;únor 2002;103.301329383
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;leden 2002;104.2510530223
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;prosinec 2001;104.682598546
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;listopad 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;říjen 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;září 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;srpen 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;červenec 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;červen 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;květen 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;duben 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;březen 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;únor 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;leden 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;prosinec 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;listopad 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;říjen 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;září 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;srpen 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;červenec 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;červen 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;květen 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;duben 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;březen 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;únor 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;05 Těžba a úprava černého a hnědého uhlí;leden 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;březen 2025;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;únor 2025;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;leden 2025;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;prosinec 2024;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;listopad 2024;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;říjen 2024;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;září 2024;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;srpen 2024;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červenec 2024;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červen 2024;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;květen 2024;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;duben 2024;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;březen 2024;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;únor 2024;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;leden 2024;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;prosinec 2023;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;listopad 2023;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;říjen 2023;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;září 2023;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;srpen 2023;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červenec 2023;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červen 2023;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;květen 2023;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;duben 2023;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;březen 2023;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;únor 2023;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;leden 2023;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;prosinec 2022;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;listopad 2022;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;říjen 2022;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;září 2022;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;srpen 2022;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červenec 2022;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červen 2022;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;květen 2022;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;duben 2022;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;březen 2022;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;únor 2022;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;leden 2022;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;prosinec 2021;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;listopad 2021;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;říjen 2021;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;září 2021;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;srpen 2021;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červenec 2021;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červen 2021;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;květen 2021;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;duben 2021;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;březen 2021;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;únor 2021;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;leden 2021;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;prosinec 2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;listopad 2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;říjen 2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;září 2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;srpen 2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červenec 2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červen 2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;květen 2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;duben 2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;březen 2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;únor 2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;leden 2020;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;prosinec 2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;listopad 2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;říjen 2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;září 2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;srpen 2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červenec 2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červen 2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;květen 2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;duben 2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;březen 2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;únor 2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;leden 2019;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;prosinec 2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;listopad 2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;říjen 2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;září 2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;srpen 2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červenec 2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červen 2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;květen 2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;duben 2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;březen 2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;únor 2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;leden 2018;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;prosinec 2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;listopad 2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;říjen 2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;září 2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;srpen 2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červenec 2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červen 2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;květen 2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;duben 2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;březen 2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;únor 2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;leden 2017;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;prosinec 2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;listopad 2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;říjen 2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;září 2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;srpen 2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červenec 2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červen 2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;květen 2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;duben 2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;březen 2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;únor 2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;leden 2016;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;prosinec 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;listopad 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;říjen 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;září 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;srpen 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červenec 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červen 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;květen 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;duben 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;březen 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;únor 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;leden 2015;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;prosinec 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;listopad 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;říjen 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;září 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;srpen 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červenec 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;červen 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;květen 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;duben 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;březen 2014;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;06 Těžba ropy a zemního plynu;únor 2014;
