Území;Ukazatel;Očištění;Typ indexu;Typ tržeb;Vybraná průmyslová činnost;Úhrn 12 měsíců;value
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);červen 2009;87.4018408245
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);květen 2009;88.7056545796
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);duben 2009;90.7518782934
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);březen 2009;93.6418754413
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);únor 2009;94.4697637241
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);leden 2009;96.9614414207
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);prosinec 2008;99.6604625619
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);listopad 2008;101.1883957715
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);říjen 2008;104.0350939499
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);září 2008;106.0917934236
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);srpen 2008;106.1194770965
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);červenec 2008;107.5192040759
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);červen 2008;108.5951055444
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);květen 2008;109.614419727
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);duben 2008;110.5537222514
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);březen 2008;111.0808760858
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);únor 2008;112.8276892933
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);leden 2008;113.5491919486
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);prosinec 2007;114.0836620104
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);listopad 2007;113.8114730899
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);říjen 2007;113.3147622397
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);září 2007;113.1691986884
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);srpen 2007;113.0970991853
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);červenec 2007;112.5957917817
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);červen 2007;111.8619625897
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);květen 2007;111.5780252494
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);duben 2007;111.3283641893
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);březen 2007;109.7627272068
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);únor 2007;109.5128164317
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);leden 2007;108.6976715191
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);prosinec 2006;108.4505445002
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);listopad 2006;108.5363649595
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);říjen 2006;108.5151632336
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);září 2006;107.8506686672
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);srpen 2006;107.783374162
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);červenec 2006;107.8513568841
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);červen 2006;107.4499981865
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);květen 2006;107.2582661384
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);duben 2006;107.0630197695
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);březen 2006;107.7386374345
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);únor 2006;106.9542057359
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);leden 2006;106.9193611895
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);prosinec 2005;106.9190244203
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);listopad 2005;107.552036113
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);říjen 2005;108.5842108953
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);září 2005;109.2501274501
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);srpen 2005;110.0021849489
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);červenec 2005;110.8496894466
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);červen 2005;111.5767032467
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);květen 2005;112.8112152941
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);duben 2005;114.0471860926
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);březen 2005;114.7065252852
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);únor 2005;116.1839859915
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);leden 2005;116.6360930622
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);prosinec 2004;116.0894258291
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);listopad 2004;115.5097413397
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);říjen 2004;113.5424568672
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);září 2004;112.6037173225
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);srpen 2004;111.989875141
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);červenec 2004;110.9256235093
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);červen 2004;110.0754581091
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);květen 2004;108.7043598502
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);duben 2004;106.7312177003
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);březen 2004;105.7404214276
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);únor 2004;104.1859352414
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);leden 2004;103.2235994545
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);prosinec 2003;103.2022269811
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);listopad 2003;102.9403119562
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);říjen 2003;103.1298208912
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);září 2003;102.8048603975
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);srpen 2003;102.579644309
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);červenec 2003;101.4446428406
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);červen 2003;101.7566137711
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);květen 2003;100.8797184285
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);duben 2003;100.8329807284
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);březen 2003;100.8327423217
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);únor 2003;100.4695387345
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);leden 2003;100.5339708428
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);prosinec 2002;99.8254077504
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);listopad 2002;99.4587682224
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);říjen 2002;100.0347384272
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);září 2002;100.7916715936
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);srpen 2002;100.8975722229
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);červenec 2002;102.3693320631
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);červen 2002;102.7530802244
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);květen 2002;104.1818785826
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);duben 2002;105.4108381677
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);březen 2002;106.4325174408
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);únor 2002;107.9786138553
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);leden 2002;109.0252800396
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);prosinec 2001;111.3563151992
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);listopad 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);říjen 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);září 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);srpen 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);červenec 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);červen 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);květen 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);duben 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);březen 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);únor 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);leden 2001;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);prosinec 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);listopad 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);říjen 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);září 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);srpen 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);červenec 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);červen 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);květen 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);duben 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);březen 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);únor 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;Průmysl celkem (B+C+D);leden 2000;
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;B Těžba a dobývání;březen 2025;90.5231574779
Česko;Tržby z průmyslové činnosti (běžné ceny);Bez očištění;Meziroční index;Celkem;B Těžba a dobývání;únor 2025;90.9885778279
